pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None,179.0, None,-4.5,2.0, None, None, 0.0,-9.0, None,2023-10-22 00:00:00, None,43
None, None,179.0, None,-4.7,2.0, None, None, 0.0,-9.0, None,2023-10-22 01:00:00, None,43
None, None,179.0, None,-4.7,2.0, None, None, 0.0,-9.0, None,2023-10-22 02:00:00, None,43
None, None,178.0, None,-4.7,2.0, None, None, None,-9.0, None,2023-10-22 03:00:00, None,43
None, None,178.0, None,-4.9,2.0, None, None, 0.0,-9.0, None,2023-10-22 04:00:00, None,43
None, None,178.0, None,-4.4,2.0, None, None, 0.0,-9.0, None,2023-10-22 05:00:00, None,43
None, None,178.0, None,-3.3,2.0, None, None, 0.0,-9.0, None,2023-10-22 06:00:00, None,43
None, None,178.0, None,-3.6,2.0, None, None, 0.0,-9.0, None,2023-10-22 07:00:00, None,43
None, None,178.0, None,-4.4,1.0, None, None, 0.0,-9.0, None,2023-10-22 08:00:00, None,43
None, None,178.0, None,-3.7,2.0, None, None, 0.0,-9.0, None,2023-10-22 09:00:00, None,43
None, None,178.0, None,-1.0,1.0, None, None, 0.0,-9.0, None,2023-10-22 10:00:00, None,43
None, None,178.0, None,6.8,0.0, None, None, 0.0,-9.0, None,2023-10-22 11:00:00, None,43
None, None,179.0, None,7.7,0.0, None, None, 1.0,-9.0, None,2023-10-22 12:00:00, None,43
None, None,179.0, None,8.8,0.0, None, None, 0.0,-9.0, None,2023-10-22 13:00:00, None,43
None, None,179.0, None,8.2,0.0, None, None, 0.0,-8.0, None,2023-10-22 14:00:00, None,43
None, None,179.0, None,4.9,1.0, None, None, 0.0,-8.0, None,2023-10-22 15:00:00, None,43
None, None,179.0, None,3.4,1.0, None, None, 0.0,-8.0, None,2023-10-22 16:00:00, None,43
None, None,179.0, None,1.4,1.0, None, None, 0.0,-8.0, None,2023-10-22 17:00:00, None,43
None, None,179.0, None,-0.1,1.0, None, None, 0.0,-8.0, None,2023-10-22 18:00:00, None,43
0.0, None,179.0, None,-1.3,1.0, None, None, 0.0,-8.0, None,2023-10-22 19:00:00, None,43
0.0, None,179.0, None,-1.7,1.0, None, None, 0.0,-8.0, None,2023-10-22 20:00:00, None,43
0.0, None,179.0, None,-2.2,2.0, None, None, 0.0,-8.0, None,2023-10-22 21:00:00, None,43
0.0, None,179.0, None,-2.6,2.0, None, None, 0.0,-8.0, None,2023-10-22 22:00:00, None,43
None, None,178.0, None,-4.3,2.0, None, None, None,-8.0, None,2023-10-22 23:00:00, None,43
None, None,178.0, None,-4.8,1.0, None, None, 0.0,-8.0, None,2023-10-23 00:00:00, None,43
None, None,178.0, None,-5.7,0.0, None, None, 0.0,-8.0, None,2023-10-23 01:00:00, None,43
None, None,178.0, None,-6.5,2.0, None, None, 0.0,-8.0, None,2023-10-23 02:00:00, None,43
0.0, None,178.0, None,-6.6,2.0, None, None, 0.0,-8.0, None,2023-10-23 03:00:00, None,43
0.0, None,178.0, None,-6.3,1.0, None, None, 0.0,-8.0, None,2023-10-23 04:00:00, None,43
0.0, None,178.0, None,-7.2,2.0, None, None, 0.0,-8.0, None,2023-10-23 05:00:00, None,43
0.0, None,178.0, None,-5.9,2.0, None, None, 0.0,-8.0, None,2023-10-23 06:00:00, None,43
0.0, None,178.0, None,-5.9,2.0, None, None, 0.0,-8.0, None,2023-10-23 07:00:00, None,43
0.0, None,178.0, None,-4.4,2.0, None, None, 0.0,-8.0, None,2023-10-23 08:00:00, None,43
0.0, None,178.0, None,-4.8,2.0, None, None, 0.0,-8.0, None,2023-10-23 09:00:00, None,43
0.0, None,178.0, None,-4.7,2.0, None, None, 0.0,-8.0, None,2023-10-23 10:00:00, None,43
0.0, None,178.0, None,-4.0,2.0, None, None, 0.0,-8.0, None,2023-10-23 11:00:00, None,43
None, None,178.0, None,-2.3,1.0, None, None, 0.0,-7.0, None,2023-10-23 12:00:00, None,43
None, None,178.0, None,-0.8,2.0, None, None, 0.0,-7.0, None,2023-10-23 13:00:00, None,43
None, None,178.0, None,-1.1,1.0, None, None, 0.0,-7.0, None,2023-10-23 14:00:00, None,43
None, None,178.0, None,-1.7,1.0, None, None, 0.0,-7.0, None,2023-10-23 15:00:00, None,43
None, None,178.0, None,-1.6,2.0, None, None, 0.0,-7.0, None,2023-10-23 16:00:00, None,43
None, None,178.0, None,-2.6,1.0, None, None, 0.0,-7.0, None,2023-10-23 17:00:00, None,43
None, None,178.0, None,-3.3,2.0, None, None, 0.0,-7.0, None,2023-10-23 18:00:00, None,43
None, None,178.0, None,-3.8,2.0, None, None, 0.0,-7.0, None,2023-10-23 19:00:00, None,43
None, None,178.0, None,-4.9,1.0, None, None, 0.0,-7.0, None,2023-10-23 20:00:00, None,43
None, None,178.0, None,-5.7,0.0, None, None, 0.0,-7.0, None,2023-10-23 21:00:00, None,43
None, None,178.0, None,-6.4,2.0, None, None, 0.0,-7.0, None,2023-10-23 22:00:00, None,43
0.0, None,178.0, None,-7.1,4.0, None, None, 0.0,-7.0, None,2023-10-23 23:00:00, None,43
0.0, None,178.0, None,-7.4,-1.0, None, None, 0.0,-7.0, None,2023-10-24 00:00:00, None,43
0.0, None,178.0, None,-7.5,1.0, None, None, 0.0,-7.0, None,2023-10-24 01:00:00, None,43
0.0, None,178.0, None,-8.0,6.0, None, None, 0.0,-6.0, None,2023-10-24 02:00:00, None,43
0.0, None,178.0, None,-8.8,5.0, None, None, 0.0,-6.0, None,2023-10-24 03:00:00, None,43
0.0, None,178.0, None,-9.6,5.0, None, None, 0.0,-5.0, None,2023-10-24 04:00:00, None,43
0.0, None,178.0, None,-10.1,6.0, None, None, 0.0,-4.0, None,2023-10-24 05:00:00, None,43
0.0, None,178.0, None,-10.7,6.0, None, None, 0.0,-4.0, None,2023-10-24 06:00:00, None,43
0.0, None,178.0, None,-11.4,5.0, None, None, 0.0,-4.0, None,2023-10-24 07:00:00, None,43
0.0, None,178.0, None,-12.3,5.0, None, None, 0.0,-4.0, None,2023-10-24 08:00:00, None,43
None, None,177.0, None,-12.6,4.0, None, None, None,-4.0, None,2023-10-24 09:00:00, None,43
None, None,177.0, None,-12.4,9.0, None, None, 0.0,-4.0, None,2023-10-24 10:00:00, None,43
None, None,177.0, None,-11.2,4.0, None, None, 0.0,-4.0, None,2023-10-24 11:00:00, None,43
None, None,177.0, None,-11.3,11.0, None, None, 0.0,-3.0, None,2023-10-24 12:00:00, None,43
