AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
-0.1, 1.0,2022-04-16 00:00:00, -2.7, 11.6,16
-0.8, None,2022-04-16 01:00:00, None, None,16
-1.3, None,2022-04-16 02:00:00, None, None,16
-1.7, None,2022-04-16 03:00:00, None, None,16
-2.2, None,2022-04-16 04:00:00, None, None,16
-2.7, None,2022-04-16 05:00:00, None, None,16
-2.4, None,2022-04-16 06:00:00, None, None,16
0.3, None,2022-04-16 07:00:00, None, None,16
3.1, None,2022-04-16 08:00:00, None, None,16
5.2, None,2022-04-16 09:00:00, None, None,16
7.4, None,2022-04-16 10:00:00, None, None,16
9.1, None,2022-04-16 11:00:00, None, None,16
9.9, None,2022-04-16 12:00:00, None, None,16
11.4, None,2022-04-16 13:00:00, None, None,16
10.9, None,2022-04-16 14:00:00, None, None,16
11.6, None,2022-04-16 15:00:00, None, None,16
10.2, None,2022-04-16 16:00:00, None, None,16
10.8, None,2022-04-16 17:00:00, None, None,16
6.7, None,2022-04-16 18:00:00, None, None,16
3.5, None,2022-04-16 19:00:00, None, None,16
1.4, None,2022-04-16 20:00:00, None, None,16
0.3, None,2022-04-16 21:00:00, None, None,16
-0.5, None,2022-04-16 22:00:00, None, None,16
-0.8, None,2022-04-16 23:00:00, None, None,16
-1.2, 1.0,2022-04-17 00:00:00, -3.3, 13.5,16
-1.5, None,2022-04-17 01:00:00, None, None,16
-2.1, None,2022-04-17 02:00:00, None, None,16
-2.5, None,2022-04-17 03:00:00, None, None,16
-3.1, None,2022-04-17 04:00:00, None, None,16
-3.3, None,2022-04-17 05:00:00, None, None,16
-2.7, None,2022-04-17 06:00:00, None, None,16
0.9, None,2022-04-17 07:00:00, None, None,16
4.0, None,2022-04-17 08:00:00, None, None,16
6.0, None,2022-04-17 09:00:00, None, None,16
8.7, None,2022-04-17 10:00:00, None, None,16
11.0, None,2022-04-17 11:00:00, None, None,16
12.3, None,2022-04-17 12:00:00, None, None,16
12.8, None,2022-04-17 13:00:00, None, None,16
13.5, None,2022-04-17 14:00:00, None, None,16
13.3, None,2022-04-17 15:00:00, None, None,16
12.7, None,2022-04-17 16:00:00, None, None,16
12.4, None,2022-04-17 17:00:00, None, None,16
6.9, None,2022-04-17 18:00:00, None, None,16
4.2, None,2022-04-17 19:00:00, None, None,16
2.1, None,2022-04-17 20:00:00, None, None,16
1.2, None,2022-04-17 21:00:00, None, None,16
0.9, None,2022-04-17 22:00:00, None, None,16
0.7, None,2022-04-17 23:00:00, None, None,16
0.2, 0.0,2022-04-18 00:00:00, -0.7, 12.2,16
-0.2, None,2022-04-18 01:00:00, None, None,16
-0.5, None,2022-04-18 02:00:00, None, None,16
-0.5, None,2022-04-18 03:00:00, None, None,16
-0.6, None,2022-04-18 04:00:00, None, None,16
-0.7, None,2022-04-18 05:00:00, None, None,16
0.1, None,2022-04-18 06:00:00, None, None,16
2.1, None,2022-04-18 07:00:00, None, None,16
4.2, None,2022-04-18 08:00:00, None, None,16
6.6, None,2022-04-18 09:00:00, None, None,16
9.6, None,2022-04-18 10:00:00, None, None,16
11.2, None,2022-04-18 11:00:00, None, None,16
11.5, None,2022-04-18 12:00:00, None, None,16
12.2, None,2022-04-18 13:00:00, None, None,16
12.0, None,2022-04-18 14:00:00, None, None,16
11.4, None,2022-04-18 15:00:00, None, None,16
10.9, None,2022-04-18 16:00:00, None, None,16
9.8, None,2022-04-18 17:00:00, None, None,16
8.3, None,2022-04-18 18:00:00, None, None,16
7.3, None,2022-04-18 19:00:00, None, None,16
5.5, None,2022-04-18 20:00:00, None, None,16
4.8, None,2022-04-18 21:00:00, None, None,16
4.2, None,2022-04-18 22:00:00, None, None,16
3.6, None,2022-04-18 23:00:00, None, None,16
3.6, 1.0,2022-04-19 00:00:00, 1.5, 9.1,16
3.6, None,2022-04-19 01:00:00, None, None,16
3.5, None,2022-04-19 02:00:00, None, None,16
2.5, None,2022-04-19 03:00:00, None, None,16
2.6, None,2022-04-19 04:00:00, None, None,16
3.7, None,2022-04-19 05:00:00, None, None,16
2.7, None,2022-04-19 06:00:00, None, None,16
3.0, None,2022-04-19 07:00:00, None, None,16
3.2, None,2022-04-19 08:00:00, None, None,16
3.3, None,2022-04-19 09:00:00, None, None,16
3.6, None,2022-04-19 10:00:00, None, None,16
4.7, None,2022-04-19 11:00:00, None, None,16
6.6, None,2022-04-19 12:00:00, None, None,16
8.0, None,2022-04-19 13:00:00, None, None,16
9.1, None,2022-04-19 14:00:00, None, None,16
5.6, None,2022-04-19 15:00:00, None, None,16
5.7, None,2022-04-19 16:00:00, None, None,16
5.0, None,2022-04-19 17:00:00, None, None,16
4.7, None,2022-04-19 18:00:00, None, None,16
3.7, None,2022-04-19 19:00:00, None, None,16
2.4, None,2022-04-19 20:00:00, None, None,16
2.5, None,2022-04-19 21:00:00, None, None,16
2.0, None,2022-04-19 22:00:00, None, None,16
1.5, None,2022-04-19 23:00:00, None, None,16
1.1, 0.0,2022-04-20 00:00:00, 1.0, 12.6,16
1.0, None,2022-04-20 01:00:00, None, None,16
1.0, None,2022-04-20 02:00:00, None, None,16
1.1, None,2022-04-20 03:00:00, None, None,16
1.4, None,2022-04-20 04:00:00, None, None,16
1.5, None,2022-04-20 05:00:00, None, None,16
2.1, None,2022-04-20 06:00:00, None, None,16
2.8, None,2022-04-20 07:00:00, None, None,16
4.4, None,2022-04-20 08:00:00, None, None,16
5.3, None,2022-04-20 09:00:00, None, None,16
6.8, None,2022-04-20 10:00:00, None, None,16
8.1, None,2022-04-20 11:00:00, None, None,16
9.1, None,2022-04-20 12:00:00, None, None,16
10.2, None,2022-04-20 13:00:00, None, None,16
9.3, None,2022-04-20 14:00:00, None, None,16
11.0, None,2022-04-20 15:00:00, None, None,16
12.6, None,2022-04-20 16:00:00, None, None,16
8.5, None,2022-04-20 17:00:00, None, None,16
6.6, None,2022-04-20 18:00:00, None, None,16
4.4, None,2022-04-20 19:00:00, None, None,16
4.0, None,2022-04-20 20:00:00, None, None,16
3.6, None,2022-04-20 21:00:00, None, None,16
3.4, None,2022-04-20 22:00:00, None, None,16
3.0, None,2022-04-20 23:00:00, None, None,16
2.6, 0.0,2022-04-21 00:00:00, 1.2, 13.0,16
