AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
-4.5, 0.0,2022-04-16 00:00:00, -9.8, 4.1,16
-5.2, None,2022-04-16 01:00:00, None, None,16
-5.8, None,2022-04-16 02:00:00, None, None,16
-6.6, None,2022-04-16 03:00:00, None, None,16
-7.3, None,2022-04-16 04:00:00, None, None,16
-8.0, None,2022-04-16 05:00:00, None, None,16
-9.8, None,2022-04-16 06:00:00, None, None,16
-6.5, None,2022-04-16 07:00:00, None, None,16
-4.0, None,2022-04-16 08:00:00, None, None,16
-1.2, None,2022-04-16 09:00:00, None, None,16
0.7, None,2022-04-16 10:00:00, None, None,16
2.4, None,2022-04-16 11:00:00, None, None,16
2.8, None,2022-04-16 12:00:00, None, None,16
4.1, None,2022-04-16 13:00:00, None, None,16
3.0, None,2022-04-16 14:00:00, None, None,16
2.5, None,2022-04-16 15:00:00, None, None,16
2.1, None,2022-04-16 16:00:00, None, None,16
1.2, None,2022-04-16 17:00:00, None, None,16
0.4, None,2022-04-16 18:00:00, None, None,16
-0.3, None,2022-04-16 19:00:00, None, None,16
-1.0, None,2022-04-16 20:00:00, None, None,16
-1.4, None,2022-04-16 21:00:00, None, None,16
-2.0, None,2022-04-16 22:00:00, None, None,16
-2.9, None,2022-04-16 23:00:00, None, None,16
-3.5, 0.0,2022-04-17 00:00:00, -5.6, 3.5,16
-4.1, None,2022-04-17 01:00:00, None, None,16
-5.4, None,2022-04-17 02:00:00, None, None,16
-4.6, None,2022-04-17 03:00:00, None, None,16
-5.1, None,2022-04-17 04:00:00, None, None,16
-5.6, None,2022-04-17 05:00:00, None, None,16
-5.6, None,2022-04-17 06:00:00, None, None,16
-4.9, None,2022-04-17 07:00:00, None, None,16
-2.3, None,2022-04-17 08:00:00, None, None,16
-0.7, None,2022-04-17 09:00:00, None, None,16
1.2, None,2022-04-17 10:00:00, None, None,16
3.5, None,2022-04-17 11:00:00, None, None,16
3.4, None,2022-04-17 12:00:00, None, None,16
2.3, None,2022-04-17 13:00:00, None, None,16
2.5, None,2022-04-17 14:00:00, None, None,16
1.5, None,2022-04-17 15:00:00, None, None,16
2.0, None,2022-04-17 16:00:00, None, None,16
0.6, None,2022-04-17 17:00:00, None, None,16
-0.3, None,2022-04-17 18:00:00, None, None,16
-1.6, None,2022-04-17 19:00:00, None, None,16
-1.7, None,2022-04-17 20:00:00, None, None,16
-2.4, None,2022-04-17 21:00:00, None, None,16
-2.3, None,2022-04-17 22:00:00, None, None,16
-4.3, None,2022-04-17 23:00:00, None, None,16
-6.2, 0.0,2022-04-18 00:00:00, -6.6, 4.3,16
-6.6, None,2022-04-18 01:00:00, None, None,16
-5.5, None,2022-04-18 02:00:00, None, None,16
-4.2, None,2022-04-18 03:00:00, None, None,16
-4.7, None,2022-04-18 04:00:00, None, None,16
-4.6, None,2022-04-18 05:00:00, None, None,16
-4.7, None,2022-04-18 06:00:00, None, None,16
-3.7, None,2022-04-18 07:00:00, None, None,16
-1.6, None,2022-04-18 08:00:00, None, None,16
0.6, None,2022-04-18 09:00:00, None, None,16
1.9, None,2022-04-18 10:00:00, None, None,16
3.5, None,2022-04-18 11:00:00, None, None,16
3.8, None,2022-04-18 12:00:00, None, None,16
4.3, None,2022-04-18 13:00:00, None, None,16
2.9, None,2022-04-18 14:00:00, None, None,16
2.8, None,2022-04-18 15:00:00, None, None,16
1.8, None,2022-04-18 16:00:00, None, None,16
0.2, None,2022-04-18 17:00:00, None, None,16
0.1, None,2022-04-18 18:00:00, None, None,16
-0.2, None,2022-04-18 19:00:00, None, None,16
-1.0, None,2022-04-18 20:00:00, None, None,16
-1.6, None,2022-04-18 21:00:00, None, None,16
-1.6, None,2022-04-18 22:00:00, None, None,16
-1.8, None,2022-04-18 23:00:00, None, None,16
-1.7, 4.4,2022-04-19 00:00:00, -4.9, 6.0,16
-1.2, None,2022-04-19 01:00:00, None, None,16
-2.2, None,2022-04-19 02:00:00, None, None,16
-2.7, None,2022-04-19 03:00:00, None, None,16
-1.8, None,2022-04-19 04:00:00, None, None,16
-1.2, None,2022-04-19 05:00:00, None, None,16
-0.5, None,2022-04-19 06:00:00, None, None,16
-2.0, None,2022-04-19 07:00:00, None, None,16
-1.4, None,2022-04-19 08:00:00, None, None,16
0.0, None,2022-04-19 09:00:00, None, None,16
3.9, None,2022-04-19 10:00:00, None, None,16
4.1, None,2022-04-19 11:00:00, None, None,16
4.9, None,2022-04-19 12:00:00, None, None,16
4.4, None,2022-04-19 13:00:00, None, None,16
6.0, None,2022-04-19 14:00:00, None, None,16
5.1, None,2022-04-19 15:00:00, None, None,16
3.8, None,2022-04-19 16:00:00, None, None,16
3.2, None,2022-04-19 17:00:00, None, None,16
2.6, None,2022-04-19 18:00:00, None, None,16
1.8, None,2022-04-19 19:00:00, None, None,16
-0.2, None,2022-04-19 20:00:00, None, None,16
-1.7, None,2022-04-19 21:00:00, None, None,16
-3.2, None,2022-04-19 22:00:00, None, None,16
-4.9, None,2022-04-19 23:00:00, None, None,16
-5.9, 0.0,2022-04-20 00:00:00, -8.7, 6.7,16
-6.7, None,2022-04-20 01:00:00, None, None,16
-7.1, None,2022-04-20 02:00:00, None, None,16
-7.8, None,2022-04-20 03:00:00, None, None,16
