station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
5.3, None, None, 1.1, 2022-10-14 01:30:00, -4.0, None
5.1, None, None, 1.1, 2022-10-14 01:45:00, -4.0, None
5.2, None, None, 1.1, 2022-10-14 02:00:00, -4.0, None
5.1, None, None, 1.1, 2022-10-14 02:15:00, -4.0, None
4.9, None, None, 1.1, 2022-10-14 02:30:00, -4.0, None
5.0, None, None, 1.1, 2022-10-14 02:45:00, -4.0, None
5.3, None, None, 1.1, 2022-10-14 03:00:00, -4.0, None
5.3, None, None, 1.1, 2022-10-14 03:15:00, -4.0, None
5.4, None, None, 1.1, 2022-10-14 03:30:00, -4.0, None
5.1, None, None, 1.1, 2022-10-14 03:45:00, -4.0, None
4.9, None, None, 1.1, 2022-10-14 04:00:00, -4.0, None
4.8, None, None, 1.1, 2022-10-14 04:15:00, -4.0, None
4.5, None, None, 1.1, 2022-10-14 04:30:00, -4.0, None
4.5, None, None, 1.1, 2022-10-14 04:45:00, -4.0, None
4.6, None, None, 1.1, 2022-10-14 05:00:00, -4.0, None
4.6, None, None, 1.1, 2022-10-14 05:15:00, -4.0, None
4.9, None, None, 1.1, 2022-10-14 05:30:00, -4.0, None
5.2, None, None, 0.0, 2022-10-14 05:45:00, -4.0, None
5.0, None, None, 0.0, 2022-10-14 06:00:00, -4.0, None
4.9, None, None, 0.0, 2022-10-14 06:15:00, -4.0, None
5.0, None, None, 0.0, 2022-10-14 06:30:00, -4.0, None
5.0, None, None, 0.0, 2022-10-14 06:45:00, -4.0, None
5.4, None, None, 0.0, 2022-10-14 07:00:00, -4.0, None
6.2, None, None, 0.0, 2022-10-14 07:15:00, -4.0, None
6.7, None, None, 0.0, 2022-10-14 07:30:00, -4.0, None
7.5, None, None, 0.0, 2022-10-14 07:45:00, -4.0, None
8.1, None, None, 0.0, 2022-10-14 08:00:00, -4.0, None
8.0, None, None, 0.0, 2022-10-14 08:15:00, -3.0, None
9.2, None, None, 0.0, 2022-10-14 08:30:00, -3.0, None
9.6, None, None, 0.0, 2022-10-14 08:45:00, -3.0, None
9.3, None, None, 0.0, 2022-10-14 09:00:00, -4.0, None
9.1, None, None, 0.0, 2022-10-14 09:15:00, -3.0, None
9.5, None, None, 0.0, 2022-10-14 09:30:00, -4.0, None
9.5, None, None, 0.0, 2022-10-14 09:45:00, -4.0, None
9.8, None, None, 0.0, 2022-10-14 10:00:00, -4.0, None
9.7, None, None, 0.0, 2022-10-14 10:15:00, -4.0, None
10.4, None, None, 0.0, 2022-10-14 10:30:00, -4.0, None
11.4, None, None, 0.0, 2022-10-14 10:45:00, -4.0, None
12.3, None, None, 0.0, 2022-10-14 11:00:00, -4.0, None
12.6, None, None, 0.0, 2022-10-14 11:15:00, -4.0, None
12.6, None, None, 0.0, 2022-10-14 11:30:00, -4.0, None
12.8, None, None, 0.0, 2022-10-14 11:45:00, -4.0, None
12.8, None, None, 0.0, 2022-10-14 12:00:00, -4.0, None
12.2, None, None, 0.0, 2022-10-14 12:15:00, -4.0, None
12.8, None, None, 0.0, 2022-10-14 12:30:00, -3.0, None
13.1, None, None, 0.0, 2022-10-14 12:45:00, -5.0, None
13.6, None, None, 0.0, 2022-10-14 13:00:00, -4.0, None
13.4, None, None, 0.0, 2022-10-14 13:15:00, -4.0, None
12.4, None, None, 0.0, 2022-10-14 13:30:00, -4.0, None
13.2, None, None, 0.0, 2022-10-14 13:45:00, -3.0, None
13.0, None, None, 1.1, 2022-10-14 14:00:00, -4.0, None
12.7, None, None, 1.1, 2022-10-14 14:15:00, -4.0, None
12.8, None, None, 1.1, 2022-10-14 14:30:00, -4.0, None
12.6, None, None, 1.1, 2022-10-14 14:45:00, -4.0, None
12.6, None, None, 1.1, 2022-10-14 15:00:00, -4.0, None
12.8, None, None, 1.1, 2022-10-14 15:15:00, -4.0, None
12.2, None, None, 1.1, 2022-10-14 15:30:00, -4.0, None
12.3, None, None, 1.1, 2022-10-14 15:45:00, -4.0, None
11.6, None, None, 1.1, 2022-10-14 16:00:00, -3.0, None
10.6, None, None, 1.1, 2022-10-14 16:15:00, -5.0, None
10.2, None, None, 1.1, 2022-10-14 16:30:00, -3.0, None
8.8, None, None, 1.1, 2022-10-14 16:45:00, -4.0, None
7.7, None, None, 2.1, 2022-10-14 17:00:00, -4.0, None
7.1, None, None, 2.1, 2022-10-14 17:15:00, -4.0, None
6.7, None, None, 2.1, 2022-10-14 17:30:00, -4.0, None
6.4, None, None, 2.1, 2022-10-14 17:45:00, -4.0, None
6.3, None, None, 2.1, 2022-10-14 18:00:00, -4.0, None
6.4, None, None, 2.1, 2022-10-14 18:15:00, -4.0, None
6.0, None, None, 2.1, 2022-10-14 18:30:00, -3.0, None
6.4, None, None, 2.1, 2022-10-14 18:45:00, -5.0, None
6.3, None, None, 2.1, 2022-10-14 19:00:00, -4.0, None
5.9, None, None, 2.1, 2022-10-14 19:15:00, -4.0, None
5.9, None, None, 2.1, 2022-10-14 19:30:00, -4.0, None
6.4, None, None, 2.1, 2022-10-14 19:45:00, -4.0, None
6.4, None, None, 2.1, 2022-10-14 20:00:00, -4.0, None
6.3, None, None, 1.1, 2022-10-14 20:15:00, -4.0, None
7.2, None, None, 1.1, 2022-10-14 20:30:00, -5.0, None
6.9, None, None, 1.1, 2022-10-14 20:45:00, -5.0, None
7.1, None, None, 1.1, 2022-10-14 21:00:00, -4.0, None
6.7, None, None, 1.1, 2022-10-14 21:15:00, -4.0, None
6.3, None, None, 1.1, 2022-10-14 21:30:00, -4.0, None
6.2, None, None, 1.1, 2022-10-14 21:45:00, -4.0, None
6.0, None, None, 1.1, 2022-10-14 22:00:00, -5.0, None
5.9, None, None, 1.1, 2022-10-14 22:15:00, -4.0, None
None, None, None, 1.1, 2022-10-14 22:22:00, None, None
5.5, None, None, 1.1, 2022-10-14 22:30:00, -4.0, None
5.3, None, None, 1.1, 2022-10-14 22:45:00, -4.0, None
5.2, None, None, 1.1, 2022-10-14 23:00:00, -4.0, None
5.1, None, None, 1.1, 2022-10-14 23:15:00, -4.0, None
4.9, None, None, 1.1, 2022-10-14 23:30:00, -4.0, None
4.8, None, None, 1.1, 2022-10-14 23:45:00, -4.0, None
4.7, 0.0, 2.8, 1.1, 2022-10-15 00:00:00, -4.0, 13.7
4.4, None, None, 1.1, 2022-10-15 00:15:00, -4.0, None
4.0, None, None, 1.1, 2022-10-15 00:30:00, -4.0, None
3.9, None, None, 1.1, 2022-10-15 00:45:00, -4.0, None
4.0, None, None, 1.1, 2022-10-15 01:00:00, -4.0, None
3.9, None, None, 1.1, 2022-10-15 01:15:00, -4.0, None
4.0, None, None, 1.1, 2022-10-15 01:30:00, -4.0, None
3.9, None, None, 1.1, 2022-10-15 01:45:00, -4.0, None
3.7, None, None, 1.1, 2022-10-15 02:00:00, -4.0, None
3.7, None, None, 1.1, 2022-10-15 02:15:00, -4.0, None
3.5, None, None, 1.1, 2022-10-15 02:30:00, -4.0, None
3.5, None, None, 0.0, 2022-10-15 02:45:00, -4.0, None
3.2, None, None, 0.0, 2022-10-15 03:00:00, -4.0, None
3.3, None, None, 0.0, 2022-10-15 03:15:00, -4.0, None
3.3, None, None, 0.0, 2022-10-15 03:30:00, -4.0, None
3.3, None, None, 0.0, 2022-10-15 03:45:00, -4.0, None
3.2, None, None, 0.0, 2022-10-15 04:00:00, -4.0, None
3.1, None, None, 0.0, 2022-10-15 04:15:00, -4.0, None
3.0, None, None, 0.0, 2022-10-15 04:30:00, -4.0, None
3.2, None, None, 0.0, 2022-10-15 04:45:00, -4.0, None
3.0, None, None, 0.0, 2022-10-15 05:00:00, -4.0, None
3.0, None, None, 0.0, 2022-10-15 05:15:00, -4.0, None
2.9, None, None, 0.0, 2022-10-15 05:30:00, -4.0, None
3.0, None, None, 0.0, 2022-10-15 05:45:00, -4.0, None
3.0, None, None, 0.0, 2022-10-15 06:00:00, -4.0, None
2.8, None, None, 0.0, 2022-10-15 06:15:00, -4.0, None
2.8, None, None, 0.0, 2022-10-15 06:30:00, -4.0, None
2.9, None, None, 0.0, 2022-10-15 06:45:00, -4.0, None
2.8, None, None, 0.0, 2022-10-15 07:00:00, -4.0, None
3.1, None, None, 0.0, 2022-10-15 07:15:00, -4.0, None
3.5, None, None, 0.0, 2022-10-15 07:30:00, -4.0, None
4.1, None, None, 0.0, 2022-10-15 07:45:00, -4.0, None
4.4, None, None, 0.0, 2022-10-15 08:00:00, -4.0, None
5.3, None, None, 0.0, 2022-10-15 08:15:00, -4.0, None
6.9, None, None, 0.0, 2022-10-15 08:30:00, -5.0, None
7.6, None, None, 0.0, 2022-10-15 08:45:00, -4.0, None
8.6, None, None, 0.0, 2022-10-15 09:00:00, -3.0, None
9.7, None, None, 0.0, 2022-10-15 09:15:00, -4.0, None
10.1, None, None, 0.0, 2022-10-15 09:30:00, -3.0, None
10.7, None, None, 0.0, 2022-10-15 09:45:00, -3.0, None
11.4, None, None, -1.1, 2022-10-15 10:00:00, -4.0, None
10.9, None, None, -1.1, 2022-10-15 10:15:00, -4.0, None
10.6, None, None, -1.1, 2022-10-15 10:30:00, -4.0, None
10.8, None, None, -1.1, 2022-10-15 10:45:00, -4.0, None
11.8, None, None, -1.1, 2022-10-15 11:00:00, -4.0, None
12.7, None, None, -1.1, 2022-10-15 11:15:00, -4.0, None
12.2, None, None, -1.1, 2022-10-15 11:30:00, -4.0, None
12.3, None, None, -1.1, 2022-10-15 11:45:00, -4.0, None
12.7, None, None, 0.0, 2022-10-15 12:00:00, -4.0, None
12.7, None, None, 0.0, 2022-10-15 12:15:00, -4.0, None
12.9, None, None, 0.0, 2022-10-15 12:30:00, -4.0, None
13.1, None, None, 0.0, 2022-10-15 12:45:00, -4.0, None
13.0, None, None, 0.0, 2022-10-15 13:00:00, -4.0, None
13.5, None, None, 0.0, 2022-10-15 13:15:00, -4.0, None
12.7, None, None, 0.0, 2022-10-15 13:30:00, -4.0, None
13.7, None, None, 0.0, 2022-10-15 13:45:00, -5.0, None
13.0, None, None, 0.0, 2022-10-15 14:00:00, -4.0, None
13.1, None, None, 0.0, 2022-10-15 14:15:00, -4.0, None
13.1, None, None, 1.1, 2022-10-15 14:30:00, -4.0, None
12.9, None, None, 1.1, 2022-10-15 14:45:00, -4.0, None
13.0, None, None, 1.1, 2022-10-15 15:00:00, -4.0, None
13.3, None, None, 1.1, 2022-10-15 15:15:00, -4.0, None
13.6, None, None, 1.1, 2022-10-15 15:30:00, -6.0, None
13.1, None, None, 1.1, 2022-10-15 15:45:00, -5.0, None
10.8, None, None, 1.1, 2022-10-15 16:00:00, -5.0, None
9.3, None, None, 1.1, 2022-10-15 16:15:00, -4.0, None
8.5, None, None, 1.1, 2022-10-15 16:30:00, -4.0, None
8.0, None, None, 1.1, 2022-10-15 16:45:00, -4.0, None
7.6, None, None, 1.1, 2022-10-15 17:00:00, -4.0, None
7.1, None, None, 1.1, 2022-10-15 17:15:00, -4.0, None
6.8, None, None, 1.1, 2022-10-15 17:30:00, -4.0, None
6.5, None, None, 1.1, 2022-10-15 17:45:00, -4.0, None
6.4, None, None, 1.1, 2022-10-15 18:00:00, -4.0, None
6.2, None, None, 1.1, 2022-10-15 18:15:00, -4.0, None
6.2, None, None, 1.1, 2022-10-15 18:30:00, -4.0, None
6.1, None, None, 1.1, 2022-10-15 18:45:00, -4.0, None
6.1, None, None, 1.1, 2022-10-15 19:00:00, -4.0, None
5.9, None, None, 1.1, 2022-10-15 19:15:00, -4.0, None
5.8, None, None, 1.1, 2022-10-15 19:30:00, -4.0, None
5.9, None, None, 1.1, 2022-10-15 19:45:00, -4.0, None
5.9, None, None, 1.1, 2022-10-15 20:00:00, -4.0, None
5.9, None, None, 1.1, 2022-10-15 20:15:00, -4.0, None
5.9, None, None, 1.1, 2022-10-15 20:30:00, -4.0, None
5.8, None, None, 1.1, 2022-10-15 20:45:00, -4.0, None
5.6, None, None, 1.1, 2022-10-15 21:00:00, -4.0, None
5.5, None, None, 1.1, 2022-10-15 21:15:00, -4.0, None
5.5, None, None, 1.1, 2022-10-15 21:30:00, -4.0, None
5.5, None, None, 1.1, 2022-10-15 21:45:00, -4.0, None
5.5, None, None, 1.1, 2022-10-15 22:00:00, -4.0, None
5.5, None, None, 1.1, 2022-10-15 22:15:00, -4.0, None
5.6, None, None, 1.1, 2022-10-15 22:30:00, -4.0, None
5.6, None, None, 1.1, 2022-10-15 22:45:00, -4.0, None
5.3, None, None, 1.1, 2022-10-15 23:00:00, -4.0, None
5.0, None, None, 1.1, 2022-10-15 23:15:00, -4.0, None
4.9, None, None, 1.1, 2022-10-15 23:30:00, -4.0, None
4.8, None, None, 1.1, 2022-10-15 23:45:00, -4.0, None
5.0, 0.0, 3.3, 1.1, 2022-10-16 00:00:00, -4.0, 16.0
5.0, None, None, 1.1, 2022-10-16 00:15:00, -4.0, None
4.8, None, None, 1.1, 2022-10-16 00:30:00, -4.0, None
5.0, None, None, 1.1, 2022-10-16 00:45:00, -4.0, None
5.0, None, None, 1.1, 2022-10-16 01:00:00, -4.0, None
4.9, None, None, 1.1, 2022-10-16 01:15:00, -4.0, None
4.9, None, None, 1.1, 2022-10-16 01:30:00, -4.0, None
4.9, None, None, 1.1, 2022-10-16 01:45:00, -4.0, None
5.0, None, None, 1.1, 2022-10-16 02:00:00, -4.0, None
4.9, None, None, 1.1, 2022-10-16 02:15:00, -4.0, None
4.7, None, None, 1.1, 2022-10-16 02:30:00, -4.0, None
4.5, None, None, 0.0, 2022-10-16 02:45:00, -4.0, None
4.4, None, None, 0.0, 2022-10-16 03:00:00, -4.0, None
4.1, None, None, 0.0, 2022-10-16 03:15:00, -4.0, None
4.0, None, None, 0.0, 2022-10-16 03:30:00, -4.0, None
4.0, None, None, 0.0, 2022-10-16 03:45:00, -4.0, None
3.8, None, None, 0.0, 2022-10-16 04:00:00, -4.0, None
3.6, None, None, 0.0, 2022-10-16 04:15:00, -4.0, None
3.7, None, None, 0.0, 2022-10-16 04:30:00, -4.0, None
3.6, None, None, 0.0, 2022-10-16 04:45:00, -4.0, None
3.5, None, None, 0.0, 2022-10-16 05:00:00, -4.0, None
3.3, None, None, 0.0, 2022-10-16 05:15:00, -4.0, None
3.4, None, None, 0.0, 2022-10-16 05:30:00, -4.0, None
3.3, None, None, 0.0, 2022-10-16 05:45:00, -4.0, None
3.5, None, None, 0.0, 2022-10-16 06:00:00, -4.0, None
3.6, None, None, 0.0, 2022-10-16 06:15:00, -4.0, None
3.6, None, None, 0.0, 2022-10-16 06:30:00, -4.0, None
3.8, None, None, 0.0, 2022-10-16 06:45:00, -4.0, None
3.8, None, None, 0.0, 2022-10-16 07:00:00, -4.0, None
4.3, None, None, 0.0, 2022-10-16 07:15:00, -4.0, None
4.5, None, None, 0.0, 2022-10-16 07:30:00, -4.0, None
5.4, None, None, 0.0, 2022-10-16 07:45:00, -4.0, None
6.1, None, None, 0.0, 2022-10-16 08:00:00, -4.0, None
6.3, None, None, 0.0, 2022-10-16 08:15:00, -4.0, None
7.8, None, None, 0.0, 2022-10-16 08:30:00, -5.0, None
8.2, None, None, 0.0, 2022-10-16 08:45:00, -5.0, None
10.4, None, None, 0.0, 2022-10-16 09:00:00, -4.0, None
11.3, None, None, 0.0, 2022-10-16 09:15:00, -4.0, None
11.5, None, None, 0.0, 2022-10-16 09:30:00, -4.0, None
12.0, None, None, -1.1, 2022-10-16 09:45:00, -4.0, None
12.9, None, None, -1.1, 2022-10-16 10:00:00, -3.0, None
12.5, None, None, -1.1, 2022-10-16 10:15:00, -3.0, None
12.9, None, None, -1.1, 2022-10-16 10:30:00, -4.0, None
12.8, None, None, -1.1, 2022-10-16 10:45:00, -3.0, None
14.2, None, None, -1.1, 2022-10-16 11:00:00, -4.0, None
14.7, None, None, -1.1, 2022-10-16 11:15:00, -4.0, None
14.3, None, None, -1.1, 2022-10-16 11:30:00, -3.0, None
14.1, None, None, -1.1, 2022-10-16 11:45:00, -3.0, None
14.8, None, None, 0.0, 2022-10-16 12:00:00, -3.0, None
15.0, None, None, 0.0, 2022-10-16 12:15:00, -4.0, None
15.7, None, None, 0.0, 2022-10-16 12:30:00, -4.0, None
15.3, None, None, 0.0, 2022-10-16 12:45:00, -4.0, None
15.8, None, None, 0.0, 2022-10-16 13:00:00, -4.0, None
15.5, None, None, 0.0, 2022-10-16 13:15:00, -4.0, None
16.0, None, None, 1.1, 2022-10-16 13:30:00, -4.0, None
15.7, None, None, 1.1, 2022-10-16 13:45:00, -4.0, None
15.7, None, None, 1.1, 2022-10-16 14:00:00, -4.0, None
15.3, None, None, 1.1, 2022-10-16 14:15:00, -4.0, None
15.9, None, None, 1.1, 2022-10-16 14:30:00, -5.0, None
15.2, None, None, 1.1, 2022-10-16 14:45:00, -4.0, None
15.8, None, None, 1.1, 2022-10-16 15:00:00, -4.0, None
15.7, None, None, 1.1, 2022-10-16 15:15:00, -5.0, None
15.6, None, None, 1.1, 2022-10-16 15:30:00, -7.0, None
15.0, None, None, 1.1, 2022-10-16 15:45:00, -6.0, None
12.8, None, None, 1.1, 2022-10-16 16:00:00, -5.0, None
11.3, None, None, 2.1, 2022-10-16 16:15:00, -5.0, None
10.3, None, None, 2.1, 2022-10-16 16:30:00, -5.0, None
9.9, None, None, 2.1, 2022-10-16 16:45:00, -5.0, None
9.3, None, None, 2.1, 2022-10-16 17:00:00, -5.0, None
9.0, None, None, 2.1, 2022-10-16 17:15:00, -5.0, None
8.7, None, None, 2.1, 2022-10-16 17:30:00, -5.0, None
8.5, None, None, 2.1, 2022-10-16 17:45:00, -5.0, None
8.5, None, None, 2.1, 2022-10-16 18:00:00, -5.0, None
8.3, None, None, 2.1, 2022-10-16 18:15:00, -5.0, None
8.0, None, None, 2.1, 2022-10-16 18:30:00, -5.0, None
7.9, None, None, 2.1, 2022-10-16 18:45:00, -5.0, None
7.9, None, None, 2.1, 2022-10-16 19:00:00, -5.0, None
7.7, None, None, 2.1, 2022-10-16 19:15:00, -5.0, None
7.5, None, None, 2.1, 2022-10-16 19:30:00, -5.0, None
7.5, None, None, 2.1, 2022-10-16 19:45:00, -5.0, None
7.0, None, None, 2.1, 2022-10-16 20:00:00, -5.0, None
6.7, None, None, 2.1, 2022-10-16 20:15:00, -5.0, None
6.6, None, None, 1.1, 2022-10-16 20:30:00, -5.0, None
6.5, None, None, 1.1, 2022-10-16 20:45:00, -5.0, None
6.3, None, None, 1.1, 2022-10-16 21:00:00, -5.0, None
6.2, None, None, 1.1, 2022-10-16 21:15:00, -6.0, None
6.5, None, None, 1.1, 2022-10-16 21:30:00, -5.0, None
6.3, None, None, 1.1, 2022-10-16 21:45:00, -5.0, None
5.9, None, None, 1.1, 2022-10-16 22:00:00, -5.0, None
5.9, None, None, 1.1, 2022-10-16 22:15:00, -5.0, None
5.7, None, None, 1.1, 2022-10-16 22:30:00, -5.0, None
5.7, None, None, 1.1, 2022-10-16 22:45:00, -5.0, None
5.7, None, None, 1.1, 2022-10-16 23:00:00, -5.0, None
5.6, None, None, 1.1, 2022-10-16 23:15:00, -4.0, None
5.9, None, None, 1.1, 2022-10-16 23:30:00, -5.0, None
6.0, None, None, 1.1, 2022-10-16 23:45:00, -5.0, None
5.7, 0.0, 3.2, 1.1, 2022-10-17 00:00:00, -5.0, 15.3
5.5, None, None, 1.1, 2022-10-17 00:15:00, -5.0, None
5.5, None, None, 1.1, 2022-10-17 00:30:00, -4.0, None
5.5, None, None, 0.0, 2022-10-17 00:45:00, -5.0, None
5.6, None, None, 0.0, 2022-10-17 01:00:00, -5.0, None
5.3, None, None, 0.0, 2022-10-17 01:15:00, -5.0, None
4.9, None, None, 0.0, 2022-10-17 01:30:00, -4.0, None
4.9, None, None, 0.0, 2022-10-17 01:45:00, -4.0, None
5.0, None, None, 0.0, 2022-10-17 02:00:00, -5.0, None
4.9, None, None, 0.0, 2022-10-17 02:15:00, -4.0, None
5.3, None, None, 0.0, 2022-10-17 02:30:00, -5.0, None
5.1, None, None, 0.0, 2022-10-17 02:45:00, -5.0, None
4.9, None, None, 0.0, 2022-10-17 03:00:00, -5.0, None
5.0, None, None, 0.0, 2022-10-17 03:15:00, -4.0, None
5.0, None, None, 0.0, 2022-10-17 03:30:00, -5.0, None
4.9, None, None, 0.0, 2022-10-17 03:45:00, -5.0, None
4.9, None, None, 0.0, 2022-10-17 04:00:00, -5.0, None
4.7, None, None, 0.0, 2022-10-17 04:15:00, -5.0, None
4.4, None, None, 0.0, 2022-10-17 04:30:00, -5.0, None
4.3, None, None, 0.0, 2022-10-17 04:45:00, -5.0, None
4.1, None, None, 0.0, 2022-10-17 05:00:00, -5.0, None
3.8, None, None, 0.0, 2022-10-17 05:15:00, -5.0, None
3.7, None, None, 0.0, 2022-10-17 05:30:00, -5.0, None
3.8, None, None, 0.0, 2022-10-17 05:45:00, -4.0, None
3.7, None, None, 0.0, 2022-10-17 06:00:00, -5.0, None
3.2, None, None, 0.0, 2022-10-17 06:15:00, -4.0, None
3.7, None, None, 0.0, 2022-10-17 06:30:00, -5.0, None
3.4, None, None, 0.0, 2022-10-17 06:45:00, -5.0, None
3.3, None, None, 0.0, 2022-10-17 07:00:00, -5.0, None
4.0, None, None, 0.0, 2022-10-17 07:15:00, -4.0, None
5.0, None, None, 0.0, 2022-10-17 07:30:00, -5.0, None
5.6, None, None, 0.0, 2022-10-17 07:45:00, -5.0, None
6.0, None, None, 0.0, 2022-10-17 08:00:00, -5.0, None
6.8, None, None, 0.0, 2022-10-17 08:15:00, -5.0, None
7.5, None, None, 0.0, 2022-10-17 08:30:00, -5.0, None
8.7, None, None, -1.1, 2022-10-17 08:45:00, -4.0, None
9.6, None, None, -1.1, 2022-10-17 09:00:00, -4.0, None
9.8, None, None, -1.1, 2022-10-17 09:15:00, -3.0, None
10.4, None, None, -1.1, 2022-10-17 09:30:00, -3.0, None
11.6, None, None, -1.1, 2022-10-17 09:45:00, -3.0, None
11.8, None, None, -1.1, 2022-10-17 10:00:00, -4.0, None
11.7, None, None, -1.1, 2022-10-17 10:15:00, -4.0, None
12.4, None, None, -1.1, 2022-10-17 10:30:00, -4.0, None
13.0, None, None, -1.1, 2022-10-17 10:45:00, -4.0, None
13.7, None, None, -1.1, 2022-10-17 11:00:00, -4.0, None
14.2, None, None, -1.1, 2022-10-17 11:15:00, -4.0, None
14.6, None, None, -1.1, 2022-10-17 11:30:00, -4.0, None
14.3, None, None, -1.1, 2022-10-17 11:45:00, -4.0, None
14.6, None, None, -1.1, 2022-10-17 12:00:00, -4.0, None
14.7, None, None, 0.0, 2022-10-17 12:15:00, -5.0, None
15.0, None, None, 0.0, 2022-10-17 12:30:00, -4.0, None
14.3, None, None, 0.0, 2022-10-17 12:45:00, -4.0, None
14.8, None, None, 0.0, 2022-10-17 13:00:00, -4.0, None
14.5, None, None, 0.0, 2022-10-17 13:15:00, -4.0, None
14.8, None, None, 0.0, 2022-10-17 13:30:00, -4.0, None
15.0, None, None, 0.0, 2022-10-17 13:45:00, -4.0, None
15.1, None, None, 0.0, 2022-10-17 14:00:00, -5.0, None
15.2, None, None, 0.0, 2022-10-17 14:15:00, -4.0, None
15.3, None, None, 1.1, 2022-10-17 14:30:00, -5.0, None
14.8, None, None, 1.1, 2022-10-17 14:45:00, -5.0, None
14.9, None, None, 1.1, 2022-10-17 15:00:00, -4.0, None
14.6, None, None, 1.1, 2022-10-17 15:15:00, -5.0, None
None, None, None, 1.1, 2022-10-17 15:22:00, None, None
13.6, None, None, 1.1, 2022-10-17 15:30:00, -4.0, None
12.5, None, None, 1.1, 2022-10-17 15:45:00, -5.0, None
11.6, None, None, 1.1, 2022-10-17 16:00:00, -5.0, None
10.5, None, None, 1.1, 2022-10-17 16:15:00, -5.0, None
9.8, None, None, 1.1, 2022-10-17 16:30:00, -5.0, None
9.2, None, None, 1.1, 2022-10-17 16:45:00, -4.0, None
8.7, None, None, 1.1, 2022-10-17 17:00:00, -5.0, None
8.2, None, None, 1.1, 2022-10-17 17:15:00, -5.0, None
7.8, None, None, 1.1, 2022-10-17 17:30:00, -5.0, None
7.7, None, None, 1.1, 2022-10-17 17:45:00, -4.0, None
7.5, None, None, 1.1, 2022-10-17 18:00:00, -5.0, None
7.6, None, None, 1.1, 2022-10-17 18:15:00, -5.0, None
7.6, None, None, 1.1, 2022-10-17 18:30:00, -5.0, None
7.5, None, None, 1.1, 2022-10-17 18:45:00, -5.0, None
7.4, None, None, 1.1, 2022-10-17 19:00:00, -5.0, None
7.3, None, None, 1.1, 2022-10-17 19:15:00, -5.0, None
7.1, None, None, 1.1, 2022-10-17 19:30:00, -5.0, None
7.0, None, None, 1.1, 2022-10-17 19:45:00, -5.0, None
6.9, None, None, 1.1, 2022-10-17 20:00:00, -5.0, None
6.9, None, None, 1.1, 2022-10-17 20:15:00, -5.0, None
6.9, None, None, 1.1, 2022-10-17 20:30:00, -5.0, None
7.0, None, None, 1.1, 2022-10-17 20:45:00, -5.0, None
6.8, None, None, 1.1, 2022-10-17 21:00:00, -5.0, None
6.5, None, None, 1.1, 2022-10-17 21:15:00, -5.0, None
6.4, None, None, 1.1, 2022-10-17 21:30:00, -5.0, None
6.3, None, None, 1.1, 2022-10-17 21:45:00, -5.0, None
6.2, None, None, 1.1, 2022-10-17 22:00:00, -4.0, None
6.1, None, None, 1.1, 2022-10-17 22:15:00, -4.0, None
6.0, None, None, 1.1, 2022-10-17 22:30:00, -5.0, None
5.9, None, None, 1.1, 2022-10-17 22:45:00, -5.0, None
6.0, None, None, 1.1, 2022-10-17 23:00:00, -5.0, None
6.1, None, None, 1.1, 2022-10-17 23:15:00, -5.0, None
6.1, None, None, 1.1, 2022-10-17 23:30:00, -5.0, None
6.3, None, None, 1.1, 2022-10-17 23:45:00, -5.0, None
6.3, 0.0, 5.1, 1.1, 2022-10-18 00:00:00, -5.0, 16.0
6.2, None, None, 1.1, 2022-10-18 00:15:00, -5.0, None
6.1, None, None, 0.0, 2022-10-18 00:30:00, -5.0, None
6.1, None, None, 0.0, 2022-10-18 00:45:00, -5.0, None
6.1, None, None, 0.0, 2022-10-18 01:00:00, -4.0, None
6.3, None, None, 0.0, 2022-10-18 01:15:00, -5.0, None
6.2, None, None, 0.0, 2022-10-18 01:30:00, -5.0, None
6.1, None, None, 0.0, 2022-10-18 01:45:00, -5.0, None
6.0, None, None, 0.0, 2022-10-18 02:00:00, -5.0, None
5.7, None, None, 0.0, 2022-10-18 02:15:00, -5.0, None
5.5, None, None, 0.0, 2022-10-18 02:30:00, -5.0, None
5.7, None, None, 0.0, 2022-10-18 02:45:00, -5.0, None
5.7, None, None, 0.0, 2022-10-18 03:00:00, -4.0, None
5.6, None, None, 0.0, 2022-10-18 03:15:00, -4.0, None
5.7, None, None, 0.0, 2022-10-18 03:30:00, -4.0, None
5.9, None, None, 0.0, 2022-10-18 03:45:00, -5.0, None
5.3, None, None, 0.0, 2022-10-18 04:00:00, -5.0, None
5.1, None, None, 0.0, 2022-10-18 04:15:00, -4.0, None
5.2, None, None, 0.0, 2022-10-18 04:30:00, -5.0, None
5.4, None, None, 0.0, 2022-10-18 04:45:00, -5.0, None
5.6, None, None, 0.0, 2022-10-18 05:00:00, -4.0, None
5.7, None, None, 0.0, 2022-10-18 05:15:00, -5.0, None
5.4, None, None, 0.0, 2022-10-18 05:30:00, -5.0, None
5.6, None, None, 0.0, 2022-10-18 05:45:00, -5.0, None
5.7, None, None, 0.0, 2022-10-18 06:00:00, -4.0, None
5.8, None, None, 0.0, 2022-10-18 06:15:00, -5.0, None
5.7, None, None, 0.0, 2022-10-18 06:30:00, -4.0, None
5.6, None, None, 0.0, 2022-10-18 06:45:00, -4.0, None
