pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, 17.75, 53.6, 22.1, 54.0, 8.0, 17.8, 17.6, 8.0, 0.0, 0.0,2020-09-17 20:00:00, -6999.0, 724.0,38
0.0, 16.57, 55.92, 22.1, 56.0, 8.0, 16.6, 16.4, 8.0, 0.0, 0.0,2020-09-17 21:00:00, -6999.0, 724.0,38
0.0, 15.2, 58.89, 22.1, 59.0, 7.0, 15.2, 15.3, 7.0, 0.0, 0.0,2020-09-17 22:00:00, -6999.0, 724.0,38
0.0, 13.76, 66.39, 22.1, 66.0, 8.0, 13.8, 13.9, 8.0, 0.0, 0.0,2020-09-17 23:00:00, -6999.0, 724.0,38
0.0, 13.18, 66.63, 22.1, 67.0, 7.0, 13.2, 13.1, 7.0, 0.0, 0.0,2020-09-18 00:00:00, -6999.0, 724.0,38
0.0, 12.48, 61.86, 22.1, 62.0, 5.0, 12.5, 12.4, 5.0, 0.0, 0.0,2020-09-18 01:00:00, -6999.0, 725.0,38
0.0, 11.94, 74.0, 22.1, 74.0, 8.0, 11.9, 11.8, 8.0, 0.0, 0.0,2020-09-18 02:00:00, -6999.0, 724.0,38
0.0, 11.37, 72.98, 22.1, 73.0, 7.0, 11.4, 11.3, 7.0, 0.0, 0.0,2020-09-18 03:00:00, -6999.0, 724.0,38
0.0, 10.68, 70.98, 22.1, 71.0, 6.0, 10.7, 10.7, 6.0, 0.0, 0.0,2020-09-18 04:00:00, -6999.0, 724.0,38
0.0, 10.23, 77.79, 22.1, 78.0, 6.0, 10.2, 10.4, 6.0, 0.0, 0.0,2020-09-18 05:00:00, -6999.0, 724.0,38
0.0, 9.63, 77.26, 22.1, 77.0, 6.0, 9.6, 9.6, 6.0, 0.0, 0.0,2020-09-18 06:00:00, -6999.0, 724.0,38
0.0, 9.13, 78.12, 9.6, 78.0, 6.0, 9.1, 9.0, 6.0, 0.0, 0.0,2020-09-18 07:00:00, -6999.0, 724.0,38
0.0, 9.33, 80.9, 9.6, 81.0, 6.0, 9.3, 8.8, 6.0, 0.0, 0.0,2020-09-18 08:00:00, -6999.0, 724.0,38
0.0, 10.47, 74.97, 10.6, 75.0, 6.0, 10.5, 8.8, 6.0, 0.0, 0.0,2020-09-18 09:00:00, -6999.0, 724.0,38
0.0, 12.54, 65.92, 12.5, 66.0, 6.0, 12.5, 8.8, 6.0, 0.0, 0.0,2020-09-18 10:00:00, -6999.0, 724.0,38
0.0, 14.53, 57.76, 14.5, 58.0, 6.0, 14.5, 8.8, 6.0, 0.0, 0.0,2020-09-18 11:00:00, -6999.0, 724.0,38
0.0, 17.17, 49.39, 17.2, 49.0, 6.0, 17.2, 8.8, 6.0, 0.0, 0.0,2020-09-18 12:00:00, -6999.0, 723.0,38
0.0, 19.31, 43.94, 19.2, 44.0, 7.0, 19.3, 8.8, 7.0, 0.0, 0.0,2020-09-18 13:00:00, -6999.0, 723.0,38
0.0, 21.18, 39.65, 21.1, 40.0, 7.0, 21.2, 8.8, 7.0, 0.0, 0.0,2020-09-18 14:00:00, -6999.0, 722.0,38
0.0, 22.11, 40.05, 22.2, 40.0, 8.0, 22.1, 8.8, 8.0, 0.0, 0.0,2020-09-18 15:00:00, -6999.0, 722.0,38
0.0, 22.1, 37.77, 22.5, 38.0, 7.0, 22.1, 8.8, 7.0, 0.0, 0.0,2020-09-18 16:00:00, -6999.0, 722.0,38
0.0, 22.22, 38.78, 22.6, 39.0, 8.0, 22.2, 8.8, 8.0, 0.0, 0.0,2020-09-18 17:00:00, -6999.0, 721.0,38
0.0, 22.73, 45.2, 22.9, 45.0, 10.0, 22.7, 8.8, 10.0, 0.0, 0.0,2020-09-18 18:00:00, -6999.0, 722.0,38
0.0, 20.55, 50.56, 22.7, 51.0, 10.0, 20.6, 20.6, 10.0, 0.0, 0.0,2020-09-18 19:00:00, -6999.0, 722.0,38
0.0, 18.41, 58.79, 22.7, 59.0, 10.0, 18.4, 18.1, 10.0, 0.0, 0.0,2020-09-18 20:00:00, -6999.0, 723.0,38
0.0, 19.25, 55.31, 22.7, 55.0, 10.0, 19.3, 18.1, 10.0, 0.0, 0.0,2020-09-18 21:00:00, -6999.0, 723.0,38
0.0, 17.46, 62.87, 22.7, 63.0, 11.0, 17.5, 17.4, 11.0, 0.0, 0.0,2020-09-18 22:00:00, -6999.0, 723.0,38
0.0, 16.96, 65.44, 22.7, 65.0, 10.0, 17.0, 16.9, 10.0, 0.0, 0.0,2020-09-18 23:00:00, -6999.0, 723.0,38
0.0, 16.55, 70.11, 22.7, 70.0, 11.0, 16.6, 16.4, 11.0, 0.0, 0.0,2020-09-19 00:00:00, -6999.0, 724.0,38
0.6, 14.45, 89.3, 22.7, 89.0, 13.0, 14.5, 14.3, 13.0, 0.6, 0.0,2020-09-19 01:00:00, -6999.0, 724.0,38
0.6, 13.76, 92.2, 22.7, 92.0, 12.0, 13.8, 13.6, 12.0, 0.1, 0.0,2020-09-19 02:00:00, -6999.0, 724.0,38
0.6, 13.82, 92.5, 22.7, 93.0, 13.0, 13.8, 13.6, 13.0, 0.0, 0.0,2020-09-19 03:00:00, -6999.0, 724.0,38
0.6, 13.7, 92.4, 22.7, 92.0, 12.0, 13.7, 13.4, 12.0, 0.0, 0.0,2020-09-19 04:00:00, -6999.0, 724.0,38
0.6, 13.42, 91.7, 22.7, 92.0, 12.0, 13.4, 13.3, 12.0, 0.0, 0.0,2020-09-19 05:00:00, -6999.0, 724.0,38
0.6, 12.93, 90.7, 22.7, 91.0, 12.0, 12.9, 12.8, 12.0, 0.0, 0.0,2020-09-19 06:00:00, -6999.0, 724.0,38
0.6, 12.66, 92.0, 13.0, 92.0, 11.0, 12.7, 12.5, 11.0, 0.0, 0.0,2020-09-19 07:00:00, -6999.0, 724.0,38
0.6, 13.2, 90.6, 13.4, 91.0, 12.0, 13.2, 12.3, 12.0, 0.0, 0.0,2020-09-19 08:00:00, -6999.0, 724.0,38
0.6, 14.28, 83.3, 14.3, 83.0, 11.0, 14.3, 12.3, 11.0, 0.0, 0.0,2020-09-19 09:00:00, -6999.0, 724.0,38
0.6, 16.08, 73.14, 16.4, 73.0, 12.0, 16.1, 12.3, 12.0, 0.0, 0.0,2020-09-19 10:00:00, -6999.0, 724.0,38
0.6, 17.49, 65.42, 17.4, 65.0, 11.0, 17.5, 12.3, 11.0, 0.0, 0.0,2020-09-19 11:00:00, -6999.0, 724.0,38
0.6, 18.6, 57.66, 18.6, 58.0, 10.0, 18.6, 12.3, 10.0, 0.0, 0.0,2020-09-19 12:00:00, -6999.0, 724.0,38
0.6, 19.34, 52.3, 19.4, 52.0, 9.0, 19.3, 12.3, 9.0, 0.0, 0.0,2020-09-19 13:00:00, -6999.0, 724.0,38
0.6, 19.71, 47.6, 19.8, 48.0, 8.0, 19.7, 12.3, 8.0, 0.0, 0.0,2020-09-19 14:00:00, -6999.0, 724.0,38
0.6, 19.45, 46.88, 19.8, 47.0, 8.0, 19.5, 12.3, 8.0, 0.0, 0.0,2020-09-19 15:00:00, -6999.0, 725.0,38
0.6, 18.52, 54.4, 19.8, 54.0, 9.0, 18.5, 12.3, 9.0, 0.0, 0.0,2020-09-19 16:00:00, -6999.0, 725.0,38
0.6, 17.54, 59.14, 19.8, 59.0, 10.0, 17.5, 12.3, 10.0, 0.0, 0.0,2020-09-19 17:00:00, -6999.0, 725.0,38
0.6, 18.16, 54.55, 19.8, 55.0, 9.0, 18.2, 12.3, 9.0, 0.0, 0.0,2020-09-19 18:00:00, -6999.0, 725.0,38
0.6, 16.54, 67.99, 18.1, 68.0, 11.0, 16.5, 16.5, 11.0, 0.0, 0.0,2020-09-19 19:00:00, -6999.0, 725.0,38
0.6, 15.85, 65.59, 18.1, 66.0, 9.0, 15.9, 15.9, 9.0, 0.0, 0.0,2020-09-19 20:00:00, -6999.0, 725.0,38
0.6, 16.16, 64.75, 18.1, 65.0, 10.0, 16.2, 15.6, 10.0, 0.0, 0.0,2020-09-19 21:00:00, -6999.0, 726.0,38
0.6, 14.64, 69.69, 18.1, 70.0, 9.0, 14.6, 14.5, 9.0, 0.0, 0.0,2020-09-19 22:00:00, -6999.0, 726.0,38
0.6, 14.19, 72.41, 18.1, 72.0, 9.0, 14.2, 14.2, 9.0, 0.0, 0.0,2020-09-19 23:00:00, -6999.0, 726.0,38
0.6, 14.15, 71.86, 18.1, 72.0, 9.0, 14.2, 14.1, 9.0, 0.0, 0.0,2020-09-20 00:00:00, -6999.0, 726.0,38
0.0, 13.73, 72.64, 18.1, 73.0, 9.0, 13.7, 13.7, 9.0, 0.0, 0.0,2020-09-20 01:00:00, -6999.0, 726.0,38
0.0, 13.62, 74.83, 18.1, 75.0, 9.0, 13.6, 13.6, 9.0, 0.0, 0.0,2020-09-20 02:00:00, -6999.0, 726.0,38
0.0, 13.71, 75.52, 18.1, 76.0, 9.0, 13.7, 13.4, 9.0, 0.0, 0.0,2020-09-20 03:00:00, -6999.0, 726.0,38
0.0, 13.14, 77.04, 18.1, 77.0, 9.0, 13.1, 13.0, 9.0, 0.0, 0.0,2020-09-20 04:00:00, -6999.0, 726.0,38
0.0, 13.49, 75.05, 18.1, 75.0, 9.0, 13.5, 13.0, 9.0, 0.0, 0.0,2020-09-20 05:00:00, -6999.0, 726.0,38
0.0, 12.87, 75.97, 18.1, 76.0, 9.0, 12.9, 12.9, 9.0, 0.0, 0.0,2020-09-20 06:00:00, -6999.0, 726.0,38
0.0, 12.72, 76.05, 13.2, 76.0, 9.0, 12.7, 12.5, 9.0, 0.0, 0.0,2020-09-20 07:00:00, -6999.0, 726.0,38
0.0, 12.34, 77.31, 13.2, 77.0, 9.0, 12.3, 12.4, 9.0, 0.0, 0.0,2020-09-20 08:00:00, -6999.0, 726.0,38
0.0, 13.66, 69.64, 13.7, 70.0, 8.0, 13.7, 12.4, 8.0, 0.0, 0.0,2020-09-20 09:00:00, -6999.0, 726.0,38
0.0, 15.02, 64.32, 15.2, 64.0, 8.0, 15.0, 12.4, 8.0, 0.0, 0.0,2020-09-20 10:00:00, -6999.0, 726.0,38
0.0, 17.55, 52.77, 17.6, 53.0, 8.0, 17.6, 12.4, 8.0, 0.0, 0.0,2020-09-20 11:00:00, -6999.0, 726.0,38
0.0, 19.26, 44.4, 19.4, 44.0, 7.0, 19.3, 12.4, 7.0, 0.0, 0.0,2020-09-20 12:00:00, -6999.0, 726.0,38
0.0, 20.17, 35.94, 20.3, 36.0, 5.0, 20.2, 12.4, 5.0, 0.0, 0.0,2020-09-20 13:00:00, -6999.0, 726.0,38
0.0, 20.87, 34.97, 20.8, 35.0, 5.0, 20.9, 12.4, 5.0, 0.0, 0.0,2020-09-20 14:00:00, -6999.0, 726.0,38
0.0, 20.75, 34.64, 20.9, 35.0, 4.0, 20.8, 12.4, 4.0, 0.0, 0.0,2020-09-20 15:00:00, -6999.0, 725.0,38
0.0, 20.79, 33.62, 21.1, 34.0, 4.0, 20.8, 12.4, 4.0, 0.0, 0.0,2020-09-20 16:00:00, -6999.0, 725.0,38
0.0, 20.28, 35.37, 21.1, 35.0, 5.0, 20.3, 12.4, 5.0, 0.0, 0.0,2020-09-20 17:00:00, -6999.0, 725.0,38
0.0, 18.11, 44.62, 21.1, 45.0, 6.0, 18.1, 12.4, 6.0, 0.0, 0.0,2020-09-20 18:00:00, -6999.0, 725.0,38
0.0, 17.93, 44.89, 18.7, 45.0, 5.0, 17.9, 17.2, 5.0, 0.0, 0.0,2020-09-20 19:00:00, -6999.0, 725.0,38
0.0, 15.11, 54.11, 18.7, 54.0, 6.0, 15.1, 15.2, 6.0, 0.0, 0.0,2020-09-20 20:00:00, -6999.0, 725.0,38
0.0, 12.81, 62.01, 18.7, 62.0, 6.0, 12.8, 12.7, 6.0, 0.0, 0.0,2020-09-20 21:00:00, -6999.0, 725.0,38
0.0, 11.34, 65.89, 18.7, 66.0, 5.0, 11.3, 11.4, 5.0, 0.0, 0.0,2020-09-20 22:00:00, -6999.0, 725.0,38
0.0, 10.17, 70.71, 18.7, 71.0, 5.0, 10.2, 10.2, 5.0, 0.0, 0.0,2020-09-20 23:00:00, -6999.0, 725.0,38
0.0, 9.49, 73.53, 18.7, 74.0, 5.0, 9.5, 9.5, 5.0, 0.0, 0.0,2020-09-21 00:00:00, -6999.0, 725.0,38
0.0, 8.87, 74.4, 18.7, 74.0, 5.0, 8.9, 8.9, 5.0, 0.0, 0.0,2020-09-21 01:00:00, -6999.0, 726.0,38
0.0, 7.997, 77.21, 18.7, 77.0, 4.0, 8.0, 8.0, 4.0, 0.0, 0.0,2020-09-21 02:00:00, -6999.0, 726.0,38
0.0, 7.444, 77.58, 18.7, 78.0, 4.0, 7.4, 7.5, 4.0, 0.0, 0.0,2020-09-21 03:00:00, -6999.0, 726.0,38
0.0, 7.08, 77.87, 18.7, 78.0, 4.0, 7.1, 7.0, 4.0, 0.0, 0.0,2020-09-21 04:00:00, -6999.0, 726.0,38
0.0, 6.116, 80.6, 18.7, 81.0, 3.0, 6.1, 6.1, 3.0, 0.0, 0.0,2020-09-21 05:00:00, -6999.0, 726.0,38
0.0, 5.678, 82.8, 18.7, 83.0, 3.0, 5.7, 5.6, 3.0, 0.0, 0.0,2020-09-21 06:00:00, -6999.0, 726.0,38
0.0, 4.855, 84.9, 5.7, 85.0, 2.0, 4.9, 4.8, 2.0, 0.0, 0.0,2020-09-21 07:00:00, -6999.0, 726.0,38
0.0, 5.09, 83.9, 5.7, 84.0, 3.0, 5.1, 4.8, 3.0, 0.0, 0.0,2020-09-21 08:00:00, -6999.0, 726.0,38
0.0, 6.272, 78.15, 6.2, 78.0, 3.0, 6.3, 4.8, 3.0, 0.0, 0.0,2020-09-21 09:00:00, -6999.0, 726.0,38
0.0, 8.58, 70.25, 8.5, 70.0, 4.0, 8.6, 4.8, 4.0, 0.0, 0.0,2020-09-21 10:00:00, -6999.0, 726.0,38
0.0, 9.48, 67.92, 9.4, 68.0, 4.0, 9.5, 4.8, 4.0, 0.0, 0.0,2020-09-21 11:00:00, -6999.0, 725.0,38
0.0, 12.29, 58.3, 12.2, 58.0, 4.0, 12.3, 4.8, 4.0, 0.0, 0.0,2020-09-21 12:00:00, -6999.0, 725.0,38
0.0, 14.0, 54.28, 14.1, 54.0, 5.0, 14.0, 4.8, 5.0, 0.0, 0.0,2020-09-21 13:00:00, -6999.0, 725.0,38
0.0, 15.71, 51.01, 15.7, 51.0, 6.0, 15.7, 4.8, 6.0, 0.0, 0.0,2020-09-21 14:00:00, -6999.0, 724.0,38
0.0, 17.49, 44.27, 17.5, 44.0, 5.0, 17.5, 4.8, 5.0, 0.0, 0.0,2020-09-21 15:00:00, -6999.0, 724.0,38
0.0, 17.37, 44.99, 17.9, 45.0, 5.0, 17.4, 4.8, 5.0, 0.0, 0.0,2020-09-21 16:00:00, -6999.0, 724.0,38
0.0, 16.14, 53.86, 17.9, 54.0, 7.0, 16.1, 4.8, 7.0, 0.0, 0.0,2020-09-21 17:00:00, -6999.0, 724.0,38
0.0, 16.21, 55.52, 17.9, 56.0, 7.0, 16.2, 4.8, 7.0, 0.0, 0.0,2020-09-21 18:00:00, -6999.0, 724.0,38
0.0, 14.92, 61.41, 16.3, 61.0, 7.0, 14.9, 15.0, 7.0, 0.0, 0.0,2020-09-21 19:00:00, -6999.0, 724.0,38
0.0, 14.27, 61.05, 16.3, 61.0, 7.0, 14.3, 14.1, 7.0, 0.0, 0.0,2020-09-21 20:00:00, -6999.0, 724.0,38
0.0, 12.88, 62.95, 16.3, 63.0, 6.0, 12.9, 12.8, 6.0, 0.0, 0.0,2020-09-21 21:00:00, -6999.0, 724.0,38
0.0, 11.09, 69.21, 16.3, 69.0, 6.0, 11.1, 11.1, 6.0, 0.0, 0.0,2020-09-21 22:00:00, -6999.0, 725.0,38
0.0, 10.15, 72.12, 16.3, 72.0, 5.0, 10.2, 10.2, 5.0, 0.0, 0.0,2020-09-21 23:00:00, -6999.0, 725.0,38
0.0, 9.64, 74.45, 16.3, 74.0, 5.0, 9.6, 9.6, 5.0, 0.0, 0.0,2020-09-22 00:00:00, -6999.0, 725.0,38
0.0, 9.28, 75.1, 16.3, 75.0, 5.0, 9.3, 9.2, 5.0, 0.0, 0.0,2020-09-22 01:00:00, -6999.0, 725.0,38
0.0, 8.79, 74.97, 16.3, 75.0, 5.0, 8.8, 8.6, 5.0, 0.0, 0.0,2020-09-22 02:00:00, -6999.0, 725.0,38
0.0, 9.11, 76.76, 16.3, 77.0, 5.0, 9.1, 8.6, 5.0, 0.0, 0.0,2020-09-22 03:00:00, -6999.0, 725.0,38
0.0, 9.03, 75.27, 16.3, 75.0, 5.0, 9.0, 8.6, 5.0, 0.0, 0.0,2020-09-22 04:00:00, -6999.0, 725.0,38
0.0, 9.28, 73.67, 16.3, 74.0, 5.0, 9.3, 8.6, 5.0, 0.0, 0.0,2020-09-22 05:00:00, -6999.0, 726.0,38
0.0, 8.83, 74.09, 16.3, 74.0, 5.0, 8.8, 8.5, 5.0, 0.0, 0.0,2020-09-22 06:00:00, -6999.0, 726.0,38
0.0, 8.45, 75.39, 8.9, 75.0, 4.0, 8.5, 8.2, 4.0, 0.0, 0.0,2020-09-22 07:00:00, -6999.0, 726.0,38
0.0, 8.51, 74.29, 8.9, 74.0, 4.0, 8.5, 8.2, 4.0, 0.0, 0.0,2020-09-22 08:00:00, -6999.0, 726.0,38
0.0, 9.64, 70.46, 9.7, 70.0, 4.0, 9.6, 8.2, 4.0, 0.0, 0.0,2020-09-22 09:00:00, -6999.0, 726.0,38
0.0, 12.27, 61.1, 12.1, 61.0, 5.0, 12.3, 8.2, 5.0, 0.0, 0.0,2020-09-22 10:00:00, -6999.0, 726.0,38
0.0, 14.75, 53.15, 14.7, 53.0, 5.0, 14.8, 8.2, 5.0, 0.0, 0.0,2020-09-22 11:00:00, -6999.0, 725.0,38
0.0, 17.11, 47.67, 17.1, 48.0, 6.0, 17.1, 8.2, 6.0, 0.0, 0.0,2020-09-22 12:00:00, -6999.0, 725.0,38
0.0, 18.73, 44.44, 18.8, 44.0, 6.0, 18.7, 8.2, 6.0, 0.0, 0.0,2020-09-22 13:00:00, -6999.0, 724.0,38
0.6, 16.06, 69.85, 18.8, 70.0, 11.0, 16.1, 8.2, 11.0, 0.6, 0.0,2020-09-22 14:00:00, -6999.0, 725.0,38
1.0, 16.72, 82.0, 18.8, 82.0, 14.0, 16.7, 8.2, 14.0, 0.4, 0.0,2020-09-22 15:00:00, -6999.0, 724.0,38
1.0, 16.04, 82.2, 18.8, 82.0, 13.0, 16.0, 8.2, 13.0, 0.0, 0.0,2020-09-22 16:00:00, -6999.0, 724.0,38
1.0, 15.34, 78.17, 18.8, 78.0, 11.0, 15.3, 8.2, 11.0, 0.0, 0.0,2020-09-22 17:00:00, -6999.0, 724.0,38
1.0, 16.52, 79.19, 18.8, 79.0, 13.0, 16.5, 8.2, 13.0, 0.0, 0.0,2020-09-22 18:00:00, -6999.0, 724.0,38
1.0, 16.69, 69.49, 17.0, 69.0, 11.0, 16.7, 15.2, 11.0, 0.0, 0.0,2020-09-22 19:00:00, -6999.0, 724.0,38
1.0, 13.77, 78.63, 17.0, 79.0, 10.0, 13.8, 13.7, 10.0, 0.0, 0.0,2020-09-22 20:00:00, -6999.0, 724.0,38
1.0, 12.98, 78.83, 17.0, 79.0, 9.0, 13.0, 13.0, 9.0, 0.0, 0.0,2020-09-22 21:00:00, -6999.0, 724.0,38
1.0, 12.8, 79.9, 17.0, 80.0, 10.0, 12.8, 12.8, 10.0, 0.0, 0.0,2020-09-22 22:00:00, -6999.0, 724.0,38
1.0, 12.51, 81.2, 17.0, 81.0, 9.0, 12.5, 12.3, 9.0, 0.0, 0.0,2020-09-22 23:00:00, -6999.0, 724.0,38
