ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 632.0, 2.0, None, None,2018-09-24 00:00:00, 0.4, None, None,39
None, 632.0, 2.0, None, None,2018-09-24 01:00:00, 0.0, None, None,39
None, 633.0, 2.0, None, None,2018-09-24 02:00:00, -0.4, None, None,39
None, 633.0, 2.0, None, None,2018-09-24 03:00:00, -0.5, None, None,39
None, 633.0, 2.0, None, None,2018-09-24 04:00:00, -0.9, None, None,39
None, 633.0, 2.0, None, None,2018-09-24 05:00:00, -1.0, None, None,39
None, 633.0, 2.0, None, None,2018-09-24 06:00:00, -1.2, None, None,39
None, 633.0, 2.0, None, None,2018-09-24 07:00:00, -1.2, None, None,39
None, 633.0, 2.0, None, None,2018-09-24 08:00:00, -1.1, None, None,39
None, 633.0, 1.0, None, None,2018-09-24 09:00:00, -1.2, None, None,39
None, 633.0, 1.0, None, None,2018-09-24 10:00:00, -1.3, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 11:00:00, -1.3, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 12:00:00, -1.2, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 13:00:00, -1.1, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 14:00:00, -1.0, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 15:00:00, -0.9, None, None,39
None, 634.0, 2.0, 900.0, None,2018-09-24 16:00:00, -0.7, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 17:00:00, -0.4, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 18:00:00, -0.1, None, None,39
None, 634.0, 2.0, None, None,2018-09-24 19:00:00, 0.3, None, None,39
None, 635.0, 2.0, None, None,2018-09-24 20:00:00, 0.4, None, None,39
None, 635.0, 2.0, None, None,2018-09-24 21:00:00, 2.0, None, None,39
None, 635.0, 2.0, None, None,2018-09-24 22:00:00, 2.8, None, None,39
None, 635.0, 2.0, None, None,2018-09-24 23:00:00, 3.5, None, None,39
None, 635.0, 2.0, None, None,2018-09-25 00:00:00, 2.6, None, None,39
None, 636.0, 2.0, None, None,2018-09-25 01:00:00, 2.4, None, None,39
None, 636.0, 2.0, None, None,2018-09-25 02:00:00, 1.5, None, None,39
None, 636.0, 2.0, None, None,2018-09-25 03:00:00, 1.0, None, None,39
None, 636.0, 2.0, None, None,2018-09-25 04:00:00, 1.0, None, None,39
None, 636.0, 2.0, None, None,2018-09-25 05:00:00, 0.9, None, None,39
None, 636.0, 2.0, None, None,2018-09-25 06:00:00, 1.1, None, None,39
None, 636.0, 2.0, None, None,2018-09-25 07:00:00, 1.2, None, None,39
None, 637.0, 2.0, None, None,2018-09-25 08:00:00, 1.1, None, None,39
None, 637.0, 2.0, None, None,2018-09-25 09:00:00, 1.0, None, None,39
None, 637.0, 2.0, None, None,2018-09-25 10:00:00, 0.9, None, None,39
None, 637.0, 2.0, None, None,2018-09-25 11:00:00, 0.6, None, None,39
None, 637.0, 2.0, None, None,2018-09-25 12:00:00, 0.5, None, None,39
None, 637.0, 2.0, None, None,2018-09-25 13:00:00, 0.5, None, None,39
None, 637.0, 2.0, None, None,2018-09-25 14:00:00, 0.3, None, None,39
None, 637.0, 1.0, None, None,2018-09-25 15:00:00, 2.1, None, None,39
None, 636.0, 1.0, 900.0, None,2018-09-25 16:00:00, 1.6, None, None,39
None, 636.0, 1.0, None, None,2018-09-25 17:00:00, 2.4, None, None,39
None, 636.0, 1.0, None, None,2018-09-25 18:00:00, 3.3, None, None,39
None, 636.0, 1.0, None, None,2018-09-25 19:00:00, 3.7, None, None,39
None, 636.0, 1.0, None, None,2018-09-25 20:00:00, 4.6, None, None,39
None, 636.0, 1.0, None, None,2018-09-25 21:00:00, 4.7, None, None,39
None, 636.0, 1.0, None, None,2018-09-25 22:00:00, 5.1, None, None,39
None, 636.0, 1.0, None, None,2018-09-25 23:00:00, 4.6, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 00:00:00, 4.6, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 01:00:00, 3.7, None, None,39
None, 636.0, 2.0, None, None,2018-09-26 02:00:00, 2.5, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 03:00:00, 2.6, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 04:00:00, 3.0, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 05:00:00, 2.7, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 06:00:00, 2.9, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 07:00:00, 2.3, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 08:00:00, 2.2, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 09:00:00, 2.1, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 10:00:00, 1.5, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 11:00:00, 1.6, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 12:00:00, 1.7, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 13:00:00, 2.0, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 14:00:00, 2.0, None, None,39
None, 636.0, 1.0, None, None,2018-09-26 15:00:00, 2.3, None, None,39
None, 636.0, 1.0, 900.0, None,2018-09-26 16:00:00, 2.1, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 17:00:00, 1.9, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 18:00:00, 1.8, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 19:00:00, 1.8, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 20:00:00, 2.3, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 21:00:00, 2.5, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 22:00:00, 2.7, None, None,39
None, 637.0, 1.0, None, None,2018-09-26 23:00:00, 3.0, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 00:00:00, 3.0, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 01:00:00, 3.1, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 02:00:00, 2.6, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 03:00:00, 2.7, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 04:00:00, 2.6, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 05:00:00, 2.6, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 06:00:00, 2.7, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 07:00:00, 2.8, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 08:00:00, 2.4, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 09:00:00, 2.7, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 10:00:00, 2.6, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 11:00:00, 2.4, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 12:00:00, 2.4, None, None,39
None, 637.0, 1.0, None, None,2018-09-27 13:00:00, 2.4, None, None,39
