pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None,-13.8, 82.0, None, None,700.0, 322.0, None,2018-01-01 00:00:00, None,1
None, None, None, None,-13.7, 82.0, None, None,700.0, 322.0, None,2018-01-01 01:00:00, None,1
None, None, None, None,-14.1, 82.0, None, None,700.0, 322.0, None,2018-01-01 02:00:00, None,1
None, None, None, None,-14.6, 81.0, None, None,700.0, 322.0, None,2018-01-01 03:00:00, None,1
None, None, None, None,-16.1, 81.0, None, None,700.0, 322.0, None,2018-01-01 04:00:00, None,1
None, None, None, None,-15.8, 81.0, None, None,700.0, 322.0, None,2018-01-01 05:00:00, None,1
None, None, None, None,-15.3, 81.0, None, None,700.0, 322.0, None,2018-01-01 06:00:00, None,1
None, None, None, None,-15.6, 81.0, None, None,700.0, 322.0, None,2018-01-01 07:00:00, None,1
None, None, None, None,-16.3, 81.0, None, None,700.0, 322.0, None,2018-01-01 08:00:00, None,1
None, None, None, None,-17.1, 81.0, None, None,700.0, 322.0, None,2018-01-01 09:00:00, None,1
None, None, None, None,-16.1, 81.0, None, None,700.0, 322.0, None,2018-01-01 10:00:00, None,1
None, None, None, None,-15.7, 81.0, None, None,700.0, 322.0, None,2018-01-01 11:00:00, None,1
None, None, None, None,-15.2, 81.0, None, None,700.0, 322.0, None,2018-01-01 12:00:00, None,1
None, None, None, None,-14.5, 81.0, None, None,700.0, 322.0, None,2018-01-01 13:00:00, None,1
None, None, None, None,-14.6, 81.0, None, None,700.0, 322.0, None,2018-01-01 14:00:00, None,1
None, None, None, None,-13.5, 81.0, None, None,699.0, 322.0, None,2018-01-01 15:00:00, None,1
None, 874.0, None, None,-12.6, 81.0, None, None,699.0, 322.0, None,2018-01-01 16:00:00, None,1
None, None, None, None,-12.1, 81.0, None, None,699.0, 322.0, None,2018-01-01 17:00:00, None,1
None, None, None, None,-11.0, 81.0, None, None,699.0, 322.0, None,2018-01-01 18:00:00, None,1
None, None, None, None,-10.2, 80.0, None, None,699.0, 322.0, None,2018-01-01 19:00:00, None,1
None, None, None, None,-8.2, 80.0, None, None,698.0, 322.0, None,2018-01-01 20:00:00, None,1
None, None, None, None,-7.1, 80.0, None, None,698.0, 322.0, None,2018-01-01 21:00:00, None,1
None, None, None, None,-6.8, 80.0, None, None,698.0, 323.0, None,2018-01-01 22:00:00, None,1
None, None, None, None,-7.2, 80.0, None, None,699.0, 323.0, None,2018-01-01 23:00:00, None,1
