RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,13.49,61.44, None, None, None, None, None, None, None, None, None, None, None, None, -0.039, None, None, None, None,12.12, None, None, None, None,2019-10-22 00:00:00, None,43
None, None, None, None,8.96,72.9, None, None, None, None, None, None, None, None, None, None, None, None, -0.011, None, None, None, None,14.54, None, None, None, None,2019-10-22 01:00:00, None,43
None, None, None, None,10.41,64.8, None, None, None, None, None, None, None, None, None, None, None, None, 0.02, None, None, None, None,11.65, None, None, None, None,2019-10-22 02:00:00, None,43
None, None, None, None,12.34,72.5, None, None, None, None, None, None, None, None, None, None, None, None, 0.051, None, None, None, None,15.31, None, None, None, None,2019-10-22 03:00:00, None,43
None, None, None, None,9.64,79.9, None, None, None, None, None, None, None, None, None, None, None, None, 0.174, None, None, None, None,20.35, None, None, None, None,2019-10-22 04:00:00, None,43
None, None, None, None,7.75,77.3, None, None, None, None, None, None, None, None, None, None, None, None, 0.202, None, None, None, None,20.24, None, None, None, None,2019-10-22 05:00:00, None,43
None, None, None, None,3.119,213.5, None, None, None, None, None, None, None, None, None, None, None, None, 0.489, None, None, None, None,38.29, None, None, None, None,2019-10-22 06:00:00, None,43
None, None, None, None,0.228,63.21, None, None, None, None, None, None, None, None, None, None, None, None, 0.776, None, None, None, None,78.6, None, None, None, None,2019-10-22 07:00:00, None,43
None, None, None, None,1.631,202.8, None, None, None, None, None, None, None, None, None, None, None, None, 0.977, None, None, None, None,63.67, None, None, None, None,2019-10-22 08:00:00, None,43
None, None, None, None,5.652,194.5, None, None, None, None, None, None, None, None, None, None, None, None, 1.064, None, None, None, None,34.4, None, None, None, None,2019-10-22 09:00:00, None,43
None, None, None, None,4.929,200.5, None, None, None, None, None, None, None, None, None, None, None, None, 1.502, None, None, None, None,42.94, None, None, None, None,2019-10-22 10:00:00, None,43
None, None, None, None,5.935,196.1, None, None, None, None, None, None, None, None, None, None, None, None, 1.983, None, None, None, None,45.59, None, None, None, None,2019-10-22 11:00:00, None,43
None, None, None, None,6.919,192.9, None, None, None, None, None, None, None, None, None, None, None, None, 2.483, None, None, None, None,45.68, None, None, None, None,2019-10-22 12:00:00, None,43
None, None, None, None,12.9,199.6, None, None, None, None, None, None, None, None, None, None, None, None, 2.753, None, None, None, None,29.63, None, None, None, None,2019-10-22 13:00:00, None,43
None, None, None, None,14.14,204.8, None, None, None, None, None, None, None, None, None, None, None, None, 2.686, None, None, None, None,21.49, None, None, None, None,2019-10-22 14:00:00, None,43
None, None, None, None,11.4,217.5, None, None, None, None, None, None, None, None, None, None, None, None, 2.313, None, None, None, None,29.87, None, None, None, None,2019-10-22 15:00:00, None,43
None, None, None, None,9.99,238.9, None, None, None, None, None, None, None, None, None, None, None, None, 2.447, None, None, None, None,27.54, None, None, None, None,2019-10-22 16:00:00, None,43
None, None, None, None,12.13,222.4, None, None, None, None, None, None, None, None, None, None, None, None, 3.352, None, None, None, None,23.12, None, None, None, None,2019-10-22 20:00:00, None,43
None, None, None, None,6.813,215.2, None, None, None, None, None, None, None, None, None, None, None, None, 2.859, None, None, None, None,29.77, None, None, None, None,2019-10-22 21:00:00, None,43
None, None, None, None,4.921,222.9, None, None, None, None, None, None, None, None, None, None, None, None, 2.793, None, None, None, None,38.88, None, None, None, None,2019-10-22 22:00:00, None,43
None, None, None, None,5.434,229.4, None, None, None, None, None, None, None, None, None, None, None, None, 1.917, None, None, None, None,30.79, None, None, None, None,2019-10-22 23:00:00, None,43
None, None, None, None,5.675,224.7, None, None, None, None, None, None, None, None, None, None, None, None, 1.822, None, None, None, None,29.4, None, None, None, None,2019-10-23 00:00:00, None,43
None, None, None, None,7.01,227.0, None, None, None, None, None, None, None, None, None, None, None, None, 1.811, None, None, None, None,26.14, None, None, None, None,2019-10-23 01:00:00, None,43
None, None, None, None,5.181,232.1, None, None, None, None, None, None, None, None, None, None, None, None, 1.754, None, None, None, None,26.16, None, None, None, None,2019-10-23 02:00:00, None,43
None, None, None, None,4.104,236.2, None, None, None, None, None, None, None, None, None, None, None, None, 1.687, None, None, None, None,32.28, None, None, None, None,2019-10-23 03:00:00, None,43
None, None, None, None,3.987,219.7, None, None, None, None, None, None, None, None, None, None, None, None, 1.081, None, None, None, None,38.35, None, None, None, None,2019-10-23 04:00:00, None,43
None, None, None, None,3.83,227.4, None, None, None, None, None, None, None, None, None, None, None, None, 0.371, None, None, None, None,29.94, None, None, None, None,2019-10-23 05:00:00, None,43
None, None, None, None,7.13,186.1, None, None, None, None, None, None, None, None, None, None, None, None, 0.22, None, None, None, None,13.58, None, None, None, None,2019-10-23 06:00:00, None,43
None, None, None, None,8.67,172.8, None, None, None, None, None, None, None, None, None, None, None, None, -0.022, None, None, None, None,12.5, None, None, None, None,2019-10-23 07:00:00, None,43
None, None, None, None,6.249,178.1, None, None, None, None, None, None, None, None, None, None, None, None, 0.414, None, None, None, None,15.63, None, None, None, None,2019-10-23 08:00:00, None,43
None, None, None, None,8.1,174.3, None, None, None, None, None, None, None, None, None, None, None, None, -0.201, None, None, None, None,16.62, None, None, None, None,2019-10-23 09:00:00, None,43
None, None, None, None,8.38,191.0, None, None, None, None, None, None, None, None, None, None, None, None, -0.317, None, None, None, None,19.07, None, None, None, None,2019-10-23 10:00:00, None,43
None, None, None, None,6.941,196.3, None, None, None, None, None, None, None, None, None, None, None, None, -0.191, None, None, None, None,18.54, None, None, None, None,2019-10-23 11:00:00, None,43
None, None, None, None,5.137,203.1, None, None, None, None, None, None, None, None, None, None, None, None, 0.671, None, None, None, None,28.71, None, None, None, None,2019-10-23 12:00:00, None,43
None, None, None, None,1.747,194.5, None, None, None, None, None, None, None, None, None, None, None, None, 3.456, None, None, None, None,56.59, None, None, None, None,2019-10-23 13:00:00, None,43
None, None, None, None,3.67,261.5, None, None, None, None, None, None, None, None, None, None, None, None, 4.963, None, None, None, None,36.26, None, None, None, None,2019-10-23 14:00:00, None,43
None, None, None, None,2.293,273.9, None, None, None, None, None, None, None, None, None, None, None, None, 5.06, None, None, None, None,40.19, None, None, None, None,2019-10-23 15:00:00, None,43
None, None, None, None,1.539,250.1, None, None, None, None, None, None, None, None, None, None, None, None, 3.978, None, None, None, None,53.71, None, None, None, None,2019-10-23 16:00:00, None,43
None, None, None, None,3.412,226.9, None, None, None, None, None, None, None, None, None, None, None, None, 3.776, None, None, None, None,37.05, None, None, None, None,2019-10-23 17:00:00, None,43
None, None, None, None,4.768,208.7, None, None, None, None, None, None, None, None, None, None, None, None, 2.179, None, None, None, None,23.06, None, None, None, None,2019-10-23 18:00:00, None,43
None, None, None, None,5.41,193.8, None, None, None, None, None, None, None, None, None, None, None, None, 0.939, None, None, None, None,12.95, None, None, None, None,2019-10-23 19:00:00, None,43
None, None, None, None,6.175,193.2, None, None, None, None, None, None, None, None, None, None, None, None, 0.919, None, None, None, None,12.18, None, None, None, None,2019-10-23 20:00:00, None,43
None, None, None, None,4.05,179.3, None, None, None, None, None, None, None, None, None, None, None, None, 0.362, None, None, None, None,19.28, None, None, None, None,2019-10-23 21:00:00, None,43
None, None, None, None,0.632,208.1, None, None, None, None, None, None, None, None, None, None, None, None, -0.05, None, None, None, None,55.94, None, None, None, None,2019-10-23 22:00:00, None,43
None, None, None, None,3.531,70.6, None, None, None, None, None, None, None, None, None, None, None, None, -0.454, None, None, None, None,23.03, None, None, None, None,2019-10-23 23:00:00, None,43
None, None, None, None,5.015,72.5, None, None, None, None, None, None, None, None, None, None, None, None, 0.055, None, None, None, None,11.8, None, None, None, None,2019-10-24 00:00:00, None,43
None, None, None, None,5.868,73.9, None, None, None, None, None, None, None, None, None, None, None, None, 0.596, None, None, None, None,18.25, None, None, None, None,2019-10-24 01:00:00, None,43
None, None, None, None,7.48,70.2, None, None, None, None, None, None, None, None, None, None, None, None, 0.95, None, None, None, None,16.22, None, None, None, None,2019-10-24 02:00:00, None,43
None, None, None, None,9.53,64.67, None, None, None, None, None, None, None, None, None, None, None, None, 0.517, None, None, None, None,13.62, None, None, None, None,2019-10-24 03:00:00, None,43
None, None, None, None,11.59,59.94, None, None, None, None, None, None, None, None, None, None, None, None, 0.298, None, None, None, None,11.18, None, None, None, None,2019-10-24 04:00:00, None,43
None, None, None, None,14.77,61.13, None, None, None, None, None, None, None, None, None, None, None, None, -0.078, None, None, None, None,11.37, None, None, None, None,2019-10-24 05:00:00, None,43
None, None, None, None,19.11,62.82, None, None, None, None, None, None, None, None, None, None, None, None, 0.048, None, None, None, None,11.15, None, None, None, None,2019-10-24 06:00:00, None,43
None, None, None, None,17.12,61.53, None, None, None, None, None, None, None, None, None, None, None, None, -0.586, None, None, None, None,12.36, None, None, None, None,2019-10-24 07:00:00, None,43
