AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
None, None, None,2022-10-11 00:00:00, 6.5, 9.3,41
6.6, None, None,2022-10-11 07:45:00, None, None,41
6.5, None, 2.0,2022-10-11 08:00:00, None, None,41
6.6, None, 2.0,2022-10-11 08:15:00, None, None,41
7.8, None, 2.0,2022-10-11 08:30:00, None, None,41
9.3, None, 1.0,2022-10-11 08:45:00, None, None,41
9.3, None, 1.0,2022-10-11 09:00:00, None, None,41
10.6, None, 1.0,2022-10-11 09:15:00, None, None,41
11.0, None, 2.0,2022-10-11 09:30:00, None, None,41
11.6, None, 2.0,2022-10-11 09:45:00, None, None,41
11.8, None, 2.0,2022-10-11 10:00:00, None, None,41
11.9, None, 2.0,2022-10-11 10:15:00, None, None,41
12.1, None, 2.0,2022-10-11 10:30:00, None, None,41
12.4, None, 2.0,2022-10-11 10:45:00, None, None,41
12.7, None, 2.0,2022-10-11 11:00:00, None, None,41
13.0, None, 2.0,2022-10-11 11:15:00, None, None,41
13.5, None, 2.0,2022-10-11 11:30:00, None, None,41
13.5, None, 2.0,2022-10-11 11:45:00, None, None,41
14.3, None, 2.0,2022-10-11 12:00:00, None, None,41
14.7, None, 2.0,2022-10-11 12:15:00, None, None,41
14.5, None, 2.0,2022-10-11 12:30:00, None, None,41
14.7, None, 2.0,2022-10-11 12:45:00, None, None,41
14.9, None, 2.0,2022-10-11 13:00:00, None, None,41
15.0, None, 2.0,2022-10-11 13:15:00, None, None,41
14.8, None, 2.0,2022-10-11 13:30:00, None, None,41
None, None, 2.0,2022-10-11 14:07:00, None, None,41
14.7, None, 2.0,2022-10-11 14:45:00, None, None,41
14.5, None, 2.0,2022-10-11 15:00:00, None, None,41
14.5, None, 2.0,2022-10-11 15:15:00, None, None,41
14.3, None, 2.0,2022-10-11 15:30:00, None, None,41
13.9, None, 2.0,2022-10-11 15:45:00, None, None,41
14.0, None, 2.0,2022-10-11 16:00:00, None, None,41
13.4, None, 2.0,2022-10-11 16:15:00, None, None,41
13.0, None, 2.0,2022-10-11 16:30:00, None, None,41
12.6, None, 2.0,2022-10-11 16:45:00, None, None,41
12.3, None, 2.0,2022-10-11 17:00:00, None, None,41
12.1, None, 2.0,2022-10-11 17:15:00, None, None,41
12.0, None, 2.0,2022-10-11 17:30:00, None, None,41
11.5, None, 2.0,2022-10-11 17:45:00, None, None,41
11.5, None, 2.0,2022-10-11 18:00:00, None, None,41
11.4, None, 2.0,2022-10-11 18:15:00, None, None,41
11.1, None, 2.0,2022-10-11 18:30:00, None, None,41
11.0, None, 2.0,2022-10-11 18:45:00, None, None,41
10.7, None, 2.0,2022-10-11 19:00:00, None, None,41
10.8, None, 2.0,2022-10-11 19:15:00, None, None,41
10.7, None, 2.0,2022-10-11 19:30:00, None, None,41
10.4, None, 2.0,2022-10-11 19:45:00, None, None,41
10.4, None, 2.0,2022-10-11 20:00:00, None, None,41
10.5, None, 2.0,2022-10-11 20:15:00, None, None,41
10.1, None, 2.0,2022-10-11 20:30:00, None, None,41
9.3, None, 2.0,2022-10-11 20:45:00, None, None,41
9.2, None, 2.0,2022-10-11 21:00:00, None, None,41
8.5, None, 2.0,2022-10-11 21:15:00, None, None,41
7.9, None, 2.0,2022-10-11 21:30:00, None, None,41
7.5, None, 2.0,2022-10-11 21:45:00, None, None,41
7.4, None, 2.0,2022-10-11 22:00:00, None, None,41
7.2, None, 2.0,2022-10-11 22:15:00, None, None,41
6.9, None, 2.0,2022-10-11 22:30:00, None, None,41
6.2, None, 2.0,2022-10-11 22:45:00, None, None,41
6.0, None, 2.0,2022-10-11 23:00:00, None, None,41
5.9, None, 2.0,2022-10-11 23:15:00, None, None,41
5.8, None, 2.0,2022-10-11 23:30:00, None, None,41
5.8, None, 2.0,2022-10-11 23:45:00, None, None,41
5.3, None, 2.0,2022-10-12 00:00:00, None, None,41
4.9, None, 2.0,2022-10-12 00:15:00, None, None,41
4.7, None, 2.0,2022-10-12 00:30:00, None, None,41
4.5, None, 2.0,2022-10-12 00:45:00, None, None,41
4.5, None, 2.0,2022-10-12 01:00:00, None, None,41
4.4, None, 2.0,2022-10-12 01:15:00, None, None,41
4.3, None, 2.0,2022-10-12 01:30:00, None, None,41
4.1, None, 2.0,2022-10-12 01:45:00, None, None,41
4.0, None, 2.0,2022-10-12 02:00:00, None, None,41
4.0, None, 2.0,2022-10-12 02:15:00, None, None,41
3.8, None, 2.0,2022-10-12 02:30:00, None, None,41
3.7, None, 2.0,2022-10-12 02:45:00, None, None,41
3.7, None, 2.0,2022-10-12 03:00:00, None, None,41
3.6, None, 2.0,2022-10-12 03:15:00, None, None,41
3.6, None, 2.0,2022-10-12 03:30:00, None, None,41
3.6, None, 2.0,2022-10-12 03:45:00, None, None,41
3.5, None, 2.0,2022-10-12 04:00:00, None, None,41
3.4, None, 1.0,2022-10-12 04:15:00, None, None,41
3.4, None, 2.0,2022-10-12 04:30:00, None, None,41
3.4, None, 2.0,2022-10-12 04:45:00, None, None,41
3.3, None, 2.0,2022-10-12 05:00:00, None, None,41
3.3, None, 2.0,2022-10-12 05:15:00, None, None,41
3.3, None, 2.0,2022-10-12 05:30:00, None, None,41
3.3, None, 2.0,2022-10-12 05:45:00, None, None,41
3.2, None, 2.0,2022-10-12 06:00:00, None, None,41
3.3, None, 2.0,2022-10-12 06:15:00, None, None,41
3.2, None, 2.0,2022-10-12 06:30:00, None, None,41
3.2, None, 1.0,2022-10-12 06:45:00, None, None,41
3.2, None, 2.0,2022-10-12 07:00:00, None, None,41
3.4, None, 2.0,2022-10-12 07:15:00, None, None,41
3.5, None, 2.0,2022-10-12 07:30:00, None, None,41
3.7, None, 1.0,2022-10-12 07:45:00, None, None,41
3.9, None, 1.0,2022-10-12 08:00:00, None, None,41
4.1, None, 2.0,2022-10-12 08:15:00, None, None,41
4.9, None, 1.0,2022-10-12 08:30:00, None, None,41
6.0, None, 2.0,2022-10-12 08:45:00, None, None,41
7.2, None, 2.0,2022-10-12 09:00:00, None, None,41
8.3, None, 2.0,2022-10-12 09:15:00, None, None,41
10.1, None, 2.0,2022-10-12 09:30:00, None, None,41
9.4, None, 2.0,2022-10-12 09:45:00, None, None,41
9.6, None, 2.0,2022-10-12 10:00:00, None, None,41
9.5, None, 2.0,2022-10-12 10:15:00, None, None,41
10.3, None, 2.0,2022-10-12 10:30:00, None, None,41
10.8, None, 2.0,2022-10-12 10:45:00, None, None,41
10.7, None, 2.0,2022-10-12 11:00:00, None, None,41
11.1, None, 2.0,2022-10-12 11:15:00, None, None,41
12.3, None, 2.0,2022-10-12 11:30:00, None, None,41
13.4, None, 1.0,2022-10-12 11:45:00, None, None,41
13.7, None, 2.0,2022-10-12 12:00:00, None, None,41
14.7, None, 2.0,2022-10-12 12:15:00, None, None,41
14.5, None, 2.0,2022-10-12 12:30:00, None, None,41
15.7, None, 2.0,2022-10-12 12:45:00, None, None,41
15.8, None, 2.0,2022-10-12 13:00:00, None, None,41
15.8, None, 2.0,2022-10-12 13:15:00, None, None,41
15.6, None, 2.0,2022-10-12 13:30:00, None, None,41
16.0, None, 2.0,2022-10-12 13:45:00, None, None,41
15.6, None, 2.0,2022-10-12 14:00:00, None, None,41
15.2, None, 2.0,2022-10-12 14:15:00, None, None,41
14.6, None, 2.0,2022-10-12 14:30:00, None, None,41
14.6, None, 2.0,2022-10-12 14:45:00, None, None,41
14.0, None, 2.0,2022-10-12 15:00:00, None, None,41
13.9, None, 2.0,2022-10-12 15:15:00, None, None,41
13.7, None, 2.0,2022-10-12 15:30:00, None, None,41
13.5, None, 2.0,2022-10-12 15:45:00, None, None,41
13.5, None, 2.0,2022-10-12 16:00:00, None, None,41
13.4, None, 2.0,2022-10-12 16:15:00, None, None,41
13.1, None, 2.0,2022-10-12 16:30:00, None, None,41
13.4, None, 2.0,2022-10-12 16:45:00, None, None,41
13.0, None, 2.0,2022-10-12 17:00:00, None, None,41
11.9, None, 2.0,2022-10-12 17:15:00, None, None,41
11.1, None, 2.0,2022-10-12 17:30:00, None, None,41
10.2, None, 2.0,2022-10-12 17:45:00, None, None,41
9.5, None, 2.0,2022-10-12 18:00:00, None, None,41
8.8, None, 2.0,2022-10-12 18:15:00, None, None,41
8.4, None, 2.0,2022-10-12 18:30:00, None, None,41
8.0, None, 2.0,2022-10-12 18:45:00, None, None,41
7.6, None, 2.0,2022-10-12 19:00:00, None, None,41
7.6, None, 2.0,2022-10-12 19:15:00, None, None,41
7.2, None, 2.0,2022-10-12 19:30:00, None, None,41
6.9, None, 2.0,2022-10-12 19:45:00, None, None,41
6.7, None, 2.0,2022-10-12 20:00:00, None, None,41
6.5, None, 2.0,2022-10-12 20:15:00, None, None,41
6.3, None, 2.0,2022-10-12 20:30:00, None, None,41
6.1, None, 2.0,2022-10-12 20:45:00, None, None,41
6.0, None, 2.0,2022-10-12 21:00:00, None, None,41
5.8, None, 2.0,2022-10-12 21:15:00, None, None,41
5.7, None, 2.0,2022-10-12 21:30:00, None, None,41
5.5, None, 2.0,2022-10-12 21:45:00, None, None,41
5.4, None, 2.0,2022-10-12 22:00:00, None, None,41
5.2, None, 2.0,2022-10-12 22:15:00, None, None,41
5.1, None, 2.0,2022-10-12 22:30:00, None, None,41
5.0, None, 2.0,2022-10-12 22:45:00, None, None,41
5.0, None, 2.0,2022-10-12 23:00:00, None, None,41
4.9, None, 2.0,2022-10-12 23:15:00, None, None,41
4.7, None, 2.0,2022-10-12 23:30:00, None, None,41
4.7, None, 2.0,2022-10-12 23:45:00, None, None,41
4.5, None, 2.0,2022-10-13 00:00:00, None, None,41
4.5, None, 2.0,2022-10-13 00:15:00, None, None,41
4.7, None, 2.0,2022-10-13 00:30:00, None, None,41
4.5, None, 2.0,2022-10-13 00:45:00, None, None,41
4.3, None, 2.0,2022-10-13 01:00:00, None, None,41
4.3, None, 2.0,2022-10-13 01:15:00, None, None,41
4.3, None, 2.0,2022-10-13 01:30:00, None, None,41
4.3, None, 2.0,2022-10-13 01:45:00, None, None,41
4.3, None, 2.0,2022-10-13 02:00:00, None, None,41
4.1, None, 2.0,2022-10-13 02:15:00, None, None,41
