pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 5.616, 85.1, 16.9, 7.1, 23.08, 1.435, 174.7, 3.0, 1.4, 5.6, 5.6, 3.0, 0.0, 175.0, 0.0, 85.0,2020-05-15 00:00:00, -6999.0, -6999.0,20
None, 4.89, 83.7, 16.9, 2.7, 38.44, 0.606, 174.6, 2.0, 0.6, 4.9, 4.9, 2.0, 0.0, 175.0, 0.0, 84.0,2020-05-15 01:00:00, -6999.0, -6999.0,20
None, 4.441, 84.0, 16.9, 3.6, 25.08, 1.377, 170.8, 2.0, 1.4, 4.4, 4.5, 2.0, 0.0, 171.0, 0.0, 84.0,2020-05-15 02:00:00, -6999.0, -6999.0,20
None, 3.858, 86.1, 16.9, 4.7, 28.55, 1.163, 174.4, 2.0, 1.2, 3.9, 3.7, 2.0, 0.0, 174.0, 0.0, 86.0,2020-05-15 03:00:00, -6999.0, -6999.0,20
None, 3.6, 85.8, 16.9, 4.6, 15.55, 1.711, 172.6, 1.0, 1.7, 3.6, 3.4, 1.0, 0.0, 173.0, 0.0, 86.0,2020-05-15 04:00:00, -6999.0, -6999.0,20
None, 3.541, 86.9, 16.9, 4.9, 39.85, 1.113, 167.7, 1.0, 1.1, 3.5, 3.2, 1.0, 0.0, 168.0, 0.0, 87.0,2020-05-15 05:00:00, -6999.0, -6999.0,20
None, 3.846, 92.3, 16.9, 3.0, 62.35, 0.428, 224.6, 2.0, 0.4, 3.8, 3.2, 2.0, 0.0, 225.0, 0.0, 92.0,2020-05-15 06:00:00, -6999.0, -6999.0,20
None, 4.501, 94.3, 6.1, 7.3, 65.77, 1.845, 133.9, 4.0, 1.8, 4.5, 3.6, 4.0, 0.0, 134.0, 0.0, 94.0,2020-05-15 07:00:00, -6999.0, -6999.0,20
None, 5.616, 84.4, 6.1, 6.1, 17.19, 3.207, 169.9, 3.0, 3.2, 5.6, 3.6, 3.0, 0.0, 170.0, 0.0, 84.0,2020-05-15 08:00:00, -6999.0, -6999.0,20
None, 8.02, 81.9, 8.0, 7.6, 53.83, 2.596, 350.7, 5.0, 2.6, 8.0, 3.6, 5.0, 0.0, 351.0, 0.0, 82.0,2020-05-15 09:00:00, -6999.0, -6999.0,20
None, 9.46, 73.15, 9.8, 9.6, 35.69, 3.616, 157.4, 5.0, 3.6, 9.5, 3.6, 5.0, 0.0, 157.0, 0.0, 73.0,2020-05-15 10:00:00, -6999.0, -6999.0,20
None, 12.27, 57.15, 12.9, 15.4, 58.52, 4.514, 38.3, 4.0, 4.5, 12.3, 3.6, 4.0, 0.0, 38.0, 0.0, 57.0,2020-05-15 11:00:00, -6999.0, -6999.0,20
None, 13.26, 45.44, 13.2, 24.8, 25.79, 8.41, 359.5, 1.0, 8.4, 13.3, 3.6, 1.0, 0.0, 360.0, 0.0, 45.0,2020-05-15 12:00:00, -6999.0, -6999.0,20
None, 14.33, 39.94, 15.4, 20.6, 29.91, 9.39, 350.6, 1.0, 9.4, 14.3, 3.6, 1.0, 0.0, 351.0, 0.0, 40.0,2020-05-15 13:00:00, -6999.0, -6999.0,20
None, 14.18, 37.08, 15.5, 26.9, 24.11, 11.97, 348.6, 0.0, 12.0, 14.2, 3.6, 0.0, 0.0, 349.0, 0.0, 37.0,2020-05-15 14:00:00, -6999.0, -6999.0,20
None, 13.73, 44.78, 15.5, 27.5, 37.56, 7.755, 352.5, 2.0, 7.8, 13.7, 3.6, 2.0, 0.0, 353.0, 0.0, 45.0,2020-05-15 15:00:00, -6999.0, -6999.0,20
None, 12.35, 48.38, 15.5, 21.2, 71.47, 6.381, 240.4, 2.0, 6.4, 12.4, 3.6, 2.0, 0.0, 240.0, 0.0, 48.0,2020-05-15 16:00:00, -6999.0, -6999.0,20
None, 14.44, 41.5, 15.5, 22.7, 65.97, 4.836, 310.6, 2.0, 4.8, 14.4, 3.6, 2.0, 0.0, 311.0, 0.0, 42.0,2020-05-15 17:00:00, -6999.0, -6999.0,20
None, 14.17, 44.88, 15.5, 20.8, 28.2, 7.101, 356.4, 2.0, 7.1, 14.2, 3.6, 2.0, 0.0, 356.0, 0.0, 45.0,2020-05-15 18:00:00, -6999.0, -6999.0,20
None, 13.75, 44.17, 23.2, 14.1, 43.33, 2.713, 31.05, 2.0, 2.7, 13.8, 13.7, 2.0, 0.0, 31.0, 0.0, 44.0,2020-05-15 19:00:00, -6999.0, -6999.0,20
None, 12.9, 50.44, 23.2, 8.9, 75.12, 1.889, 18.69, 3.0, 1.9, 12.9, 12.4, 3.0, 0.0, 19.0, 0.0, 50.0,2020-05-15 20:00:00, -6999.0, -6999.0,20
None, 10.72, 60.65, 23.2, 11.0, 25.42, 5.485, 344.0, 3.0, 5.5, 10.7, 10.7, 3.0, 0.0, 344.0, 0.0, 61.0,2020-05-15 21:00:00, -6999.0, -6999.0,20
None, 8.82, 64.95, 23.2, 11.2, 12.87, 6.644, 340.8, 2.0, 6.6, 8.8, 8.8, 2.0, 0.0, 341.0, 0.0, 65.0,2020-05-15 22:00:00, -6999.0, -6999.0,20
None, 8.14, 67.06, 23.2, 12.2, 18.49, 5.692, 339.1, 3.0, 5.7, 8.1, 7.8, 3.0, 0.0, 339.0, 0.0, 67.0,2020-05-15 23:00:00, -6999.0, -6999.0,20
None, 7.809, 68.9, 23.2, 11.1, 31.77, 3.695, 337.5, 2.0, 3.7, 7.8, 7.6, 2.0, 0.0, 338.0, 0.0, 69.0,2020-05-16 00:00:00, -6999.0, -6999.0,20
None, 7.361, 71.49, 23.2, 11.6, 14.94, 6.304, 344.3, 2.0, 6.3, 7.4, 7.3, 2.0, 0.0, 344.0, 0.0, 71.0,2020-05-16 01:00:00, -6999.0, -6999.0,20
None, 8.78, 65.74, 23.2, 19.3, 16.82, 8.5, 339.0, 3.0, 8.5, 8.8, 7.2, 3.0, 0.0, 339.0, 0.0, 66.0,2020-05-16 02:00:00, -6999.0, -6999.0,20
None, 5.253, 79.99, 23.2, 9.0, 39.66, 3.032, 336.8, 2.0, 3.0, 5.3, 5.3, 2.0, 0.0, 337.0, 0.0, 80.0,2020-05-16 03:00:00, -6999.0, -6999.0,20
None, 6.392, 81.3, 23.2, 18.1, 48.31, 4.087, 343.2, 4.0, 4.1, 6.4, 4.8, 4.0, 0.0, 343.0, 0.0, 81.0,2020-05-16 04:00:00, -6999.0, -6999.0,20
None, 4.286, 87.8, 23.2, 7.0, 70.37, 1.993, 315.4, 2.0, 2.0, 4.3, 4.2, 2.0, 0.0, 315.0, 0.0, 88.0,2020-05-16 05:00:00, -6999.0, -6999.0,20
None, 4.75, 87.0, 23.2, 3.8, 27.28, 0.463, 167.6, 3.0, 0.5, 4.8, 4.1, 3.0, 0.0, 168.0, 0.0, 87.0,2020-05-16 06:00:00, -6999.0, -6999.0,20
None, 6.492, 81.4, 6.6, 3.7, 64.51, 0.923, 342.0, 3.0, 0.9, 6.5, 4.7, 3.0, 0.0, 342.0, 0.0, 81.0,2020-05-16 07:00:00, -6999.0, -6999.0,20
None, 8.27, 73.66, 9.1, 19.8, 76.38, 4.743, 330.3, 4.0, 4.7, 8.3, 4.7, 4.0, 0.0, 330.0, 0.0, 74.0,2020-05-16 08:00:00, -6999.0, -6999.0,20
None, 10.49, 63.57, 10.4, 11.6, 41.92, 4.025, 358.2, 4.0, 4.0, 10.5, 4.7, 4.0, 0.0, 358.0, 0.0, 64.0,2020-05-16 09:00:00, -6999.0, -6999.0,20
None, 11.77, 53.71, 12.1, 21.9, 26.09, 10.24, 358.7, 3.0, 10.2, 11.8, 4.7, 3.0, 0.0, 359.0, 0.0, 54.0,2020-05-16 10:00:00, -6999.0, -6999.0,20
None, 12.89, 44.89, 13.1, 21.5, 46.15, 6.698, 25.74, 2.0, 6.7, 12.9, 4.7, 2.0, 0.0, 26.0, 0.0, 45.0,2020-05-16 11:00:00, -6999.0, -6999.0,20
None, 13.96, 38.42, 13.9, 20.1, 31.58, 7.939, 358.9, 0.0, 7.9, 14.0, 4.7, 0.0, 0.0, 359.0, 0.0, 38.0,2020-05-16 12:00:00, -6999.0, -6999.0,20
None, 14.3, 35.01, 14.7, 23.6, 34.86, 8.68, 5.397, -1.0, 8.7, 14.3, 4.7, -1.0, 0.0, 5.0, 0.0, 35.0,2020-05-16 13:00:00, -6999.0, -6999.0,20
None, 14.68, 33.62, 15.2, 17.6, 52.49, 5.372, 6.178, -1.0, 5.4, 14.7, 4.7, -1.0, 0.0, 6.0, 0.0, 34.0,2020-05-16 14:00:00, -6999.0, -6999.0,20
None, 14.68, 34.33, 15.2, 19.1, 70.36, 4.643, 77.23, -1.0, 4.6, 14.7, 4.7, -1.0, 0.0, 77.0, 0.0, 34.0,2020-05-16 15:00:00, -6999.0, -6999.0,20
None, 14.98, 32.2, 15.2, 19.8, 76.71, 4.413, 347.1, -1.0, 4.4, 15.0, 4.7, -1.0, 0.0, 347.0, 0.0, 32.0,2020-05-16 16:00:00, -6999.0, -6999.0,20
None, 15.0, 29.44, 15.8, 19.1, 48.25, 5.924, 143.3, -3.0, 5.9, 15.0, 4.7, -3.0, 0.0, 143.0, 0.0, 29.0,2020-05-16 17:00:00, -6999.0, -6999.0,20
None, 15.04, 32.57, 15.8, 13.3, 63.8, 2.782, 51.72, -2.0, 2.8, 15.0, 4.7, -2.0, 0.0, 52.0, 0.0, 33.0,2020-05-16 18:00:00, -6999.0, -6999.0,20
None, 14.72, 33.52, 19.6, 11.5, 66.53, 3.145, 75.19, -1.0, 3.1, 14.7, 14.6, -1.0, 0.0, 75.0, 0.0, 34.0,2020-05-16 19:00:00, -6999.0, -6999.0,20
None, 13.4, 41.67, 19.6, 12.2, 57.16, 2.833, 118.5, 1.0, 2.8, 13.4, 13.5, 1.0, 0.0, 119.0, 0.0, 42.0,2020-05-16 20:00:00, -6999.0, -6999.0,20
None, 10.97, 49.68, 19.6, 5.2, 66.54, 1.156, 266.2, 1.0, 1.2, 11.0, 10.9, 1.0, 0.0, 266.0, 0.0, 50.0,2020-05-16 21:00:00, -6999.0, -6999.0,20
None, 10.19, 52.7, 19.6, 10.4, 44.7, 4.529, 335.4, 1.0, 4.5, 10.2, 10.0, 1.0, 0.0, 335.0, 0.0, 53.0,2020-05-16 22:00:00, -6999.0, -6999.0,20
None, 10.68, 52.72, 19.6, 16.7, 66.57, 3.659, 332.5, 2.0, 3.7, 10.7, 9.3, 2.0, 0.0, 333.0, 0.0, 53.0,2020-05-16 23:00:00, -6999.0, -6999.0,20
None, 9.87, 57.97, None, None, 21.61, 9.8, 349.8, None, None, None, None, 2.0, None, None, None, None,2020-05-17 00:00:00, None, None,20
None, 8.12, 68.28, 19.6, 11.7, 35.99, 3.954, 346.3, 3.0, 4.0, 8.1, 8.2, 3.0, 0.0, 346.0, 0.0, 68.0,2020-05-17 01:00:00, -6999.0, -6999.0,20
None, 5.949, 74.88, 19.6, 3.5, 44.81, 0.512, 267.2, 2.0, 0.5, 5.9, 5.9, 2.0, 0.0, 267.0, 0.0, 75.0,2020-05-17 02:00:00, -6999.0, -6999.0,20
None, 5.653, 76.51, 19.6, 3.1, 11.22, 0.92, 157.0, 2.0, 0.9, 5.7, 5.6, 2.0, 0.0, 157.0, 0.0, 77.0,2020-05-17 03:00:00, -6999.0, -6999.0,20
None, 5.463, 78.35, 19.6, 2.3, 64.05, 0.202, 169.4, 2.0, 0.2, 5.5, 5.4, 2.0, 0.0, 169.0, 0.0, 78.0,2020-05-17 04:00:00, -6999.0, -6999.0,20
None, 5.229, 79.61, 19.6, 3.6, 60.98, 0.417, 182.2, 2.0, 0.4, 5.2, 5.1, 2.0, 0.0, 182.0, 0.0, 80.0,2020-05-17 05:00:00, -6999.0, -6999.0,20
None, 5.391, 80.8, 19.6, 2.5, 48.43, 0.373, 146.1, 2.0, 0.4, 5.4, 5.0, 2.0, 0.0, 146.0, 0.0, 81.0,2020-05-17 06:00:00, -6999.0, -6999.0,20
None, 6.829, 76.82, 7.8, 4.1, 61.89, 0.742, 10.42, 3.0, 0.7, 6.8, 5.4, 3.0, 0.0, 10.0, 0.0, 77.0,2020-05-17 07:00:00, -6999.0, -6999.0,20
None, 8.46, 69.15, 8.6, 4.2, 73.73, 0.718, 335.0, 3.0, 0.7, 8.5, 5.4, 3.0, 0.0, 335.0, 0.0, 69.0,2020-05-17 08:00:00, -6999.0, -6999.0,20
None, 9.39, 66.46, 9.4, 7.2, 66.03, 1.664, 322.5, 3.0, 1.7, 9.4, 5.4, 3.0, 0.0, 323.0, 0.0, 66.0,2020-05-17 09:00:00, -6999.0, -6999.0,20
None, 10.34, 57.01, 10.3, 8.7, 22.09, 2.902, 340.6, 2.0, 2.9, 10.3, 5.4, 2.0, 0.0, 341.0, 0.0, 57.0,2020-05-17 10:00:00, -6999.0, -6999.0,20
None, 11.68, 54.79, 12.1, 11.4, 45.41, 3.392, 336.1, 3.0, 3.4, 11.7, 5.4, 3.0, 0.0, 336.0, 0.0, 55.0,2020-05-17 11:00:00, -6999.0, -6999.0,20
None, 13.52, 46.44, 13.9, 10.9, 21.76, 6.316, 339.4, 2.0, 6.3, 13.5, 5.4, 2.0, 0.0, 339.0, 0.0, 46.0,2020-05-17 12:00:00, -6999.0, -6999.0,20
None, 12.74, 52.94, 13.9, 22.0, 71.71, 6.726, 174.5, 3.0, 6.7, 12.7, 5.4, 3.0, 0.0, 175.0, 0.0, 53.0,2020-05-17 13:00:00, -6999.0, -6999.0,20
None, 14.02, 48.98, 14.0, 15.0, 22.95, 8.01, 349.0, 4.0, 8.0, 14.0, 5.4, 4.0, 0.0, 349.0, 0.0, 49.0,2020-05-17 14:00:00, -6999.0, -6999.0,20
None, 14.16, 51.78, 14.7, 18.7, 24.35, 8.36, 339.4, 4.0, 8.4, 14.2, 5.4, 4.0, 0.0, 339.0, 0.0, 52.0,2020-05-17 15:00:00, -6999.0, -6999.0,20
None, 14.93, 44.33, 15.5, 13.9, 33.5, 6.386, 340.4, 3.0, 6.4, 14.9, 5.4, 3.0, 0.0, 340.0, 0.0, 44.0,2020-05-17 16:00:00, -6999.0, -6999.0,20
None, 14.23, 45.56, 15.5, 29.6, 25.21, 9.21, 345.7, 2.0, 9.2, 14.2, 5.4, 2.0, 0.0, 346.0, 0.0, 46.0,2020-05-17 17:00:00, -6999.0, -6999.0,20
None, 14.38, 46.73, 15.5, 18.1, 23.92, 6.434, 343.2, 3.0, 6.4, 14.4, 5.4, 3.0, 0.0, 343.0, 0.0, 47.0,2020-05-17 18:00:00, -6999.0, -6999.0,20
None, 14.45, 42.37, 19.2, 15.0, 57.41, 3.717, 357.5, 2.0, 3.7, 14.5, 14.3, 2.0, 0.0, 358.0, 0.0, 42.0,2020-05-17 19:00:00, -6999.0, -6999.0,20
None, 13.69, 45.75, 19.2, 19.3, 42.58, 6.673, 359.9, 2.0, 6.7, 13.7, 13.7, 2.0, 0.0, 360.0, 0.0, 46.0,2020-05-17 20:00:00, -6999.0, -6999.0,20
None, 9.93, 62.76, 19.2, 8.8, 56.99, 2.012, 319.1, 3.0, 2.0, 9.9, 9.9, 3.0, 0.0, 319.0, 0.0, 63.0,2020-05-17 21:00:00, -6999.0, -6999.0,20
None, 8.4, 66.01, 19.2, 11.4, 56.01, 2.53, 302.6, 2.0, 2.5, 8.4, 8.3, 2.0, 0.0, 303.0, 0.0, 66.0,2020-05-17 22:00:00, -6999.0, -6999.0,20
None, 6.718, 71.99, 19.2, 3.3, 74.24, 0.425, 225.9, 2.0, 0.4, 6.7, 6.7, 2.0, 0.0, 226.0, 0.0, 72.0,2020-05-17 23:00:00, -6999.0, -6999.0,20
None, 5.498, 75.51, 19.2, 2.6, 65.02, 0.345, 156.7, 1.0, 0.3, 5.5, 5.6, 1.0, 0.0, 157.0, 0.0, 76.0,2020-05-18 00:00:00, -6999.0, -6999.0,20
None, 4.791, 78.82, 19.2, 2.4, 37.58, 0.239, 154.3, 1.0, 0.2, 4.8, 4.8, 1.0, 0.0, 154.0, 0.0, 79.0,2020-05-18 01:00:00, -6999.0, -6999.0,20
None, 4.659, 80.1, 19.2, 4.7, 43.8, 0.695, 152.3, 1.0, 0.7, 4.7, 4.7, 1.0, 0.0, 152.0, 0.0, 80.0,2020-05-18 02:00:00, -6999.0, -6999.0,20
None, 3.993, 82.8, 19.2, 2.3, 49.99, 0.378, 160.2, 1.0, 0.4, 4.0, 4.0, 1.0, 0.0, 160.0, 0.0, 83.0,2020-05-18 03:00:00, -6999.0, -6999.0,20
None, 4.096, 84.2, 19.2, 4.8, 36.94, 1.033, 175.3, 1.0, 1.0, 4.1, 3.7, 1.0, 0.0, 175.0, 0.0, 84.0,2020-05-18 04:00:00, -6999.0, -6999.0,20
None, 4.163, 90.1, 19.2, 6.9, 57.76, 1.089, 184.0, 2.0, 1.1, 4.2, 3.7, 2.0, 0.0, 184.0, 0.0, 90.0,2020-05-18 05:00:00, -6999.0, -6999.0,20
None, 4.282, 93.9, 19.2, 3.8, 64.82, 0.601, 197.3, 3.0, 0.6, 4.3, 3.7, 3.0, 0.0, 197.0, 0.0, 94.0,2020-05-18 06:00:00, -6999.0, -6999.0,20
None, 5.147, 94.6, 6.7, 4.9, 78.23, 1.342, 322.7, 4.0, 1.3, 5.1, 4.3, 4.0, 0.0, 323.0, 0.0, 95.0,2020-05-18 07:00:00, -6999.0, -6999.0,20
None, 6.244, 93.6, 6.7, 6.9, 50.14, 1.592, 180.6, 5.0, 1.6, 6.2, 4.3, 5.0, 0.0, 181.0, 0.0, 94.0,2020-05-18 08:00:00, -6999.0, -6999.0,20
None, 6.846, 93.5, 7.2, 7.8, 40.45, 1.491, 338.1, 6.0, 1.5, 6.8, 4.3, 6.0, 0.0, 338.0, 0.0, 94.0,2020-05-18 09:00:00, -6999.0, -6999.0,20
None, 11.09, 70.21, 11.0, 9.8, 72.24, 1.848, 267.4, 6.0, 1.8, 11.1, 4.3, 6.0, 0.0, 267.0, 0.0, 70.0,2020-05-18 10:00:00, -6999.0, -6999.0,20
None, 12.8, 56.59, 13.0, 12.6, 64.82, 4.695, 196.9, 5.0, 4.7, 12.8, 4.3, 5.0, 0.0, 197.0, 0.0, 57.0,2020-05-18 11:00:00, -6999.0, -6999.0,20
None, 11.43, 70.39, 13.0, 19.3, 43.13, 6.213, 357.0, 7.0, 6.2, 11.4, 4.3, 7.0, 0.0, 357.0, 0.0, 70.0,2020-05-18 12:00:00, -6999.0, -6999.0,20
