pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.0,20.6,20.6,18.78,0.0, None,28.8,19.0,20.5,2022-07-31 23:00:00, None,-4.0,31
0.0,20.5,20.45,20.21,0.0, None,28.8,20.0,20.3,2022-08-01 00:00:00, None,-3.0,31
0.0,20.1,20.14,22.14,0.0, None,28.8,22.0,20.0,2022-08-01 01:00:00, None,-2.0,31
0.0,19.7,19.66,23.42,0.0, None,28.8,23.0,19.5,2022-08-01 02:00:00, None,-2.0,31
0.0,19.6,19.58,29.72,0.0, None,28.8,30.0,19.0,2022-08-01 03:00:00, None,2.0,31
0.0,18.7,18.71,33.63,0.0, None,28.8,34.0,18.8,2022-08-01 04:00:00, None,2.0,31
0.0,18.4,18.39,33.79,0.0, None,28.8,34.0,17.9,2022-08-01 05:00:00, None,2.0,31
0.0,17.5,17.52,35.17,0.0, None,28.8,35.0,17.4,2022-08-01 06:00:00, None,2.0,31
0.0,19.1,19.09,34.92,0.0, None,19.1,35.0,17.4,2022-08-01 07:00:00, None,3.0,31
0.0,20.6,20.57,36.62,0.0, None,20.5,37.0,17.4,2022-08-01 08:00:00, None,5.0,31
0.0,21.0,21.0,33.16,0.0, None,21.0,33.0,17.4,2022-08-01 09:00:00, None,4.0,31
0.0,23.4,23.38,29.93,0.0, None,23.3,30.0,17.4,2022-08-01 10:00:00, None,5.0,31
0.0,24.1,24.11,29.47,0.0, None,24.6,29.0,17.4,2022-08-01 11:00:00, None,5.0,31
0.0,25.1,25.11,28.79,0.0, None,25.6,29.0,17.4,2022-08-01 12:00:00, None,6.0,31
0.0,25.5,25.49,27.1,0.0, None,26.5,27.0,17.4,2022-08-01 13:00:00, None,6.0,31
0.0,24.4,24.39,30.11,0.0, None,26.5,30.0,17.4,2022-08-01 14:00:00, None,6.0,31
0.0,24.4,24.42,30.2,0.0, None,26.5,30.0,17.4,2022-08-01 15:00:00, None,6.0,31
0.0,24.7,24.7,27.01,0.0, None,26.5,27.0,17.4,2022-08-01 16:00:00, None,4.0,31
0.0,25.2,25.22,17.9,0.0, None,26.5,18.0,17.4,2022-08-01 17:00:00, None,-1.0,31
0.0,23.9,23.92,18.2,0.0, None,26.5,18.0,17.4,2022-08-01 18:00:00, None,-2.0,31
0.0,22.5,22.47,18.96,0.0, None,23.9,19.0,22.5,2022-08-01 19:00:00, None,-2.0,31
0.0,20.7,20.72,24.98,0.0, None,23.9,25.0,20.8,2022-08-01 20:00:00, None,0.0,31
0.0,19.2,19.17,30.36,0.0, None,23.9,30.0,19.2,2022-08-01 21:00:00, None,1.0,31
0.0,18.0,18.04,37.95,0.0, None,23.9,38.0,18.1,2022-08-01 22:00:00, None,3.0,31
0.0,17.1,17.05,46.07,0.0, None,23.9,46.0,17.1,2022-08-01 23:00:00, None,5.0,31
0.0,16.3,16.26,55.43,0.0, None,23.9,55.0,16.3,2022-08-02 00:00:00, None,7.0,31
0.0,15.3,15.28,62.85,0.0, None,23.9,63.0,15.2,2022-08-02 01:00:00, None,8.0,31
0.0,15.1,15.07,65.7,0.0, None,23.9,66.0,14.8,2022-08-02 02:00:00, None,9.0,31
0.0,15.0,14.99,62.56,0.0, None,23.9,63.0,14.8,2022-08-02 03:00:00, None,8.0,31
0.0,14.5,14.5,63.88,0.0, None,23.9,64.0,14.5,2022-08-02 04:00:00, None,8.0,31
0.0,14.2,14.19,69.53,0.0, None,23.9,70.0,14.2,2022-08-02 05:00:00, None,9.0,31
0.0,14.1,14.08,71.56,0.0, None,23.9,72.0,13.8,2022-08-02 06:00:00, None,9.0,31
0.0,14.8,14.83,68.77,0.0, None,15.0,69.0,14.0,2022-08-02 07:00:00, None,9.0,31
0.0,15.6,15.59,64.48,0.0, None,15.7,64.0,14.0,2022-08-02 08:00:00, None,9.0,31
0.0,16.9,16.86,58.68,0.0, None,17.1,59.0,14.0,2022-08-02 09:00:00, None,9.0,31
0.0,17.9,17.93,54.44,0.0, None,18.1,54.0,14.0,2022-08-02 10:00:00, None,9.0,31
0.0,19.9,19.89,48.08,0.0, None,19.7,48.0,14.0,2022-08-02 11:00:00, None,9.0,31
0.0,19.8,19.8,41.91,0.0, None,20.3,42.0,14.0,2022-08-02 12:00:00, None,7.0,31
0.0,21.1,21.13,40.28,0.0, None,21.5,40.0,14.0,2022-08-02 13:00:00, None,7.0,31
0.0,21.5,21.54,38.57,0.0, None,21.9,39.0,14.0,2022-08-02 14:00:00, None,7.0,31
0.0,22.6,22.63,34.83,0.0, None,22.9,35.0,14.0,2022-08-02 15:00:00, None,6.0,31
0.0,22.7,22.71,28.64,0.0, None,23.1,29.0,14.0,2022-08-02 16:00:00, None,3.0,31
0.0,23.2,23.17,25.51,0.0, None,23.2,26.0,14.0,2022-08-02 17:00:00, None,3.0,31
0.0,22.4,22.42,26.45,0.0, None,23.3,26.0,14.0,2022-08-02 18:00:00, None,2.0,31
0.0,20.4,20.44,26.5,0.0, None,22.4,27.0,20.1,2022-08-02 19:00:00, None,1.0,31
0.0,18.5,18.46,27.26,0.0, None,22.4,27.0,18.5,2022-08-02 20:00:00, None,-1.0,31
0.0,17.3,17.26,26.68,0.0, None,22.4,27.0,17.2,2022-08-02 21:00:00, None,-2.0,31
0.0,16.6,16.61,34.46,0.0, None,22.4,34.0,16.5,2022-08-02 22:00:00, None,1.0,31
0.0,15.8,15.81,35.31,0.0, None,22.4,35.0,15.7,2022-08-02 23:00:00, None,1.0,31
0.0,16.4,16.37,36.77,0.0, None,22.4,37.0,15.6,2022-08-03 00:00:00, None,2.0,31
0.0,16.8,16.75,33.23,0.0, None,22.4,33.0,15.6,2022-08-03 01:00:00, None,0.0,31
0.0,16.1,16.12,38.65,0.0, None,22.4,39.0,15.6,2022-08-03 02:00:00, None,2.0,31
0.0,15.2,15.24,40.25,0.0, None,22.4,40.0,15.2,2022-08-03 03:00:00, None,2.0,31
0.0,14.9,14.87,41.23,0.0, None,22.4,41.0,14.9,2022-08-03 04:00:00, None,2.0,31
0.0,14.4,14.44,40.49,0.0, None,22.4,40.0,14.4,2022-08-03 05:00:00, None,1.0,31
0.0,14.6,14.6,38.2,0.0, None,22.4,38.0,14.4,2022-08-03 06:00:00, None,0.0,31
0.0,15.7,15.67,41.59,0.0, None,16.2,42.0,14.5,2022-08-03 07:00:00, None,3.0,31
0.0,17.2,17.17,34.65,0.0, None,17.2,35.0,14.5,2022-08-03 08:00:00, None,1.0,31
0.0,18.3,18.29,30.86,0.0, None,18.4,31.0,14.5,2022-08-03 09:00:00, None,1.0,31
0.0,18.5,18.5,29.75,0.0, None,19.5,30.0,14.5,2022-08-03 10:00:00, None,0.0,31
0.0,18.0,17.98,32.9,0.0, None,19.5,33.0,14.5,2022-08-03 11:00:00, None,2.0,31
0.0,18.8,18.82,33.88,0.0, None,19.5,34.0,14.5,2022-08-03 12:00:00, None,3.0,31
0.0,20.3,20.26,33.01,0.0, None,20.4,33.0,14.5,2022-08-03 13:00:00, None,3.0,31
0.0,21.3,21.34,31.57,0.0, None,21.4,32.0,14.5,2022-08-03 14:00:00, None,4.0,31
0.0,22.5,22.47,29.2,0.0, None,22.7,29.0,14.5,2022-08-03 15:00:00, None,4.0,31
0.0,23.7,23.66,27.9,0.0, None,24.3,28.0,14.5,2022-08-03 16:00:00, None,4.0,31
0.0,24.8,24.83,27.83,0.0, None,24.9,28.0,14.5,2022-08-03 17:00:00, None,5.0,31
0.0,24.1,24.07,27.34,0.0, None,24.9,27.0,14.5,2022-08-03 18:00:00, None,4.0,31
0.0,21.7,21.7,31.66,0.0, None,24.1,32.0,21.8,2022-08-03 19:00:00, None,4.0,31
0.0,20.1,20.07,35.19,0.0, None,24.1,35.0,20.1,2022-08-03 20:00:00, None,4.0,31
0.0,18.7,18.65,39.42,0.0, None,24.1,39.0,18.7,2022-08-03 21:00:00, None,4.0,31
0.0,17.9,17.9,39.75,0.0, None,24.1,40.0,17.9,2022-08-03 22:00:00, None,4.0,31
0.0,16.1,16.09,47.34,0.0, None,24.1,47.0,16.1,2022-08-03 23:00:00, None,5.0,31
0.0,14.2,14.15,48.75,0.0, None,24.1,49.0,14.2,2022-08-04 00:00:00, None,4.0,31
0.0,13.2,13.2,51.83,0.0, None,24.1,52.0,13.2,2022-08-04 01:00:00, None,4.0,31
0.0,12.8,12.78,54.73,0.0, None,24.1,55.0,12.8,2022-08-04 02:00:00, None,4.0,31
0.0,12.3,12.31,57.02,0.0, None,24.1,57.0,12.4,2022-08-04 03:00:00, None,4.0,31
0.0,12.0,12.01,60.71,0.0, None,24.1,61.0,12.0,2022-08-04 04:00:00, None,5.0,31
0.0,10.8,10.77,70.15,0.0, None,24.1,70.0,10.7,2022-08-04 05:00:00, None,6.0,31
0.0,10.5,10.49,72.0,0.0, None,24.1,72.0,10.3,2022-08-04 06:00:00, None,6.0,31
0.0,11.5,11.54,69.17,0.0, None,11.8,69.0,10.2,2022-08-04 07:00:00, None,6.0,31
0.0,12.8,12.81,60.65,0.0, None,13.2,61.0,10.2,2022-08-04 08:00:00, None,5.0,31
0.0,14.3,14.26,55.23,0.0, None,14.5,55.0,10.2,2022-08-04 09:00:00, None,6.0,31
0.0,14.6,14.59,50.87,0.0, None,15.1,51.0,10.2,2022-08-04 10:00:00, None,5.0,31
0.0,14.4,14.43,49.45,0.0, None,15.5,49.0,10.2,2022-08-04 11:00:00, None,4.0,31
0.0,14.3,14.25,49.97,0.0, None,15.5,50.0,10.2,2022-08-04 12:00:00, None,4.0,31
0.0,15.5,15.48,42.22,0.0, None,15.8,42.0,10.2,2022-08-04 13:00:00, None,3.0,31
0.0,14.4,14.37,42.83,0.0, None,15.9,43.0,10.2,2022-08-04 14:00:00, None,2.0,31
0.0,15.0,14.98,41.85,0.0, None,15.9,42.0,10.2,2022-08-04 15:00:00, None,2.0,31
0.0,10.2,10.2,71.04,0.0, None,15.9,71.0,10.1,2022-08-04 16:00:00, None,5.0,31
0.0,11.6,11.64,63.94,0.0, None,15.9,64.0,10.1,2022-08-04 17:00:00, None,5.0,31
0.0,12.5,12.53,56.28,0.0, None,15.9,56.0,10.1,2022-08-04 18:00:00, None,4.0,31
0.0,11.9,11.85,60.97,0.0, None,12.6,61.0,11.8,2022-08-04 19:00:00, None,4.0,31
0.0,11.4,11.39,60.8,0.0, None,12.6,61.0,11.3,2022-08-04 20:00:00, None,4.0,31
0.0,10.7,10.7,62.63,0.0, None,12.6,63.0,10.7,2022-08-04 21:00:00, None,4.0,31
0.0,9.7,9.73,67.81,0.0, None,12.6,68.0,9.7,2022-08-04 22:00:00, None,4.0,31
0.0,9.5,9.52,67.55,0.0, None,12.6,68.0,9.5,2022-08-04 23:00:00, None,4.0,31
0.0,8.9,8.86,72.26,0.0, None,12.6,72.0,8.8,2022-08-05 00:00:00, None,4.0,31
0.0,7.4,7.376,78.2,0.0, None,12.6,78.0,7.4,2022-08-05 01:00:00, None,4.0,31
0.0,6.0,6.015,84.1,0.0, None,12.6,84.0,6.0,2022-08-05 02:00:00, None,4.0,31
0.0,5.6,5.615,84.8,0.0, None,12.6,85.0,5.1,2022-08-05 03:00:00, None,3.0,31
0.0,6.2,6.246,82.6,0.0, None,12.6,83.0,5.1,2022-08-05 04:00:00, None,4.0,31
0.0,6.8,6.783,84.5,0.0, None,12.6,85.0,5.1,2022-08-05 05:00:00, None,4.0,31
0.0,6.4,6.409,85.7,0.0, None,12.6,86.0,5.1,2022-08-05 06:00:00, None,4.0,31
0.0,9.8,9.75,70.32,0.0, None,9.7,70.0,6.3,2022-08-05 07:00:00, None,5.0,31
0.0,10.9,10.92,64.93,0.0, None,11.0,65.0,6.3,2022-08-05 08:00:00, None,5.0,31
0.0,12.2,12.21,58.46,0.0, None,12.7,58.0,6.3,2022-08-05 09:00:00, None,4.0,31
0.0,13.0,12.95,49.36,0.0, None,13.6,49.0,6.3,2022-08-05 10:00:00, None,3.0,31
0.0,13.3,13.26,49.05,0.0, None,14.8,49.0,6.3,2022-08-05 11:00:00, None,3.0,31
0.0,13.4,13.37,60.12,0.0, None,14.8,60.0,6.3,2022-08-05 12:00:00, None,6.0,31
0.0,14.0,14.0,53.18,0.0, None,14.8,53.0,6.3,2022-08-05 13:00:00, None,5.0,31
0.0,15.0,14.99,47.59,0.0, None,15.1,48.0,6.3,2022-08-05 14:00:00, None,4.0,31
0.0,15.0,14.96,48.92,0.0, None,16.7,49.0,6.3,2022-08-05 15:00:00, None,4.0,31
0.0,14.9,14.88,48.14,0.0, None,16.7,48.0,6.3,2022-08-05 16:00:00, None,4.0,31
0.0,16.1,16.14,43.48,0.0, None,16.7,43.0,6.3,2022-08-05 17:00:00, None,3.0,31
0.0,15.3,15.3,43.53,0.0, None,16.7,44.0,6.3,2022-08-05 18:00:00, None,3.0,31
0.0,14.7,14.71,47.13,0.0, None,15.3,47.0,14.2,2022-08-05 19:00:00, None,4.0,31
0.0,12.7,12.69,53.72,0.0, None,15.3,54.0,12.6,2022-08-05 20:00:00, None,3.0,31
0.0,10.6,10.59,65.01,0.0, None,15.3,65.0,10.0,2022-08-05 21:00:00, None,4.0,31
0.0,10.2,10.19,64.83,0.0, None,15.3,65.0,9.5,2022-08-05 22:00:00, None,4.0,31
0.0,8.5,8.5,71.99,0.0, None,15.3,72.0,8.1,2022-08-05 23:00:00, None,4.0,31
