wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
17.3,12.9,31.0,35.0,2021-04-17 17:00:00,16
15.5,11.1,35.0,38.0,2021-04-17 18:00:00,16
19.8,8.9,46.0,49.0,2021-04-17 19:00:00,16
20.5,6.6,356.0,67.0,2021-04-17 20:00:00,16
16.2,4.2,64.0,84.0,2021-04-17 21:00:00,16
10.1,2.2,68.0,92.0,2021-04-17 22:00:00,16
9.0,2.0,77.0,91.0,2021-04-17 23:00:00,16
9.0,1.6,58.0,93.0,2021-04-18 00:00:00,16
7.2,1.1,67.0,93.0,2021-04-18 01:00:00,16
4.7,1.2,39.0,94.0,2021-04-18 02:00:00,16
4.0,1.2,56.0,93.0,2021-04-18 03:00:00,16
2.9,1.3,59.0,92.0,2021-04-18 04:00:00,16
4.3,1.2,75.0,93.0,2021-04-18 05:00:00,16
6.8,1.7,15.0,85.0,2021-04-18 06:00:00,16
7.2,3.3,80.0,81.0,2021-04-18 07:00:00,16
8.6,3.7,75.0,73.0,2021-04-18 08:00:00,16
13.0,5.6,102.0,59.0,2021-04-18 09:00:00,16
13.7,6.6,89.0,50.0,2021-04-18 10:00:00,16
9.7,6.8,41.0,45.0,2021-04-18 11:00:00,16
7.6,6.5,36.0,44.0,2021-04-18 12:00:00,16
15.8,7.2,0.0,44.0,2021-04-18 13:00:00,16
8.6,8.7,352.0,37.0,2021-04-18 16:00:00,16
4.0,6.8,67.0,38.0,2021-04-18 17:00:00,16
3.6,4.7,212.0,51.0,2021-04-18 18:00:00,16
1.4,2.0,6.0,65.0,2021-04-18 19:00:00,16
1.8,0.5,50.0,74.0,2021-04-18 20:00:00,16
6.5,-1.0,255.0,75.0,2021-04-18 21:00:00,16
1.8,-2.5,194.0,86.0,2021-04-18 22:00:00,16
1.4,-2.8,242.0,87.0,2021-04-18 23:00:00,16
4.0,-3.4,253.0,88.0,2021-04-19 00:00:00,16
10.1,-2.2,249.0,85.0,2021-04-19 01:00:00,16
9.4,-2.4,254.0,86.0,2021-04-19 02:00:00,16
8.6,-2.9,256.0,90.0,2021-04-19 03:00:00,16
10.8,-4.1,246.0,91.0,2021-04-19 04:00:00,16
8.6,-2.5,244.0,86.0,2021-04-19 05:00:00,16
10.4,-0.6,242.0,79.0,2021-04-19 06:00:00,16
3.6,3.8,67.0,56.0,2021-04-19 08:00:00,16
6.5,7.6,84.0,41.0,2021-04-19 09:00:00,16
3.6,8.7,137.0,34.0,2021-04-19 10:00:00,16
4.7,9.9,339.0,30.0,2021-04-19 11:00:00,16
9.4,11.8,338.0,28.0,2021-04-19 12:00:00,16
6.1,12.0,351.0,25.0,2021-04-19 13:00:00,16
9.7,12.9,272.0,22.0,2021-04-19 14:00:00,16
8.6,13.2,315.0,20.0,2021-04-19 15:00:00,16
4.0,13.5,235.0,22.0,2021-04-19 16:00:00,16
6.8,13.1,18.0,22.0,2021-04-19 17:00:00,16
9.0,10.9,73.0,29.0,2021-04-19 18:00:00,16
6.8,9.3,12.0,35.0,2021-04-19 19:00:00,16
2.9,5.9,58.0,45.0,2021-04-19 20:00:00,16
2.5,2.0,232.0,59.0,2021-04-19 21:00:00,16
2.2,0.7,253.0,63.0,2021-04-19 22:00:00,16
4.3,-0.8,230.0,74.0,2021-04-19 23:00:00,16
9.4,-1.3,247.0,72.0,2021-04-20 00:00:00,16
11.2,-0.9,244.0,72.0,2021-04-20 01:00:00,16
14.4,-0.8,247.0,73.0,2021-04-20 02:00:00,16
11.2,-1.0,252.0,72.0,2021-04-20 03:00:00,16
11.9,-1.2,250.0,74.0,2021-04-20 04:00:00,16
14.4,-0.1,249.0,70.0,2021-04-20 05:00:00,16
14.0,2.0,241.0,61.0,2021-04-20 06:00:00,16
19.1,4.1,246.0,53.0,2021-04-20 07:00:00,16
11.9,7.5,247.0,41.0,2021-04-20 08:00:00,16
5.0,11.2,275.0,33.0,2021-04-20 09:00:00,16
10.8,15.9,225.0,21.0,2021-04-20 10:00:00,16
15.5,18.4,193.0,17.0,2021-04-20 11:00:00,16
21.2,19.2,212.0,15.0,2021-04-20 12:00:00,16
24.1,19.6,224.0,15.0,2021-04-20 13:00:00,16
25.9,19.8,216.0,14.0,2021-04-20 14:00:00,16
25.6,19.5,230.0,15.0,2021-04-20 15:00:00,16
25.9,18.9,214.0,17.0,2021-04-20 16:00:00,16
16.2,18.0,227.0,19.0,2021-04-20 17:00:00,16
11.2,15.8,214.0,21.0,2021-04-20 18:00:00,16
8.6,10.9,224.0,32.0,2021-04-20 19:00:00,16
14.8,10.6,223.0,31.0,2021-04-20 20:00:00,16
9.7,9.5,243.0,33.0,2021-04-20 21:00:00,16
7.6,6.4,236.0,42.0,2021-04-20 22:00:00,16
8.3,4.0,246.0,51.0,2021-04-20 23:00:00,16
6.1,5.0,292.0,48.0,2021-04-21 00:00:00,16
12.2,5.8,256.0,46.0,2021-04-21 01:00:00,16
9.4,4.6,262.0,50.0,2021-04-21 02:00:00,16
9.7,5.1,246.0,48.0,2021-04-21 03:00:00,16
16.6,5.7,255.0,48.0,2021-04-21 04:00:00,16
3.6,5.4,139.0,49.0,2021-04-21 05:00:00,16
1.8,7.4,215.0,45.0,2021-04-21 06:00:00,16
6.8,8.5,207.0,41.0,2021-04-21 07:00:00,16
8.3,11.0,123.0,38.0,2021-04-21 08:00:00,16
13.7,12.0,72.0,36.0,2021-04-21 09:00:00,16
5.4,11.2,242.0,40.0,2021-04-21 10:00:00,16
14.0,9.1,16.0,60.0,2021-04-21 11:00:00,16
10.8,5.3,7.0,83.0,2021-04-21 12:00:00,16
27.7,3.7,29.0,80.0,2021-04-21 13:00:00,16
14.0,1.4,357.0,85.0,2021-04-21 14:00:00,16
15.1,-0.4,3.0,85.0,2021-04-21 15:00:00,16
9.4,-0.8,34.0,88.0,2021-04-21 16:00:00,16
11.9,-1.4,26.0,79.0,2021-04-21 17:00:00,16
7.9,-1.6,44.0,80.0,2021-04-21 18:00:00,16
4.7,-1.5,61.0,76.0,2021-04-21 19:00:00,16
4.3,-1.5,61.0,78.0,2021-04-21 20:00:00,16
9.7,-1.4,47.0,69.0,2021-04-21 21:00:00,16
12.6,-1.9,20.0,64.0,2021-04-21 22:00:00,16
13.7,-2.8,356.0,67.0,2021-04-21 23:00:00,16
15.8,-3.2,354.0,64.0,2021-04-22 00:00:00,16
9.4,-3.4,332.0,62.0,2021-04-22 01:00:00,16
3.6,-5.8,259.0,78.0,2021-04-22 03:00:00,16
1.1,-7.3,281.0,81.0,2021-04-22 04:00:00,16
4.0,-6.1,218.0,79.0,2021-04-22 05:00:00,16
7.6,-4.1,228.0,70.0,2021-04-22 06:00:00,16
10.1,-2.8,249.0,62.0,2021-04-22 07:00:00,16
3.2,-1.2,189.0,58.0,2021-04-22 08:00:00,16
2.5,-0.1,146.0,53.0,2021-04-22 09:00:00,16
6.1,1.0,238.0,50.0,2021-04-22 10:00:00,16
4.3,2.3,75.0,44.0,2021-04-22 11:00:00,16
8.3,3.8,222.0,39.0,2021-04-22 12:00:00,16
4.0,4.4,98.0,33.0,2021-04-22 13:00:00,16
13.0,4.4,5.0,35.0,2021-04-22 14:00:00,16
10.1,5.9,93.0,32.0,2021-04-22 15:00:00,16
2.2,5.3,339.0,32.0,2021-04-22 16:00:00,16
6.5,4.7,116.0,32.0,2021-04-22 17:00:00,16
5.8,3.7,90.0,36.0,2021-04-22 18:00:00,16
6.5,2.8,13.0,43.0,2021-04-22 19:00:00,16
6.1,0.4,30.0,57.0,2021-04-22 20:00:00,16
1.8,-1.2,77.0,62.0,2021-04-22 21:00:00,16
0.7,-2.3,154.0,69.0,2021-04-22 22:00:00,16
3.2,-2.9,357.0,76.0,2021-04-22 23:00:00,16
