wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
15.5, 19.0,11.0, 26.0,2021-04-17 17:00:00,16
7.2, 15.5,317.0, 36.0,2021-04-17 18:00:00,16
1.8, 11.8,258.0, 45.0,2021-04-17 19:00:00,16
4.0, 9.5,176.0, 54.0,2021-04-17 20:00:00,16
2.9, 7.8,119.0, 57.0,2021-04-17 21:00:00,16
2.5, 7.4,6.0, 60.0,2021-04-17 22:00:00,16
3.2, 6.3,136.0, 64.0,2021-04-17 23:00:00,16
1.1, 3.9,149.0, 74.0,2021-04-18 00:00:00,16
5.0, 4.1,142.0, 75.0,2021-04-18 01:00:00,16
0.7, 3.1,251.0, 78.0,2021-04-18 02:00:00,16
2.5, 1.8,118.0, 83.0,2021-04-18 03:00:00,16
1.8, 1.6,37.0, 90.0,2021-04-18 04:00:00,16
1.4, 1.4,119.0, 89.0,2021-04-18 05:00:00,16
1.4, 5.7,167.0, 71.0,2021-04-18 06:00:00,16
4.0, 9.4,0.0, 56.0,2021-04-18 07:00:00,16
3.2, 11.7,328.0, 46.0,2021-04-18 08:00:00,16
0.7, 14.7,48.0, 39.0,2021-04-18 09:00:00,16
5.0, 18.5,254.0, 29.0,2021-04-18 10:00:00,16
7.2, 21.8,188.0, 25.0,2021-04-18 11:00:00,16
24.1, 15.9,1.0, 37.0,2021-04-18 12:00:00,16
18.4, 19.4,359.0, 31.0,2021-04-18 13:00:00,16
16.6, 16.9,0.0, 38.0,2021-04-18 16:00:00,16
10.4, 14.2,339.0, 42.0,2021-04-18 17:00:00,16
19.1, 10.6,55.0, 45.0,2021-04-18 18:00:00,16
9.7, 9.8,9.0, 47.0,2021-04-18 19:00:00,16
21.2, 9.3,6.0, 44.0,2021-04-18 20:00:00,16
16.9, 8.9,31.0, 44.0,2021-04-18 21:00:00,16
16.2, 8.4,12.0, 45.0,2021-04-18 22:00:00,16
17.6, 8.0,4.0, 45.0,2021-04-18 23:00:00,16
8.3, 7.6,51.0, 43.0,2021-04-19 00:00:00,16
12.6, 7.3,39.0, 40.0,2021-04-19 01:00:00,16
16.9, 6.8,12.0, 39.0,2021-04-19 02:00:00,16
9.0, 5.0,9.0, 43.0,2021-04-19 03:00:00,16
5.4, 2.1,122.0, 55.0,2021-04-19 04:00:00,16
4.3, 1.5,116.0, 59.0,2021-04-19 05:00:00,16
4.7, 5.0,160.0, 49.0,2021-04-19 06:00:00,16
4.7, 7.4,319.0, 41.0,2021-04-19 07:00:00,16
6.8, 9.4,205.0, 26.0,2021-04-19 08:00:00,16
10.8, 11.4,311.0, 23.0,2021-04-19 09:00:00,16
5.0, 12.0,202.0, 20.0,2021-04-19 10:00:00,16
9.4, 13.6,325.0, 19.0,2021-04-19 11:00:00,16
10.8, 14.5,346.0, 17.0,2021-04-19 12:00:00,16
10.4, 15.4,254.0, 16.0,2021-04-19 13:00:00,16
9.7, 15.8,354.0, 15.0,2021-04-19 14:00:00,16
2.5, 15.9,308.0, 15.0,2021-04-19 15:00:00,16
4.3, 16.0,272.0, 16.0,2021-04-19 16:00:00,16
9.4, 14.5,346.0, 20.0,2021-04-19 17:00:00,16
8.3, 10.7,359.0, 29.0,2021-04-19 18:00:00,16
4.7, 8.1,104.0, 37.0,2021-04-19 19:00:00,16
0.4, 4.7,82.0, 48.0,2021-04-19 20:00:00,16
6.8, 4.4,145.0, 51.0,2021-04-19 21:00:00,16
5.0, 3.3,125.0, 54.0,2021-04-19 22:00:00,16
3.6, 1.0,122.0, 64.0,2021-04-19 23:00:00,16
3.6, 0.5,131.0, 66.0,2021-04-20 00:00:00,16
5.0, 0.6,164.0, 68.0,2021-04-20 01:00:00,16
2.9, -2.4,78.0, 79.0,2021-04-20 02:00:00,16
3.2, -2.5,164.0, 79.0,2021-04-20 03:00:00,16
1.8, -2.7,196.0, 82.0,2021-04-20 04:00:00,16
4.0, -1.8,134.0, 81.0,2021-04-20 05:00:00,16
1.1, 2.6,328.0, 66.0,2021-04-20 06:00:00,16
3.6, 6.0,207.0, 50.0,2021-04-20 07:00:00,16
1.1, 9.0,181.0, 42.0,2021-04-20 08:00:00,16
7.9, None,204.0, None,2021-04-20 09:00:00,16
4.7, 13.9,215.0, 23.0,2021-04-20 10:00:00,16
9.0, 15.8,316.0, 21.0,2021-04-20 11:00:00,16
6.8, 16.8,310.0, 19.0,2021-04-20 12:00:00,16
4.0, 17.8,352.0, 18.0,2021-04-20 13:00:00,16
8.3, 19.0,268.0, 17.0,2021-04-20 14:00:00,16
8.6, 18.7,290.0, 15.0,2021-04-20 15:00:00,16
6.8, 18.5,319.0, 16.0,2021-04-20 16:00:00,16
3.6, 16.4,285.0, 21.0,2021-04-20 17:00:00,16
2.2, 11.9,137.0, 33.0,2021-04-20 18:00:00,16
4.0, 9.0,131.0, 40.0,2021-04-20 19:00:00,16
4.0, 6.3,330.0, 50.0,2021-04-20 20:00:00,16
1.8, 5.2,198.0, 53.0,2021-04-20 21:00:00,16
2.5, 3.3,110.0, 61.0,2021-04-20 22:00:00,16
3.6, 2.5,154.0, 63.0,2021-04-20 23:00:00,16
1.4, 1.4,118.0, 68.0,2021-04-21 00:00:00,16
1.8, 0.0,48.0, 75.0,2021-04-21 01:00:00,16
1.4, -1.4,212.0, 78.0,2021-04-21 02:00:00,16
1.8, -2.0,148.0, 81.0,2021-04-21 03:00:00,16
1.1, -1.8,32.0, 85.0,2021-04-21 04:00:00,16
1.4, -1.1,142.0, 84.0,2021-04-21 05:00:00,16
2.2, 3.3,134.0, 68.0,2021-04-21 06:00:00,16
2.2, 6.3,266.0, 55.0,2021-04-21 07:00:00,16
1.1, 9.3,318.0, 45.0,2021-04-21 08:00:00,16
1.1, 12.4,355.0, 33.0,2021-04-21 09:00:00,16
1.8, 15.6,312.0, 26.0,2021-04-21 10:00:00,16
1.4, 18.2,203.0, 23.0,2021-04-21 11:00:00,16
7.9, 20.4,274.0, 21.0,2021-04-21 12:00:00,16
2.5, 21.6,323.0, 17.0,2021-04-21 13:00:00,16
10.8, 22.9,311.0, 14.0,2021-04-21 14:00:00,16
15.8, 22.8,299.0, 15.0,2021-04-21 15:00:00,16
11.2, 21.2,202.0, 18.0,2021-04-21 16:00:00,16
5.8, 18.3,31.0, 24.0,2021-04-21 17:00:00,16
15.1, 16.3,14.0, 28.0,2021-04-21 18:00:00,16
1.4, 17.0,195.0, 27.0,2021-04-21 19:00:00,16
11.5, 16.6,357.0, 27.0,2021-04-21 20:00:00,16
4.7, 17.0,39.0, 27.0,2021-04-21 21:00:00,16
2.5, 12.8,219.0, 39.0,2021-04-21 22:00:00,16
3.2, 9.9,191.0, 49.0,2021-04-21 23:00:00,16
3.6, 9.3,5.0, 50.0,2021-04-22 00:00:00,16
2.5, 6.7,288.0, 60.0,2021-04-22 01:00:00,16
4.7, 5.8,213.0, 62.0,2021-04-22 03:00:00,16
0.7, 4.8,209.0, 66.0,2021-04-22 04:00:00,16
9.0, 4.7,348.0, 71.0,2021-04-22 05:00:00,16
10.8, 10.7,13.0, 48.0,2021-04-22 06:00:00,16
15.1, 13.3,6.0, 38.0,2021-04-22 07:00:00,16
8.3, 14.6,33.0, 33.0,2021-04-22 08:00:00,16
13.0, 17.4,330.0, 25.0,2021-04-22 09:00:00,16
15.5, 17.9,275.0, 19.0,2021-04-22 10:00:00,16
17.3, 17.8,314.0, 19.0,2021-04-22 11:00:00,16
18.4, 18.6,285.0, 16.0,2021-04-22 12:00:00,16
25.9, 18.9,287.0, 15.0,2021-04-22 13:00:00,16
23.0, 18.8,289.0, 17.0,2021-04-22 14:00:00,16
24.5, 17.5,300.0, 19.0,2021-04-22 15:00:00,16
19.8, 16.8,301.0, 21.0,2021-04-22 16:00:00,16
14.8, 15.2,314.0, 26.0,2021-04-22 17:00:00,16
14.8, 12.7,359.0, 33.0,2021-04-22 18:00:00,16
13.7, 12.2,48.0, 35.0,2021-04-22 19:00:00,16
14.8, 11.4,6.0, 36.0,2021-04-22 20:00:00,16
11.9, 9.9,1.0, 47.0,2021-04-22 21:00:00,16
13.7, 8.9,6.0, 58.0,2021-04-22 22:00:00,16
13.0, 7.8,354.0, 64.0,2021-04-22 23:00:00,16
