wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
169.0, None, None,0.0, None,11.7, None,0.1, None, None, None,74.0,2017-11-19 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, None, None,0.0, None,12.7, None,0.5, None, None, None,70.0,2017-11-19 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, None, None,0.0, None,13.2, None,1.1, None, None, None,66.0,2017-11-19 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None,0.0, None,16.5, None,1.3, None, None, None,63.0,2017-11-19 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.2, None,12.8, None,0.3, None, None, None,68.0,2017-11-19 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0, None, None,0.0, None,12.8, None,0.0, None, None, None,69.0,2017-11-19 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, None, None,0.0, None,15.5, None,-0.5, None, None, None,70.0,2017-11-19 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None,0.0, None,12.9, None,-0.7, None, None, None,71.0,2017-11-19 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,0.0, None,12.1, None,-0.9, None, None, None,70.0,2017-11-19 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None,0.0, None,11.8, None,-0.9, None, None, None,71.0,2017-11-19 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None,0.0, None,10.1, None,-1.9, None, None, None,88.0,2017-11-19 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0, None, None,0.0, None,11.1, None,-1.7, None, None, None,83.0,2017-11-19 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0, None, None,0.0, None,7.3, None,-1.3, None, None, None,78.0,2017-11-19 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0, None, None,0.0, None,6.2, None,-1.7, None, None, None,84.0,2017-11-19 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0, None, None,0.0, None,5.8, None,-1.6, None, None, None,79.0,2017-11-20 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0, None, None,0.0, None,7.0, None,-1.3, None, None, None,78.0,2017-11-20 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0, None, None,0.0, None,6.5, None,-1.5, None, None, None,81.0,2017-11-20 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0, None, None,0.0, None,5.9, None,-1.4, None, None, None,82.0,2017-11-20 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0, None, None,0.0, None,5.8, None,-1.6, None, None, None,84.0,2017-11-20 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, None, None,0.0, None,7.1, None,-1.5, None, None, None,85.0,2017-11-20 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0, None, None,0.0, None,5.2, None,-1.2, None, None, None,86.0,2017-11-20 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0, None, None,0.0, None,4.2, None,-1.3, None, None, None,89.0,2017-11-20 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
242.0, None, None,0.0, None,4.0, None,-1.3, None, None, None,95.0,2017-11-20 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,0.0, None,3.5, None,-0.8, None, None, None,96.0,2017-11-20 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0, None, None,0.0, None,3.4, None,-0.3, None, None, None,95.0,2017-11-20 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0, None, None,0.0, None,3.2, None,0.5, None, None, None,93.0,2017-11-20 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None,0.6, None,3.7, None,1.0, None, None, None,93.0,2017-11-20 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0, None, None,0.4, None,1.9, None,0.7, None, None, None,95.0,2017-11-20 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0, None, None,0.4, None,0.0, None,1.6, None, None, None,92.0,2017-11-20 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
279.0, None, None,0.6, None,3.6, None,0.5, None, None, None,96.0,2017-11-20 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0, None, None,0.2, None,4.5, None,-0.5, None, None, None,96.0,2017-11-20 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, None, None,0.0, None,3.5, None,-0.5, None, None, None,97.0,2017-11-20 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0, None, None,0.0, None,2.3, None,-0.3, None, None, None,100.0,2017-11-20 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0, None, None,0.0, None,1.9, None,-0.1, None, None, None,100.0,2017-11-20 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0, None, None,0.0, None,2.1, None,-0.3, None, None, None,100.0,2017-11-20 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0, None, None,0.0, None,3.8, None,-0.4, None, None, None,100.0,2017-11-20 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0, None, None,0.0, None,2.8, None,-1.5, None, None, None,100.0,2017-11-20 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0, None, None,0.0, None,2.3, None,-1.0, None, None, None,100.0,2017-11-20 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0, None, None,0.0, None,0.0, None,-2.0, None, None, None,100.0,2017-11-21 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0, None, None,0.0, None,1.7, None,-2.3, None, None, None,100.0,2017-11-21 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None,0.0, None,3.8, None,-1.6, None, None, None,100.0,2017-11-21 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0, None, None,0.0, None,3.9, None,-1.5, None, None, None,100.0,2017-11-21 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0, None, None,0.0, None,4.8, None,-1.7, None, None, None,100.0,2017-11-21 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0, None, None,0.0, None,6.2, None,-1.8, None, None, None,100.0,2017-11-21 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0, None, None,0.0, None,5.6, None,-1.9, None, None, None,100.0,2017-11-21 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0, None, None,0.0, None,4.0, None,-1.8, None, None, None,100.0,2017-11-21 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0, None, None,0.0, None,4.6, None,-1.7, None, None, None,100.0,2017-11-21 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0, None, None,0.0, None,5.8, None,-1.1, None, None, None,99.0,2017-11-21 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0, None, None,0.0, None,6.0, None,-0.6, None, None, None,98.0,2017-11-21 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None,0.0, None,6.0, None,-0.6, None, None, None,98.0,2017-11-21 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0, None, None,0.0, None,7.3, None,-0.4, None, None, None,99.0,2017-11-21 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0, None, None,0.0, None,8.5, None,-0.2, None, None, None,99.0,2017-11-21 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, None, None,0.0, None,9.2, None,-0.2, None, None, None,99.0,2017-11-21 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.0, None,11.3, None,-0.2, None, None, None,99.0,2017-11-21 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.0, None,10.4, None,-0.1, None, None, None,100.0,2017-11-21 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0, None, None,0.0, None,9.0, None,0.0, None, None, None,100.0,2017-11-21 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0, None, None,0.0, None,9.8, None,0.2, None, None, None,100.0,2017-11-21 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0, None, None,0.0, None,11.0, None,0.4, None, None, None,100.0,2017-11-21 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0, None, None,0.0, None,10.6, None,0.6, None, None, None,100.0,2017-11-21 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0, None, None,0.0, None,8.2, None,0.6, None, None, None,100.0,2017-11-21 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0, None, None,0.4, None,8.8, None,0.9, None, None, None,100.0,2017-11-21 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0, None, None,0.6, None,7.7, None,1.1, None, None, None,100.0,2017-11-21 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0, None, None,0.8, None,7.2, None,1.4, None, None, None,100.0,2017-11-22 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
236.0, None, None,0.6, None,4.7, None,1.7, None, None, None,100.0,2017-11-22 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0, None, None,0.8, None,4.0, None,2.0, None, None, None,100.0,2017-11-22 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
310.0, None, None,0.4, None,2.3, None,1.4, None, None, None,100.0,2017-11-22 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0, None, None,0.2, None,2.1, None,1.2, None, None, None,100.0,2017-11-22 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0, None, None,0.2, None,2.1, None,1.2, None, None, None,100.0,2017-11-22 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0, None, None,0.4, None,2.6, None,1.3, None, None, None,100.0,2017-11-22 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0, None, None,0.4, None,4.1, None,1.3, None, None, None,100.0,2017-11-22 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,1.0, None,5.4, None,1.8, None, None, None,100.0,2017-11-22 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0, None, None,0.4, None,3.5, None,2.7, None, None, None,100.0,2017-11-22 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
188.0, None, None,0.6, None,6.8, None,3.4, None, None, None,100.0,2017-11-22 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0, None, None,0.4, None,9.7, None,3.8, None, None, None,100.0,2017-11-22 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0, None, None,0.0, None,7.8, None,3.9, None, None, None,100.0,2017-11-22 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0, None, None,0.0, None,7.2, None,4.2, None, None, None,100.0,2017-11-22 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0, None, None,0.0, None,6.8, None,4.5, None, None, None,100.0,2017-11-22 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0, None, None,0.0, None,6.1, None,4.2, None, None, None,100.0,2017-11-22 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0, None, None,0.0, None,6.4, None,3.8, None, None, None,100.0,2017-11-22 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0, None, None,0.0, None,7.0, None,4.3, None, None, None,100.0,2017-11-22 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.0, None,9.2, None,4.8, None, None, None,100.0,2017-11-22 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0, None, None,0.0, None,6.9, None,5.4, None, None, None,100.0,2017-11-22 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, None, None,0.0, None,11.0, None,5.8, None, None, None,100.0,2017-11-22 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0, None, None,0.0, None,11.3, None,6.1, None, None, None,100.0,2017-11-22 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, None, None,0.0, None,9.7, None,6.2, None, None, None,100.0,2017-11-22 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0, None, None,0.0, None,13.4, None,6.4, None, None, None,100.0,2017-11-22 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, None, None,0.2, None,11.6, None,6.1, None, None, None,100.0,2017-11-23 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0, None, None,0.2, None,9.8, None,6.2, None, None, None,100.0,2017-11-23 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
254.0, None, None,1.2, None,7.6, None,6.4, None, None, None,100.0,2017-11-23 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0, None, None,1.2, None,2.8, None,5.3, None, None, None,100.0,2017-11-23 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0, None, None,0.2, None,5.1, None,5.3, None, None, None,100.0,2017-11-23 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0, None, None,1.4, None,5.5, None,4.4, None, None, None,100.0,2017-11-23 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
299.0, None, None,0.8, None,4.7, None,4.1, None, None, None,100.0,2017-11-23 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0, None, None,0.0, None,3.4, None,3.9, None, None, None,100.0,2017-11-23 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, None, None,1.4, None,6.4, None,4.0, None, None, None,100.0,2017-11-23 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0, None, None,0.2, None,5.7, None,3.6, None, None, None,100.0,2017-11-23 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0, None, None,0.8, None,4.9, None,3.7, None, None, None,96.0,2017-11-23 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0, None, None,0.6, None,1.9, None,3.7, None, None, None,100.0,2017-11-23 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0, None, None,0.2, None,4.6, None,3.7, None, None, None,97.0,2017-11-23 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0, None, None,0.6, None,2.0, None,3.1, None, None, None,100.0,2017-11-23 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0, None, None,0.6, None,3.8, None,2.7, None, None, None,100.0,2017-11-23 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0, None, None,0.0, None,3.3, None,2.5, None, None, None,100.0,2017-11-23 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
270.0, None, None,0.0, None,4.0, None,1.3, None, None, None,99.0,2017-11-23 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, None, None,0.0, None,4.5, None,-0.8, None, None, None,100.0,2017-11-23 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0, None, None,0.0, None,2.8, None,-1.0, None, None, None,100.0,2017-11-23 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0, None, None,0.0, None,3.4, None,-1.7, None, None, None,100.0,2017-11-23 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0, None, None,0.0, None,2.6, None,-2.4, None, None, None,100.0,2017-11-23 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None,0.0, None,3.6, None,-2.7, None, None, None,100.0,2017-11-23 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0, None, None,0.0, None,2.6, None,-3.0, None, None, None,100.0,2017-11-23 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, None, None,0.0, None,2.6, None,-3.2, None, None, None,100.0,2017-11-23 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
294.0, None, None,0.0, None,2.5, None,-2.7, None, None, None,100.0,2017-11-24 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0, None, None,0.0, None,1.9, None,-3.7, None, None, None,99.0,2017-11-24 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0, None, None,0.0, None,2.3, None,-3.7, None, None, None,100.0,2017-11-24 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0, None, None,0.0, None,2.2, None,-3.4, None, None, None,100.0,2017-11-24 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0, None, None,0.0, None,2.9, None,-3.1, None, None, None,100.0,2017-11-24 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0, None, None,0.0, None,2.9, None,-3.1, None, None, None,100.0,2017-11-24 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0, None, None,0.0, None,2.3, None,-2.9, None, None, None,100.0,2017-11-24 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
238.0, None, None,0.0, None,3.4, None,-2.9, None, None, None,100.0,2017-11-24 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0, None, None,0.0, None,3.2, None,-2.7, None, None, None,100.0,2017-11-24 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0, None, None,0.0, None,3.2, None,-1.6, None, None, None,99.0,2017-11-24 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0, None, None,0.0, None,3.6, None,-0.4, None, None, None,96.0,2017-11-24 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0, None, None,0.2, None,4.7, None,1.8, None, None, None,90.0,2017-11-24 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, None, None,0.0, None,2.2, None,1.4, None, None, None,92.0,2017-11-24 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0, None, None,0.0, None,4.3, None,2.1, None, None, None,91.0,2017-11-24 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0, None, None,0.0, None,6.1, None,1.7, None, None, None,90.0,2017-11-24 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0, None, None,0.0, None,5.4, None,0.6, None, None, None,95.0,2017-11-24 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0, None, None,0.0, None,5.0, None,0.1, None, None, None,97.0,2017-11-24 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0, None, None,0.0, None,5.7, None,0.0, None, None, None,96.0,2017-11-24 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0, None, None,0.0, None,5.2, None,-0.2, None, None, None,96.0,2017-11-24 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, None, None,0.0, None,7.8, None,-0.1, None, None, None,94.0,2017-11-24 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0, None, None,0.0, None,9.7, None,0.0, None, None, None,91.0,2017-11-24 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0, None, None,0.0, None,8.3, None,-0.1, None, None, None,91.0,2017-11-24 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0, None, None,0.0, None,10.1, None,-0.1, None, None, None,90.0,2017-11-24 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0, None, None,0.0, None,6.2, None,-0.4, None, None, None,93.0,2017-11-24 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, None, None,0.0, None,7.4, None,-0.3, None, None, None,92.0,2017-11-25 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0, None, None,0.0, None,5.2, None,-0.3, None, None, None,92.0,2017-11-25 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0, None, None,0.0, None,4.8, None,-0.2, None, None, None,90.0,2017-11-25 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.0, None,5.6, None,-0.6, None, None, None,93.0,2017-11-25 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0, None, None,0.0, None,5.2, None,-0.6, None, None, None,93.0,2017-11-25 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0, None, None,0.0, None,6.2, None,-0.3, None, None, None,91.0,2017-11-25 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0, None, None,0.0, None,3.3, None,-0.3, None, None, None,93.0,2017-11-25 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None,0.0, None,9.2, None,0.0, None, None, None,90.0,2017-11-25 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None,0.0, None,6.8, None,-0.1, None, None, None,91.0,2017-11-25 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0, None, None,0.0, None,8.5, None,0.6, None, None, None,89.0,2017-11-25 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0, None, None,0.0, None,9.2, None,0.9, None, None, None,88.0,2017-11-25 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0, None, None,0.0, None,9.8, None,0.8, None, None, None,88.0,2017-11-25 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.0, None,10.5, None,1.1, None, None, None,85.0,2017-11-25 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0, None, None,0.0, None,10.2, None,1.9, None, None, None,81.0,2017-11-25 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,0.0, None,11.8, None,1.3, None, None, None,81.0,2017-11-25 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0, None, None,0.0, None,10.1, None,1.1, None, None, None,80.0,2017-11-25 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0, None, None,0.0, None,8.0, None,0.2, None, None, None,89.0,2017-11-25 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0, None, None,0.0, None,5.2, None,0.1, None, None, None,87.0,2017-11-25 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.0, None,9.9, None,0.2, None, None, None,88.0,2017-11-25 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None,0.0, None,9.3, None,-0.7, None, None, None,98.0,2017-11-25 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, None, None,0.0, None,9.8, None,-0.7, None, None, None,100.0,2017-11-25 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0, None, None,0.0, None,7.6, None,-0.7, None, None, None,100.0,2017-11-25 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0, None, None,0.0, None,9.1, None,-0.5, None, None, None,100.0,2017-11-25 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0, None, None,0.0, None,9.9, None,-0.2, None, None, None,100.0,2017-11-25 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,
, None, None,, None,, None,, None,,,,2017-11-19 00:00:00,47,88.5, None, None, None,7.3,146.9, None,-3.0,778.9, None, None, None, None,15.05, None, None,-1.223, None, None, None, None,29.29, None, None, None, None
, None, None,, None,, None,, None,,,,2017-11-19 01:00:00,47,88.1, None, None, None,10.35,151.1, None,-3.0,789.1, None, None, None, None,15.1, None, None,-1.084, None, None, None, None,20.0, None, None, None, None
