RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,12.7,61.55, None, None, None, None, None, None, None, None, None, None, None, None, 16.03, None, None, None, None,9.6, None, None, None, None,2019-07-30 00:00:00, None,31
None, None, None, None,14.47,61.79, None, None, None, None, None, None, None, None, None, None, None, None, 15.53, None, None, None, None,9.39, None, None, None, None,2019-07-30 01:00:00, None,31
None, None, None, None,15.02,63.24, None, None, None, None, None, None, None, None, None, None, None, None, 15.27, None, None, None, None,9.68, None, None, None, None,2019-07-30 02:00:00, None,31
None, None, None, None,3.886,99.9, None, None, None, None, None, None, None, None, None, None, None, None, 14.92, None, None, None, None,40.77, None, None, None, None,2019-07-30 03:00:00, None,31
None, None, None, None,2.184,149.2, None, None, None, None, None, None, None, None, None, None, None, None, 14.53, None, None, None, None,35.68, None, None, None, None,2019-07-30 04:00:00, None,31
None, None, None, None,5.523,192.3, None, None, None, None, None, None, None, None, None, None, None, None, 13.91, None, None, None, None,27.05, None, None, None, None,2019-07-30 05:00:00, None,31
None, None, None, None,5.016,185.0, None, None, None, None, None, None, None, None, None, None, None, None, 13.36, None, None, None, None,30.94, None, None, None, None,2019-07-30 06:00:00, None,31
None, None, None, None,6.478,194.3, None, None, None, None, None, None, None, None, None, None, None, None, 13.13, None, None, None, None,24.16, None, None, None, None,2019-07-30 07:00:00, None,31
None, None, None, None,5.409,187.8, None, None, None, None, None, None, None, None, None, None, None, None, 13.2, None, None, None, None,32.02, None, None, None, None,2019-07-30 08:00:00, None,31
None, None, None, None,5.67,195.4, None, None, None, None, None, None, None, None, None, None, None, None, 13.3, None, None, None, None,30.79, None, None, None, None,2019-07-30 09:00:00, None,31
