ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 505.0, 727.0, None, None,2018-04-30 00:00:00, 2.0, None, None,18
None, 505.0, 728.0, None, None,2018-04-30 01:00:00, 2.2, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 02:00:00, 0.7, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 03:00:00, 0.2, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 04:00:00, -0.2, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 05:00:00, -0.3, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 06:00:00, -0.5, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 07:00:00, -0.5, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 08:00:00, -0.6, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 09:00:00, -0.8, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 10:00:00, -1.0, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 11:00:00, -1.0, None, None,18
None, 506.0, 728.0, None, None,2018-04-30 12:00:00, -0.9, None, None,18
None, 506.0, 729.0, None, None,2018-04-30 13:00:00, -0.7, None, None,18
None, 506.0, 730.0, None, None,2018-04-30 14:00:00, -0.2, None, None,18
None, 507.0, 730.0, None, None,2018-04-30 15:00:00, 0.5, None, None,18
None, 507.0, 731.0, 4.0, None,2018-04-30 16:00:00, 1.4, None, None,18
None, 507.0, 732.0, None, None,2018-04-30 17:00:00, 2.1, None, None,18
None, 507.0, 732.0, None, None,2018-04-30 18:00:00, 2.7, None, None,18
None, 507.0, 733.0, None, None,2018-04-30 19:00:00, 3.5, None, None,18
None, 144.0, 726.0, None, None,2018-04-30 21:00:00, 5.0, None, None,18
None, 144.0, 728.0, None, None,2018-04-30 22:00:00, 5.4, None, None,18
None, 144.0, 729.0, None, None,2018-04-30 23:00:00, 5.9, None, None,18
None, 144.0, 730.0, None, None,2018-05-01 00:00:00, 3.6, None, None,18
None, 145.0, 731.0, None, None,2018-05-01 01:00:00, 4.2, None, None,18
None, 145.0, 731.0, None, None,2018-05-01 02:00:00, 3.8, None, None,18
None, 145.0, 732.0, None, None,2018-05-01 03:00:00, 3.4, None, None,18
None, 145.0, 733.0, None, None,2018-05-01 04:00:00, 3.1, None, None,18
None, 145.0, 733.0, None, None,2018-05-01 05:00:00, 2.7, None, None,18
None, 144.0, 733.0, None, None,2018-05-01 06:00:00, 2.2, None, None,18
None, 145.0, 734.0, None, None,2018-05-01 07:00:00, 2.0, None, None,18
None, 145.0, 734.0, None, None,2018-05-01 08:00:00, 1.5, None, None,18
None, 145.0, 735.0, None, None,2018-05-01 09:00:00, 1.0, None, None,18
None, 145.0, 735.0, None, None,2018-05-01 10:00:00, 0.4, None, None,18
None, 145.0, 735.0, None, None,2018-05-01 11:00:00, 0.2, None, None,18
None, 144.0, 735.0, None, None,2018-05-01 12:00:00, 0.2, None, None,18
None, 145.0, 735.0, None, None,2018-05-01 13:00:00, 0.6, None, None,18
None, 145.0, 735.0, None, None,2018-05-01 14:00:00, 1.3, None, None,18
None, 145.0, 735.0, None, None,2018-05-01 15:00:00, 2.2, None, None,18
None, 145.0, 735.0, 4.0, None,2018-05-01 16:00:00, 0.7, None, None,18
None, 146.0, 736.0, None, None,2018-05-01 17:00:00, 2.5, None, None,18
None, 146.0, 736.0, None, None,2018-05-01 18:00:00, 3.3, None, None,18
None, 146.0, 737.0, None, None,2018-05-01 19:00:00, 4.1, None, None,18
None, 146.0, 737.0, None, None,2018-05-01 20:00:00, 2.7, None, None,18
None, 146.0, 737.0, None, None,2018-05-01 21:00:00, 4.7, None, None,18
None, 147.0, 737.0, None, None,2018-05-01 22:00:00, 4.3, None, None,18
None, 147.0, 737.0, None, None,2018-05-01 23:00:00, 5.2, None, None,18
None, 147.0, 737.0, None, None,2018-05-02 00:00:00, 5.0, None, None,18
None, 147.0, 737.0, None, None,2018-05-02 01:00:00, 1.9, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 02:00:00, 1.5, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 03:00:00, 0.3, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 04:00:00, -0.1, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 05:00:00, 0.2, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 06:00:00, 0.3, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 07:00:00, 0.4, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 08:00:00, 0.7, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 09:00:00, 0.7, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 10:00:00, 0.8, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 11:00:00, 0.6, None, None,18
None, 148.0, 737.0, None, None,2018-05-02 12:00:00, 0.3, None, None,18
None, 148.0, 738.0, None, None,2018-05-02 13:00:00, 0.4, None, None,18
None, 148.0, 739.0, None, None,2018-05-02 14:00:00, 1.7, None, None,18
None, 148.0, 739.0, None, None,2018-05-02 15:00:00, 3.0, None, None,18
None, None, None, 0.0, None,2018-05-02 16:00:00, None, None, None,18
None, 148.0, 743.0, None, None,2018-05-02 17:00:00, 5.0, None, None,18
None, 147.0, 743.0, None, None,2018-05-02 18:00:00, 6.3, None, None,18
None, 148.0, 745.0, None, None,2018-05-02 19:00:00, 6.9, None, None,18
None, 148.0, 746.0, None, None,2018-05-02 20:00:00, 7.3, None, None,18
None, 148.0, 746.0, None, None,2018-05-02 21:00:00, 6.9, None, None,18
None, 148.0, 746.0, None, None,2018-05-02 22:00:00, 8.1, None, None,18
None, 148.0, 745.0, None, None,2018-05-02 23:00:00, 8.5, None, None,18
None, 148.0, 745.0, None, None,2018-05-03 00:00:00, 8.4, None, None,18
None, 148.0, 744.0, None, None,2018-05-03 01:00:00, 9.2, None, None,18
None, 148.0, 743.0, None, None,2018-05-03 02:00:00, 7.2, None, None,18
None, 148.0, 743.0, None, None,2018-05-03 03:00:00, 6.9, None, None,18
None, 148.0, 743.0, None, None,2018-05-03 04:00:00, 6.0, None, None,18
None, 148.0, 742.0, None, None,2018-05-03 05:00:00, 6.0, None, None,18
None, 148.0, 742.0, None, None,2018-05-03 06:00:00, 5.4, None, None,18
None, 148.0, 742.0, None, None,2018-05-03 07:00:00, 4.5, None, None,18
None, 148.0, 741.0, None, None,2018-05-03 08:00:00, 4.4, None, None,18
None, 148.0, 740.0, None, None,2018-05-03 09:00:00, 3.8, None, None,18
None, 148.0, 739.0, None, None,2018-05-03 10:00:00, 4.0, None, None,18
None, 148.0, 736.0, None, None,2018-05-03 11:00:00, 4.0, None, None,18
None, 148.0, 733.0, None, None,2018-05-03 12:00:00, 4.1, None, None,18
None, 148.0, 729.0, None, None,2018-05-03 13:00:00, 4.2, None, None,18
None, 148.0, 726.0, None, None,2018-05-03 14:00:00, 6.1, None, None,18
None, 148.0, 723.0, None, None,2018-05-03 15:00:00, 7.1, None, None,18
None, 148.0, 721.0, 0.0, None,2018-05-03 16:00:00, 8.5, None, None,18
None, 148.0, 719.0, None, None,2018-05-03 17:00:00, 9.5, None, None,18
None, 148.0, 717.0, None, None,2018-05-03 18:00:00, 10.4, None, None,18
None, 148.0, 715.0, None, None,2018-05-03 19:00:00, 11.2, None, None,18
