RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
56.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.39, None, None, None, None, None, None, None, None, None,2017-08-06 00:00:00,32
55.64, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.23, None, None, None, None, None, None, None, None, None,2017-08-06 02:00:00,32
63.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,12.36, None, None, None, None, None, None, None, None, None,2017-08-06 05:00:00,32
61.91, None, None, None, 3.089, 282.9, None, None, None, None, None, None, None, None, None, None, None, None,14.36, None, None, None, None, 8.2, None, None, None, None,2017-08-06 07:00:00,32
37.79, None, None, None, 1.985, 42.27, None, None, None, None, None, None, None, None, None, None, None, None,21.54, None, None, None, None, 76.74, None, None, None, None,2017-08-06 08:00:00,32
28.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,27.23, None, None, None, None, None, None, None, None, None,2017-08-06 11:00:00,32
23.06, None, None, None, 3.608, 96.8, None, None, None, None, None, None, None, None, None, None, None, None,27.0, None, None, None, None, 24.15, None, None, None, None,2017-08-06 15:00:00,32
33.69, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,24.07, None, None, None, None, None, None, None, None, None,2017-08-06 19:00:00,32
55.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,13.08, None, None, None, None, None, None, None, None, None,2017-08-07 05:00:00,32
61.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,13.06, None, None, None, None, None, None, None, None, None,2017-08-07 07:00:00,32
42.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,20.1, None, None, None, None, None, None, None, None, None,2017-08-07 09:00:00,32
39.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,22.77, None, None, None, None, None, None, None, None, None,2017-08-07 11:00:00,32
35.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,23.99, None, None, None, None, None, None, None, None, None,2017-08-07 12:00:00,32
29.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,26.13, None, None, None, None, None, None, None, None, None,2017-08-07 15:00:00,32
35.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,20.87, None, None, None, None, None, None, None, None, None,2017-08-07 20:00:00,32
61.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.05, None, None, None, None, None, None, None, None, None,2017-08-08 04:00:00,32
51.73, None, None, None, 1.824, 277.5, None, None, None, None, None, None, None, None, None, None, None, None,18.32, None, None, None, None, 29.81, None, None, None, None,2017-08-08 08:00:00,32
36.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,25.39, None, None, None, None, None, None, None, None, None,2017-08-08 11:00:00,32
26.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,26.37, None, None, None, None, None, None, None, None, None,2017-08-08 15:00:00,32
24.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,26.31, None, None, None, None, None, None, None, None, None,2017-08-08 16:00:00,32
31.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,24.84, None, None, None, None, None, None, None, None, None,2017-08-08 19:00:00,32
57.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.33, None, None, None, None, None, None, None, None, None,2017-08-09 04:00:00,32
60.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,13.59, None, None, None, None, None, None, None, None, None,2017-08-09 05:00:00,32
20.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,27.83, None, None, None, None, None, None, None, None, None,2017-08-09 15:00:00,32
16.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,27.88, None, None, None, None, None, None, None, None, None,2017-08-09 17:00:00,32
42.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,16.27, None, None, None, None, None, None, None, None, None,2017-08-10 02:00:00,32
17.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,28.01, None, None, None, None, None, None, None, None, None,2017-08-10 18:00:00,32
36.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,19.72, None, None, None, None, None, None, None, None, None,2017-08-10 23:00:00,32
33.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,24.42, None, None, None, None, None, None, None, None, None,2017-08-11 10:00:00,32
42.94, None, None, None, 3.871, 288.3, None, None, None, None, None, None, None, None, None, None, None, None,18.65, None, None, None, None, 11.34, None, None, None, None,2017-08-11 23:00:00,32
45.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,17.21, None, None, None, None, None, None, None, None, None,2017-08-12 01:00:00,32
