RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.148,150.7, None, None, None, 1019.0, None, None, None, None, None, 51.99, None, None, -1.511, None, None, None, None,61.37, None, None, None, None, None,2019-01-01 00:00:00, None,1
None, None, None, None, 0.151,113.5, None, None, None, 1019.0, None, None, None, None, None, 52.87, None, None, -1.404, None, None, None, None,60.48, None, None, None, None, None,2019-01-01 01:00:00, None,1
None, None, None, None, 0.224,215.7, None, None, None, 1019.0, None, None, None, None, None, 52.5, None, None, -1.357, None, None, None, None,51.17, None, None, None, None, None,2019-01-01 02:00:00, None,1
None, None, None, None, 0.36,315.1, None, None, None, 1017.0, None, None, None, None, None, 50.21, None, None, -1.385, None, None, None, None,21.02, None, None, None, None, None,2019-01-01 03:00:00, None,1
None, None, None, None, 0.2,78.7, None, None, None, 1017.0, None, None, None, None, None, 54.34, None, None, -1.318, None, None, None, None,52.11, None, None, None, None, None,2019-01-01 04:00:00, None,1
None, None, None, None, 0.291,127.8, None, None, None, 1017.0, None, None, None, None, None, 55.59, None, None, -1.27, None, None, None, None,33.81, None, None, None, None, None,2019-01-01 05:00:00, None,1
None, None, None, None, 0.261,111.0, None, None, None, 1016.0, None, None, None, None, None, 57.66, None, None, -1.221, None, None, None, None,38.86, None, None, None, None, None,2019-01-01 06:00:00, None,1
None, None, None, None, 0.29,134.9, None, None, None, 1016.0, None, None, None, None, None, 56.41, None, None, -1.174, None, None, None, None,32.61, None, None, None, None, None,2019-01-01 07:00:00, None,1
None, None, None, None, 0.047,1.115, None, None, None, 1016.0, None, None, None, None, None, 56.98, None, None, -1.087, None, None, None, None,75.2, None, None, None, None, None,2019-01-01 08:00:00, None,1
None, None, None, None, 0.268,170.0, None, None, None, 1015.0, None, None, None, None, None, 60.71, None, None, -0.953, None, None, None, None,39.69, None, None, None, None, None,2019-01-01 09:00:00, None,1
None, None, None, None, 0.148,150.8, None, None, None, 1013.0, None, None, None, None, None, 60.3, None, None, -0.464, None, None, None, None,61.65, None, None, None, None, None,2019-01-01 10:00:00, None,1
None, None, None, None, 0.162,108.4, None, None, None, 1012.0, None, None, None, None, None, 60.42, None, None, -0.185, None, None, None, None,58.11, None, None, None, None, None,2019-01-01 11:00:00, None,1
