RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,0.917,142.5, None, None, None, None, None, None, None, None, None, None, None, None,0.037, None, None, None, None,67.24, None, None, None, None,2017-04-30 00:00:00, None,18
None, None, None, None,1.314,71.4, None, None, None, None, None, None, None, None, None, None, None, None,-0.012, None, None, None, None,63.05, None, None, None, None,2017-04-30 01:00:00, None,18
None, None, None, None,2.24,177.2, None, None, None, None, None, None, None, None, None, None, None, None,0.075, None, None, None, None,55.43, None, None, None, None,2017-04-30 02:00:00, None,18
None, None, None, None,1.422,154.8, None, None, None, None, None, None, None, None, None, None, None, None,0.218, None, None, None, None,64.74, None, None, None, None,2017-04-30 03:00:00, None,18
None, None, None, None,5.01,193.8, None, None, None, None, None, None, None, None, None, None, None, None,0.19, None, None, None, None,31.8, None, None, None, None,2017-04-30 04:00:00, None,18
None, None, None, None,3.978,215.0, None, None, None, None, None, None, None, None, None, None, None, None,0.267, None, None, None, None,27.15, None, None, None, None,2017-04-30 05:00:00, None,18
None, None, None, None,4.585,199.4, None, None, None, None, None, None, None, None, None, None, None, None,0.411, None, None, None, None,32.9, None, None, None, None,2017-04-30 06:00:00, None,18
None, None, None, None,5.389,191.6, None, None, None, None, None, None, None, None, None, None, None, None,0.468, None, None, None, None,32.44, None, None, None, None,2017-04-30 07:00:00, None,18
None, None, None, None,2.989,191.0, None, None, None, None, None, None, None, None, None, None, None, None,0.439, None, None, None, None,54.01, None, None, None, None,2017-04-30 08:00:00, None,18
None, None, None, None,4.132,213.5, None, None, None, None, None, None, None, None, None, None, None, None,0.371, None, None, None, None,45.66, None, None, None, None,2017-04-30 09:00:00, None,18
None, None, None, None,3.481,197.0, None, None, None, None, None, None, None, None, None, None, None, None,0.93, None, None, None, None,54.84, None, None, None, None,2017-04-30 10:00:00, None,18
None, None, None, None,4.73,183.9, None, None, None, None, None, None, None, None, None, None, None, None,1.255, None, None, None, None,46.33, None, None, None, None,2017-04-30 11:00:00, None,18
None, None, None, None,6.834,180.1, None, None, None, None, None, None, None, None, None, None, None, None,3.149, None, None, None, None,32.84, None, None, None, None,2017-04-30 12:00:00, None,18
None, None, None, None,3.259,102.5, None, None, None, None, None, None, None, None, None, None, None, None,3.788, None, None, None, None,55.82, None, None, None, None,2017-04-30 13:00:00, None,18
None, None, None, None,3.175,284.5, None, None, None, None, None, None, None, None, None, None, None, None,4.141, None, None, None, None,45.98, None, None, None, None,2017-04-30 14:00:00, None,18
None, None, None, None,3.845,266.6, None, None, None, None, None, None, None, None, None, None, None, None,3.796, None, None, None, None,44.75, None, None, None, None,2017-04-30 15:00:00, None,18
None, None, None, None,2.738,294.5, None, None, None, None, None, None, None, None, None, None, None, None,5.479, None, None, None, None,36.2, None, None, None, None,2017-04-30 16:00:00, None,18
None, None, None, None,4.848,235.3, None, None, None, None, None, None, None, None, None, None, None, None,2.861, None, None, None, None,43.61, None, None, None, None,2017-04-30 17:00:00, None,18
None, None, None, None,3.67,281.8, None, None, None, None, None, None, None, None, None, None, None, None,2.542, None, None, None, None,43.03, None, None, None, None,2017-04-30 18:00:00, None,18
None, None, None, None,3.249,214.2, None, None, None, None, None, None, None, None, None, None, None, None,2.523, None, None, None, None,30.99, None, None, None, None,2017-04-30 19:00:00, None,18
None, None, None, None,3.4,215.7, None, None, None, None, None, None, None, None, None, None, None, None,1.844, None, None, None, None,50.1, None, None, None, None,2017-04-30 20:00:00, None,18
None, None, None, None,3.317,257.7, None, None, None, None, None, None, None, None, None, None, None, None,1.555, None, None, None, None,46.91, None, None, None, None,2017-04-30 21:00:00, None,18
None, None, None, None,5.581,191.2, None, None, None, None, None, None, None, None, None, None, None, None,1.304, None, None, None, None,20.27, None, None, None, None,2017-04-30 22:00:00, None,18
