wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
188.0, None, None,0.0, None,11.9, None,16.3, None, None, None,49.0,2019-06-19 11:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0, None, None,0.0, None,11.8, None,15.1, None, None, None,53.0,2019-06-19 12:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, None, None,2.4, None,10.1, None,11.6, None, None, None,84.0,2019-06-19 13:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0, None, None,0.2, None,15.7, None,17.2, None, None, None,56.0,2019-06-19 14:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0, None, None,0.0, None,12.6, None,16.4, None, None, None,51.0,2019-06-19 15:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0, None, None,1.0, None,26.7, None,10.4, None, None, None,69.0,2019-06-19 16:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0, None, None,0.0, None,7.0, None,13.9, None, None, None,62.0,2019-06-19 17:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0, None, None,0.0, None,11.3, None,13.4, None, None, None,61.0,2019-06-19 18:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
242.0, None, None,0.0, None,10.7, None,12.6, None, None, None,66.0,2019-06-19 19:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0, None, None,0.0, None,6.3, None,11.5, None, None, None,70.0,2019-06-19 20:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0, None, None,0.0, None,15.5, None,11.3, None, None, None,59.0,2019-06-19 21:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0, None, None,0.0, None,13.3, None,11.2, None, None, None,60.0,2019-06-19 22:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0, None, None,0.0, None,4.5, None,11.2, None, None, None,55.0,2019-06-19 23:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, None, None,0.0, None,5.6, None,10.6, None, None, None,61.0,2019-06-20 00:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0, None, None,0.0, None,13.2, None,10.5, None, None, None,60.0,2019-06-20 01:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0, None, None,0.0, None,12.0, None,10.4, None, None, None,61.0,2019-06-20 02:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0, None, None,0.0, None,6.6, None,10.0, None, None, None,62.0,2019-06-20 03:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
302.0, None, None,0.0, None,5.8, None,9.9, None, None, None,64.0,2019-06-20 04:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
256.0, None, None,0.0, None,6.9, None,10.4, None, None, None,64.0,2019-06-20 05:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0, None, None,0.0, None,3.7, None,11.1, None, None, None,66.0,2019-06-20 06:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0, None, None,0.0, None,8.4, None,12.4, None, None, None,55.0,2019-06-20 07:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0, None, None,0.0, None,8.0, None,13.0, None, None, None,48.0,2019-06-20 08:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0, None, None,0.0, None,11.8, None,13.8, None, None, None,45.0,2019-06-20 09:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
296.0, None, None,0.0, None,10.1, None,13.8, None, None, None,48.0,2019-06-20 10:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, None, None,0.0, None,13.7, None,12.7, None, None, None,53.0,2019-06-20 11:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0, None, None,0.0, None,7.7, None,11.8, None, None, None,63.0,2019-06-20 12:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0, None, None,0.0, None,6.4, None,10.9, None, None, None,78.0,2019-06-20 13:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0, None, None,0.4, None,7.3, None,10.0, None, None, None,80.0,2019-06-20 14:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0, None, None,0.0, None,3.2, None,11.4, None, None, None,69.0,2019-06-20 15:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0, None, None,0.0, None,6.9, None,11.2, None, None, None,77.0,2019-06-20 16:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0, None, None,0.0, None,8.3, None,10.9, None, None, None,79.0,2019-06-20 17:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0, None, None,0.0, None,6.9, None,10.6, None, None, None,78.0,2019-06-20 18:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
226.0, None, None,0.0, None,4.8, None,10.4, None, None, None,79.0,2019-06-20 19:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0, None, None,0.0, None,4.3, None,10.2, None, None, None,79.0,2019-06-20 20:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
262.0, None, None,0.0, None,3.1, None,9.5, None, None, None,83.0,2019-06-20 21:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
281.0, None, None,0.0, None,3.6, None,9.6, None, None, None,82.0,2019-06-20 22:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0, None, None,0.0, None,2.5, None,9.8, None, None, None,83.0,2019-06-20 23:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0, None, None,0.0, None,5.3, None,8.6, None, None, None,85.0,2019-06-21 00:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
297.0, None, None,0.0, None,3.1, None,9.0, None, None, None,85.0,2019-06-21 01:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0, None, None,0.0, None,2.3, None,9.2, None, None, None,87.0,2019-06-21 02:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, None, None,0.0, None,4.4, None,8.2, None, None, None,91.0,2019-06-21 03:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0, None, None,0.0, None,2.1, None,7.7, None, None, None,94.0,2019-06-21 04:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
301.0, None, None,0.0, None,3.1, None,8.1, None, None, None,93.0,2019-06-21 05:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0, None, None,0.0, None,1.8, None,10.3, None, None, None,88.0,2019-06-21 06:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0, None, None,0.0, None,4.2, None,14.9, None, None, None,72.0,2019-06-21 07:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0, None, None,0.0, None,8.0, None,16.8, None, None, None,57.0,2019-06-21 08:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0, None, None,0.0, None,4.5, None,17.3, None, None, None,60.0,2019-06-21 09:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0, None, None,0.0, None,3.0, None,17.1, None, None, None,55.0,2019-06-21 10:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, None, None,0.0, None,5.2, None,19.7, None, None, None,47.0,2019-06-21 11:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0, None, None,0.0, None,6.2, None,22.0, None, None, None,46.0,2019-06-21 12:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0, None, None,0.0, None,4.7, None,20.3, None, None, None,50.0,2019-06-21 13:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0, None, None,0.0, None,4.4, None,21.3, None, None, None,43.0,2019-06-21 14:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0, None, None,0.0, None,5.5, None,23.3, None, None, None,37.0,2019-06-21 15:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0, None, None,0.0, None,5.8, None,23.7, None, None, None,40.0,2019-06-21 16:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0, None, None,0.0, None,4.6, None,21.4, None, None, None,44.0,2019-06-21 17:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0, None, None,0.0, None,4.4, None,22.6, None, None, None,40.0,2019-06-21 18:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0, None, None,0.0, None,1.6, None,18.9, None, None, None,51.0,2019-06-21 19:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0, None, None,0.0, None,4.4, None,17.7, None, None, None,56.0,2019-06-21 20:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0, None, None,0.0, None,6.2, None,18.0, None, None, None,51.0,2019-06-21 21:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0, None, None,0.0, None,2.0, None,17.9, None, None, None,52.0,2019-06-21 22:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0, None, None,0.0, None,2.4, None,17.0, None, None, None,60.0,2019-06-21 23:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0, None, None,0.0, None,2.3, None,18.3, None, None, None,55.0,2019-06-22 00:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
262.0, None, None,0.0, None,12.4, None,18.0, None, None, None,53.0,2019-06-22 01:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0, None, None,0.0, None,12.1, None,18.0, None, None, None,52.0,2019-06-22 02:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,9.2, None,17.7, None, None, None,53.0,2019-06-22 03:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
263.0, None, None,0.0, None,6.8, None,17.4, None, None, None,55.0,2019-06-22 04:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0, None, None,0.0, None,4.2, None,16.8, None, None, None,61.0,2019-06-22 05:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0, None, None,0.0, None,7.6, None,18.1, None, None, None,57.0,2019-06-22 06:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0, None, None,0.0, None,8.9, None,19.0, None, None, None,56.0,2019-06-22 07:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0, None, None,0.0, None,11.8, None,19.1, None, None, None,55.0,2019-06-22 08:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0, None, None,0.0, None,11.8, None,19.8, None, None, None,51.0,2019-06-22 09:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0, None, None,0.0, None,10.7, None,21.7, None, None, None,52.0,2019-06-22 10:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0, None, None,0.0, None,11.6, None,21.7, None, None, None,47.0,2019-06-22 11:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, None, None,0.0, None,10.9, None,22.3, None, None, None,44.0,2019-06-22 12:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0, None, None,0.0, None,11.0, None,24.6, None, None, None,38.0,2019-06-22 13:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0, None, None,0.0, None,11.2, None,26.5, None, None, None,34.0,2019-06-22 14:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0, None, None,0.0, None,8.7, None,22.9, None, None, None,41.0,2019-06-22 15:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, None, None,0.0, None,18.7, None,19.8, None, None, None,56.0,2019-06-22 16:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, None, None,0.0, None,11.3, None,19.3, None, None, None,57.0,2019-06-22 17:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
346.0, None, None,0.0, None,9.9, None,19.2, None, None, None,51.0,2019-06-22 18:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0, None, None,0.0, None,6.9, None,18.1, None, None, None,59.0,2019-06-22 19:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0, None, None,0.0, None,13.7, None,16.5, None, None, None,72.0,2019-06-22 20:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, None, None,0.0, None,6.6, None,16.6, None, None, None,67.0,2019-06-22 21:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
301.0, None, None,0.0, None,12.7, None,17.1, None, None, None,52.0,2019-06-22 22:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0, None, None,0.0, None,9.0, None,16.4, None, None, None,53.0,2019-06-22 23:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
275.0, None, None,0.0, None,13.1, None,16.3, None, None, None,54.0,2019-06-23 00:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
302.0, None, None,0.0, None,12.2, None,15.7, None, None, None,56.0,2019-06-23 01:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0, None, None,0.0, None,13.4, None,15.6, None, None, None,56.0,2019-06-23 02:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
294.0, None, None,0.8, None,13.7, None,12.9, None, None, None,80.0,2019-06-23 03:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0, None, None,0.2, None,3.3, None,13.8, None, None, None,71.0,2019-06-23 04:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0, None, None,0.0, None,4.7, None,13.9, None, None, None,71.0,2019-06-23 05:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0, None, None,0.2, None,6.5, None,12.5, None, None, None,89.0,2019-06-23 06:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0, None, None,0.0, None,10.2, None,13.7, None, None, None,84.0,2019-06-23 07:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0, None, None,0.6, None,5.3, None,13.3, None, None, None,90.0,2019-06-23 08:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0, None, None,0.0, None,6.0, None,15.3, None, None, None,79.0,2019-06-23 09:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0, None, None,0.0, None,8.8, None,15.9, None, None, None,72.0,2019-06-23 10:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0, None, None,0.0, None,9.4, None,18.4, None, None, None,65.0,2019-06-23 11:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, None, None,1.0, None,6.6, None,17.2, None, None, None,80.0,2019-06-23 12:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,0.0, None,4.4, None,18.0, None, None, None,65.0,2019-06-23 13:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0, None, None,0.0, None,2.5, None,19.0, None, None, None,52.0,2019-06-23 14:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0, None, None,0.0, None,3.7, None,20.5, None, None, None,51.0,2019-06-23 15:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0, None, None,0.0, None,3.2, None,20.2, None, None, None,49.0,2019-06-23 16:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0, None, None,0.0, None,9.0, None,19.8, None, None, None,44.0,2019-06-23 17:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, None, None,0.0, None,15.5, None,15.2, None, None, None,66.0,2019-06-23 18:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0, None, None,0.0, None,8.2, None,15.2, None, None, None,63.0,2019-06-23 19:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
291.0, None, None,0.0, None,7.6, None,15.4, None, None, None,53.0,2019-06-23 20:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, None, None,0.0, None,8.4, None,14.7, None, None, None,59.0,2019-06-23 21:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, None, None,0.0, None,8.8, None,14.2, None, None, None,59.0,2019-06-23 22:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0, None, None,0.0, None,10.3, None,14.0, None, None, None,60.0,2019-06-23 23:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
296.0, None, None,0.0, None,16.1, None,13.8, None, None, None,58.0,2019-06-24 00:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0, None, None,0.0, None,13.9, None,13.7, None, None, None,57.0,2019-06-24 01:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0, None, None,0.0, None,12.6, None,13.5, None, None, None,58.0,2019-06-24 02:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0, None, None,0.0, None,10.1, None,12.6, None, None, None,76.0,2019-06-24 03:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0, None, None,0.0, None,8.9, None,11.9, None, None, None,80.0,2019-06-24 04:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0, None, None,0.0, None,8.0, None,11.9, None, None, None,80.0,2019-06-24 05:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0, None, None,0.0, None,6.8, None,13.9, None, None, None,69.0,2019-06-24 06:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0, None, None,0.0, None,9.4, None,14.3, None, None, None,70.0,2019-06-24 07:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0, None, None,0.0, None,9.4, None,15.7, None, None, None,62.0,2019-06-24 08:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0, None, None,0.0, None,10.8, None,18.1, None, None, None,55.0,2019-06-24 09:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0, None, None,0.0, None,10.8, None,20.1, None, None, None,50.0,2019-06-24 10:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0, None, None,0.0, None,5.6, None,16.5, None, None, None,63.0,2019-06-24 11:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0, None, None,0.2, None,5.3, None,18.2, None, None, None,53.0,2019-06-24 12:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, None, None,0.0, None,13.8, None,18.5, None, None, None,46.0,2019-06-24 13:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0, None, None,0.0, None,5.3, None,20.6, None, None, None,42.0,2019-06-24 14:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0, None, None,0.0, None,18.5, None,20.5, None, None, None,38.0,2019-06-24 15:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
286.0, None, None,0.0, None,20.4, None,18.9, None, None, None,39.0,2019-06-24 16:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0, None, None,0.0, None,9.8, None,17.2, None, None, None,50.0,2019-06-24 17:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0, None, None,0.0, None,5.1, None,17.9, None, None, None,51.0,2019-06-24 18:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0, None, None,0.0, None,6.2, None,16.0, None, None, None,56.0,2019-06-24 19:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0, None, None,0.0, None,9.2, None,14.6, None, None, None,59.0,2019-06-24 20:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0, None, None,0.0, None,11.0, None,14.7, None, None, None,56.0,2019-06-24 21:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0, None, None,0.0, None,7.0, None,14.0, None, None, None,58.0,2019-06-24 22:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0, None, None,0.0, None,8.2, None,13.3, None, None, None,58.0,2019-06-24 23:00:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,
, None, None,, None,, None,, None,,,,2019-06-18 00:00:00,25,39.37, None, None, None, 19.27, 186.4, None,7.0,849.0, None, None, None, None, None, None, None,21.35, None, None, None, None, 8.81, None, None, None, None
, None, None,, None,, None,, None,,,,2019-06-18 01:00:00,25,40.1, None, None, None, 21.35, 188.7, None,7.0,846.0, None, None, None, None, None, None, None,20.79, None, None, None, None, 11.34, None, None, None, None
, None, None,, None,, None,, None,,,,2019-06-18 02:00:00,25,40.46, None, None, None, 22.42, 192.1, None,7.0,848.0, None, None, None, None, None, None, None,20.63, None, None, None, None, 12.25, None, None, None, None
