RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
73.1, None, None, None,4.805,269.2, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.78, None, None, None, None,8.23, None, None, None, None,2019-01-01 00:00:00, None,1
73.2, None, None, None,7.31,267.5, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.76, None, None, None, None,9.43, None, None, None, None,2019-01-01 01:00:00, None,1
73.2, None, None, None,6.198,273.1, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.75, None, None, None, None,9.25, None, None, None, None,2019-01-01 02:00:00, None,1
73.2, None, None, None,7.27,271.1, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.78, None, None, None, None,7.93, None, None, None, None,2019-01-01 03:00:00, None,1
73.2, None, None, None,9.43,272.5, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.82, None, None, None, None,7.34, None, None, None, None,2019-01-01 04:00:00, None,1
73.3, None, None, None,9.67,259.4, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.76, None, None, None, None,11.14, None, None, None, None,2019-01-01 05:00:00, None,1
73.3, None, None, None,8.52,255.4, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.73, None, None, None, None,8.43, None, None, None, None,2019-01-01 06:00:00, None,1
73.2, None, None, None,10.11,256.9, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.89, None, None, None, None,7.51, None, None, None, None,2019-01-01 07:00:00, None,1
73.3, None, None, None,8.8,263.2, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.75, None, None, None, None,7.52, None, None, None, None,2019-01-01 08:00:00, None,1
73.3, None, None, None,9.44,268.9, None, None, -13.0, None, None, None, None, None, None, None, None, None,-9.52, None, None, None, None,7.09, None, None, None, None,2019-01-01 09:00:00, None,1
73.5, None, None, None,4.8,257.4, None, None, -12.0, None, None, None, None, None, None, None, None, None,-8.93, None, None, None, None,17.11, None, None, None, None,2019-01-01 10:00:00, None,1
73.7, None, None, None,5.342,263.1, None, None, -12.0, None, None, None, None, None, None, None, None, None,-8.49, None, None, None, None,15.25, None, None, None, None,2019-01-01 11:00:00, None,1
73.6, None, None, None,7.52,267.4, None, None, -12.0, None, None, None, None, None, None, None, None, None,-8.48, None, None, None, None,12.31, None, None, None, None,2019-01-01 12:00:00, None,1
73.6, None, None, None,8.15,283.2, None, None, -12.0, None, None, None, None, None, None, None, None, None,-8.61, None, None, None, None,12.13, None, None, None, None,2019-01-01 13:00:00, None,1
73.8, None, None, None,8.25,280.6, None, None, -12.0, None, None, None, None, None, None, None, None, None,-8.44, None, None, None, None,8.91, None, None, None, None,2019-01-01 14:00:00, None,1
73.8, None, None, None,7.05,288.8, None, None, -12.0, None, None, None, None, None, None, None, None, None,-8.25, None, None, None, None,9.49, None, None, None, None,2019-01-01 15:00:00, None,1
73.9, None, None, None,6.234,302.2, None, None, -12.0, None, None, None, None, None, None, None, None, None,-8.25, None, None, None, None,14.55, None, None, None, None,2019-01-01 16:00:00, None,1
