RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 216.6, None,-0.537, None, None, None, None, None, None, None, None, None,2019-01-01 00:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 216.0, None,-0.593, None, None, None, None, None, None, None, None, None,2019-01-01 01:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 212.2, None,-0.819, None, None, None, None, None, None, None, None, None,2019-01-01 02:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 217.1, None,-0.697, None, None, None, None, None, None, None, None, None,2019-01-01 03:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 220.2, None,-0.453, None, None, None, None, None, None, None, None, None,2019-01-01 04:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 223.4, None,-0.123, None, None, None, None, None, None, None, None, None,2019-01-01 05:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 221.8, None,-0.113, None, None, None, None, None, None, None, None, None,2019-01-01 06:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 223.5, None,-0.028, None, None, None, None, None, None, None, None, None,2019-01-01 07:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 224.9, None,0.131, None, None, None, None, None, None, None, None, None,2019-01-01 08:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 223.5, None,0.724, None, None, None, None, None, None, None, None, None,2019-01-01 09:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 222.3, None,1.458, None, None, None, None, None, None, None, None, None,2019-01-01 10:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 221.5, None,1.017, None, None, None, None, None, None, None, None, None,2019-01-01 11:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 221.8, None,0.904, None, None, None, None, None, None, None, None, None,2019-01-01 12:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 223.6, None,1.214, None, None, None, None, None, None, None, None, None,2019-01-01 13:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 223.1, None,0.895, None, None, None, None, None, None, None, None, None,2019-01-01 14:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 222.6, None,1.798, None, None, None, None, None, None, None, None, None,2019-01-01 15:00:00, None,1
