RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
95.3, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 70.13, None, None,-9.27, None, None, None, None, 0.0, None, None, None, None,2019-01-01 00:00:00,1
95.6, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 69.79, None, None,-9.13, None, None, None, None, 0.0, None, None, None, None,2019-01-01 01:00:00,1
95.0, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 69.54, None, None,-9.38, None, None, None, None, 0.0, None, None, None, None,2019-01-01 02:00:00,1
95.0, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 69.74, None, None,-9.37, None, None, None, None, 0.0, None, None, None, None,2019-01-01 03:00:00,1
95.3, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, None, None, None,-8.97, None, None, None, None, 0.0, None, None, None, None,2019-01-01 04:00:00,1
95.2, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 64.95, None, None,-9.17, None, None, None, None, 0.0, None, None, None, None,2019-01-01 05:00:00,1
95.6, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 69.98, None, None,-9.17, None, None, None, None, 0.0, None, None, None, None,2019-01-01 06:00:00,1
95.3, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, None, None, None,-9.47, None, None, None, None, 0.0, None, None, None, None,2019-01-01 07:00:00,1
94.8, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 69.52, None, None,-9.89, None, None, None, None, 0.0, None, None, None, None,2019-01-01 08:00:00,1
95.7, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 69.54, None, None,-8.93, None, None, None, None, 0.0, None, None, None, None,2019-01-01 09:00:00,1
96.4, None, None, None, 0.0, 196.1, None, None, None, None, None, None, None, None, None, 69.6, None, None,-7.667, None, None, None, None, 0.0, None, None, None, None,2019-01-01 10:00:00,1
