pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,-4.799, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 00:00:00, None, None, 96.2, None,1
None, None,-4.646, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 01:00:00, None, None, 95.5, None,1
None, None,-4.181, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 02:00:00, None, None, 95.7, None,1
None, None,-4.183, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 03:00:00, None, None, 97.1, None,1
None, None,-4.067, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 04:00:00, None, None, 97.7, None,1
None, None,-4.009, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 05:00:00, None, None, 101.3, None,1
None, None,-3.969, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 06:00:00, None, None, 102.7, None,1
None, None,-3.883, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 07:00:00, None, None, 103.4, None,1
None, None,-3.835, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 08:00:00, None, None, 105.0, None,1
None, None,-3.824, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 09:00:00, None, None, 107.2, None,1
None, None,-3.699, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 10:00:00, None, None, 107.8, None,1
None, None,-3.517, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 11:00:00, None, None, 109.2, None,1
None, None,-2.967, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 12:00:00, None, None, 110.1, None,1
None, None,-2.914, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 13:00:00, None, None, 110.7, None,1
None, None,-2.588, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 14:00:00, None, None, 110.7, None,1
None, None,-2.792, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 15:00:00, None, None, 110.3, None,1
None, None,-2.848, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 16:00:00, None, None, 110.3, None,1
None, None,-2.741, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 17:00:00, None, None, 110.5, None,1
None, None,-2.174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 18:00:00, None, None, 111.1, None,1
None, None,-1.475, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-01-01 19:00:00, None, None, 112.1, None,1
