RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
92.7, None, None, None, None, None, None, None, -3.0,898.0, None, None, None, None, None, 38.98, None, None, -2.384, None, None, None, None, None, None, None, None, None, None,2019-01-01 00:00:00, None,1
88.0, None, None, None, None, None, None, None, -4.0,899.0, None, None, None, None, None, 38.91, None, None, -2.188, None, None, None, None, None, None, None, None, None, None,2019-01-01 01:00:00, None,1
86.0, None, None, None, None, None, None, None, -4.0,899.0, None, None, None, None, None, 38.68, None, None, -1.851, None, None, None, None, None, None, None, None, None, None,2019-01-01 02:00:00, None,1
89.5, None, None, None, None, None, None, None, -5.0,899.0, None, None, None, None, None, 38.6, None, None, -3.97, None, None, None, None, None, None, None, None, None, None,2019-01-01 03:00:00, None,1
92.6, None, None, None, None, None, None, None, -6.0,898.0, None, None, None, None, None, 38.59, None, None, -5.318, None, None, None, None, None, None, None, None, None, None,2019-01-01 04:00:00, None,1
92.6, None, None, None, None, None, None, None, -6.0,898.0, None, None, None, None, None, 38.65, None, None, -5.222, None, None, None, None, None, None, None, None, None, None,2019-01-01 05:00:00, None,1
94.5, None, None, None, None, None, None, None, -5.0,897.0, None, None, None, None, None, 38.11, None, None, -4.495, None, None, None, None, None, None, None, None, None, None,2019-01-01 06:00:00, None,1
95.1, None, None, None, None, None, None, None, -5.0,895.0, None, None, None, None, None, 38.37, None, None, -4.065, None, None, None, None, None, None, None, None, None, None,2019-01-01 07:00:00, None,1
95.3, None, None, None, None, None, None, None, -4.0,895.0, None, None, None, None, None, 38.24, None, None, -3.826, None, None, None, None, None, None, None, None, None, None,2019-01-01 08:00:00, None,1
95.8, None, None, None, None, None, None, None, -4.0,893.0, None, None, None, None, None, 38.95, None, None, -3.296, None, None, None, None, None, None, None, None, None, None,2019-01-01 09:00:00, None,1
97.0, None, None, None, None, None, None, None, -1.0,892.0, None, None, None, None, None, 39.45, None, None, -0.984, None, None, None, None, None, None, None, None, None, None,2019-01-01 10:00:00, None,1
96.3, None, None, None, None, None, None, None, -1.0,890.0, None, None, None, None, None, 39.25, None, None, -0.367, None, None, None, None, None, None, None, None, None, None,2019-01-01 11:00:00, None,1
92.9, None, None, None, None, None, None, None, 0.0,888.0, None, None, None, None, None, 39.36, None, None, 0.727, None, None, None, None, None, None, None, None, None, None,2019-01-01 12:00:00, None,1
89.6, None, None, None, None, None, None, None, 0.0,887.0, None, None, None, None, None, 39.22, None, None, 1.351, None, None, None, None, None, None, None, None, None, None,2019-01-01 13:00:00, None,1
94.0, None, None, None, None, None, None, None, 0.0,885.0, None, None, None, None, None, 39.41, None, None, 0.821, None, None, None, None, None, None, None, None, None, None,2019-01-01 14:00:00, None,1
95.5, None, None, None, None, None, None, None, 1.0,884.0, None, None, None, None, None, 39.59, None, None, 1.351, None, None, None, None, None, None, None, None, None, None,2019-01-01 15:00:00, None,1
95.7, None, None, None, None, None, None, None, 1.0,884.0, None, None, None, None, None, 39.6, None, None, 1.543, None, None, None, None, None, None, None, None, None, None,2019-01-01 16:00:00, None,1
95.4, None, None, None, None, None, None, None, 1.0,884.0, None, None, None, None, None, 39.16, None, None, 1.879, None, None, None, None, None, None, None, None, None, None,2019-01-01 17:00:00, None,1
96.6, None, None, None, None, None, None, None, 1.0,884.0, None, None, None, None, None, 38.07, None, None, 1.543, None, None, None, None, None, None, None, None, None, None,2019-01-01 18:00:00, None,1
96.8, None, None, None, None, None, None, None, 1.0,884.0, None, None, None, None, None, 37.56, None, None, 1.446, None, None, None, None, None, None, None, None, None, None,2019-01-01 19:00:00, None,1
96.6, None, None, None, None, None, None, None, 1.0,883.0, None, None, None, None, None, 37.09, None, None, 1.347, None, None, None, None, None, None, None, None, None, None,2019-01-01 20:00:00, None,1
97.2, None, None, None, None, None, None, None, 1.0,883.0, None, None, None, None, None, 37.1, None, None, 1.291, None, None, None, None, None, None, None, None, None, None,2019-01-01 21:00:00, None,1
97.2, None, None, None, None, None, None, None, 1.0,883.0, None, None, None, None, None, 37.39, None, None, 1.157, None, None, None, None, None, None, None, None, None, None,2019-01-01 22:00:00, None,1
96.8, None, None, None, None, None, None, None, 0.0,884.0, None, None, None, None, None, 37.21, None, None, 0.527, None, None, None, None, None, None, None, None, None, None,2019-01-01 23:00:00, None,1
97.0, None, None, None, None, None, None, None, 0.0,884.0, None, None, None, None, None, 37.14, None, None, 0.098, None, None, None, None, None, None, None, None, None, None,2019-01-02 00:00:00, None,1
97.3, None, None, None, None, None, None, None, -1.0,885.0, None, None, None, None, None, 36.95, None, None, -0.334, None, None, None, None, None, None, None, None, None, None,2019-01-02 01:00:00, None,1
96.7, None, None, None, None, None, None, None, -2.0,885.0, None, None, None, None, None, 36.77, None, None, -1.153, None, None, None, None, None, None, None, None, None, None,2019-01-02 02:00:00, None,1
95.9, None, None, None, None, None, None, None, -3.0,886.0, None, None, None, None, None, 36.67, None, None, -2.549, None, None, None, None, None, None, None, None, None, None,2019-01-02 03:00:00, None,1
84.2, None, None, None, None, None, None, None, -4.0,886.0, None, None, None, None, None, 36.49, None, None, -2.297, None, None, None, None, None, None, None, None, None, None,2019-01-02 04:00:00, None,1
90.2, None, None, None, None, None, None, None, -5.0,886.0, None, None, None, None, None, 36.38, None, None, -3.393, None, None, None, None, None, None, None, None, None, None,2019-01-02 05:00:00, None,1
83.5, None, None, None, None, None, None, None, -5.0,885.0, None, None, None, None, None, 36.31, None, None, -3.103, None, None, None, None, None, None, None, None, None, None,2019-01-02 06:00:00, None,1
83.1, None, None, None, None, None, None, None, -6.0,885.0, None, None, None, None, None, 36.18, None, None, -3.344, None, None, None, None, None, None, None, None, None, None,2019-01-02 07:00:00, None,1
83.6, None, None, None, None, None, None, None, -6.0,886.0, None, None, None, None, None, 36.13, None, None, -3.44, None, None, None, None, None, None, None, None, None, None,2019-01-02 08:00:00, None,1
88.5, None, None, None, None, None, None, None, -5.0,886.0, None, None, None, None, None, 36.24, None, None, -3.874, None, None, None, None, None, None, None, None, None, None,2019-01-02 09:00:00, None,1
81.9, None, None, None, None, None, None, None, -5.0,887.0, None, None, None, None, None, 36.43, None, None, -2.959, None, None, None, None, None, None, None, None, None, None,2019-01-02 10:00:00, None,1
85.4, None, None, None, None, None, None, None, -5.0,887.0, None, None, None, None, None, 36.39, None, None, -2.718, None, None, None, None, None, None, None, None, None, None,2019-01-02 11:00:00, None,1
86.0, None, None, None, None, None, None, None, -4.0,888.0, None, None, None, None, None, 36.43, None, None, -2.573, None, None, None, None, None, None, None, None, None, None,2019-01-02 12:00:00, None,1
89.6, None, None, None, None, None, None, None, -4.0,888.0, None, None, None, None, None, 36.38, None, None, -2.527, None, None, None, None, None, None, None, None, None, None,2019-01-02 13:00:00, None,1
