pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, -3.7, 198.0, None, None, 1099.0, 511.0, None,2017-01-01 00:00:00, None,1
None, None, None, None, -4.5, 200.0, None, None, 1148.0, 513.0, None,2017-01-01 01:00:00, None,1
None, None, None, None, -5.2, 200.0, None, None, 1176.0, 513.0, None,2017-01-01 02:00:00, None,1
None, None, None, None, -6.2, 200.0, None, None, 1224.0, 513.0, None,2017-01-01 03:00:00, None,1
None, None, None, None, -6.5, 200.0, None, None, 1217.0, 513.0, None,2017-01-01 04:00:00, None,1
None, None, None, None, -6.7, 200.0, None, None, 1219.0, 513.0, None,2017-01-01 05:00:00, None,1
None, None, None, None, -6.8, 199.0, None, None, 1207.0, 513.0, None,2017-01-01 06:00:00, None,1
None, None, None, None, -6.9, 199.0, None, None, 1193.0, 513.0, None,2017-01-01 07:00:00, None,1
None, None, None, None, -6.5, 199.0, None, None, 1173.0, 513.0, None,2017-01-01 08:00:00, None,1
None, None, None, None, -6.4, 199.0, None, None, 1159.0, 513.0, None,2017-01-01 09:00:00, None,1
None, None, None, None, -6.4, 199.0, None, None, 1158.0, 513.0, None,2017-01-01 10:00:00, None,1
None, None, None, None, -6.1, 197.0, None, None, 1148.0, 512.0, None,2017-01-01 11:00:00, None,1
None, None, None, None, -6.3, 196.0, None, None, 1156.0, 512.0, None,2017-01-01 12:00:00, None,1
None, None, None, None, -6.4, 197.0, None, None, 1162.0, 512.0, None,2017-01-01 13:00:00, None,1
None, None, None, None, -6.7, 197.0, None, None, 1180.0, 512.0, None,2017-01-01 14:00:00, None,1
None, None, None, None, -6.9, 194.0, None, None, 1184.0, 512.0, None,2017-01-01 15:00:00, None,1
None, None, None, None, -7.2, 195.0, None, None, 1202.0, 512.0, None,2017-01-01 16:00:00, None,1
None, None, None, None, -7.2, 195.0, None, None, 1189.0, 511.0, None,2017-01-01 17:00:00, None,1
None, None, None, None, -7.3, 195.0, None, None, 1171.0, 511.0, None,2017-01-01 18:00:00, None,1
None, None, None, None, -7.4, 193.0, None, None, 1158.0, 510.0, None,2017-01-01 19:00:00, None,1
None, None, None, None, -7.6, 193.0, None, None, 1164.0, 510.0, None,2017-01-01 20:00:00, None,1
None, None, None, None, -7.9, 192.0, None, None, 1174.0, 510.0, None,2017-01-01 21:00:00, None,1
None, None, None, None, -7.9, 192.0, None, None, 1142.0, 510.0, None,2017-01-01 22:00:00, None,1
None, None, None, None, -8.7, 192.0, None, None, 1217.0, 510.0, None,2017-01-01 23:00:00, None,1
None, None, None, None, -9.3, 193.0, None, None, 1264.0, 510.0, None,2017-01-02 00:00:00, None,1
None, None, None, None, -9.6, 193.0, None, None, 1272.0, 510.0, None,2017-01-02 01:00:00, None,1
None, None, None, None, -9.7, 193.0, None, None, 1264.0, 510.0, None,2017-01-02 02:00:00, None,1
None, None, None, None, -10.0, 193.0, None, None, 1272.0, 510.0, None,2017-01-02 03:00:00, None,1
None, None, None, None, -10.1, 192.0, None, None, 1263.0, 510.0, None,2017-01-02 04:00:00, None,1
None, None, None, None, -10.3, 192.0, None, None, 1266.0, 509.0, None,2017-01-02 05:00:00, None,1
None, None, None, None, -10.5, 192.0, None, None, 1260.0, 508.0, None,2017-01-02 06:00:00, None,1
None, None, None, None, -10.6, 192.0, None, None, 1266.0, 508.0, None,2017-01-02 07:00:00, None,1
None, None, None, None, -10.8, 191.0, None, None, 1270.0, 508.0, None,2017-01-02 08:00:00, None,1
None, None, None, None, -11.0, 191.0, None, None, 1277.0, 507.0, None,2017-01-02 09:00:00, None,1
None, None, None, None, -11.0, 191.0, None, None, 1280.0, 506.0, None,2017-01-02 10:00:00, None,1
None, None, None, None, -11.1, 192.0, None, None, 1283.0, 505.0, None,2017-01-02 11:00:00, None,1
None, None, None, None, -11.3, 191.0, None, None, 1293.0, 505.0, None,2017-01-02 12:00:00, None,1
None, None, None, None, -11.3, 191.0, None, None, 1298.0, 504.0, None,2017-01-02 13:00:00, None,1
None, None, None, None, -11.2, 191.0, None, None, 1300.0, 503.0, None,2017-01-02 14:00:00, None,1
None, None, None, None, -11.5, 191.0, None, None, 1314.0, 503.0, None,2017-01-02 15:00:00, None,1
None, None, None, None, -11.9, 191.0, None, None, 1328.0, 503.0, None,2017-01-02 16:00:00, None,1
None, None, None, None, -11.8, 190.0, None, None, 1319.0, 502.0, None,2017-01-02 17:00:00, None,1
None, None, None, None, -11.5, 191.0, None, None, 1290.0, 500.0, None,2017-01-02 18:00:00, None,1
None, None, None, None, -10.5, 190.0, None, None, 515.0, 499.0, None,2017-01-02 19:00:00, None,1
None, None, None, None, -10.3, 190.0, None, None, 468.0, 499.0, None,2017-01-02 20:00:00, None,1
None, None, None, None, -9.8, 190.0, None, None, 485.0, 499.0, None,2017-01-02 21:00:00, None,1
None, None, None, None, -9.7, 189.0, None, None, 564.0, 498.0, None,2017-01-02 22:00:00, None,1
None, None, None, None, -10.3, 190.0, None, None, 779.0, 498.0, None,2017-01-02 23:00:00, None,1
None, None, None, None, -10.5, 190.0, None, None, 853.0, 498.0, None,2017-01-03 00:00:00, None,1
None, None, None, None, -10.7, 189.0, None, None, 862.0, 497.0, None,2017-01-03 01:00:00, None,1
None, None, None, None, -10.8, 190.0, None, None, 855.0, 497.0, None,2017-01-03 02:00:00, None,1
None, None, None, None, -10.9, 190.0, None, None, 842.0, 496.0, None,2017-01-03 03:00:00, None,1
None, None, None, None, -10.9, 189.0, None, None, 824.0, 495.0, None,2017-01-03 04:00:00, None,1
None, None, None, None, -11.2, 189.0, None, None, 828.0, 495.0, None,2017-01-03 05:00:00, None,1
None, None, None, None, -11.2, 189.0, None, None, 821.0, 494.0, None,2017-01-03 06:00:00, None,1
None, None, None, None, -11.4, 189.0, None, None, 823.0, 494.0, None,2017-01-03 07:00:00, None,1
None, None, None, None, -11.4, 189.0, None, None, 811.0, 494.0, None,2017-01-03 08:00:00, None,1
None, None, None, None, -11.6, 189.0, None, None, 816.0, 493.0, None,2017-01-03 09:00:00, None,1
None, None, None, None, -11.8, 188.0, None, None, 817.0, 493.0, None,2017-01-03 10:00:00, None,1
None, None, None, None, -11.8, 188.0, None, None, 810.0, 493.0, None,2017-01-03 11:00:00, None,1
None, None, None, None, -11.9, 188.0, None, None, 807.0, 493.0, None,2017-01-03 12:00:00, None,1
None, None, None, None, -12.0, 189.0, None, None, 810.0, 492.0, None,2017-01-03 13:00:00, None,1
None, None, None, None, -12.3, 188.0, None, None, 825.0, 492.0, None,2017-01-03 14:00:00, None,1
None, None, None, None, -12.2, 188.0, None, None, 823.0, 492.0, None,2017-01-03 15:00:00, None,1
None, None, None, None, -12.4, 188.0, None, None, 828.0, 492.0, None,2017-01-03 16:00:00, None,1
None, None, None, None, -12.5, 187.0, None, None, 814.0, 492.0, None,2017-01-03 17:00:00, None,1
None, None, None, None, -12.1, 187.0, None, None, 769.0, 492.0, None,2017-01-03 18:00:00, None,1
None, None, None, None, -11.3, 187.0, None, None, 497.0, 492.0, None,2017-01-03 19:00:00, None,1
None, None, None, None, -10.6, 187.0, None, None, 438.0, 492.0, None,2017-01-03 20:00:00, None,1
None, None, None, None, -9.7, 186.0, None, None, 451.0, 492.0, None,2017-01-03 21:00:00, None,1
None, None, None, None, -9.8, 186.0, None, None, 508.0, 492.0, None,2017-01-03 22:00:00, None,1
None, None, None, None, -10.9, 186.0, None, None, 789.0, 492.0, None,2017-01-03 23:00:00, None,1
None, None, None, None, -11.2, 187.0, None, None, 884.0, 492.0, None,2017-01-04 00:00:00, None,1
None, None, None, None, -11.4, 186.0, None, None, 889.0, 492.0, None,2017-01-04 01:00:00, None,1
None, None, None, None, -11.2, 186.0, None, None, 865.0, 492.0, None,2017-01-04 02:00:00, None,1
None, None, None, None, -11.0, 186.0, None, None, 844.0, 492.0, None,2017-01-04 03:00:00, None,1
None, None, None, None, -10.9, 186.0, None, None, 833.0, 492.0, None,2017-01-04 04:00:00, None,1
None, None, None, None, -11.0, 186.0, None, None, 825.0, 492.0, None,2017-01-04 05:00:00, None,1
None, None, None, None, -11.3, 186.0, None, None, 826.0, 492.0, None,2017-01-04 06:00:00, None,1
None, None, None, None, -11.1, 186.0, None, None, 808.0, 492.0, None,2017-01-04 07:00:00, None,1
None, None, None, None, -10.8, 185.0, None, None, 781.0, 492.0, None,2017-01-04 08:00:00, None,1
None, None, None, None, -9.9, 186.0, None, None, 746.0, 492.0, None,2017-01-04 09:00:00, None,1
None, None, None, None, -8.9, 186.0, None, None, 714.0, 492.0, None,2017-01-04 10:00:00, None,1
