station_observations
wind_direction, air_temperature, wind_gust_speed, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
None, None, None, None, None, None, None, None, None, None, 2012-10-24 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-25 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-26 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-10-27 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-28 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-29 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-30 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-31 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-01 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-02 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-03 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-04 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-05 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-06 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-07 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-08 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-11-09 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-10 23:00:00, None, 1.4
None, None, None, None, None, None, None, None, None, None, 2012-11-11 23:00:00, None, 0.6
None, None, None, None, None, None, None, None, None, None, 2012-11-12 23:00:00, None, 6.5
None, None, None, None, None, None, None, None, None, None, 2012-11-13 23:00:00, None, 4.8
None, None, None, None, None, None, None, None, None, None, 2012-11-14 23:00:00, None, 2.2
None, None, None, None, None, None, None, None, None, None, 2012-11-15 23:00:00, None, 1.0
None, None, None, None, None, None, None, None, None, None, 2012-11-16 23:00:00, None, 0.7
None, None, None, None, None, None, None, None, None, None, 2012-11-17 23:00:00, None, 2.7
None, None, None, None, None, None, None, None, None, None, 2012-11-18 23:00:00, None, 1.3
None, None, None, None, None, None, None, None, None, None, 2012-11-19 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-20 23:00:00, None, 0.6
None, None, None, None, None, None, None, None, None, None, 2012-11-21 23:00:00, None, 0.9
None, None, None, None, None, None, None, None, None, None, 2012-11-22 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-11-23 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-11-24 23:00:00, None, 1.3
None, None, None, None, None, None, None, None, None, None, 2012-11-25 23:00:00, None, 3.1
None, None, None, None, None, None, None, None, None, None, 2012-11-26 23:00:00, None, 1.0
None, None, None, None, None, None, None, None, None, None, 2012-11-27 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-11-28 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-11-29 23:00:00, None, 6.3
None, None, None, None, None, None, None, None, None, None, 2012-11-30 23:00:00, None, 1.6
None, None, None, None, None, None, None, None, None, None, 2012-12-01 23:00:00, None, 2.3
None, None, None, None, None, None, None, None, None, None, 2012-12-02 23:00:00, None, 2.2
None, None, None, None, None, None, None, None, None, None, 2012-12-03 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-12-04 23:00:00, None, 1.9
None, None, None, None, None, None, None, None, None, None, 2012-12-05 23:00:00, None, 0.5
None, None, None, None, None, None, None, None, None, None, 2012-12-06 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-12-07 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-12-08 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-12-09 23:00:00, None, 5.8
None, None, None, None, None, None, None, None, None, None, 2012-12-10 23:00:00, None, 13.4
None, None, None, None, None, None, None, None, None, None, 2012-12-11 23:00:00, None, 6.5
None, None, None, None, None, None, None, None, None, None, 2012-12-12 23:00:00, None, 2.2
None, None, None, None, None, None, None, None, None, None, 2012-12-13 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-12-14 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-12-15 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-12-16 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-12-17 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-12-18 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-12-19 23:00:00, None, 2.0
None, None, None, None, None, None, None, None, None, None, 2012-12-20 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-12-21 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-12-22 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-12-23 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-12-24 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-12-27 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-12-28 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-12-29 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-12-30 23:00:00, None, 0.4
