wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
357.0, 34.0, 6.5, 0.0, 1.9, 6.0, 18.0, 17.7, 4.0, 0.0, 0.0, 35.0,2022-09-03 00:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, 37.0, 7.5, 0.0, 2.5, 10.1, 17.3, 17.4, 356.0, 0.0, 0.0, 39.0,2022-09-03 01:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0, 35.0, None, 0.0, 2.1, 8.2, 17.7, 17.0, 357.0, 0.0, 0.0, 41.0,2022-09-03 02:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0, 39.0, 10.1, 0.0, 3.3, 9.1, 17.4, 16.5, 5.0, 0.0, 0.0, 43.0,2022-09-03 03:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0, 41.0, 8.2, 0.0, 3.7, 8.2, 17.0, 16.2, 3.0, 0.0, 0.0, 43.0,2022-09-03 04:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, 43.0, 9.1, 0.0, 3.9, 7.0, 16.5, 15.8, 1.0, 0.0, 0.0, 46.0,2022-09-03 05:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0, 43.0, 8.2, 0.0, 3.6, 2.7, 16.2, 17.9, 1.0, 0.0, 0.0, 46.0,2022-09-03 06:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0, 46.0, None, 0.0, 4.2, 4.3, 15.8, 20.1, 14.0, 0.0, 0.0, 38.0,2022-09-03 07:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, 46.0, 2.7, 0.0, 6.1, 8.0, 17.9, 22.6, 186.0, 0.0, 0.0, 36.0,2022-09-03 08:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0, 38.0, 4.3, 0.0, 5.4, 9.0, 20.1, 24.5, 165.0, 0.0, 0.0, 35.0,2022-09-03 09:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0, 36.0, None, 0.0, 6.8, 15.1, 22.6, 24.1, 154.0, 0.0, 0.0, 33.0,2022-09-03 10:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0, 35.0, None, 0.0, 8.0, 17.4, 24.5, 24.7, 197.0, 0.0, 0.0, 33.0,2022-09-03 11:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.0, 33.0, 15.1, 0.0, 6.8, 15.4, 24.1, 24.6, 205.0, 0.0, 0.0, 30.0,2022-09-03 12:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.0, 33.0, 17.4, 0.0, 7.4, 15.4, 24.7, 22.4, 206.0, 0.0, 0.0, 38.0,2022-09-03 13:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0, 30.0, 15.4, 0.0, 5.9, 6.1, 24.6, 23.2, 213.0, 0.0, 0.0, 36.0,2022-09-03 14:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.0, 38.0, 15.4, 0.0, 7.4, 6.5, 22.4, 22.2, 222.0, 0.0, 0.0, 38.0,2022-09-03 15:00:00,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
