CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -11.62, None, None, None, None, None, 39.58, None, 4.299, 237.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 08:00:00, None, None, 161.6,1
None, -12.16, None, None, None, None, None, 26.63, None, 8.05, 228.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 09:00:00, None, None, 161.1,1
None, -12.3, None, None, None, None, None, 22.11, None, 7.437, 224.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 10:00:00, None, None, 160.4,1
None, -12.4, None, None, None, None, None, 19.61, None, 6.846, 214.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 11:00:00, None, None, 160.2,1
None, -12.16, None, None, None, None, None, 21.16, None, 8.4, 208.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 12:00:00, None, None, 159.5,1
None, -12.16, None, None, None, None, None, 20.07, None, 5.923, 204.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 13:00:00, None, None, 159.3,1
None, -11.05, None, None, None, None, None, 21.04, None, 3.93, 201.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 14:00:00, None, None, 159.1,1
None, -11.28, None, None, None, None, None, 23.77, None, 0.842, 148.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 15:00:00, None, None, 160.8,1
None, -11.74, None, None, None, None, None, 24.07, None, 1.233, 153.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 16:00:00, None, None, 160.6,1
None, -11.77, None, None, None, None, None, 38.09, None, 1.165, 156.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 17:00:00, None, None, 160.3,1
None, -11.18, None, None, None, None, None, 53.89, None, 2.03, 166.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 18:00:00, None, None, 160.1,1
None, -10.94, None, None, None, None, None, 64.89, None, 1.62, 146.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 19:00:00, None, None, 159.7,1
None, -10.45, None, None, None, None, None, 79.3, None, 1.771, 323.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 20:00:00, None, None, 159.6,1
None, -10.11, None, None, None, None, None, 77.2, None, 2.266, 295.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 21:00:00, None, None, 160.4,1
None, -10.06, None, None, None, None, None, 70.05, None, 3.527, 352.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 22:00:00, None, None, 159.9,1
None, -10.16, None, None, None, None, None, 71.4, None, 3.416, 4.724, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 23:00:00, None, None, 160.1,1
None, -9.78, None, None, None, None, None, 58.62, None, 3.759, 18.46, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 00:00:00, None, None, 159.7,1
None, -8.89, None, None, None, None, None, 79.5, None, 4.181, 116.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 01:00:00, None, None, 159.7,1
None, -7.788, None, None, None, None, None, 79.54, None, 3.673, 332.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 02:00:00, None, None, 158.6,1
None, -7.137, None, None, None, None, None, 78.16, None, 5.05, 294.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 03:00:00, None, None, 164.5,1
None, -5.941, None, None, None, None, None, 72.95, None, 6.762, 30.76, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 04:00:00, None, None, 170.2,1
None, -4.371, None, None, None, None, None, 58.99, None, 8.84, 220.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 05:00:00, None, None, 171.0,1
None, -3.296, None, None, None, None, None, 51.31, None, 8.73, 213.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 06:00:00, None, None, 172.4,1
None, -2.249, None, None, None, None, None, 40.76, None, 11.62, 215.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 08:00:00, None, None, 173.6,1
None, -1.572, None, None, None, None, None, 38.8, None, 12.12, 215.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 09:00:00, None, None, 174.7,1
None, -1.42, None, None, None, None, None, 34.24, None, 14.04, 214.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 10:00:00, None, None, 174.2,1
None, -1.029, None, None, None, None, None, 36.21, None, 14.4, 213.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 11:00:00, None, None, 176.0,1
None, -0.59, None, None, None, None, None, 36.65, None, 14.46, 217.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 12:00:00, None, None, 175.5,1
None, -0.352, None, None, None, None, None, 50.28, None, 10.39, 215.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 13:00:00, None, None, 175.3,1
None, -0.356, None, None, None, None, None, 36.92, None, 15.04, 212.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 14:00:00, None, None, 174.5,1
None, -0.601, None, None, None, None, None, 75.02, None, 7.847, 204.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 15:00:00, None, None, 174.3,1
None, -0.935, None, None, None, None, None, 75.76, None, 8.39, 67.39, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 16:00:00, None, None, 173.0,1
None, -1.273, None, None, None, None, None, 77.28, None, 8.02, 72.09, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 17:00:00, None, None, 172.6,1
None, -1.225, None, None, None, None, None, 79.41, None, 8.37, 60.49, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 18:00:00, None, None, 172.1,1
None, -1.046, None, None, None, None, None, 76.79, None, 9.03, 7.95, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 19:00:00, None, None, 170.7,1
None, -0.977, None, None, None, None, None, 68.21, None, 10.22, 18.02, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 20:00:00, None, None, 169.9,1
None, -1.033, None, None, None, None, None, 61.47, None, 7.42, 12.92, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 21:00:00, None, None, 169.9,1
None, -0.857, None, None, None, None, None, 76.22, None, 8.53, 333.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 22:00:00, None, None, 169.1,1
None, -0.834, None, None, None, None, None, 46.72, None, 13.01, 214.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 23:00:00, None, None, 168.8,1
None, -1.04, None, None, None, None, None, 44.32, None, 14.26, 217.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 00:00:00, None, None, 168.8,1
None, -3.078, None, None, None, None, None, 31.79, None, 12.88, 230.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 01:00:00, None, None, 172.6,1
None, -4.883, None, None, None, None, None, 29.32, None, 15.39, 229.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 02:00:00, None, None, 174.2,1
None, -4.718, None, None, None, None, None, 22.36, None, 15.49, 223.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 03:00:00, None, None, 174.2,1
None, -4.811, None, None, None, None, None, 21.06, None, 15.93, 220.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 04:00:00, None, None, 173.6,1
None, -4.977, None, None, None, None, None, 26.06, None, 14.45, 226.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 05:00:00, None, None, 173.0,1
None, -5.641, None, None, None, None, None, 28.21, None, 14.97, 229.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 06:00:00, None, None, 172.7,1
None, -6.275, None, None, None, None, None, 24.2, None, 14.34, 225.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 07:00:00, None, None, 172.3,1
None, -7.105, None, None, None, None, None, 27.06, None, 15.86, 227.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 08:00:00, None, None, 171.9,1
None, -7.788, None, None, None, None, None, 26.86, None, 15.44, 227.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 09:00:00, None, None, 171.7,1
None, -8.07, None, None, None, None, None, 23.23, None, 16.98, 225.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 10:00:00, None, None, 171.4,1
None, -8.28, None, None, None, None, None, 20.71, None, 19.63, 218.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 11:00:00, None, None, 171.2,1
None, -8.51, None, None, None, None, None, 20.34, None, 17.34, 219.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 12:00:00, None, None, 169.6,1
None, -8.23, None, None, None, None, None, 19.19, None, 18.65, 216.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 13:00:00, None, None, 169.3,1
None, -8.13, None, None, None, None, None, 21.19, None, 15.47, 215.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 14:00:00, None, None, 169.0,1
None, -8.13, None, None, None, None, None, 20.7, None, 16.99, 216.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 15:00:00, None, None, 168.9,1
None, -8.06, None, None, None, None, None, 20.16, None, 14.74, 217.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 16:00:00, None, None, 168.7,1
None, -7.91, None, None, None, None, None, 20.16, None, 17.5, 214.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 17:00:00, None, None, 168.3,1
None, -7.691, None, None, None, None, None, 23.01, None, 17.58, 215.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 18:00:00, None, None, 168.6,1
None, -7.707, None, None, None, None, None, 22.96, None, 20.04, 216.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 19:00:00, None, None, 168.5,1
None, -7.642, None, None, None, None, None, 23.78, None, 17.72, 214.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 20:00:00, None, None, 168.3,1
None, -7.593, None, None, None, None, None, 21.64, None, 17.45, 214.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 21:00:00, None, None, 168.1,1
None, -7.837, None, None, None, None, None, 24.29, None, 13.75, 211.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 22:00:00, None, None, 167.8,1
None, -7.923, None, None, None, None, None, 25.14, None, 14.84, 207.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 23:00:00, None, None, 167.7,1
None, -7.734, None, None, None, None, None, 30.57, None, 13.55, 207.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 00:00:00, None, None, 167.5,1
None, -7.642, None, None, None, None, None, 45.21, None, 10.59, 203.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 01:00:00, None, None, 167.3,1
None, -7.398, None, None, None, None, None, 73.51, None, 8.16, 202.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 02:00:00, None, None, 167.3,1
None, -7.203, None, None, None, None, None, 34.34, None, 15.92, 207.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 03:00:00, None, None, 166.2,1
None, -7.191, None, None, None, None, None, 44.55, None, 13.31, 203.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 04:00:00, None, None, 163.2,1
None, -7.008, None, None, None, None, None, 74.17, None, 9.43, 223.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 05:00:00, None, None, 163.3,1
None, -6.959, None, None, None, None, None, 68.38, None, 9.4, 203.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 06:00:00, None, None, 162.8,1
None, -6.715, None, None, None, None, None, 74.22, None, 8.57, 184.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 07:00:00, None, None, 161.3,1
None, -6.571, None, None, None, None, None, 80.5, None, 8.62, 337.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 08:00:00, None, None, 161.4,1
None, -6.324, None, None, None, None, None, 76.26, None, 8.84, 42.04, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 09:00:00, None, None, 160.9,1
None, -5.877, None, None, None, None, None, 77.25, None, 8.27, 325.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 10:00:00, None, None, 159.4,1
None, -5.641, None, None, None, None, None, 36.85, None, 14.98, 216.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 11:00:00, None, None, 159.8,1
None, -5.641, None, None, None, None, None, 38.43, None, 12.97, 218.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 12:00:00, None, None, 159.5,1
None, -5.641, None, None, None, None, None, 43.38, None, 10.08, 224.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 13:00:00, None, None, 157.4,1
None, -6.812, None, None, None, None, None, 36.95, None, 8.91, 240.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 14:00:00, None, None, 165.1,1
None, -8.62, None, None, None, None, None, 35.56, None, 7.505, 233.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 15:00:00, None, None, 167.4,1
None, -9.07, None, None, None, None, None, 25.4, None, 7.903, 229.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 16:00:00, None, None, 166.6,1
None, -9.69, None, None, None, None, None, 25.63, None, 7.174, 221.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 17:00:00, None, None, 166.5,1
None, -9.66, None, None, None, None, None, 21.09, None, 10.65, 221.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 18:00:00, None, None, 166.2,1
None, -9.33, None, None, None, None, None, 22.4, None, 11.52, 226.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 19:00:00, None, None, 165.9,1
None, -9.33, None, None, None, None, None, 24.35, None, 11.11, 226.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 20:00:00, None, None, 165.4,1
None, -9.39, None, None, None, None, None, 21.19, None, 13.89, 220.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 21:00:00, None, None, 165.0,1
None, -9.39, None, None, None, None, None, 20.4, None, 15.3, 217.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 22:00:00, None, None, 164.7,1
None, -9.44, None, None, None, None, None, 20.19, None, 16.81, 219.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 23:00:00, None, None, 166.6,1
None, -9.29, None, None, None, None, None, 21.45, None, 17.27, 219.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 00:00:00, None, None, 165.7,1
None, -9.39, None, None, None, None, None, 22.22, None, 18.5, 216.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 01:00:00, None, None, 166.9,1
None, -9.34, None, None, None, None, None, 21.72, None, 18.45, 218.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 02:00:00, None, None, 166.2,1
None, -9.44, None, None, None, None, None, 21.12, None, 17.51, 219.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 03:00:00, None, None, 165.8,1
None, -9.62, None, None, None, None, None, 21.97, None, 10.1, 222.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 04:00:00, None, None, 165.8,1
None, -9.58, None, None, None, None, None, 20.68, None, 6.657, 217.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 05:00:00, None, None, 165.3,1
None, -10.2, None, None, None, None, None, 18.22, None, 6.565, 210.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 06:00:00, None, None, 164.7,1
None, -9.72, None, None, None, None, None, 21.84, None, 6.935, 210.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 07:00:00, None, None, 164.7,1
None, -9.28, None, None, None, None, None, 21.07, None, 9.13, 215.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 08:00:00, None, None, 164.6,1
None, -9.0, None, None, None, None, None, 20.16, None, 9.86, 218.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 09:00:00, None, None, 164.8,1
None, -9.01, None, None, None, None, None, 24.26, None, 9.3, 217.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 10:00:00, None, None, 164.9,1
None, -8.81, None, None, None, None, None, 27.66, None, 8.2, 218.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 11:00:00, None, None, 164.9,1
None, -8.42, None, None, None, None, None, 45.91, None, 4.246, 233.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 12:00:00, None, None, 164.8,1
None, -7.739, None, None, None, None, None, 55.17, None, 2.986, 249.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 14:00:00, None, None, 162.5,1
None, -7.788, None, None, None, None, None, 42.33, None, 3.962, 236.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 15:00:00, None, None, 161.7,1
None, -7.788, None, None, None, None, None, 25.97, None, 4.652, 231.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 16:00:00, None, None, 162.6,1
None, -8.03, None, None, None, None, None, 22.5, None, 4.146, 233.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 17:00:00, None, None, None,1
None, -8.13, None, None, None, None, None, 22.46, None, 3.141, 239.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 18:00:00, None, None, 161.5,1
None, -8.13, None, None, None, None, None, 23.38, None, 3.076, 238.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 19:00:00, None, None, 161.4,1
None, -8.13, None, None, None, None, None, 21.02, None, 4.04, 234.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 20:00:00, None, None, 161.3,1
None, -8.13, None, None, None, None, None, 21.47, None, 4.568, 227.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 21:00:00, None, None, 161.5,1
None, -9.07, None, None, None, None, None, 45.05, None, 3.045, 209.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 22:00:00, None, None, 159.8,1
None, -10.07, None, None, None, None, None, 35.01, None, 1.37, 100.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 23:00:00, None, None, 159.1,1
None, -9.52, None, None, None, None, None, 49.15, None, 2.036, 138.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 00:00:00, None, None, 160.2,1
None, -10.3, None, None, None, None, None, 53.62, None, 0.888, 138.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 01:00:00, None, None, 160.1,1
None, -10.21, None, None, None, None, None, 36.55, None, 1.376, 62.49, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 02:00:00, None, None, 161.3,1
None, -9.04, None, None, None, None, None, 66.9, None, 1.595, 101.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 03:00:00, None, None, 161.0,1
None, -8.83, None, None, None, None, None, 74.32, None, 1.556, 139.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 04:00:00, None, None, 160.9,1
None, -9.07, None, None, None, None, None, 71.01, None, 1.044, 153.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 05:00:00, None, None, 160.5,1
None, -9.05, None, None, None, None, None, 60.42, None, 1.537, 88.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 06:00:00, None, None, 160.3,1
None, -9.15, None, None, None, None, None, 78.15, None, 0.846, 33.79, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 07:00:00, None, None, 160.4,1
None, -8.95, None, None, None, None, None, 75.04, None, 1.624, 282.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 08:00:00, None, None, 160.1,1
None, -8.81, None, None, None, None, None, 67.49, None, 2.329, 63.53, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 09:00:00, None, None, 159.8,1
None, -8.47, None, None, None, None, None, 63.21, None, 2.591, 72.32, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 10:00:00, None, None, 159.3,1
None, -8.42, None, None, None, None, None, 56.7, None, 1.094, 351.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 11:00:00, None, None, 159.7,1
None, -8.27, None, None, None, None, None, 32.17, None, 3.106, 8.62, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 12:00:00, None, None, 161.4,1
None, -7.932, None, None, None, None, None, 42.51, None, 2.749, 2.271, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 13:00:00, None, None, 163.3,1
None, -7.3, None, None, None, None, None, 58.16, None, 2.492, 343.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 14:00:00, None, None, 162.5,1
None, -5.344, None, None, None, None, None, 66.52, None, 2.707, 3.743, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 15:00:00, None, None, 163.6,1
None, -3.954, None, None, None, None, None, 65.72, None, 4.052, 17.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 16:00:00, None, None, 163.8,1
None, -3.255, None, None, None, None, None, 53.49, None, 6.293, 211.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 17:00:00, None, None, 164.4,1
None, -2.881, None, None, None, None, None, 30.41, None, 11.8, 217.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 18:00:00, None, None, 165.9,1
None, -2.786, None, None, None, None, None, 31.84, None, 10.53, 218.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 19:00:00, None, None, 164.9,1
None, -2.883, None, None, None, None, None, 31.31, None, 10.46, 219.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 20:00:00, None, None, 164.3,1
None, -3.79, None, None, None, None, None, 33.76, None, 8.04, 225.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 21:00:00, None, None, 163.4,1
None, -7.483, None, None, None, None, None, 22.55, None, 10.03, 226.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 22:00:00, None, None, 165.6,1
None, -8.92, None, None, None, None, None, 26.1, None, 7.814, 233.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 23:00:00, None, None, 166.5,1
