CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-4.28, 96.0, None, None, None, 24.18, None, 273.3, 8.1, None, None, -5.0, None, None,2020-01-01 00:00:00,1
-4.415, 95.8, None, None, None, 18.53, None, 272.8, 22.74, None, None, -5.0, None, None,2020-01-01 01:00:00,1
-4.139, 96.2, None, None, None, 21.86, None, 278.6, 30.62, None, None, -4.0, None, None,2020-01-01 02:00:00,1
-4.078, 96.2, None, None, None, 23.18, None, 279.8, 26.37, None, None, -5.0, None, None,2020-01-01 03:00:00,1
-3.956, 96.2, None, None, None, 23.93, None, 278.0, 28.94, None, None, -5.0, None, None,2020-01-01 04:00:00,1
-4.183, 96.1, None, None, None, 20.47, None, 275.7, 31.22, None, None, -5.0, None, None,2020-01-01 05:00:00,1
-4.228, 96.1, None, None, None, 24.09, None, 278.3, 0.0, None, None, -5.0, None, None,2020-01-01 06:00:00,1
-4.286, 95.9, None, None, None, 19.98, None, 274.1, 0.0, None, None, -5.0, None, None,2020-01-01 07:00:00,1
-4.504, 95.7, None, None, None, 21.17, None, 279.7, 0.0, None, None, -5.0, None, None,2020-01-01 08:00:00,1
-4.481, 95.8, None, None, None, 16.86, None, 272.0, 0.0, None, None, -5.0, None, None,2020-01-01 09:00:00,1
-4.339, 95.9, None, None, None, 16.48, None, 271.4, 0.0, None, None, -5.0, None, None,2020-01-01 10:00:00,1
-4.234, 96.0, None, None, None, 15.8, None, 270.4, 0.0, None, None, -5.0, None, None,2020-01-01 11:00:00,1
-4.131, 96.1, None, None, None, 18.08, None, 272.7, 0.0, None, None, -5.0, None, None,2020-01-01 12:00:00,1
-4.225, 96.0, None, None, None, 20.14, None, 278.2, 0.0, None, None, -5.0, None, None,2020-01-01 13:00:00,1
-4.351, 95.9, None, None, None, 18.05, None, 271.8, 0.0, None, None, -5.0, None, None,2020-01-01 14:00:00,1
-4.54, 95.7, None, None, None, 16.39, None, 272.8, 0.0, None, None, -5.0, None, None,2020-01-01 15:00:00,1
-4.531, 95.7, None, None, None, 19.55, None, 277.6, 0.0, None, None, -5.0, None, None,2020-01-01 16:00:00,1
-4.543, 95.6, None, None, None, 18.64, None, 275.2, 0.0, None, None, -5.0, None, None,2020-01-01 17:00:00,1
-4.952, 95.3, None, None, None, 20.62, None, 280.4, 0.0, None, None, -5.0, None, None,2020-01-01 18:00:00,1
-5.093, 95.1, None, None, None, 18.75, None, 273.7, 0.0, None, None, -6.0, None, None,2020-01-01 19:00:00,1
-5.248, 95.0, None, None, None, 20.45, None, 272.0, 0.0, None, None, -6.0, None, None,2020-01-01 20:00:00,1
-5.525, 94.8, None, None, None, 19.86, None, 273.6, 0.0, None, None, -6.0, None, None,2020-01-01 21:00:00,1
