CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -6.853, 22.51, None, None, None, None, 18.34, 1.711, 130.3, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 00:00:00, None, None, None, None,1
None, -6.843, 22.5, None, None, None, None, 12.52, 0.514, 142.3, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 01:00:00, None, None, None, None,1
None, -6.979, 22.54, None, None, None, None, 12.79, 0.047, 77.4, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 02:00:00, None, None, None, None,1
None, -7.09, 22.58, None, None, None, None, 0.0, 0.002, 130.4, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 03:00:00, None, None, None, None,1
None, -6.843, 22.5, None, None, None, None, 0.863, 0.0, 98.2, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 04:00:00, None, None, None, None,1
None, -6.814, 22.49, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 05:00:00, None, None, None, None,1
None, -6.708, 22.46, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 06:00:00, None, None, None, None,1
None, -6.775, 22.48, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 07:00:00, None, None, None, None,1
None, -6.611, 22.43, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2020-01-01 08:00:00, None, None, None, None,1
None, -5.861, 22.21, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2020-01-01 09:00:00, None, None, None, None,1
