AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
4.6, None,2023-04-17 13:00:00, None, None,16
4.3, None,2023-04-17 13:15:00, None, None,16
4.5, None,2023-04-17 13:30:00, None, None,16
3.9, None,2023-04-17 13:45:00, None, None,16
3.7, None,2023-04-17 14:00:00, None, None,16
3.5, None,2023-04-17 14:15:00, None, None,16
3.6, None,2023-04-17 14:30:00, None, None,16
3.7, None,2023-04-17 14:45:00, None, None,16
3.8, None,2023-04-17 15:00:00, None, None,16
3.9, None,2023-04-17 15:15:00, None, None,16
4.0, None,2023-04-17 15:30:00, None, None,16
4.2, None,2023-04-17 15:45:00, None, None,16
4.4, None,2023-04-17 16:00:00, None, None,16
4.8, None,2023-04-17 16:15:00, None, None,16
5.0, None,2023-04-17 16:30:00, None, None,16
5.1, None,2023-04-17 16:45:00, None, None,16
5.0, None,2023-04-17 17:00:00, None, None,16
5.0, None,2023-04-17 17:15:00, None, None,16
4.7, None,2023-04-17 17:30:00, None, None,16
4.2, None,2023-04-17 17:45:00, None, None,16
3.7, None,2023-04-17 18:00:00, None, None,16
3.6, None,2023-04-17 18:15:00, None, None,16
2.8, None,2023-04-17 18:30:00, None, None,16
2.7, None,2023-04-17 18:45:00, None, None,16
2.7, None,2023-04-17 19:00:00, None, None,16
2.3, None,2023-04-17 19:15:00, None, None,16
2.2, None,2023-04-17 19:30:00, None, None,16
1.8, None,2023-04-17 19:45:00, None, None,16
1.6, None,2023-04-17 20:00:00, None, None,16
1.3, None,2023-04-17 20:15:00, None, None,16
1.6, None,2023-04-17 20:30:00, None, None,16
1.1, None,2023-04-17 20:45:00, None, None,16
0.9, None,2023-04-17 21:00:00, None, None,16
0.6, None,2023-04-17 21:15:00, None, None,16
0.5, None,2023-04-17 21:30:00, None, None,16
0.3, None,2023-04-17 21:45:00, None, None,16
0.1, None,2023-04-17 22:00:00, None, None,16
0.0, None,2023-04-17 22:15:00, None, None,16
-0.1, None,2023-04-17 22:30:00, None, None,16
-0.1, None,2023-04-17 22:45:00, None, None,16
-0.4, None,2023-04-17 23:00:00, None, None,16
-0.6, None,2023-04-17 23:15:00, None, None,16
-0.7, None,2023-04-17 23:30:00, None, None,16
-0.8, None,2023-04-17 23:45:00, None, None,16
-1.0, 0.0,2023-04-18 00:00:00, -3.5, 9.7,16
-1.3, None,2023-04-18 00:15:00, None, None,16
-1.4, None,2023-04-18 00:30:00, None, None,16
-1.5, None,2023-04-18 00:45:00, None, None,16
-1.8, None,2023-04-18 01:00:00, None, None,16
-2.1, None,2023-04-18 01:15:00, None, None,16
-2.2, None,2023-04-18 01:30:00, None, None,16
-2.3, None,2023-04-18 01:45:00, None, None,16
-2.5, None,2023-04-18 02:00:00, None, None,16
-2.6, None,2023-04-18 02:15:00, None, None,16
-2.7, None,2023-04-18 02:30:00, None, None,16
-2.9, None,2023-04-18 02:45:00, None, None,16
-3.0, None,2023-04-18 03:00:00, None, None,16
-3.0, None,2023-04-18 03:15:00, None, None,16
-3.0, None,2023-04-18 03:30:00, None, None,16
-3.1, None,2023-04-18 03:45:00, None, None,16
-3.1, None,2023-04-18 04:00:00, None, None,16
-3.1, None,2023-04-18 04:15:00, None, None,16
-3.2, None,2023-04-18 04:30:00, None, None,16
-3.3, None,2023-04-18 04:45:00, None, None,16
-3.5, None,2023-04-18 05:00:00, None, None,16
-3.5, None,2023-04-18 05:15:00, None, None,16
-3.5, None,2023-04-18 05:30:00, None, None,16
-3.3, None,2023-04-18 05:45:00, None, None,16
-3.2, None,2023-04-18 06:00:00, None, None,16
-3.0, None,2023-04-18 06:15:00, None, None,16
-2.7, None,2023-04-18 06:30:00, None, None,16
-2.1, None,2023-04-18 06:45:00, None, None,16
-2.3, None,2023-04-18 07:00:00, None, None,16
-2.0, None,2023-04-18 07:15:00, None, None,16
-1.2, None,2023-04-18 07:30:00, None, None,16
-0.6, None,2023-04-18 07:45:00, None, None,16
-0.4, None,2023-04-18 08:00:00, None, None,16
-0.4, None,2023-04-18 08:15:00, None, None,16
-0.6, None,2023-04-18 08:30:00, None, None,16
-0.1, None,2023-04-18 08:45:00, None, None,16
1.0, None,2023-04-18 09:00:00, None, None,16
1.0, None,2023-04-18 09:15:00, None, None,16
2.6, None,2023-04-18 09:30:00, None, None,16
3.9, None,2023-04-18 09:45:00, None, None,16
4.1, None,2023-04-18 10:00:00, None, None,16
3.1, None,2023-04-18 10:15:00, None, None,16
3.9, None,2023-04-18 10:30:00, None, None,16
5.3, None,2023-04-18 10:45:00, None, None,16
3.2, None,2023-04-18 11:00:00, None, None,16
3.0, None,2023-04-18 11:15:00, None, None,16
4.1, None,2023-04-18 11:30:00, None, None,16
5.7, None,2023-04-18 11:45:00, None, None,16
3.6, None,2023-04-18 12:00:00, None, None,16
6.3, None,2023-04-18 12:15:00, None, None,16
7.6, None,2023-04-18 12:30:00, None, None,16
7.0, None,2023-04-18 12:45:00, None, None,16
7.9, None,2023-04-18 13:00:00, None, None,16
8.6, None,2023-04-18 13:15:00, None, None,16
7.4, None,2023-04-18 13:30:00, None, None,16
7.9, None,2023-04-18 13:45:00, None, None,16
8.8, None,2023-04-18 14:00:00, None, None,16
7.9, None,2023-04-18 14:15:00, None, None,16
8.7, None,2023-04-18 14:30:00, None, None,16
8.2, None,2023-04-18 14:45:00, None, None,16
8.3, None,2023-04-18 15:00:00, None, None,16
7.6, None,2023-04-18 15:15:00, None, None,16
9.2, None,2023-04-18 15:30:00, None, None,16
9.7, None,2023-04-18 15:45:00, None, None,16
9.0, None,2023-04-18 16:00:00, None, None,16
8.9, None,2023-04-18 16:15:00, None, None,16
8.8, None,2023-04-18 16:30:00, None, None,16
9.0, None,2023-04-18 16:45:00, None, None,16
7.0, None,2023-04-18 17:00:00, None, None,16
6.8, None,2023-04-18 17:15:00, None, None,16
6.0, None,2023-04-18 17:30:00, None, None,16
5.8, None,2023-04-18 17:45:00, None, None,16
6.5, None,2023-04-18 18:00:00, None, None,16
5.9, None,2023-04-18 18:15:00, None, None,16
5.6, None,2023-04-18 18:30:00, None, None,16
5.4, None,2023-04-18 18:45:00, None, None,16
4.4, None,2023-04-18 19:00:00, None, None,16
4.3, None,2023-04-18 19:15:00, None, None,16
4.2, None,2023-04-18 19:30:00, None, None,16
4.0, None,2023-04-18 19:45:00, None, None,16
4.8, None,2023-04-18 20:00:00, None, None,16
4.8, None,2023-04-18 20:15:00, None, None,16
4.7, None,2023-04-18 20:30:00, None, None,16
4.5, None,2023-04-18 20:45:00, None, None,16
4.4, None,2023-04-18 21:00:00, None, None,16
4.2, None,2023-04-18 21:15:00, None, None,16
3.8, None,2023-04-18 21:30:00, None, None,16
3.4, None,2023-04-18 21:45:00, None, None,16
3.2, None,2023-04-18 22:00:00, None, None,16
3.0, None,2023-04-18 22:15:00, None, None,16
3.0, None,2023-04-18 22:30:00, None, None,16
2.9, None,2023-04-18 22:45:00, None, None,16
2.9, None,2023-04-18 23:00:00, None, None,16
3.0, None,2023-04-18 23:15:00, None, None,16
3.2, None,2023-04-18 23:30:00, None, None,16
3.3, None,2023-04-18 23:45:00, None, None,16
3.1, 2.0,2023-04-19 00:00:00, 0.4, 6.7,16
2.5, None,2023-04-19 00:15:00, None, None,16
2.5, None,2023-04-19 00:30:00, None, None,16
2.1, None,2023-04-19 00:45:00, None, None,16
1.9, None,2023-04-19 01:00:00, None, None,16
1.8, None,2023-04-19 01:15:00, None, None,16
1.7, None,2023-04-19 01:30:00, None, None,16
1.7, None,2023-04-19 01:45:00, None, None,16
1.6, None,2023-04-19 02:00:00, None, None,16
1.3, None,2023-04-19 02:15:00, None, None,16
0.7, None,2023-04-19 02:30:00, None, None,16
0.4, None,2023-04-19 02:45:00, None, None,16
0.4, None,2023-04-19 03:00:00, None, None,16
0.6, None,2023-04-19 03:15:00, None, None,16
0.6, None,2023-04-19 03:30:00, None, None,16
0.7, None,2023-04-19 03:45:00, None, None,16
0.8, None,2023-04-19 04:00:00, None, None,16
1.3, None,2023-04-19 04:15:00, None, None,16
1.3, None,2023-04-19 04:30:00, None, None,16
1.2, None,2023-04-19 04:45:00, None, None,16
1.1, None,2023-04-19 05:00:00, None, None,16
1.2, None,2023-04-19 05:15:00, None, None,16
1.3, None,2023-04-19 05:30:00, None, None,16
1.2, None,2023-04-19 05:45:00, None, None,16
1.2, None,2023-04-19 06:00:00, None, None,16
1.2, None,2023-04-19 06:15:00, None, None,16
1.4, None,2023-04-19 06:30:00, None, None,16
1.4, None,2023-04-19 06:45:00, None, None,16
1.6, None,2023-04-19 07:00:00, None, None,16
1.6, None,2023-04-19 07:15:00, None, None,16
1.6, None,2023-04-19 07:30:00, None, None,16
1.5, None,2023-04-19 07:45:00, None, None,16
1.6, None,2023-04-19 08:00:00, None, None,16
1.9, None,2023-04-19 08:15:00, None, None,16
1.8, None,2023-04-19 08:30:00, None, None,16
1.7, None,2023-04-19 08:45:00, None, None,16
2.0, None,2023-04-19 09:00:00, None, None,16
2.4, None,2023-04-19 09:15:00, None, None,16
2.2, None,2023-04-19 09:30:00, None, None,16
2.9, None,2023-04-19 09:45:00, None, None,16
2.7, None,2023-04-19 10:00:00, None, None,16
2.8, None,2023-04-19 10:15:00, None, None,16
3.1, None,2023-04-19 10:30:00, None, None,16
3.2, None,2023-04-19 10:45:00, None, None,16
3.6, None,2023-04-19 11:00:00, None, None,16
4.0, None,2023-04-19 11:15:00, None, None,16
4.8, None,2023-04-19 11:30:00, None, None,16
5.5, None,2023-04-19 11:45:00, None, None,16
4.6, None,2023-04-19 12:00:00, None, None,16
4.8, None,2023-04-19 12:15:00, None, None,16
4.9, None,2023-04-19 12:30:00, None, None,16
5.4, None,2023-04-19 12:45:00, None, None,16
5.7, None,2023-04-19 13:00:00, None, None,16
5.5, None,2023-04-19 13:15:00, None, None,16
5.4, None,2023-04-19 13:30:00, None, None,16
5.5, None,2023-04-19 13:45:00, None, None,16
5.6, None,2023-04-19 14:00:00, None, None,16
5.3, None,2023-04-19 14:15:00, None, None,16
5.8, None,2023-04-19 14:30:00, None, None,16
6.5, None,2023-04-19 14:45:00, None, None,16
6.5, None,2023-04-19 15:00:00, None, None,16
6.7, None,2023-04-19 15:15:00, None, None,16
6.3, None,2023-04-19 15:30:00, None, None,16
6.7, None,2023-04-19 15:45:00, None, None,16
6.4, None,2023-04-19 16:00:00, None, None,16
6.3, None,2023-04-19 16:15:00, None, None,16
5.9, None,2023-04-19 16:30:00, None, None,16
5.8, None,2023-04-19 16:45:00, None, None,16
5.8, None,2023-04-19 17:00:00, None, None,16
5.7, None,2023-04-19 17:15:00, None, None,16
5.6, None,2023-04-19 17:30:00, None, None,16
5.5, None,2023-04-19 17:45:00, None, None,16
5.5, None,2023-04-19 18:00:00, None, None,16
5.4, None,2023-04-19 18:15:00, None, None,16
5.1, None,2023-04-19 18:30:00, None, None,16
5.1, None,2023-04-19 18:45:00, None, None,16
4.8, None,2023-04-19 19:00:00, None, None,16
4.7, None,2023-04-19 19:15:00, None, None,16
4.8, None,2023-04-19 19:30:00, None, None,16
4.5, None,2023-04-19 19:45:00, None, None,16
4.7, None,2023-04-19 20:00:00, None, None,16
4.5, None,2023-04-19 20:15:00, None, None,16
4.5, None,2023-04-19 20:30:00, None, None,16
4.3, None,2023-04-19 20:45:00, None, None,16
4.4, None,2023-04-19 21:00:00, None, None,16
4.4, None,2023-04-19 21:15:00, None, None,16
4.3, None,2023-04-19 21:30:00, None, None,16
4.3, None,2023-04-19 21:45:00, None, None,16
4.5, None,2023-04-19 22:00:00, None, None,16
4.6, None,2023-04-19 22:15:00, None, None,16
4.3, None,2023-04-19 22:30:00, None, None,16
4.2, None,2023-04-19 22:45:00, None, None,16
4.2, None,2023-04-19 23:00:00, None, None,16
4.2, None,2023-04-19 23:15:00, None, None,16
4.3, None,2023-04-19 23:30:00, None, None,16
4.4, None,2023-04-19 23:45:00, None, None,16
4.3, 0.4,2023-04-20 00:00:00, 1.5, 6.9,16
4.1, None,2023-04-20 00:15:00, None, None,16
4.3, None,2023-04-20 00:30:00, None, None,16
4.1, None,2023-04-20 00:45:00, None, None,16
4.0, None,2023-04-20 01:00:00, None, None,16
2.9, None,2023-04-20 01:15:00, None, None,16
2.9, None,2023-04-20 01:30:00, None, None,16
2.5, None,2023-04-20 01:45:00, None, None,16
2.5, None,2023-04-20 02:00:00, None, None,16
2.6, None,2023-04-20 02:15:00, None, None,16
2.6, None,2023-04-20 02:30:00, None, None,16
2.3, None,2023-04-20 02:45:00, None, None,16
2.4, None,2023-04-20 03:00:00, None, None,16
2.5, None,2023-04-20 03:15:00, None, None,16
2.4, None,2023-04-20 03:30:00, None, None,16
2.8, None,2023-04-20 03:45:00, None, None,16
2.8, None,2023-04-20 04:00:00, None, None,16
2.6, None,2023-04-20 04:15:00, None, None,16
2.8, None,2023-04-20 04:30:00, None, None,16
2.7, None,2023-04-20 04:45:00, None, None,16
3.5, None,2023-04-20 05:00:00, None, None,16
3.4, None,2023-04-20 05:15:00, None, None,16
3.3, None,2023-04-20 05:30:00, None, None,16
2.9, None,2023-04-20 05:45:00, None, None,16
3.5, None,2023-04-20 06:00:00, None, None,16
3.5, None,2023-04-20 06:15:00, None, None,16
3.4, None,2023-04-20 06:30:00, None, None,16
3.5, None,2023-04-20 06:45:00, None, None,16
3.4, None,2023-04-20 07:00:00, None, None,16
3.4, None,2023-04-20 07:15:00, None, None,16
3.5, None,2023-04-20 07:30:00, None, None,16
3.7, None,2023-04-20 07:45:00, None, None,16
3.9, None,2023-04-20 08:00:00, None, None,16
3.9, None,2023-04-20 08:15:00, None, None,16
3.9, None,2023-04-20 08:30:00, None, None,16
4.1, None,2023-04-20 08:45:00, None, None,16
4.2, None,2023-04-20 09:00:00, None, None,16
4.2, None,2023-04-20 09:15:00, None, None,16
4.0, None,2023-04-20 09:30:00, None, None,16
4.4, None,2023-04-20 09:45:00, None, None,16
4.7, None,2023-04-20 10:00:00, None, None,16
5.8, None,2023-04-20 10:15:00, None, None,16
5.5, None,2023-04-20 10:30:00, None, None,16
5.7, None,2023-04-20 10:45:00, None, None,16
6.7, None,2023-04-20 11:00:00, None, None,16
6.8, None,2023-04-20 11:15:00, None, None,16
6.1, None,2023-04-20 11:30:00, None, None,16
6.9, None,2023-04-20 11:45:00, None, None,16
5.8, None,2023-04-20 12:00:00, None, None,16
5.9, None,2023-04-20 12:15:00, None, None,16
6.2, None,2023-04-20 12:30:00, None, None,16
6.0, None,2023-04-20 12:45:00, None, None,16
6.3, None,2023-04-20 13:00:00, None, None,16
6.8, None,2023-04-20 13:15:00, None, None,16
6.4, None,2023-04-20 13:30:00, None, None,16
6.3, None,2023-04-20 13:45:00, None, None,16
5.9, None,2023-04-20 14:00:00, None, None,16
6.0, None,2023-04-20 14:15:00, None, None,16
5.8, None,2023-04-20 14:30:00, None, None,16
5.7, None,2023-04-20 14:45:00, None, None,16
5.3, None,2023-04-20 15:00:00, None, None,16
5.8, None,2023-04-20 15:15:00, None, None,16
5.2, None,2023-04-20 15:30:00, None, None,16
5.2, None,2023-04-20 15:45:00, None, None,16
4.9, None,2023-04-20 16:00:00, None, None,16
4.5, None,2023-04-20 16:15:00, None, None,16
4.6, None,2023-04-20 16:30:00, None, None,16
4.6, None,2023-04-20 16:45:00, None, None,16
4.5, None,2023-04-20 17:00:00, None, None,16
4.4, None,2023-04-20 17:15:00, None, None,16
4.4, None,2023-04-20 17:30:00, None, None,16
4.4, None,2023-04-20 17:45:00, None, None,16
4.4, None,2023-04-20 18:00:00, None, None,16
4.3, None,2023-04-20 18:15:00, None, None,16
4.1, None,2023-04-20 18:30:00, None, None,16
3.9, None,2023-04-20 18:45:00, None, None,16
3.7, None,2023-04-20 19:00:00, None, None,16
3.8, None,2023-04-20 19:15:00, None, None,16
3.7, None,2023-04-20 19:30:00, None, None,16
3.6, None,2023-04-20 19:45:00, None, None,16
3.7, None,2023-04-20 20:00:00, None, None,16
3.8, None,2023-04-20 20:15:00, None, None,16
3.9, None,2023-04-20 20:30:00, None, None,16
3.9, None,2023-04-20 20:45:00, None, None,16
3.7, None,2023-04-20 21:00:00, None, None,16
3.6, None,2023-04-20 21:15:00, None, None,16
3.2, None,2023-04-20 21:30:00, None, None,16
3.4, None,2023-04-20 21:45:00, None, None,16
3.1, None,2023-04-20 22:00:00, None, None,16
3.3, None,2023-04-20 22:15:00, None, None,16
3.0, None,2023-04-20 22:30:00, None, None,16
2.5, None,2023-04-20 22:45:00, None, None,16
2.6, None,2023-04-20 23:00:00, None, None,16
2.4, None,2023-04-20 23:15:00, None, None,16
1.5, None,2023-04-20 23:30:00, None, None,16
1.9, None,2023-04-20 23:45:00, None, None,16
1.7, 0.0,2023-04-21 00:00:00, 1.2, 7.3,16
2.0, None,2023-04-21 00:15:00, None, None,16
1.6, None,2023-04-21 00:30:00, None, None,16
2.2, None,2023-04-21 00:45:00, None, None,16
1.2, None,2023-04-21 01:00:00, None, None,16
1.8, None,2023-04-21 01:15:00, None, None,16
1.9, None,2023-04-21 01:30:00, None, None,16
1.8, None,2023-04-21 01:45:00, None, None,16
2.4, None,2023-04-21 02:00:00, None, None,16
2.5, None,2023-04-21 02:15:00, None, None,16
2.0, None,2023-04-21 02:30:00, None, None,16
2.0, None,2023-04-21 02:45:00, None, None,16
1.8, None,2023-04-21 03:00:00, None, None,16
2.2, None,2023-04-21 03:15:00, None, None,16
3.0, None,2023-04-21 03:30:00, None, None,16
2.5, None,2023-04-21 03:45:00, None, None,16
2.5, None,2023-04-21 04:00:00, None, None,16
1.6, None,2023-04-21 04:15:00, None, None,16
2.0, None,2023-04-21 04:30:00, None, None,16
1.9, None,2023-04-21 04:45:00, None, None,16
2.2, None,2023-04-21 05:00:00, None, None,16
2.6, None,2023-04-21 05:15:00, None, None,16
2.3, None,2023-04-21 05:30:00, None, None,16
2.9, None,2023-04-21 05:45:00, None, None,16
3.5, None,2023-04-21 06:00:00, None, None,16
3.4, None,2023-04-21 06:15:00, None, None,16
3.0, None,2023-04-21 06:30:00, None, None,16
4.6, None,2023-04-21 06:45:00, None, None,16
3.6, None,2023-04-21 07:00:00, None, None,16
3.9, None,2023-04-21 07:15:00, None, None,16
4.7, None,2023-04-21 07:30:00, None, None,16
4.9, None,2023-04-21 07:45:00, None, None,16
5.4, None,2023-04-21 08:00:00, None, None,16
4.8, None,2023-04-21 08:15:00, None, None,16
5.0, None,2023-04-21 08:30:00, None, None,16
5.5, None,2023-04-21 08:45:00, None, None,16
6.4, None,2023-04-21 09:00:00, None, None,16
6.4, None,2023-04-21 09:15:00, None, None,16
5.8, None,2023-04-21 09:30:00, None, None,16
5.6, None,2023-04-21 09:45:00, None, None,16
5.0, None,2023-04-21 10:00:00, None, None,16
6.1, None,2023-04-21 10:15:00, None, None,16
5.6, None,2023-04-21 10:30:00, None, None,16
6.4, None,2023-04-21 10:45:00, None, None,16
6.0, None,2023-04-21 11:00:00, None, None,16
6.2, None,2023-04-21 11:15:00, None, None,16
6.7, None,2023-04-21 11:30:00, None, None,16
7.1, None,2023-04-21 11:45:00, None, None,16
6.1, None,2023-04-21 12:00:00, None, None,16
6.3, None,2023-04-21 12:15:00, None, None,16
6.2, None,2023-04-21 12:30:00, None, None,16
6.0, None,2023-04-21 12:45:00, None, None,16
6.0, None,2023-04-21 13:00:00, None, None,16
6.0, None,2023-04-21 13:15:00, None, None,16
6.2, None,2023-04-21 13:30:00, None, None,16
6.6, None,2023-04-21 13:45:00, None, None,16
6.8, None,2023-04-21 14:00:00, None, None,16
7.3, None,2023-04-21 14:15:00, None, None,16
6.6, None,2023-04-21 14:30:00, None, None,16
7.0, None,2023-04-21 14:45:00, None, None,16
6.5, None,2023-04-21 15:00:00, None, None,16
6.4, None,2023-04-21 15:15:00, None, None,16
6.8, None,2023-04-21 15:30:00, None, None,16
7.0, None,2023-04-21 15:45:00, None, None,16
6.6, None,2023-04-21 16:00:00, None, None,16
6.5, None,2023-04-21 16:15:00, None, None,16
6.4, None,2023-04-21 16:30:00, None, None,16
6.3, None,2023-04-21 16:45:00, None, None,16
6.2, None,2023-04-21 17:00:00, None, None,16
6.2, None,2023-04-21 17:15:00, None, None,16
6.1, None,2023-04-21 17:30:00, None, None,16
6.0, None,2023-04-21 17:45:00, None, None,16
