SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,-2.9, None,0.0,7.7, None,2016-01-02 04:30:00,25.0,96.0,1
None,-3.5, None,0.0,7.4, None,2016-01-02 04:45:00,345.0,97.0,1
None,-3.6, 0.0,0.0,7.1, None,2016-01-02 05:00:00,14.0,98.0,1
None,-3.6, None,0.0,7.5, None,2016-01-02 05:15:00,37.0,98.0,1
None,-3.2, None,0.0,9.2, None,2016-01-02 05:30:00,31.0,96.0,1
None,-3.1, None,0.0,7.9, None,2016-01-02 05:45:00,24.0,95.0,1
None,-3.6, -1.0,0.0,4.5, None,2016-01-02 06:00:00,44.0,97.0,1
None,-3.4, None,0.0,6.3, None,2016-01-02 06:15:00,27.0,97.0,1
None,-3.6, None,0.0,7.0, None,2016-01-02 06:30:00,23.0,98.0,1
None,-3.8, None,0.0,6.6, None,2016-01-02 06:45:00,0.0,98.0,1
None,-4.2, 0.0,0.0,6.8, None,2016-01-02 07:00:00,12.0,99.0,1
None,-4.3, None,0.0,6.3, None,2016-01-02 07:15:00,357.0,99.0,1
None,-4.5, None,0.0,8.7, None,2016-01-02 07:30:00,3.0,99.0,1
None,-4.6, None,0.0,8.0, None,2016-01-02 07:45:00,342.0,99.0,1
None,-4.8, 0.0,0.0,8.9, None,2016-01-02 08:00:00,349.0,99.0,1
None,-4.8, None,0.0,7.8, None,2016-01-02 08:15:00,10.0,99.0,1
None,-4.8, None,0.0,5.2, None,2016-01-02 08:30:00,24.0,99.0,1
None,-4.8, None,0.0,5.2, None,2016-01-02 08:45:00,27.0,99.0,1
None,-4.4, 0.0,0.0,6.2, None,2016-01-02 09:00:00,33.0,99.0,1
None,-4.0, None,0.0,6.8, None,2016-01-02 09:15:00,26.0,98.0,1
None,-3.5, None,0.0,6.9, None,2016-01-02 09:30:00,12.0,97.0,1
None,-3.6, None,0.0,7.1, None,2016-01-02 09:45:00,356.0,97.0,1
None,-3.1, 0.0,0.0,7.5, None,2016-01-02 10:00:00,348.0,98.0,1
None,-2.9, None,0.0,6.7, None,2016-01-02 10:15:00,331.0,98.0,1
None,-2.2, None,0.0,6.7, None,2016-01-02 10:30:00,348.0,96.0,1
None,-1.7, None,0.0,8.3, None,2016-01-02 10:45:00,348.0,94.0,1
None,-1.1, 0.0,0.0,8.1, None,2016-01-02 11:00:00,359.0,92.0,1
None,-0.6, None,0.0,6.6, None,2016-01-02 11:15:00,36.0,87.0,1
None,-0.1, None,0.0,6.0, None,2016-01-02 11:30:00,15.0,85.0,1
None,0.3, None,0.0,6.8, None,2016-01-02 11:45:00,28.0,84.0,1
None,0.6, 0.0,0.0,4.8, None,2016-01-02 12:00:00,41.0,85.0,1
None,0.6, None,0.0,5.1, None,2016-01-02 12:15:00,17.0,81.0,1
None,0.6, None,0.0,4.4, None,2016-01-02 12:30:00,357.0,81.0,1
None,0.8, None,0.0,3.5, None,2016-01-02 12:45:00,333.0,82.0,1
None,1.0, 2.0,0.0,5.6, None,2016-01-02 13:00:00,16.0,82.0,1
None,1.2, None,0.0,5.0, None,2016-01-02 13:15:00,16.0,79.0,1
None,1.3, None,0.0,7.3, None,2016-01-02 13:30:00,40.0,77.0,1
None,1.4, None,0.0,5.7, None,2016-01-02 13:45:00,34.0,78.0,1
None,1.6, 0.0,0.0,5.4, None,2016-01-02 14:00:00,25.0,80.0,1
None,1.0, None,0.0,5.2, None,2016-01-02 14:15:00,32.0,82.0,1
None,0.7, None,0.0,6.2, None,2016-01-02 14:30:00,15.0,82.0,1
None,0.7, None,0.0,6.0, None,2016-01-02 14:45:00,17.0,81.0,1
None,0.7, 1.0,0.0,6.3, None,2016-01-02 15:00:00,34.0,78.0,1
None,0.4, None,0.0,9.0, None,2016-01-02 15:15:00,34.0,82.0,1
None,0.1, None,0.0,9.5, None,2016-01-02 15:30:00,36.0,83.0,1
None,-0.1, None,0.0,9.5, None,2016-01-02 15:45:00,38.0,81.0,1
None,-0.1, 0.0,0.0,5.0, None,2016-01-02 16:00:00,39.0,77.0,1
None,-0.4, None,0.0,4.6, None,2016-01-02 16:15:00,37.0,79.0,1
None,-0.7, None,0.0,6.3, None,2016-01-02 16:30:00,23.0,81.0,1
None,-1.0, None,0.0,5.4, None,2016-01-02 16:45:00,39.0,77.0,1
None,-1.4, 0.0,0.0,4.4, None,2016-01-02 17:00:00,54.0,82.0,1
None,-1.7, None,0.0,5.5, None,2016-01-02 17:15:00,39.0,83.0,1
None,-1.4, None,0.0,4.6, None,2016-01-02 17:30:00,20.0,84.0,1
None,-1.6, None,0.0,5.5, None,2016-01-02 17:45:00,25.0,79.0,1
None,-1.6, -1.0,0.0,5.2, None,2016-01-02 18:00:00,58.0,81.0,1
None,-1.5, None,0.0,6.7, None,2016-01-02 18:15:00,76.0,84.0,1
None,-1.7, None,0.0,7.0, None,2016-01-02 18:30:00,56.0,80.0,1
None,-1.8, None,0.0,6.2, None,2016-01-02 18:45:00,67.0,81.0,1
None,-1.6, -1.0,0.0,7.9, None,2016-01-02 19:00:00,75.0,79.0,1
None,-1.3, None,0.0,9.9, None,2016-01-02 19:15:00,69.0,76.0,1
None,-1.5, None,0.0,8.5, None,2016-01-02 19:30:00,62.0,82.0,1
None,-1.8, None,0.0,6.3, None,2016-01-02 19:45:00,79.0,85.0,1
None,-2.1, 0.0,0.0,6.6, None,2016-01-02 20:00:00,74.0,83.0,1
None,-1.9, None,0.0,8.6, None,2016-01-02 20:15:00,78.0,85.0,1
None,-1.9, None,0.0,7.9, None,2016-01-02 20:30:00,67.0,86.0,1
None,-2.0, None,0.0,7.5, None,2016-01-02 20:45:00,72.0,88.0,1
None,-2.1, 0.0,0.0,8.0, None,2016-01-02 21:00:00,73.0,86.0,1
None,-2.1, None,0.0,8.8, None,2016-01-02 21:15:00,62.0,88.0,1
None,-2.3, None,0.0,10.2, None,2016-01-02 21:30:00,57.0,92.0,1
None,-2.3, None,0.0,9.7, None,2016-01-02 21:45:00,57.0,91.0,1
None,-2.4, 0.0,0.0,10.4, None,2016-01-02 22:00:00,56.0,93.0,1
None,-2.7, None,0.0,11.4, None,2016-01-02 22:15:00,48.0,96.0,1
None,-2.9, None,0.0,11.3, None,2016-01-02 22:30:00,53.0,97.0,1
None,-3.0, None,0.0,11.6, None,2016-01-02 22:45:00,51.0,97.0,1
None,-2.9, 0.0,0.0,11.1, None,2016-01-02 23:00:00,51.0,97.0,1
None,-2.9, None,0.0,10.5, None,2016-01-02 23:15:00,57.0,97.0,1
None,-2.9, None,0.0,10.2, None,2016-01-02 23:30:00,49.0,98.0,1
None,-2.8, None,0.0,11.1, None,2016-01-02 23:45:00,57.0,97.0,1
None,-2.8, 0.0,0.0,9.7, None,2016-01-03 00:00:00,53.0,97.0,1
None,-2.8, None,0.0,11.4, None,2016-01-03 00:15:00,55.0,97.0,1
None,-2.9, None,0.0,11.1, None,2016-01-03 00:30:00,55.0,97.0,1
None,-3.1, None,0.0,10.5, None,2016-01-03 00:45:00,48.0,98.0,1
None,-3.3, 0.0,0.0,10.9, None,2016-01-03 01:00:00,45.0,98.0,1
None,-3.3, None,0.0,9.5, None,2016-01-03 01:15:00,49.0,98.0,1
None,-3.3, None,0.0,8.6, None,2016-01-03 01:30:00,50.0,96.0,1
None,-3.5, None,0.0,6.5, None,2016-01-03 01:45:00,62.0,97.0,1
None,-3.6, 0.0,0.0,7.5, None,2016-01-03 02:00:00,55.0,98.0,1
None,-3.3, None,0.0,9.8, None,2016-01-03 02:15:00,50.0,95.0,1
None,-3.3, None,0.0,8.8, None,2016-01-03 02:30:00,51.0,96.0,1
None,-3.5, None,0.0,5.5, None,2016-01-03 02:45:00,59.0,97.0,1
None,-3.6, 0.0,0.0,8.8, None,2016-01-03 03:00:00,31.0,97.0,1
None,-3.8, None,0.0,8.2, None,2016-01-03 03:15:00,46.0,96.0,1
None,-3.8, None,0.0,8.4, None,2016-01-03 03:30:00,41.0,96.0,1
None,-3.4, None,0.0,10.6, None,2016-01-03 03:45:00,37.0,94.0,1
None,-3.2, 0.0,0.0,10.1, None,2016-01-03 04:00:00,29.0,93.0,1
None,-3.2, None,0.0,9.6, None,2016-01-03 04:15:00,31.0,94.0,1
None,-3.2, None,0.0,10.5, None,2016-01-03 04:30:00,35.0,93.0,1
None,-3.2, None,0.0,11.6, None,2016-01-03 04:45:00,35.0,93.0,1
None,-3.3, 0.0,0.0,9.7, None,2016-01-03 05:00:00,33.0,94.0,1
None,-3.3, None,0.0,11.4, None,2016-01-03 05:15:00,38.0,96.0,1
None,-3.4, None,0.0,10.8, None,2016-01-03 05:30:00,27.0,96.0,1
None,-3.5, None,0.0,11.3, None,2016-01-03 05:45:00,29.0,97.0,1
None,-3.7, 0.0,0.0,9.3, None,2016-01-03 06:00:00,31.0,96.0,1
None,-3.9, None,0.0,8.8, None,2016-01-03 06:15:00,25.0,96.0,1
None,-4.2, None,0.0,8.9, None,2016-01-03 06:30:00,25.0,98.0,1
None,-4.2, None,0.0,9.4, None,2016-01-03 06:45:00,24.0,98.0,1
None,-4.1, -1.0,0.0,7.5, None,2016-01-03 07:00:00,31.0,97.0,1
None,-4.1, None,0.0,8.8, None,2016-01-03 07:15:00,34.0,97.0,1
None,-4.2, None,0.0,8.2, None,2016-01-03 07:30:00,31.0,97.0,1
None,-3.9, None,0.0,9.6, None,2016-01-03 07:45:00,34.0,97.0,1
None,-3.8, 0.0,0.0,11.3, None,2016-01-03 08:00:00,32.0,97.0,1
None,-3.5, None,0.0,13.5, None,2016-01-03 08:15:00,35.0,97.0,1
None,-3.5, None,0.0,13.0, None,2016-01-03 08:30:00,39.0,98.0,1
None,-3.4, None,0.0,12.9, None,2016-01-03 08:45:00,34.0,97.0,1
None,-3.5, 0.0,0.0,10.0, None,2016-01-03 09:00:00,32.0,97.0,1
None,-3.4, None,0.0,8.7, None,2016-01-03 09:15:00,34.0,96.0,1
None,-3.2, None,0.0,9.2, None,2016-01-03 09:30:00,35.0,95.0,1
None,-3.1, None,0.0,8.5, None,2016-01-03 09:45:00,38.0,94.0,1
None,-2.9, 1.0,0.0,8.5, None,2016-01-03 10:00:00,33.0,93.0,1
None,-2.8, None,0.0,9.9, None,2016-01-03 10:15:00,18.0,94.0,1
None,-2.5, None,0.0,10.5, None,2016-01-03 10:30:00,26.0,94.0,1
None,-2.3, None,0.0,10.3, None,2016-01-03 10:45:00,16.0,94.0,1
None,-2.2, 0.0,0.0,9.8, None,2016-01-03 11:00:00,15.0,95.0,1
None,-2.0, None,0.0,10.0, None,2016-01-03 11:15:00,27.0,93.0,1
None,-1.8, None,0.0,10.2, None,2016-01-03 11:30:00,19.0,93.0,1
None,-1.6, None,0.0,9.6, None,2016-01-03 11:45:00,30.0,92.0,1
None,-1.2, -1.0,0.0,8.9, None,2016-01-03 12:00:00,30.0,90.0,1
None,-1.0, None,0.0,9.2, None,2016-01-03 12:15:00,33.0,90.0,1
None,-0.9, None,0.0,10.0, None,2016-01-03 12:30:00,37.0,89.0,1
None,-0.6, None,0.0,8.2, None,2016-01-03 12:45:00,39.0,88.0,1
None,-0.2, 2.0,0.0,7.6, None,2016-01-03 13:00:00,39.0,85.0,1
None,-0.1, None,0.0,7.1, None,2016-01-03 13:15:00,43.0,82.0,1
None,0.1, None,0.0,6.7, None,2016-01-03 13:30:00,52.0,83.0,1
None,0.1, None,0.0,6.1, None,2016-01-03 13:45:00,44.0,82.0,1
None,0.8, 0.0,0.0,4.9, None,2016-01-03 14:00:00,76.0,74.0,1
None,0.5, None,0.0,3.8, None,2016-01-03 14:15:00,86.0,76.0,1
None,0.2, None,0.0,5.6, None,2016-01-03 14:30:00,48.0,77.0,1
None,0.2, None,0.0,7.2, None,2016-01-03 14:45:00,48.0,77.0,1
None,0.0, 1.0,0.0,6.4, None,2016-01-03 15:00:00,55.0,83.0,1
None,0.0, None,0.0,6.7, None,2016-01-03 15:15:00,46.0,82.0,1
None,0.2, None,0.0,5.2, None,2016-01-03 15:30:00,76.0,85.0,1
None,-0.2, None,0.0,7.1, None,2016-01-03 15:45:00,54.0,90.0,1
None,-0.5, 0.0,0.0,5.4, None,2016-01-03 16:00:00,82.0,91.0,1
None,-0.7, None,0.0,7.4, None,2016-01-03 16:15:00,79.0,91.0,1
None,-0.8, None,0.0,5.8, None,2016-01-03 16:30:00,96.0,92.0,1
None,-0.9, None,0.0,3.1, None,2016-01-03 16:45:00,66.0,94.0,1
None,-1.0, -1.0,0.0,4.6, None,2016-01-03 17:00:00,107.0,96.0,1
None,-1.0, None,0.0,6.0, None,2016-01-03 17:15:00,40.0,96.0,1
None,-1.0, None,0.0,5.5, None,2016-01-03 17:30:00,44.0,96.0,1
None,-1.0, None,0.0,4.1, None,2016-01-03 17:45:00,25.0,97.0,1
None,-1.0, 1.0,0.0,5.0, None,2016-01-03 18:00:00,11.0,97.0,1
None,-1.0, None,0.0,4.1, None,2016-01-03 18:15:00,22.0,97.0,1
None,-1.0, None,0.0,4.5, None,2016-01-03 18:30:00,1.0,97.0,1
None,-1.1, None,0.0,3.4, None,2016-01-03 18:45:00,3.0,98.0,1
None,-1.2, 0.0,0.0,4.5, None,2016-01-03 19:00:00,14.0,98.0,1
None,-1.3, None,0.0,7.1, None,2016-01-03 19:15:00,16.0,98.0,1
None,-1.4, None,0.0,4.8, None,2016-01-03 19:30:00,20.0,98.0,1
None,-1.4, None,0.0,6.4, None,2016-01-03 19:45:00,17.0,99.0,1
None,-1.4, -1.0,0.0,5.1, None,2016-01-03 20:00:00,357.0,98.0,1
None,-1.4, None,0.0,6.9, None,2016-01-03 20:15:00,356.0,99.0,1
None,-1.5, None,0.0,6.1, None,2016-01-03 20:30:00,5.0,99.0,1
None,-1.5, None,0.0,6.2, None,2016-01-03 20:45:00,357.0,100.0,1
None,-1.5, 0.0,0.0,7.8, None,2016-01-03 21:00:00,3.0,100.0,1
None,-1.5, None,0.0,5.4, None,2016-01-03 21:15:00,358.0,100.0,1
None,-1.5, None,0.0,6.5, None,2016-01-03 21:30:00,9.0,100.0,1
None,-1.4, None,0.0,5.2, None,2016-01-03 21:45:00,9.0,100.0,1
None,-1.4, 0.0,0.0,5.9, None,2016-01-03 22:00:00,2.0,100.0,1
None,-1.5, None,0.0,5.8, None,2016-01-03 22:15:00,14.0,100.0,1
None,-1.5, None,0.0,5.3, None,2016-01-03 22:30:00,13.0,100.0,1
None,-1.5, None,0.0,6.1, None,2016-01-03 22:45:00,14.0,100.0,1
None,-1.5, 0.0,0.0,6.2, None,2016-01-03 23:00:00,20.0,100.0,1
None,-1.4, None,0.0,6.5, None,2016-01-03 23:15:00,14.0,100.0,1
None,-1.4, None,0.0,5.0, None,2016-01-03 23:30:00,19.0,100.0,1
None,-1.4, None,0.0,5.2, None,2016-01-03 23:45:00,19.0,100.0,1
None,-1.4, 0.0,0.0,5.5, None,2016-01-04 00:00:00,16.0,100.0,1
None,-1.4, None,0.0,5.0, None,2016-01-04 00:15:00,27.0,100.0,1
None,-1.4, None,0.0,5.3, None,2016-01-04 00:30:00,17.0,100.0,1
None,-1.4, None,0.0,4.6, None,2016-01-04 00:45:00,17.0,100.0,1
None,-1.4, 1.0,0.0,4.1, None,2016-01-04 01:00:00,18.0,100.0,1
None,-1.3, None,0.0,4.1, None,2016-01-04 01:15:00,34.0,100.0,1
None,-1.2, None,0.0,3.1, None,2016-01-04 01:30:00,47.0,100.0,1
None,-1.2, None,0.0,3.9, None,2016-01-04 01:45:00,8.0,100.0,1
None,-1.3, 0.0,0.0,3.7, None,2016-01-04 02:00:00,6.0,100.0,1
None,-1.3, None,0.0,5.9, None,2016-01-04 02:15:00,13.0,100.0,1
None,-1.4, None,0.0,4.5, None,2016-01-04 02:30:00,25.0,100.0,1
None,-1.4, None,0.0,5.4, None,2016-01-04 02:45:00,5.0,100.0,1
None,-1.4, 0.0,0.0,5.5, None,2016-01-04 03:00:00,15.0,100.0,1
None,-1.3, None,0.0,6.2, None,2016-01-04 03:15:00,11.0,100.0,1
None,-1.3, None,0.0,6.1, None,2016-01-04 03:30:00,11.0,100.0,1
None,-1.3, None,0.0,4.9, None,2016-01-04 03:45:00,24.0,100.0,1
None,-1.3, 0.0,0.0,5.5, None,2016-01-04 04:00:00,13.0,100.0,1
None,-1.3, None,0.0,5.2, None,2016-01-04 04:15:00,7.0,100.0,1
None,-1.4, None,0.0,5.8, None,2016-01-04 04:30:00,354.0,100.0,1
None,-1.4, None,0.0,5.2, None,2016-01-04 04:45:00,6.0,100.0,1
None,-1.3, 0.0,0.0,5.1, None,2016-01-04 05:00:00,3.0,100.0,1
None,-1.3, None,0.0,6.2, None,2016-01-04 05:15:00,42.0,100.0,1
None,-1.3, None,0.0,5.3, None,2016-01-04 05:30:00,38.0,100.0,1
None,-1.2, None,0.0,6.3, None,2016-01-04 05:45:00,27.0,100.0,1
None,-1.2, 0.0,0.0,5.5, None,2016-01-04 06:00:00,22.0,100.0,1
None,-1.2, None,0.0,5.3, None,2016-01-04 06:15:00,19.0,100.0,1
None,-1.2, None,0.0,6.0, None,2016-01-04 06:30:00,17.0,100.0,1
None,-1.2, None,0.0,5.0, None,2016-01-04 06:45:00,24.0,100.0,1
None,-1.2, 0.0,0.0,3.4, None,2016-01-04 07:00:00,17.0,100.0,1
None,-1.2, None,0.0,3.1, None,2016-01-04 07:15:00,352.0,100.0,1
None,-1.2, None,0.0,3.0, None,2016-01-04 07:30:00,342.0,100.0,1
None,-1.3, None,0.0,2.3, None,2016-01-04 07:45:00,330.0,100.0,1
None,-1.3, 0.0,0.0,2.2, None,2016-01-04 08:00:00,305.0,100.0,1
None,-1.3, None,0.0,4.2, None,2016-01-04 08:15:00,338.0,100.0,1
None,-1.2, None,0.0,3.1, None,2016-01-04 08:30:00,320.0,100.0,1
None,-1.2, None,0.0,5.5, None,2016-01-04 08:45:00,337.0,100.0,1
None,-1.1, 1.0,0.0,3.0, None,2016-01-04 09:00:00,322.0,100.0,1
