WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, None,4.24, None, 80.8,2017-01-01 00:00:00, None, -4.552,1
None, None,4.458, None, 83.2,2017-01-01 01:00:00, None, -5.14,1
None, None,4.618, None, 82.8,2017-01-01 02:00:00, None, -5.528,1
None, None,4.841, None, 75.5,2017-01-01 03:00:00, None, -5.653,1
None, None,4.069, None, 72.5,2017-01-01 04:00:00, None, -6.199,1
None, None,4.122, None, 69.86,2017-01-01 05:00:00, None, -6.68,1
None, None,3.243, None, 69.58,2017-01-01 06:00:00, None, -7.26,1
None, None,4.046, None, 70.5,2017-01-01 07:00:00, None, -7.87,1
None, None,2.658, None, 69.4,2017-01-01 08:00:00, None, -8.38,1
None, None,3.029, None, 68.1,2017-01-01 09:00:00, None, -8.76,1
None, None,3.113, None, 68.5,2017-01-01 10:00:00, None, -9.05,1
None, None,3.408, None, 66.98,2017-01-01 11:00:00, None, -8.4,1
None, None,3.45, None, 62.23,2017-01-01 12:00:00, None, -7.59,1
None, None,3.916, None, 60.01,2017-01-01 13:00:00, None, -6.922,1
None, None,4.455, None, 59.31,2017-01-01 14:00:00, None, -6.565,1
None, None,4.369, None, 58.59,2017-01-01 15:00:00, None, -6.515,1
None, None,3.248, None, 59.08,2017-01-01 16:00:00, None, -6.889,1
None, None,2.702, None, 59.91,2017-01-01 17:00:00, None, -7.42,1
None, None,2.402, None, 63.4,2017-01-01 18:00:00, None, -8.39,1
None, None,1.504, None, 69.04,2017-01-01 19:00:00, None, -9.73,1
None, None,1.514, None, 70.6,2017-01-01 20:00:00, None, -10.46,1
None, None,1.797, None, 70.7,2017-01-01 21:00:00, None, -10.83,1
None, None,1.092, None, 72.8,2017-01-01 22:00:00, None, -11.19,1
None, None,0.423999, None, 75.9,2017-01-01 23:00:00, None, -11.92,1
None, None,0.515999, None, 78.7,2017-01-02 00:00:00, None, -13.29,1
None, None,0.122, None, 82.8,2017-01-02 01:00:00, None, -17.96,1
None, None,1.075, None, 84.6,2017-01-02 02:00:00, None, -20.54,1
None, None,0.446999, None, 83.9,2017-01-02 03:00:00, None, -21.63,1
None, None,0.654999, None, 83.3,2017-01-02 04:00:00, None, -22.68,1
None, None,0.458999, None, 81.9,2017-01-02 05:00:00, None, -23.31,1
None, None,0.254999, None, 80.9,2017-01-02 06:00:00, None, -24.21,1
None, None,0.155, None, 80.2,2017-01-02 07:00:00, None, -24.67,1
None, None,0.259999, None, 80.0,2017-01-02 08:00:00, None, -24.83,1
None, None,0.296, None, 79.2,2017-01-02 09:00:00, None, -25.15,1
None, None,0.922999, None, 79.3,2017-01-02 10:00:00, None, -25.06,1
None, None,0.848999, None, 79.0,2017-01-02 11:00:00, None, -23.94,1
None, None,0.307999, None, 78.0,2017-01-02 12:00:00, None, -21.69,1
None, None,0.67, None, 73.2,2017-01-02 13:00:00, None, -20.18,1
None, None,0.342999, None, 69.59,2017-01-02 14:00:00, None, -18.18,1
None, None,0.202998, None, 70.2,2017-01-02 15:00:00, None, -17.99,1
None, None,0.266, None, 77.4,2017-01-02 16:00:00, None, -19.23,1
None, None,0.211998, None, 82.0,2017-01-02 17:00:00, None, -20.1,1
None, None,0.101998, None, 84.2,2017-01-02 18:00:00, None, -21.36,1
None, None,0.342999, None, 83.4,2017-01-02 19:00:00, None, -22.44,1
