station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, -1.58, 83.5, None, None, 60.06, 2.223, 293.1, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 10:00:00, None, None
None, 1.74, 67.27, None, None, 69.32, 3.982, 320.1, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 11:00:00, None, None
None, 4.281, 53.81, None, None, 43.01, 5.172, 8.6, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 12:00:00, None, None
None, 5.085, 49.47, None, None, 29.46, 11.82, 360.0, None, None, None, None, -5.0, None, None, None, None, 2019-11-22 13:00:00, None, None
None, 3.998, 57.16, None, None, 36.8, 5.827, 24.57, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 14:00:00, None, None
None, 4.961, 48.71, None, None, 37.14, 7.461, 13.93, None, None, None, None, -5.0, None, None, None, None, 2019-11-22 15:00:00, None, None
None, 4.435, 50.3, None, None, 29.32, 10.1, 3.687, None, None, None, None, -5.0, None, None, None, None, 2019-11-22 16:00:00, None, None
None, 3.691, 54.72, None, None, 32.33, 9.53, 14.07, None, None, None, None, -5.0, None, None, None, None, 2019-11-22 17:00:00, None, None
None, 2.363, 62.51, None, None, 31.61, 11.0, 14.83, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 18:00:00, None, None
None, 1.867, 66.35, None, None, 28.42, 8.93, 28.7, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 19:00:00, None, None
None, 2.541, 61.94, None, None, 39.48, 6.574, 27.4, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 20:00:00, None, None
None, 3.311, 56.94, None, None, 35.74, 14.66, 8.53, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 21:00:00, None, None
None, 2.279, 60.99, None, None, 32.49, 10.19, 30.11, None, None, None, None, -4.0, None, None, None, None, 2019-11-22 22:00:00, None, None
None, 2.7, 68.85, None, None, 45.35, 7.669, 59.92, None, None, None, None, -3.0, None, None, None, None, 2019-11-22 23:00:00, None, None
None, 2.823, 66.75, None, None, 48.57, 6.156, 73.24, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 00:00:00, None, None
None, 2.803, 64.74, None, None, 43.94, 7.09, 19.6, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 01:00:00, None, None
None, 2.295, 67.15, None, None, 52.55, 6.173, 32.83, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 02:00:00, None, None
None, 3.204, 61.89, None, None, 50.71, 4.824, 48.27, None, None, None, None, -4.0, None, None, None, None, 2019-11-23 03:00:00, None, None
None, 3.374, 62.06, None, None, 45.81, 6.83, 36.09, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 04:00:00, None, None
None, 3.164, 65.17, None, None, 33.69, 6.492, 18.69, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 05:00:00, None, None
None, 3.196, 65.8, None, None, 48.03, 4.583, 29.86, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 06:00:00, None, None
None, 3.592, 64.32, None, None, 34.7, 7.883, 20.24, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 07:00:00, None, None
None, 3.902, 62.86, None, None, 36.05, 7.375, 26.33, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 08:00:00, None, None
None, 3.546, 64.59, None, None, 42.41, 7.273, 34.23, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 09:00:00, None, None
None, 4.046, 61.46, None, None, 41.93, 7.987, 17.73, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 10:00:00, None, None
None, 4.748, 59.3, None, None, 27.36, 12.99, 348.4, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 11:00:00, None, None
None, 5.006, 58.25, None, None, 31.69, 13.07, 351.5, None, None, None, None, -3.0, None, None, None, None, 2019-11-23 12:00:00, None, None
None, 4.486, 63.55, None, None, 26.8, 17.46, 353.4, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 13:00:00, None, None
None, 3.391, 71.16, None, None, 29.45, 10.87, 2.562, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 14:00:00, None, None
None, 2.966, 73.44, None, None, 31.18, 13.07, 7.475, None, None, None, None, -1.0, None, None, None, None, 2019-11-23 15:00:00, None, None
None, 3.366, 69.52, None, None, 30.72, 12.96, 359.1, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 16:00:00, None, None
None, 3.739, 65.46, None, None, 32.28, 12.1, 0.285, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 17:00:00, None, None
None, 3.013, 74.29, None, None, 29.6, 11.16, 6.502, None, None, None, None, -1.0, None, None, None, None, 2019-11-23 18:00:00, None, None
None, 3.168, 72.54, None, None, 33.09, 9.38, 351.1, None, None, None, None, -1.0, None, None, None, None, 2019-11-23 19:00:00, None, None
None, 3.743, 67.75, None, None, 62.46, 3.878, 24.46, None, None, None, None, -2.0, None, None, None, None, 2019-11-23 20:00:00, None, None
None, 3.287, 72.77, None, None, 51.84, 6.771, 346.5, None, None, None, None, -1.0, None, None, None, None, 2019-11-23 21:00:00, None, None
None, 2.272, 85.4, None, None, 31.92, 9.31, 343.4, None, None, None, None, 0.0, None, None, None, None, 2019-11-23 22:00:00, None, None
None, 2.22, 84.8, None, None, 28.0, 8.81, 335.0, None, None, None, None, 0.0, None, None, None, None, 2019-11-23 23:00:00, None, None
None, 1.986, 89.0, None, None, 75.05, 3.258, 345.5, None, None, None, None, 0.0, None, None, None, None, 2019-11-24 00:00:00, None, None
None, 1.443, 93.7, None, None, 52.04, 5.208, 39.44, None, None, None, None, 1.0, None, None, None, None, 2019-11-24 01:00:00, None, None
None, 1.324, 93.6, None, None, 41.25, 4.158, 25.59, None, None, None, None, 0.0, None, None, None, None, 2019-11-24 02:00:00, None, None
None, 0.713, 93.0, None, None, 40.93, 9.69, 16.37, None, None, None, None, 0.0, None, None, None, None, 2019-11-24 03:00:00, None, None
None, 0.491, 90.3, None, None, 33.51, 8.27, 14.81, None, None, None, None, -1.0, None, None, None, None, 2019-11-24 04:00:00, None, None
None, 0.352, 85.8, None, None, 37.26, 8.17, 17.28, None, None, None, None, -2.0, None, None, None, None, 2019-11-24 05:00:00, None, None
None, 0.328, 80.8, None, None, 40.77, 6.792, 19.04, None, None, None, None, -2.0, None, None, None, None, 2019-11-24 06:00:00, None, None
None, -0.053, 86.7, None, None, 31.43, 9.14, 18.52, None, None, None, None, -2.0, None, None, None, None, 2019-11-24 07:00:00, None, None
None, 0.276, 81.0, None, None, 41.11, 5.375, 23.88, None, None, None, None, -3.0, None, None, None, None, 2019-11-24 10:00:00, None, None
None, 0.971, 75.47, None, None, 42.23, 5.726, 26.01, None, None, None, None, -3.0, None, None, None, None, 2019-11-24 11:00:00, None, None
None, 1.335, 69.37, None, None, 35.0, 6.588, 16.96, None, None, None, None, -4.0, None, None, None, None, 2019-11-24 12:00:00, None, None
None, 1.316, 65.7, None, None, 36.86, 7.966, 10.94, None, None, None, None, -5.0, None, None, None, None, 2019-11-24 13:00:00, None, None
None, 1.328, 65.02, None, None, 36.92, 6.288, 13.97, None, None, None, None, -5.0, None, None, None, None, 2019-11-24 14:00:00, None, None
None, 0.971, 68.21, None, None, 28.14, 7.451, 3.775, None, None, None, None, -4.0, None, None, None, None, 2019-11-24 15:00:00, None, None
None, 0.78, 67.5, None, None, 48.38, 4.724, 7.222, None, None, None, None, -4.0, None, None, None, None, 2019-11-24 16:00:00, None, None
None, -0.132, 77.68, None, None, 53.87, 3.621, 24.85, None, None, None, None, -3.0, None, None, None, None, 2019-11-24 17:00:00, None, None
None, -0.56, 76.66, None, None, 52.42, 2.816, 41.21, None, None, None, None, -3.0, None, None, None, None, 2019-11-24 18:00:00, None, None
None, 0.023, 70.1, None, None, 75.81, 3.76, 130.9, None, None, None, None, -5.0, None, None, None, None, 2019-11-24 19:00:00, None, None
None, -1.326, 78.41, None, None, 69.13, 3.483, 15.72, None, None, None, None, -4.0, None, None, None, None, 2019-11-24 20:00:00, None, None
None, -2.013, 83.9, None, None, 72.95, 1.779, 280.0, None, None, None, None, -4.0, None, None, None, None, 2019-11-24 21:00:00, None, None
None, -2.312, 88.4, None, None, 52.24, 0.774, 302.8, None, None, None, None, -4.0, None, None, None, None, 2019-11-24 22:00:00, None, None
None, -2.206, 90.7, None, None, 75.57, 2.496, 238.8, None, None, None, None, -3.0, None, None, None, None, 2019-11-24 23:00:00, None, None
None, -2.322, 91.3, None, None, 46.6, 3.622, 25.74, None, None, None, None, -4.0, None, None, None, None, 2019-11-25 00:00:00, None, None
None, -2.533, 92.9, None, None, 27.21, 7.006, 356.2, None, None, None, None, -3.0, None, None, None, None, 2019-11-25 01:00:00, None, None
None, -2.706, 92.6, None, None, 30.07, 5.066, 4.328, None, None, None, None, -3.0, None, None, None, None, 2019-11-25 02:00:00, None, None
None, -2.807, 94.0, None, None, 25.2, 4.606, 10.23, None, None, None, None, -4.0, None, None, None, None, 2019-11-25 03:00:00, None, None
None, -3.112, 91.6, None, None, 38.93, 6.673, 0.861, None, None, None, None, -4.0, None, None, None, None, 2019-11-25 04:00:00, None, None
None, -3.688, 91.2, None, None, 26.55, 6.393, 8.45, None, None, None, None, -5.0, None, None, None, None, 2019-11-25 05:00:00, None, None
None, -3.879, 91.9, None, None, 32.5, 4.512, 345.6, None, None, None, None, -5.0, None, None, None, None, 2019-11-25 06:00:00, None, None
None, -4.731, 90.6, None, None, 20.33, 7.043, 353.2, None, None, None, None, -6.0, None, None, None, None, 2019-11-25 07:00:00, None, None
None, -5.076, 91.4, None, None, 21.81, 6.0, 1.456, None, None, None, None, -6.0, None, None, None, None, 2019-11-25 08:00:00, None, None
None, -3.999, 90.7, None, None, 50.77, 2.697, 338.2, None, None, None, None, -5.0, None, None, None, None, 2019-11-25 09:00:00, None, None
None, -3.215, 86.6, None, None, 22.77, 8.5, 4.312, None, None, None, None, -5.0, None, None, None, None, 2019-11-25 10:00:00, None, None
None, -3.031, 78.97, None, None, 48.32, 6.717, 358.5, None, None, None, None, -6.0, None, None, None, None, 2019-11-25 11:00:00, None, None
None, -2.643, 78.19, None, None, 47.81, 4.783, 359.6, None, None, None, None, -6.0, None, None, None, None, 2019-11-25 12:00:00, None, None
None, -2.547, 78.82, None, None, 23.06, 5.972, 6.657, None, None, None, None, -6.0, None, None, None, None, 2019-11-25 13:00:00, None, None
None, -2.571, 78.58, None, None, 25.41, 4.405, 17.54, None, None, None, None, -5.0, None, None, None, None, 2019-11-25 14:00:00, None, None
None, -2.809, 77.98, None, None, 23.88, 6.581, 2.79, None, None, None, None, -5.0, None, None, None, None, 2019-11-25 15:00:00, None, None
None, -3.081, 81.1, None, None, 21.36, 6.192, 4.153, None, None, None, None, -6.0, None, None, None, None, 2019-11-25 16:00:00, None, None
None, -3.746, 86.4, None, None, 19.66, 3.934, 343.5, None, None, None, None, -5.0, None, None, None, None, 2019-11-25 17:00:00, None, None
None, -4.855, 88.8, None, None, 30.41, 2.701, 344.2, None, None, None, None, -6.0, None, None, None, None, 2019-11-25 18:00:00, None, None
None, -5.751, 87.1, None, None, 31.21, 3.715, 326.7, None, None, None, None, -7.0, None, None, None, None, 2019-11-25 19:00:00, None, None
None, -7.139, 90.2, None, None, 52.42, 1.081, 181.7, None, None, None, None, -8.0, None, None, None, None, 2019-11-25 20:00:00, None, None
None, -6.401, 87.6, None, None, 62.25, 0.557, 315.8, None, None, None, None, -8.0, None, None, None, None, 2019-11-25 21:00:00, None, None
None, -6.246, 91.4, None, None, 77.78, 1.665, 270.0, None, None, None, None, -7.0, None, None, None, None, 2019-11-25 22:00:00, None, None
None, -7.726, 87.3, None, None, 30.1, 1.574, 316.2, None, None, None, None, -9.0, None, None, None, None, 2019-11-26 00:00:00, None, None
None, -8.81, 89.7, None, None, 60.74, 0.691, 211.3, None, None, None, None, -10.0, None, None, None, None, 2019-11-26 01:00:00, None, None
None, -8.9, 85.6, None, None, 48.31, 0.564, 277.4, None, None, None, None, -11.0, None, None, None, None, 2019-11-26 02:00:00, None, None
None, -9.11, 78.97, None, None, 27.57, 1.627, 304.9, None, None, None, None, -12.0, None, None, None, None, 2019-11-26 03:00:00, None, None
None, -9.33, 85.8, None, None, 31.69, 0.364, 226.0, None, None, None, None, -11.0, None, None, None, None, 2019-11-26 04:00:00, None, None
None, -9.71, 81.6, None, None, 34.14, 0.983, 309.3, None, None, None, None, -12.0, None, None, None, None, 2019-11-26 05:00:00, None, None
None, -10.0, 80.8, None, None, 40.29, 0.926, 301.1, None, None, None, None, -12.0, None, None, None, None, 2019-11-26 06:00:00, None, None
None, -10.31, 82.2, None, None, 48.98, 1.03, 292.6, None, None, None, None, -12.0, None, None, None, None, 2019-11-26 07:00:00, None, None
None, -11.61, 84.0, None, None, 70.15, 1.306, 281.8, None, None, None, None, -14.0, None, None, None, None, 2019-11-26 08:00:00, None, None
None, -11.12, 86.4, None, None, 28.51, 0.894, 174.4, None, None, None, None, -13.0, None, None, None, None, 2019-11-26 09:00:00, None, None
None, -10.59, 86.0, None, None, 46.34, 0.832, 173.5, None, None, None, None, -12.0, None, None, None, None, 2019-11-26 10:00:00, None, None
None, -8.56, 78.5, None, None, 20.19, 2.212, 191.1, None, None, None, None, -11.0, None, None, None, None, 2019-11-26 11:00:00, None, None
None, -7.978, 78.63, None, None, 32.39, 1.209, 195.4, None, None, None, None, -11.0, None, None, None, None, 2019-11-26 12:00:00, None, None
None, -6.687, 73.95, None, None, 33.23, 2.896, 180.0, None, None, None, None, -10.0, None, None, None, None, 2019-11-26 13:00:00, None, None
None, -6.116, 79.15, None, None, 43.29, 1.249, 189.7, None, None, None, None, -9.0, None, None, None, None, 2019-11-26 14:00:00, None, None
None, -5.878, 79.45, None, None, 54.95, 0.372, 231.2, None, None, None, None, -8.0, None, None, None, None, 2019-11-26 15:00:00, None, None
None, -6.834, 84.3, None, None, 35.66, 1.331, 197.9, None, None, None, None, -8.0, None, None, None, None, 2019-11-26 16:00:00, None, None
None, -7.6, 74.74, None, None, 34.8, 2.624, 195.1, None, None, None, None, -11.0, None, None, None, None, 2019-11-26 17:00:00, None, None
None, -8.31, 70.29, None, None, 27.04, 4.164, 176.7, None, None, None, None, -12.0, None, None, None, None, 2019-11-26 18:00:00, None, None
None, -8.86, 61.58, None, None, 37.36, 4.637, 170.4, None, None, None, None, -14.0, None, None, None, None, 2019-11-26 19:00:00, None, None
None, -10.79, 76.61, None, None, 23.75, 3.787, 177.0, None, None, None, None, -14.0, None, None, None, None, 2019-11-26 20:00:00, None, None
None, -12.15, 81.9, None, None, 27.84, 1.558, 174.5, None, None, None, None, -14.0, None, None, None, None, 2019-11-26 21:00:00, None, None
None, -12.62, 83.7, None, None, 19.71, 1.129, 164.7, None, None, None, None, -15.0, None, None, None, None, 2019-11-26 22:00:00, None, None
None, -13.71, 84.3, None, None, 36.72, 0.528, 157.5, None, None, None, None, -16.0, None, None, None, None, 2019-11-26 23:00:00, None, None
None, -14.8, 85.6, None, None, 78.39, 0.143, 183.5, None, None, None, None, -17.0, None, None, None, None, 2019-11-27 00:00:00, None, None
None, -15.42, 84.9, None, None, 15.98, 1.869, 168.7, None, None, None, None, -17.0, None, None, None, None, 2019-11-27 01:00:00, None, None
None, -16.21, 83.2, None, None, 15.85, 3.509, 169.0, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 02:00:00, None, None
None, -16.82, 83.9, None, None, 14.1, 3.607, 166.0, None, None, None, None, -19.0, None, None, None, None, 2019-11-27 03:00:00, None, None
None, -17.35, 83.3, None, None, 13.87, 4.117, 170.7, None, None, None, None, -19.0, None, None, None, None, 2019-11-27 04:00:00, None, None
None, -17.36, 82.3, None, None, 8.67, 4.822, 168.3, None, None, None, None, -20.0, None, None, None, None, 2019-11-27 05:00:00, None, None
None, -17.13, 82.8, None, None, 10.4, 4.125, 163.1, None, None, None, None, -19.0, None, None, None, None, 2019-11-27 06:00:00, None, None
None, -16.86, 82.7, None, None, 13.3, 3.177, 168.2, None, None, None, None, -19.0, None, None, None, None, 2019-11-27 07:00:00, None, None
None, -16.17, 81.8, None, None, 17.82, 2.829, 169.2, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 08:00:00, None, None
None, -14.12, 74.3, None, None, 22.98, 3.695, 175.7, None, None, None, None, -17.0, None, None, None, None, 2019-11-27 09:00:00, None, None
None, -12.1, 58.23, None, None, 33.63, 3.817, 182.1, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 10:00:00, None, None
None, -11.7, 55.87, None, None, 32.76, 7.411, 171.4, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 11:00:00, None, None
None, -11.47, 56.35, None, None, 23.85, 7.778, 175.9, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 12:00:00, None, None
None, -12.4, 62.13, None, None, 19.99, 8.07, 180.6, None, None, None, None, -17.0, None, None, None, None, 2019-11-27 13:00:00, None, None
None, -12.65, 62.51, None, None, 18.79, 6.399, 178.8, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 14:00:00, None, None
None, -14.11, 75.76, None, None, 28.07, 2.465, 191.9, None, None, None, None, -17.0, None, None, None, None, 2019-11-27 15:00:00, None, None
None, -15.18, 78.38, None, None, 19.88, 2.249, 169.4, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 16:00:00, None, None
None, -16.12, 82.2, None, None, 14.61, 2.421, 170.6, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 18:00:00, None, None
None, -16.1, 82.8, None, None, 58.76, 0.837, 147.8, None, None, None, None, -18.0, None, None, None, None, 2019-11-27 19:00:00, None, None
None, -16.83, 83.8, None, None, 49.43, 1.324, 193.2, None, None, None, None, -19.0, None, None, None, None, 2019-11-27 20:00:00, None, None
None, -18.59, 83.2, None, None, 57.41, 0.55, 159.6, None, None, None, None, -21.0, None, None, None, None, 2019-11-27 22:00:00, None, None
None, -19.5, 82.8, None, None, 20.92, 0.642, 170.8, None, None, None, None, -21.0, None, None, None, None, 2019-11-27 23:00:00, None, None
None, -19.96, 82.4, None, None, 38.67, 0.947, 179.3, None, None, None, None, -22.0, None, None, None, None, 2019-11-28 00:00:00, None, None
None, -20.32, 82.0, None, None, 17.83, 0.9, 171.3, None, None, None, None, -22.0, None, None, None, None, 2019-11-28 01:00:00, None, None
None, -20.81, 81.2, None, None, 11.79, 0.837, 171.7, None, None, None, None, -23.0, None, None, None, None, 2019-11-28 02:00:00, None, None
None, -20.72, 81.8, None, None, 61.21, 0.511, 177.7, None, None, None, None, -23.0, None, None, None, None, 2019-11-28 03:00:00, None, None
None, -19.96, 82.1, None, None, 27.29, 0.674, 169.9, None, None, None, None, -22.0, None, None, None, None, 2019-11-28 04:00:00, None, None
None, -19.84, 81.4, None, None, 57.36, 0.62, 198.7, None, None, None, None, -22.0, None, None, None, None, 2019-11-28 05:00:00, None, None
None, -20.57, 81.2, None, None, 25.86, 1.078, 195.7, None, None, None, None, -23.0, None, None, None, None, 2019-11-28 06:00:00, None, None
None, -21.43, 80.4, None, None, 35.69, 1.004, 182.5, None, None, None, None, -24.0, None, None, None, None, 2019-11-28 07:00:00, None, None
None, -21.91, 80.3, None, None, 46.2, 1.588, 178.2, None, None, None, None, -24.0, None, None, None, None, 2019-11-28 08:00:00, None, None
None, -21.43, 80.2, None, None, 17.87, 1.363, 173.3, None, None, None, None, -23.0, None, None, None, None, 2019-11-28 09:00:00, None, None
None, -20.72, 80.4, None, None, 17.73, 1.133, 186.2, None, None, None, None, -23.0, None, None, None, None, 2019-11-28 10:00:00, None, None
None, -19.15, 80.5, None, None, 8.51, 3.468, 182.1, None, None, None, None, -22.0, None, None, None, None, 2019-11-28 11:00:00, None, None
None, -18.52, 81.8, None, None, 17.15, 1.831, 199.5, None, None, None, None, -21.0, None, None, None, None, 2019-11-28 12:00:00, None, None
None, -17.86, 82.4, None, None, 9.68, 3.014, 175.7, None, None, None, None, -20.0, None, None, None, None, 2019-11-28 13:00:00, None, None
None, -17.71, 82.3, None, None, 10.18, 3.338, 172.2, None, None, None, None, -20.0, None, None, None, None, 2019-11-28 14:00:00, None, None
None, -17.93, 82.1, None, None, 25.12, 2.294, 179.3, None, None, None, None, -20.0, None, None, None, None, 2019-11-28 15:00:00, None, None
None, -18.75, 82.3, None, None, 22.74, 1.874, 178.3, None, None, None, None, -21.0, None, None, None, None, 2019-11-28 16:00:00, None, None
None, -19.88, 81.5, None, None, 55.53, 1.021, 176.1, None, None, None, None, -22.0, None, None, None, None, 2019-11-28 17:00:00, None, None
None, -20.13, 81.6, None, None, 51.92, 1.15, 189.9, None, None, None, None, -22.0, None, None, None, None, 2019-11-28 18:00:00, None, None
None, -20.99, 81.0, None, None, 40.01, 1.056, 172.4, None, None, None, None, -23.0, None, None, None, None, 2019-11-28 19:00:00, None, None
None, -21.43, 80.9, None, None, 59.16, 0.349, 203.5, None, None, None, None, -24.0, None, None, None, None, 2019-11-28 20:00:00, None, None
None, -22.04, 79.86, None, None, 66.3, 0.233, 299.5, None, None, None, None, -24.0, None, None, None, None, 2019-11-28 21:00:00, None, None
None, -22.6, 79.33, None, None, 73.58, 0.393, 289.3, None, None, None, None, -25.0, None, None, None, None, 2019-11-28 22:00:00, None, None
None, -22.94, 79.18, None, None, 71.81, 0.213, 202.7, None, None, None, None, -25.0, None, None, None, None, 2019-11-28 23:00:00, None, None
None, -23.2, 79.07, None, None, 59.56, 0.403, 182.2, None, None, None, None, -25.0, None, None, None, None, 2019-11-29 00:00:00, None, None
None, -23.04, 78.84, None, None, 29.06, 1.291, 179.4, None, None, None, None, -26.0, None, None, None, None, 2019-11-29 01:00:00, None, None
None, -23.73, 78.9, None, None, 54.01, 0.294, 318.0, None, None, None, None, -26.0, None, None, None, None, 2019-11-29 02:00:00, None, None
None, -23.5, 79.94, None, None, 45.28, 0.348, 207.2, None, None, None, None, -26.0, None, None, None, None, 2019-11-29 03:00:00, None, None
None, -24.22, 78.4, None, None, 65.38, 0.152, 310.5, None, None, None, None, -27.0, None, None, None, None, 2019-11-29 04:00:00, None, None
None, -24.31, 78.09, None, None, 76.93, 0.611, 226.2, None, None, None, None, -27.0, None, None, None, None, 2019-11-29 05:00:00, None, None
None, -24.5, 78.43, None, None, 43.83, 0.073, 336.0, None, None, None, None, -27.0, None, None, None, None, 2019-11-29 06:00:00, None, None
None, -24.51, 78.15, None, None, 64.29, 0.068, 223.3, None, None, None, None, -27.0, None, None, None, None, 2019-11-29 07:00:00, None, None
None, -24.43, 78.67, None, None, 58.21, 0.148, 293.3, None, None, None, None, -27.0, None, None, None, None, 2019-11-29 08:00:00, None, None
None, -23.98, 78.32, None, None, 63.92, 0.26, 305.3, None, None, None, None, -26.0, None, None, None, None, 2019-11-29 09:00:00, None, None
None, -22.88, 78.89, None, None, 48.92, 0.068, 227.0, None, None, None, None, -25.0, None, None, None, None, 2019-11-29 10:00:00, None, None
None, -20.62, 80.2, None, None, 28.76, 1.13, 195.3, None, None, None, None, -23.0, None, None, None, None, 2019-11-29 11:00:00, None, None
None, -19.19, 80.8, None, None, 46.28, 0.861, 225.2, None, None, None, None, -21.0, None, None, None, None, 2019-11-29 12:00:00, None, None
None, -17.75, 82.5, None, None, 14.32, 2.522, 180.3, None, None, None, None, -20.0, None, None, None, None, 2019-11-29 13:00:00, None, None
None, -17.47, 83.0, None, None, 9.8, 3.361, 170.0, None, None, None, None, -19.0, None, None, None, None, 2019-11-29 14:00:00, None, None
None, -17.24, 82.8, None, None, 13.74, 2.723, 178.6, None, None, None, None, -19.0, None, None, None, None, 2019-11-29 15:00:00, None, None
None, -17.86, 83.3, None, None, 37.9, 2.158, 182.4, None, None, None, None, -20.0, None, None, None, None, 2019-11-29 16:00:00, None, None
None, -19.13, 82.3, None, None, 42.47, 1.557, 178.5, None, None, None, None, -21.0, None, None, None, None, 2019-11-29 17:00:00, None, None
None, -21.22, 80.3, None, None, 65.48, 0.445, 317.4, None, None, None, None, -24.0, None, None, None, None, 2019-11-29 21:00:00, None, None
None, -20.77, 81.1, None, None, 36.24, 1.241, 185.4, None, None, None, None, -23.0, None, None, None, None, 2019-11-29 22:00:00, None, None
None, -21.22, 80.9, None, None, 68.64, 1.105, 198.5, None, None, None, None, -24.0, None, None, None, None, 2019-11-29 23:00:00, None, None
