station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 1.517, 98.9, None, None, None, None, None, None, None, None, 78.68, None, None, -4.933, None, None, None, 38.51, None, None, None, None, None, 2019-12-02 18:00:00, None
None, None, None, None, 0.852, 101.9, None, None, None, None, None, None, None, None, 78.7, None, None, -5.16, None, None, None, 39.11, None, None, None, None, None, 2019-12-02 19:00:00, None
None, None, None, None, 0.0, 106.5, None, None, None, None, None, None, None, None, 78.77, None, None, -5.121, None, None, None, 33.11, None, None, None, None, None, 2019-12-02 20:00:00, None
None, None, None, None, 0.0, 86.0, None, None, None, None, None, None, None, None, 78.74, None, None, -4.578, None, None, None, 28.85, None, None, None, None, None, 2019-12-02 21:00:00, None
None, None, None, None, 0.0, 98.6, None, None, None, None, None, None, None, None, 78.6, None, None, -4.402, None, None, None, 35.6, None, None, None, None, None, 2019-12-02 22:00:00, None
None, None, None, None, 0.0, 83.1, None, None, None, None, None, None, None, None, 78.4, None, None, -4.368, None, None, None, 31.73, None, None, None, None, None, 2019-12-02 23:00:00, None
None, None, None, None, 0.0, 90.1, None, None, None, None, None, None, None, None, 78.34, None, None, -4.361, None, None, None, 28.95, None, None, None, None, None, 2019-12-03 00:00:00, None
None, None, None, None, 0.0, 92.3, None, None, None, None, None, None, None, None, 77.43, None, None, -4.34, None, None, None, 36.47, None, None, None, None, None, 2019-12-03 01:00:00, None
None, None, None, None, 0.0, 98.3, None, None, None, None, None, None, None, None, 79.48, None, None, -4.268, None, None, None, 38.31, None, None, None, None, None, 2019-12-03 02:00:00, None
None, None, None, None, 0.0, 83.6, None, None, None, None, None, None, None, None, 81.5, None, None, -3.905, None, None, None, 34.92, None, None, None, None, None, 2019-12-03 03:00:00, None
None, None, None, None, 0.0, 73.94, None, None, None, None, None, None, None, None, 82.7, None, None, -3.78, None, None, None, 39.17, None, None, None, None, None, 2019-12-03 04:00:00, None
None, None, None, None, 0.0, 71.86, None, None, None, None, None, None, None, None, 85.2, None, None, -3.67, None, None, None, 39.02, None, None, None, None, None, 2019-12-03 05:00:00, None
None, None, None, None, 0.0, 87.8, None, None, None, None, None, None, None, None, None, None, None, -3.424, None, None, None, 41.59, None, None, None, None, None, 2019-12-03 06:00:00, None
None, None, None, None, 0.0, 81.4, None, None, None, None, None, None, None, None, 86.7, None, None, -3.171, None, None, None, 40.52, None, None, None, None, None, 2019-12-03 07:00:00, None
None, None, None, None, 0.0, 84.7, None, None, None, None, None, None, None, None, 86.9, None, None, -3.0, None, None, None, 33.62, None, None, None, None, None, 2019-12-03 08:00:00, None
None, None, None, None, 0.0, 71.26, None, None, None, None, None, None, None, None, 86.7, None, None, -3.0, None, None, None, 35.57, None, None, None, None, None, 2019-12-03 09:00:00, None
None, None, None, None, 0.0, 74.23, None, None, None, None, None, None, None, None, 86.5, None, None, -2.91, None, None, None, 34.15, None, None, None, None, None, 2019-12-03 10:00:00, None
None, None, None, None, 0.704, 78.01, None, None, None, None, None, None, None, None, 86.4, None, None, -2.812, None, None, None, 32.27, None, None, None, None, None, 2019-12-03 11:00:00, None
None, None, None, None, 2.778, 78.4, None, None, None, None, None, None, None, None, 85.9, None, None, -2.357, None, None, None, 28.44, None, None, None, None, None, 2019-12-03 12:00:00, None
None, None, None, None, 2.29, 83.3, None, None, None, None, None, None, None, None, 86.3, None, None, -2.219, None, None, None, 32.93, None, None, None, None, None, 2019-12-03 13:00:00, None
None, None, None, None, 2.21, 78.88, None, None, None, None, None, None, None, None, 86.3, None, None, -2.41, None, None, None, 40.92, None, None, None, None, None, 2019-12-03 14:00:00, None
None, None, None, None, 2.276, 77.81, None, None, None, None, None, None, None, None, 86.0, None, None, -2.5, None, None, None, 30.22, None, None, None, None, None, 2019-12-03 15:00:00, None
None, None, None, None, 2.271, 76.09, None, None, None, None, None, None, None, None, 85.9, None, None, -2.516, None, None, None, 36.07, None, None, None, None, None, 2019-12-03 16:00:00, None
None, None, None, None, 1.464, 72.44, None, None, None, None, None, None, None, None, 85.8, None, None, -2.334, None, None, None, 33.58, None, None, None, None, None, 2019-12-03 17:00:00, None
None, None, None, None, 1.127, 93.7, None, None, None, None, None, None, None, None, 85.7, None, None, -2.051, None, None, None, 39.72, None, None, None, None, None, 2019-12-03 18:00:00, None
None, None, None, None, 1.523, 87.6, None, None, None, None, None, None, None, None, 85.4, None, None, -1.784, None, None, None, 38.48, None, None, None, None, None, 2019-12-03 19:00:00, None
None, None, None, None, 2.034, 79.19, None, None, None, None, None, None, None, None, 85.8, None, None, -1.84, None, None, None, 36.39, None, None, None, None, None, 2019-12-03 20:00:00, None
None, None, None, None, 1.482, 100.5, None, None, None, None, None, None, None, None, 86.2, None, None, -2.184, None, None, None, 59.56, None, None, None, None, None, 2019-12-03 21:00:00, None
None, None, None, None, 1.954, 85.5, None, None, None, None, None, None, None, None, 86.1, None, None, -2.053, None, None, None, 35.09, None, None, None, None, None, 2019-12-03 22:00:00, None
None, None, None, None, 2.221, 88.7, None, None, None, None, None, None, None, None, 86.2, None, None, -1.933, None, None, None, 36.91, None, None, None, None, None, 2019-12-03 23:00:00, None
None, None, None, None, 2.665, 85.6, None, None, None, None, None, None, None, None, 86.9, None, None, -1.571, None, None, None, 35.05, None, None, None, None, None, 2019-12-04 00:00:00, None
None, None, None, None, 2.637, 76.0, None, None, None, None, None, None, None, None, 87.8, None, None, -1.414, None, None, None, 39.37, None, None, None, None, None, 2019-12-04 01:00:00, None
None, None, None, None, 2.636, 74.11, None, None, None, None, None, None, None, None, 86.3, None, None, -1.509, None, None, None, 35.44, None, None, None, None, None, 2019-12-04 02:00:00, None
None, None, None, None, 2.502, 79.66, None, None, None, None, None, None, None, None, 89.0, None, None, -1.26, None, None, None, 41.54, None, None, None, None, None, 2019-12-04 03:00:00, None
None, None, None, None, 2.935, 83.5, None, None, None, None, None, None, None, None, 88.9, None, None, -1.223, None, None, None, 39.49, None, None, None, None, None, 2019-12-04 04:00:00, None
None, None, None, None, 2.925, 75.25, None, None, None, None, None, None, None, None, 89.7, None, None, -1.406, None, None, None, 38.18, None, None, None, None, None, 2019-12-04 05:00:00, None
None, None, None, None, 2.271, 77.26, None, None, None, None, None, None, None, None, 90.7, None, None, -1.463, None, None, None, 41.16, None, None, None, None, None, 2019-12-04 06:00:00, None
None, None, None, None, 2.622, 71.73, None, None, None, None, None, None, None, None, 92.6, None, None, -1.61, None, None, None, 38.34, None, None, None, None, None, 2019-12-04 07:00:00, None
None, None, None, None, 2.919, 72.15, None, None, None, None, None, None, None, None, 93.7, None, None, -1.55, None, None, None, 38.32, None, None, None, None, None, 2019-12-04 08:00:00, None
None, None, None, None, 3.012, 70.31, None, None, None, None, None, None, None, None, 95.0, None, None, -1.767, None, None, None, 37.87, None, None, None, None, None, 2019-12-04 09:00:00, None
None, None, None, None, 2.721, 78.38, None, None, None, None, None, None, None, None, 96.9, None, None, -1.447, None, None, None, 35.66, None, None, None, None, None, 2019-12-04 10:00:00, None
None, None, None, None, 2.976, 79.46, None, None, None, None, None, None, None, None, 97.8, None, None, -1.224, None, None, None, 39.26, None, None, None, None, None, 2019-12-04 11:00:00, None
None, None, None, None, 3.009, 75.47, None, None, None, None, None, None, None, None, 98.9, None, None, -1.451, None, None, None, 38.72, None, None, None, None, None, 2019-12-04 12:00:00, None
None, None, None, None, 2.878, 73.05, None, None, None, None, None, None, None, None, 99.6, None, None, -1.7, None, None, None, 44.41, None, None, None, None, None, 2019-12-04 13:00:00, None
None, None, None, None, 2.003, 69.75, None, None, None, None, None, None, None, None, 98.5, None, None, -1.792, None, None, None, 43.16, None, None, None, None, None, 2019-12-04 14:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, 98.4, None, None, -2.0, None, None, None, None, None, None, None, None, None, 2019-12-04 17:00:00, None
None, None, None, None, 1.294, 82.6, None, None, None, None, None, None, None, None, 98.2, None, None, -1.94, None, None, None, 32.18, None, None, None, None, None, 2019-12-04 18:00:00, None
None, None, None, None, 0.697, 79.3, None, None, None, None, None, None, None, None, 98.6, None, None, -1.89, None, None, None, 35.18, None, None, None, None, None, 2019-12-04 19:00:00, None
None, None, None, None, 0.345, 75.11, None, None, None, None, None, None, None, None, None, None, None, -1.92, None, None, None, 54.72, None, None, None, None, None, 2019-12-04 20:00:00, None
None, None, None, None, 0.155, 90.2, None, None, None, None, None, None, None, None, None, None, None, -2.09, None, None, None, 51.14, None, None, None, None, None, 2019-12-04 21:00:00, None
None, None, None, None, 0.176, 90.2, None, None, None, None, None, None, None, None, 99.5, None, None, -2.15, None, None, None, 38.48, None, None, None, None, None, 2019-12-04 22:00:00, None
None, None, None, None, 0.0, 117.1, None, None, None, None, None, None, None, None, 99.2, None, None, -2.252, None, None, None, 60.89, None, None, None, None, None, 2019-12-04 23:00:00, None
None, None, None, None, 0.0, 124.2, None, None, None, None, None, None, None, None, 94.9, None, None, -2.381, None, None, None, 52.32, None, None, None, None, None, 2019-12-05 00:00:00, None
None, None, None, None, 0.0, 139.0, None, None, None, None, None, None, None, None, None, None, None, -3.128, None, None, None, 50.53, None, None, None, None, None, 2019-12-05 01:00:00, None
None, None, None, None, 0.0, 112.3, None, None, None, None, None, None, None, None, None, None, None, -3.261, None, None, None, 23.77, None, None, None, None, None, 2019-12-05 02:00:00, None
None, None, None, None, 0.0, 109.7, None, None, None, None, None, None, None, None, None, None, None, -4.941, None, None, None, 12.57, None, None, None, None, None, 2019-12-05 03:00:00, None
None, None, None, None, 0.0, 115.7, None, None, None, None, None, None, None, None, 98.7, None, None, -5.673, None, None, None, 24.97, None, None, None, None, None, 2019-12-05 04:00:00, None
None, None, None, None, 0.0, 124.7, None, None, None, None, None, None, None, None, 98.7, None, None, -6.328, None, None, None, 10.85, None, None, None, None, None, 2019-12-05 05:00:00, None
None, None, None, None, 0.0, 116.8, None, None, None, None, None, None, None, None, None, None, None, -6.524, None, None, None, 4.636, None, None, None, None, None, 2019-12-05 06:00:00, None
None, None, None, None, 0.0, 136.0, None, None, None, None, None, None, None, None, 98.5, None, None, -5.371, None, None, None, 18.86, None, None, None, None, None, 2019-12-05 07:00:00, None
None, None, None, None, 0.0, 134.3, None, None, None, None, None, None, None, None, 98.7, None, None, -4.731, None, None, None, 24.59, None, None, None, None, None, 2019-12-05 08:00:00, None
None, None, None, None, 0.0, 128.7, None, None, None, None, None, None, None, None, 98.3, None, None, -4.937, None, None, None, 22.15, None, None, None, None, None, 2019-12-05 09:00:00, None
None, None, None, None, 0.0, 115.1, None, None, None, None, None, None, None, None, 98.6, None, None, -2.593, None, None, None, 15.34, None, None, None, None, None, 2019-12-05 10:00:00, None
None, None, None, None, 0.0, 133.1, None, None, None, None, None, None, None, None, 98.2, None, None, -1.652, None, None, None, 30.91, None, None, None, None, None, 2019-12-05 11:00:00, None
None, None, None, None, 0.0, 99.1, None, None, None, None, None, None, None, None, 98.4, None, None, -1.773, None, None, None, 36.58, None, None, None, None, None, 2019-12-05 12:00:00, None
None, None, None, None, 0.0, 83.0, None, None, None, None, None, None, None, None, 98.4, None, None, -1.927, None, None, None, 47.16, None, None, None, None, None, 2019-12-05 13:00:00, None
None, None, None, None, 0.0, 100.8, None, None, None, None, None, None, None, None, 98.8, None, None, -1.91, None, None, None, 43.5, None, None, None, None, None, 2019-12-05 14:00:00, None
None, None, None, None, 0.0, 81.3, None, None, None, None, None, None, None, None, 98.8, None, None, -2.075, None, None, None, 44.76, None, None, None, None, None, 2019-12-05 15:00:00, None
None, None, None, None, 0.0, 91.5, None, None, None, None, None, None, None, None, 92.8, None, None, -2.174, None, None, None, 29.96, None, None, None, None, None, 2019-12-05 16:00:00, None
None, None, None, None, 0.0, 95.7, None, None, None, None, None, None, None, None, 98.6, None, None, -2.19, None, None, None, 32.62, None, None, None, None, None, 2019-12-05 17:00:00, None
None, None, None, None, 0.0, 92.1, None, None, None, None, None, None, None, None, 93.4, None, None, -2.23, None, None, None, 37.18, None, None, None, None, None, 2019-12-05 18:00:00, None
None, None, None, None, 0.0, 104.1, None, None, None, None, None, None, None, None, 98.3, None, None, -2.267, None, None, None, 31.26, None, None, None, None, None, 2019-12-05 19:00:00, None
None, None, None, None, 0.0, 108.6, None, None, None, None, None, None, None, None, 98.1, None, None, -2.34, None, None, None, 34.84, None, None, None, None, None, 2019-12-05 20:00:00, None
None, None, None, None, 0.0, 95.1, None, None, None, None, None, None, None, None, 98.9, None, None, -2.13, None, None, None, 32.79, None, None, None, None, None, 2019-12-05 21:00:00, None
None, None, None, None, 0.0, 85.7, None, None, None, None, None, None, None, None, 98.9, None, None, -1.97, None, None, None, 29.46, None, None, None, None, None, 2019-12-05 22:00:00, None
