wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
2.0, 66.0, 5.0, 0.0, 1.8, 6.6, 7.7, 6.5, 324.0, 0.0, 0.0, 73.0,2021-09-24 00:00:00,39,,,,,,
359.0, 72.0, 3.0, 0.0, 1.8, 5.4, 6.5, 6.8, 334.0, 0.0, 0.0, 70.0,2021-09-24 01:00:00,39,,,,,,
10.0, 73.0, 6.6, 0.0, 2.0, 6.3, 6.5, 6.8, 2.0, 0.0, 0.0, 71.0,2021-09-24 02:00:00,39,,,,,,
1.0, 70.0, 5.4, 0.0, 1.7, 5.8, 6.8, 6.6, 359.0, 0.0, 0.0, 71.0,2021-09-24 03:00:00,39,,,,,,
3.0, 71.0, 6.3, 0.0, 1.9, 6.1, 6.8, 5.9, 10.0, 0.0, 0.0, 73.0,2021-09-24 04:00:00,39,,,,,,
3.0, 71.0, 5.8, 0.0, 1.7, 4.8, 6.6, 6.0, 1.0, 0.0, 0.0, 70.0,2021-09-24 05:00:00,39,,,,,,
7.0, 73.0, 6.1, 0.0, 1.4, 6.2, 5.9, 8.3, 3.0, 0.0, 0.0, 62.0,2021-09-24 06:00:00,39,,,,,,
19.0, 70.0, 4.8, 0.0, 0.9, 3.2, 6.0, 11.0, 3.0, 0.0, 0.0, 53.0,2021-09-24 07:00:00,39,,,,,,
146.0, 62.0, 6.2, 0.0, 1.5, 6.6, 8.3, 13.8, 7.0, 0.0, 0.0, 45.0,2021-09-24 08:00:00,39,,,,,,
168.0, 53.0, 3.2, 0.0, 1.8, 7.9, 11.0, 15.5, 19.0, 0.0, 0.0, 39.0,2021-09-24 09:00:00,39,,,,,,
136.0, 45.0, 6.6, 0.0, 2.1, 7.6, 13.8, 15.5, 146.0, 0.0, 0.0, 38.0,2021-09-24 10:00:00,39,,,,,,
111.0, 39.0, 7.9, 0.0, 1.6, 7.5, 15.5, 17.0, 168.0, 0.0, 0.0, 36.0,2021-09-24 11:00:00,39,,,,,,
105.0, 38.0, 7.6, 0.0, 1.3, 8.1, 15.5, 18.5, 136.0, 0.0, 0.0, 32.0,2021-09-24 12:00:00,39,,,,,,
108.0, 36.0, 7.5, 0.0, 1.8, 7.8, 17.0, 19.0, 111.0, 0.0, 0.0, 33.0,2021-09-24 13:00:00,39,,,,,,
, 32.0, 8.1, None, 1.5, None, 18.5, None, 105.0, 0.0, 0.0, None,2021-09-24 14:00:00,39,,,,,,
119.0, 33.0, 7.8, 0.0, 2.4, 4.6, 19.0, 17.9, 108.0, 0.0, 0.0, 37.0,2021-09-24 15:00:00,39,,,,,,
