wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
6.0, 80.0, 6.5,0.0, -2.3,5.5, 0.8,0.1, 206.0, 0.0, 0.0,82.0,2021-03-05 00:00:00,10,,,,,,
84.0, 82.0, 5.5,0.0, -2.6,4.0, 0.1,0.7, 6.0, 0.0, 0.0,79.0,2021-03-05 01:00:00,10,,,,,,
87.0, 79.0, 4.0,0.0, -2.5,6.4, 0.7,0.5, 84.0, 0.0, 0.0,82.0,2021-03-05 02:00:00,10,,,,,,
95.0, 82.0, 6.4,0.0, -2.2,6.8, 0.5,0.3, 87.0, 0.0, 0.0,79.0,2021-03-05 03:00:00,10,,,,,,
34.0, 79.0, 6.8,0.0, -2.9,4.4, 0.3,0.2, 95.0, 0.0, 0.0,80.0,2021-03-05 04:00:00,10,,,,,,
33.0, 80.0, 4.4,0.0, -2.8,5.0, 0.2,0.2, 34.0, 0.0, 0.0,79.0,2021-03-05 05:00:00,10,,,,,,
79.0, 79.0, 5.0,0.0, -3.0,8.5, 0.2,1.0, 33.0, 0.0, 0.0,72.0,2021-03-05 06:00:00,10,,,,,,
110.0, 72.0, 8.5,0.0, -3.5,5.7, 1.0,1.1, 79.0, 0.0, 0.0,71.0,2021-03-05 07:00:00,10,,,,,,
79.0, 71.0, 5.7,0.0, -3.6,6.0, 1.1,1.4, 110.0, 0.0, 0.0,68.0,2021-03-05 08:00:00,10,,,,,,
47.0, 68.0, 6.0,0.0, -3.9,10.6, 1.4,1.7, 79.0, 0.0, 0.0,68.0,2021-03-05 09:00:00,10,,,,,,
149.0, 68.0, 10.6,0.0, -3.6,17.1, 1.7,3.1, 47.0, 0.0, 0.0,58.0,2021-03-05 10:00:00,10,,,,,,
166.0, 58.0, 17.1,0.0, -4.4,18.5, 3.1,3.4, 149.0, 0.0, 0.0,57.0,2021-03-05 11:00:00,10,,,,,,
166.0, 57.0, 18.5,0.0, -4.3,16.3, 3.4,3.7, 166.0, 0.0, 0.0,55.0,2021-03-05 12:00:00,10,,,,,,
156.0, 55.0, 16.3,0.0, -4.5,16.1, 3.7,4.2, 166.0, 0.0, 0.0,49.0,2021-03-05 13:00:00,10,,,,,,
160.0, 49.0, 16.1,0.0, -5.6,13.5, 4.2,3.6, 156.0, 0.0, 0.0,53.0,2021-03-05 14:00:00,10,,,,,,
256.0, 53.0, 13.5,0.0, -5.1,6.1, 3.6,3.8, 160.0, 0.0, 0.0,54.0,2021-03-05 15:00:00,10,,,,,,
235.0, 54.0, 6.1,0.0, -4.7,13.5, 3.8,2.0, 256.0, 0.0, 0.0,67.0,2021-03-05 16:00:00,10,,,,,,
233.0, 67.0, 13.5,0.0, -3.5,18.8, 2.0,2.0, 235.0, 0.0, 0.0,57.0,2021-03-05 17:00:00,10,,,,,,
232.0, 57.0, 18.8,0.0, -5.6,10.8, 2.0,1.2, 233.0, 0.0, 0.0,61.0,2021-03-05 18:00:00,10,,,,,,
235.0, 61.0, 10.8,0.0, -5.5,10.6, 1.2,0.5, 232.0, 0.0, 0.0,59.0,2021-03-05 19:00:00,10,,,,,,
249.0, 59.0, 10.6,0.0, -6.6,8.5, 0.5,-0.1, 235.0, 0.0, 0.0,62.0,2021-03-05 20:00:00,10,,,,,,
258.0, 62.0, 8.5,0.0, -6.5,8.5, -0.1,0.1, 249.0, 0.0, 0.0,52.0,2021-03-05 21:00:00,10,,,,,,
243.0, 52.0, 8.5,0.0, -8.6,6.3, 0.1,-0.3, 258.0, 0.0, 0.0,54.0,2021-03-05 22:00:00,10,,,,,,
254.0, 54.0, 6.3,0.0, -8.5,7.3, -0.3,-0.7, 243.0, 0.0, 0.0,58.0,2021-03-05 23:00:00,10,,,,,,
278.0, 58.0, 7.3,0.0, -7.9,7.4, -0.7,-0.8, 254.0, 0.0, 0.0,61.0,2021-03-06 00:00:00,10,,,,,,
279.0, 61.0, 7.4,0.0, -7.4,9.7, -0.8,-1.0, 278.0, 0.0, 0.0,58.0,2021-03-06 01:00:00,10,,,,,,
297.0, 58.0, 9.7,0.0, -8.2,6.2, -1.0,-1.7, 279.0, 0.0, 0.0,61.0,2021-03-06 02:00:00,10,,,,,,
116.0, 61.0, 6.2,0.0, -8.2,1.8, -1.7,-2.3, 297.0, 0.0, 0.0,66.0,2021-03-06 03:00:00,10,,,,,,
336.0, 66.0, 1.8,0.0, -7.8,6.8, -2.3,-2.1, 116.0, 0.0, 0.0,64.0,2021-03-06 04:00:00,10,,,,,,
