RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
97.8, None, None, None, None, None, None, None, -3.0,910.0, None, None, None, None, None, 36.51, None, None, -2.296, None, None, None, None, None, None, None, None, None, None,2018-01-02 08:00:00, None,1
97.8, None, None, None, None, None, None, None, -2.0,910.0, None, None, None, None, None, 36.47, None, None, -2.2, None, None, None, None, None, None, None, None, None, None,2018-01-02 09:00:00, None,1
98.1, None, None, None, None, None, None, None, -1.0,910.0, None, None, None, None, None, 36.44, None, None, -1.237, None, None, None, None, None, None, None, None, None, None,2018-01-02 10:00:00, None,1
97.7, None, None, None, None, None, None, None, -1.0,910.0, None, None, None, None, None, 36.46, None, None, -0.852, None, None, None, None, None, None, None, None, None, None,2018-01-02 11:00:00, None,1
95.2, None, None, None, None, None, None, None, -1.0,910.0, None, None, None, None, None, 36.64, None, None, -0.234, None, None, None, None, None, None, None, None, None, None,2018-01-02 12:00:00, None,1
92.7, None, None, None, None, None, None, None, -1.0,909.0, None, None, None, None, None, 37.34, None, None, 0.195, None, None, None, None, None, None, None, None, None, None,2018-01-02 13:00:00, None,1
93.4, None, None, None, None, None, None, None, -1.0,908.0, None, None, None, None, None, 38.0, None, None, 0.099, None, None, None, None, None, None, None, None, None, None,2018-01-02 14:00:00, None,1
93.5, None, None, None, None, None, None, None, -1.0,908.0, None, None, None, None, None, 38.31, None, None, 0.003, None, None, None, None, None, None, None, None, None, None,2018-01-02 15:00:00, None,1
93.9, None, None, None, None, None, None, None, -1.0,908.0, None, None, None, None, None, 38.33, None, None, -0.527, None, None, None, None, None, None, None, None, None, None,2018-01-02 16:00:00, None,1
95.6, None, None, None, None, None, None, None, -2.0,907.0, None, None, None, None, None, 38.19, None, None, -1.586, None, None, None, None, None, None, None, None, None, None,2018-01-02 17:00:00, None,1
96.4, None, None, None, None, None, None, None, -3.0,907.0, None, None, None, None, None, 38.16, None, None, -2.356, None, None, None, None, None, None, None, None, None, None,2018-01-02 18:00:00, None,1
96.3, None, None, None, None, None, None, None, -5.0,907.0, None, None, None, None, None, 38.3, None, None, -4.174, None, None, None, None, None, None, None, None, None, None,2018-01-02 19:00:00, None,1
96.5, None, None, None, None, None, None, None, -5.0,906.0, None, None, None, None, None, 38.03, None, None, -4.115, None, None, None, None, None, None, None, None, None, None,2018-01-02 20:00:00, None,1
96.8, None, None, None, None, None, None, None, -5.0,906.0, None, None, None, None, None, 38.25, None, None, -4.259, None, None, None, None, None, None, None, None, None, None,2018-01-02 21:00:00, None,1
96.9, None, None, None, None, None, None, None, -4.0,906.0, None, None, None, None, None, 38.39, None, None, -4.066, None, None, None, None, None, None, None, None, None, None,2018-01-02 22:00:00, None,1
96.9, None, None, None, None, None, None, None, -4.0,905.0, None, None, None, None, None, 38.3, None, None, -4.018, None, None, None, None, None, None, None, None, None, None,2018-01-02 23:00:00, None,1
96.9, None, None, None, None, None, None, None, -4.0,905.0, None, None, None, None, None, 37.75, None, None, -3.826, None, None, None, None, None, None, None, None, None, None,2018-01-03 00:00:00, None,1
97.0, None, None, None, None, None, None, None, -4.0,905.0, None, None, None, None, None, 37.33, None, None, -3.392, None, None, None, None, None, None, None, None, None, None,2018-01-03 01:00:00, None,1
97.3, None, None, None, None, None, None, None, -3.0,905.0, None, None, None, None, None, 39.27, None, None, -3.055, None, None, None, None, None, None, None, None, None, None,2018-01-03 02:00:00, None,1
97.2, None, None, None, None, None, None, None, -3.0,905.0, None, None, None, None, None, 39.25, None, None, -3.008, None, None, None, None, None, None, None, None, None, None,2018-01-03 03:00:00, None,1
97.4, None, None, None, None, None, None, None, -3.0,905.0, None, None, None, None, None, 39.47, None, None, -2.766, None, None, None, None, None, None, None, None, None, None,2018-01-03 04:00:00, None,1
98.1, None, None, None, None, None, None, None, -2.0,904.0, None, None, None, None, None, 39.2, None, None, -1.611, None, None, None, None, None, None, None, None, None, None,2018-01-03 05:00:00, None,1
97.2, None, None, None, None, None, None, None, 0.0,905.0, None, None, None, None, None, 39.62, None, None, -0.128, None, None, None, None, None, None, None, None, None, None,2018-01-03 06:00:00, None,1
96.6, None, None, None, None, None, None, None, -1.0,904.0, None, None, None, None, None, 37.61, None, None, -0.862, None, None, None, None, None, None, None, None, None, None,2018-01-03 07:00:00, None,1
97.2, None, None, None, None, None, None, None, -1.0,904.0, None, None, None, None, None, 39.53, None, None, -0.382, None, None, None, None, None, None, None, None, None, None,2018-01-03 08:00:00, None,1
