pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,-1.423,43.48, None, None, None, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None, None,2018-01-02 08:00:00, None, None, 140.7, None,1
None, None,-0.069,32.63, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None,2018-01-02 09:00:00, None, None, 140.6, None,1
None, None,-0.079,33.48, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None,2018-01-02 10:00:00, None, None, 140.0, None,1
None, None,1.52,33.49, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None,2018-01-02 11:00:00, None, None, 139.5, None,1
None, None,2.98,32.4, None, None, None, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None, None,2018-01-02 12:00:00, None, None, 139.1, None,1
None, None,4.294,32.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None, None,2018-01-02 13:00:00, None, None, 138.6, None,1
None, None,4.502,33.44, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, None,2018-01-02 14:00:00, None, None, 138.0, None,1
None, None,3.857,40.02, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, None,2018-01-02 15:00:00, None, None, 136.8, None,1
None, None,3.365,49.26, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None,2018-01-02 16:00:00, None, None, 134.8, None,1
None, None,2.483,49.52, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, None,2018-01-02 17:00:00, None, None, 136.8, None,1
None, None,2.929,53.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None,2018-01-02 18:00:00, None, None, 137.5, None,1
None, None,2.472,51.45, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, None,2018-01-02 19:00:00, None, None, 135.9, None,1
None, None,1.325,65.03, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None,2018-01-02 20:00:00, None, None, 137.0, None,1
None, None,1.19,67.73, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None,2018-01-02 21:00:00, None, None, 136.5, None,1
None, None,1.522,67.17, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None,2018-01-02 22:00:00, None, None, 136.5, None,1
None, None,1.079,68.69, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None,2018-01-02 23:00:00, None, None, 135.7, None,1
None, None,1.202,67.19, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None,2018-01-03 00:00:00, None, None, 136.0, None,1
None, None,1.335,57.18, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None,2018-01-03 01:00:00, None, None, 134.9, None,1
None, None,-0.462,65.91, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None,2018-01-03 02:00:00, None, None, 136.0, None,1
None, None,-1.097,69.48, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None,2018-01-03 03:00:00, None, None, 136.6, None,1
None, None,-1.315,57.93, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, None,2018-01-03 04:00:00, None, None, 135.7, None,1
None, None,-1.818,58.26, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, None,2018-01-03 05:00:00, None, None, 136.9, None,1
None, None,-1.373,50.55, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, None,2018-01-03 06:00:00, None, None, 135.9, None,1
None, None,-1.583,51.78, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, None,2018-01-03 07:00:00, None, None, 136.3, None,1
None, None,-1.564,63.03, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, None,2018-01-03 08:00:00, None, None, 136.4, None,1
None, None,-1.422,65.73, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None,2018-01-03 09:00:00, None, None, 136.3, None,1
