RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,1.105,249.6, None, None, None, None, None, None, None, None, None, None, None, -3.82, None, None, None, None,62.32, None, None, None, None,2018-01-02 08:00:00, None,1
None, None, None, None,6.69,22.19, None, None, None, None, None, None, None, None, None, None, None, -5.949, None, None, None, None,22.7, None, None, None, None,2018-01-02 09:00:00, None,1
None, None, None, None,10.62,359.7, None, None, None, None, None, None, None, None, None, None, None, -4.901, None, None, None, None,17.98, None, None, None, None,2018-01-02 10:00:00, None,1
None, None, None, None,8.77,3.391, None, None, None, None, None, None, None, None, None, None, None, -5.775, None, None, None, None,26.12, None, None, None, None,2018-01-02 11:00:00, None,1
None, None, None, None,7.92,20.33, None, None, None, None, None, None, None, None, None, None, None, -4.953, None, None, None, None,36.36, None, None, None, None,2018-01-02 12:00:00, None,1
None, None, None, None,12.56,35.97, None, None, None, None, None, None, None, None, None, None, None, -4.953, None, None, None, None,26.86, None, None, None, None,2018-01-02 13:00:00, None,1
None, None, None, None,13.7,0.58, None, None, None, None, None, None, None, None, None, None, None, -5.999, None, None, None, None,12.49, None, None, None, None,2018-01-02 14:00:00, None,1
None, None, None, None,13.57,355.4, None, None, None, None, None, None, None, None, None, None, None, -6.132, None, None, None, None,13.56, None, None, None, None,2018-01-02 15:00:00, None,1
None, None, None, None,12.2,8.42, None, None, None, None, None, None, None, None, None, None, None, -6.074, None, None, None, None,18.1, None, None, None, None,2018-01-02 16:00:00, None,1
None, None, None, None,13.29,351.3, None, None, None, None, None, None, None, None, None, None, None, -6.343, None, None, None, None,12.93, None, None, None, None,2018-01-02 17:00:00, None,1
