wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
324.0, None, None,0.0, None,1.7, None,8.1, None, None, None,87.0,2016-08-05 00:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0, None, None,0.0, None,1.7, None,7.4, None, None, None,89.0,2016-08-05 01:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0, None, None,0.0, None,1.8, None,6.9, None, None, None,92.0,2016-08-05 02:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, None, None,0.0, None,1.6, None,6.6, None, None, None,93.0,2016-08-05 03:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None,0.0, None,1.7, None,6.6, None, None, None,93.0,2016-08-05 04:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
341.0, None, None,0.0, None,0.0, None,6.0, None, None, None,94.0,2016-08-05 05:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0, None, None,0.0, None,0.0, None,7.4, None, None, None,95.0,2016-08-05 06:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0, None, None,0.0, None,3.8, None,14.3, None, None, None,63.0,2016-08-05 07:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0, None, None,0.0, None,3.8, None,19.2, None, None, None,50.0,2016-08-05 08:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0, None, None,0.0, None,7.1, None,22.1, None, None, None,42.0,2016-08-05 09:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0, None, None,0.0, None,9.6, None,24.0, None, None, None,36.0,2016-08-05 10:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, None, None,0.0, None,11.1, None,25.6, None, None, None,28.0,2016-08-05 11:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0, None, None,0.0, None,7.8, None,27.2, None, None, None,28.0,2016-08-05 12:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0, None, None,0.0, None,10.9, None,26.8, None, None, None,27.0,2016-08-05 13:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0, None, None,0.0, None,8.5, None,25.5, None, None, None,30.0,2016-08-05 14:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0, None, None,0.0, None,7.7, None,26.5, None, None, None,26.0,2016-08-05 15:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, None, None,0.0, None,9.6, None,27.5, None, None, None,25.0,2016-08-05 16:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0, None, None,0.0, None,8.2, None,26.3, None, None, None,26.0,2016-08-05 17:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, None, None,0.0, None,6.4, None,25.3, None, None, None,28.0,2016-08-05 18:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0, None, None,0.0, None,4.6, None,19.7, None, None, None,41.0,2016-08-05 19:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0, None, None,0.0, None,3.6, None,16.2, None, None, None,62.0,2016-08-05 20:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, None, None,0.0, None,7.1, None,17.6, None, None, None,45.0,2016-08-05 21:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0, None, None,0.0, None,4.8, None,15.6, None, None, None,59.0,2016-08-05 22:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None,0.0, None,5.3, None,13.9, None, None, None,63.0,2016-08-05 23:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None,0.0, None,4.1, None,12.3, None, None, None,69.0,2016-08-06 00:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, None, None,0.0, None,4.6, None,11.1, None, None, None,77.0,2016-08-06 01:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0, None, None,0.0, None,4.8, None,10.0, None, None, None,80.0,2016-08-06 02:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0, None, None,0.0, None,4.7, None,9.6, None, None, None,81.0,2016-08-06 03:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, None, None,0.0, None,5.2, None,8.3, None, None, None,87.0,2016-08-06 04:00:00,32,,,,,,,,,,,,,,,,,,,,,,,,,,
