time,HUMIDITY,week_of_year
2021-03-19 00:00:00,90.6,12
2021-03-19 01:00:00,90.6,12
2021-03-19 02:00:00,92.0,12
2021-03-19 03:00:00,90.1,12
2021-03-19 04:00:00,92.5,12
2021-03-19 05:00:00,91.7,12
2021-03-19 06:00:00,71.8,12
2021-03-19 07:00:00,55.0,12
2021-03-19 08:00:00,47.8,12
2021-03-19 09:00:00,38.8,12
2021-03-19 10:00:00,35.1,12
2021-03-19 11:00:00,31.7,12
2021-03-19 12:00:00,29.0,12
2021-03-19 13:00:00,30.0,12
2021-03-19 14:00:00,30.2,12
2021-03-19 15:00:00,30.9,12
2021-03-19 16:00:00,34.0,12
2021-03-19 17:00:00,44.0,12
2021-03-19 18:00:00,52.7,12
2021-03-19 19:00:00,55.2,12
2021-03-19 20:00:00,54.7,12
2021-03-19 21:00:00,50.4,12
2021-03-19 22:00:00,48.9,12
2021-03-19 23:00:00,49.2,12
2021-03-20 00:00:00,44.7,12
2021-03-20 01:00:00,42.1,12
2021-03-20 02:00:00,44.7,12
2021-03-20 03:00:00,55.5,12
2021-03-20 04:00:00,73.9,12
2021-03-20 05:00:00,80.6,12
2021-03-20 06:00:00,62.7,12
2021-03-20 07:00:00,65.7,12
2021-03-20 08:00:00,53.4,12
2021-03-20 09:00:00,41.2,12
2021-03-20 10:00:00,42.1,12
2021-03-20 11:00:00,48.1,12
2021-03-20 12:00:00,67.2,12
2021-03-20 13:00:00,79.3,12
2021-03-20 14:00:00,79.5,12
2021-03-20 15:00:00,82.0,12
2021-03-20 16:00:00,68.3,12
2021-03-20 17:00:00,59.7,12
2021-03-20 18:00:00,61.7,12
2021-03-20 19:00:00,66.2,12
2021-03-20 20:00:00,74.2,12
2021-03-20 21:00:00,81.9,12
2021-03-20 22:00:00,84.4,12
2021-03-20 23:00:00,85.5,12
2021-03-21 00:00:00,85.6,12
2021-03-21 01:00:00,87.2,12
2021-03-21 02:00:00,85.9,12
2021-03-21 03:00:00,84.9,12
2021-03-21 04:00:00,86.0,12
2021-03-21 05:00:00,87.2,12
2021-03-21 06:00:00,88.0,12
2021-03-21 07:00:00,85.6,12
2021-03-21 08:00:00,86.0,12
2021-03-21 09:00:00,81.3,12
2021-03-21 10:00:00,73.5,12
2021-03-21 11:00:00,52.9,12
2021-03-21 12:00:00,49.0,12
2021-03-21 13:00:00,47.2,12
2021-03-21 14:00:00,42.4,12
2021-03-21 15:00:00,41.9,12
2021-03-21 16:00:00,44.4,12
2021-03-21 17:00:00,49.0,12
2021-03-21 18:00:00,51.1,12
2021-03-21 19:00:00,58.6,12
2021-03-21 20:00:00,65.8,12
2021-03-21 21:00:00,75.4,12
2021-03-21 22:00:00,74.8,12
2021-03-21 23:00:00,71.7,12
2021-03-22 00:00:00,76.4,12
2021-03-22 01:00:00,78.7,12
2021-03-22 02:00:00,83.5,12
2021-03-22 03:00:00,84.7,12
2021-03-22 04:00:00,78.2,12
2021-03-22 05:00:00,71.9,12
2021-03-22 06:00:00,67.6,12
2021-03-22 07:00:00,67.0,12
2021-03-22 08:00:00,64.5,12
2021-03-22 09:00:00,61.1,12
2021-03-22 10:00:00,60.4,12
2021-03-22 11:00:00,57.2,12
2021-03-22 12:00:00,56.9,12
2021-03-22 13:00:00,58.2,12
2021-03-22 14:00:00,57.9,12
2021-03-22 15:00:00,54.8,12
2021-03-22 16:00:00,53.5,12
2021-03-22 17:00:00,52.1,12
2021-03-22 18:00:00,53.2,12
2021-03-22 19:00:00,64.1,12
2021-03-22 20:00:00,73.3,12
2021-03-22 21:00:00,82.3,12
2021-03-22 22:00:00,87.7,12
2021-03-22 23:00:00,89.0,12
2021-03-23 00:00:00,85.8,12
2021-03-23 01:00:00,89.6,12
2021-03-23 02:00:00,91.3,12
2021-03-23 03:00:00,83.7,12
2021-03-23 04:00:00,74.6,12
2021-03-23 05:00:00,72.4,12
2021-03-23 06:00:00,74.3,12
2021-03-23 07:00:00,73.7,12
2021-03-23 08:00:00,72.7,12
2021-03-23 09:00:00,72.2,12
2021-03-23 10:00:00,70.6,12
2021-03-23 11:00:00,69.2,12
2021-03-23 12:00:00,68.1,12
2021-03-23 13:00:00,68.9,12
2021-03-23 14:00:00,68.4,12
2021-03-23 15:00:00,67.0,12
2021-03-23 16:00:00,67.6,12
2021-03-23 17:00:00,66.6,12
2021-03-23 18:00:00,68.1,12
2021-03-23 19:00:00,71.4,12
2021-03-23 20:00:00,75.3,12
2021-03-23 21:00:00,77.8,12
2021-03-23 22:00:00,79.5,12
2021-03-23 23:00:00,90.7,12
2021-03-24 00:00:00,88.6,12
2021-03-24 01:00:00,91.0,12
2021-03-24 02:00:00,89.3,12
2021-03-24 03:00:00,90.5,12
2021-03-24 04:00:00,91.1,12
2021-03-24 05:00:00,86.2,12
2021-03-24 06:00:00,87.1,12
2021-03-24 07:00:00,83.0,12
2021-03-24 08:00:00,77.2,12
2021-03-24 09:00:00,72.5,12
2021-03-24 10:00:00,64.7,12
2021-03-24 11:00:00,61.4,12
2021-03-24 12:00:00,59.8,12
2021-03-24 13:00:00,54.4,12
2021-03-24 14:00:00,54.4,12
2021-03-24 15:00:00,58.3,12
2021-03-24 16:00:00,58.8,12
2021-03-24 17:00:00,59.9,12
2021-03-24 18:00:00,63.3,12
2021-03-24 19:00:00,63.8,12
2021-03-24 20:00:00,64.2,12
2021-03-24 21:00:00,67.7,12
2021-03-24 22:00:00,75.9,12
2021-03-24 23:00:00,80.9,12
2021-03-25 00:00:00,85.3,12
2021-03-25 01:00:00,87.0,12
2021-03-25 02:00:00,90.7,12
2021-03-25 03:00:00,91.3,12
2021-03-25 04:00:00,90.1,12
2021-03-25 05:00:00,91.0,12
2021-03-25 06:00:00,92.6,12
2021-03-25 07:00:00,91.8,12
2021-03-25 08:00:00,87.5,12
2021-03-25 09:00:00,77.3,12
2021-03-25 10:00:00,67.4,12
2021-03-25 11:00:00,56.4,12
2021-03-25 12:00:00,49.1,12
2021-03-25 13:00:00,45.6,12
2021-03-25 14:00:00,42.6,12
2021-03-25 15:00:00,38.8,12
2021-03-25 16:00:00,39.4,12
2021-03-25 17:00:00,39.5,12
2021-03-25 18:00:00,39.3,12
2021-03-25 19:00:00,51.4,12
2021-03-25 20:00:00,69.1,12
2021-03-25 21:00:00,73.3,12
2021-03-25 22:00:00,75.1,12
2021-03-25 23:00:00,83.1,12
