CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-11.01, 94.7, None, None, None,18.96,12.81, None,125.0, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-03 20:00:00, None, None, None, None,1
None,-10.47, 96.2, None, None, None,11.75,14.65, None,118.1, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-01-03 21:00:00, None, None, None, None,1
None,-10.9, 94.6, None, None, None,18.27,11.62, None,120.6, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-03 22:00:00, None, None, None, None,1
None,-11.42, 94.2, None, None, None,28.13,11.35, None,110.5, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-03 23:00:00, None, None, None, None,1
None,-11.47, 93.7, None, None, None,13.02,13.48, None,92.6, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 00:00:00, None, None, None, None,1
None,-10.56, 92.5, None, None, None,14.78,12.67, None,87.5, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-01-04 01:00:00, None, None, None, None,1
None,-10.47, 92.7, None, None, None,12.6,11.78, None,84.7, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-01-04 02:00:00, None, None, None, None,1
None,-10.8, 92.9, None, None, None,18.34,10.83, None,88.5, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 03:00:00, None, None, None, None,1
None,-11.09, 92.5, None, None, None,10.9,19.07, None,103.4, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 04:00:00, None, None, None, None,1
None,-11.47, 92.9, None, None, None,11.46,16.54, None,98.6, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 05:00:00, None, None, None, None,1
None,-11.33, 92.5, None, None, None,20.43,11.65, None,93.0, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 06:00:00, None, None, None, None,1
None,-11.57, 92.4, None, None, None,13.18,12.75, None,90.6, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 07:00:00, None, None, None, None,1
None,-12.05, 92.3, None, None, None,12.47,15.61, None,96.3, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2016-01-04 08:00:00, None, None, None, None,1
None,-11.42, 92.7, None, None, None,25.81,7.44, None,66.14, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 09:00:00, None, None, None, None,1
None,-11.09, 92.6, None, None, None,28.13,8.45, None,65.36, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 10:00:00, None, None, None, None,1
None,-10.42, 90.7, None, None, None,13.2,15.04, None,89.0, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 11:00:00, None, None, None, None,1
None,-10.8, 91.5, None, None, None,12.45,14.46, None,93.9, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 12:00:00, None, None, None, None,1
None,-10.33, 91.8, None, None, None,21.06,8.83, None,97.1, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-01-04 13:00:00, None, None, None, None,1
None,-10.53, 92.0, None, None, None,12.6,11.94, None,91.3, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-01-04 14:00:00, None, None, None, None,1
None,-10.82, 92.2, None, None, None,12.45,14.89, None,83.1, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 15:00:00, None, None, None, None,1
None,-11.16, 93.0, None, None, None,13.34,14.52, None,93.1, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 16:00:00, None, None, None, None,1
None,-11.4, 93.5, None, None, None,12.6,18.44, None,114.3, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 17:00:00, None, None, None, None,1
None,-11.39, 93.5, None, None, None,10.21,20.46, None,115.7, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 18:00:00, None, None, None, None,1
None,-11.09, 93.5, None, None, None,8.58,24.45, None,125.0, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 19:00:00, None, None, None, None,1
None,-11.23, 93.3, None, None, None,7.3,24.53, None,131.6, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 20:00:00, None, None, None, None,1
None,-10.99, 93.4, None, None, None,5.928,28.0, None,130.7, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 21:00:00, None, None, None, None,1
None,-10.61, 93.8, None, None, None,7.41,30.41, None,132.6, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-01-04 22:00:00, None, None, None, None,1
None,-9.6, 94.1, None, None, None,11.27,28.42, None,138.3, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-01-04 23:00:00, None, None, None, None,1
None,-9.22, 94.6, None, None, None,10.89,26.46, None,135.0, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-01-05 00:00:00, None, None, None, None,1
None,-8.98, 94.4, None, None, None,11.55,28.63, None,141.1, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-01-05 01:00:00, None, None, None, None,1
None,-9.12, 94.3, None, None, None,11.5,26.34, None,142.9, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-01-05 02:00:00, None, None, None, None,1
None,-9.51, 94.3, None, None, None,12.96,21.07, None,136.6, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-01-05 03:00:00, None, None, None, None,1
None,-8.5, 95.3, None, None, None,10.59,22.74, None,131.0, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-01-05 04:00:00, None, None, None, None,1
None,-7.97, 95.8, None, None, None,6.02,24.09, None,133.6, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-05 05:00:00, None, None, None, None,1
None,-7.11, 96.2, None, None, None,8.74,23.49, None,133.6, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-05 06:00:00, None, None, None, None,1
None,-7.21, 95.9, None, None, None,8.37,19.12, None,136.1, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-05 07:00:00, None, None, None, None,1
None,-6.822, 96.3, None, None, None,7.81,15.01, None,138.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-05 08:00:00, None, None, None, None,1
None,-6.681, 96.4, None, None, None,11.58,15.43, None,146.9, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-05 09:00:00, None, None, None, None,1
None,-6.453, 96.5, None, None, None,10.3,17.42, None,142.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-05 10:00:00, None, None, None, None,1
None,-6.077, 96.8, None, None, None,10.46,17.0, None,138.2, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 11:00:00, None, None, None, None,1
None,-5.598, 97.0, None, None, None,14.39,14.65, None,135.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 12:00:00, None, None, None, None,1
None,-5.406, 96.9, None, None, None,10.45,14.1, None,127.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 13:00:00, None, None, None, None,1
None,-5.263, 97.2, None, None, None,8.14,17.42, None,126.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 14:00:00, None, None, None, None,1
None,-5.215, 97.3, None, None, None,8.65,19.32, None,129.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 15:00:00, None, None, None, None,1
None,-5.263, 97.3, None, None, None,12.65,19.85, None,129.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 16:00:00, None, None, None, None,1
None,-5.263, 97.1, None, None, None,12.02,17.37, None,131.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 17:00:00, None, None, None, None,1
None,-5.119, 97.5, None, None, None,13.69,16.14, None,137.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-05 18:00:00, None, None, None, None,1
None,-5.023, 97.5, None, None, None,7.15,12.77, None,128.3, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-05 19:00:00, None, None, None, None,1
None,-5.023, 97.5, None, None, None,5.681,11.99, None,126.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-05 20:00:00, None, None, None, None,1
None,-4.927, 97.4, None, None, None,5.206,11.77, None,127.3, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-05 21:00:00, None, None, None, None,1
None,-5.071, 97.2, None, None, None,10.72,8.88, None,131.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-05 22:00:00, None, None, None, None,1
None,-5.023, 97.3, None, None, None,13.03,7.93, None,133.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-05 23:00:00, None, None, None, None,1
None,-5.071, 97.4, None, None, None,9.42,8.57, None,127.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-06 00:00:00, None, None, None, None,1
None,-5.023, 97.5, None, None, None,6.677,10.16, None,131.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-06 01:00:00, None, None, None, None,1
None,-5.167, 97.3, None, None, None,14.33,10.44, None,130.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-06 02:00:00, None, None, None, None,1
None,-5.502, 96.9, None, None, None,13.87,7.57, None,129.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 03:00:00, None, None, None, None,1
None,-5.598, 97.1, None, None, None,12.83,7.13, None,128.4, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 04:00:00, None, None, None, None,1
None,-5.406, 97.0, None, None, None,8.59,7.99, None,127.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 05:00:00, None, None, None, None,1
None,-5.502, 97.1, None, None, None,11.46,8.3, None,127.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 06:00:00, None, None, None, None,1
None,-5.646, 96.8, None, None, None,14.95,10.38, None,130.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 07:00:00, None, None, None, None,1
None,-5.598, 96.9, None, None, None,17.33,8.59, None,137.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 08:00:00, None, None, None, None,1
None,-5.742, 96.6, None, None, None,16.22,10.14, None,145.4, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 09:00:00, None, None, None, None,1
None,-5.071, 97.4, None, None, None,21.03,7.14, None,168.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-06 10:00:00, None, None, None, None,1
None,-4.927, 96.9, None, None, None,24.99,4.828, None,149.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-06 11:00:00, None, None, None, None,1
None,-4.783, 97.3, None, None, None,17.71,5.072, None,136.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-06 12:00:00, None, None, None, None,1
None,-4.496, 97.1, None, None, None,19.11,6.851, None,132.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-06 13:00:00, None, None, None, None,1
None,-5.477, 95.7, None, None, None,16.85,7.92, None,114.4, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 16:00:00, None, None, None, None,1
None,-5.908, 96.2, None, None, None,8.51,9.45, None,103.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-06 17:00:00, None, None, None, None,1
None,-6.084, 95.5, None, None, None,10.67,9.89, None,92.5, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-06 18:00:00, None, None, None, None,1
None,-6.077, 95.7, None, None, None,9.02,7.62, None,98.9, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-06 19:00:00, None, None, None, None,1
None,-6.03, 95.8, None, None, None,7.61,8.73, None,108.3, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-06 20:00:00, None, None, None, None,1
None,-6.173, 95.3, None, None, None,4.459,8.08, None,106.9, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-06 21:00:00, None, None, None, None,1
None,-6.365, 94.9, None, None, None,10.15,7.93, None,118.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-06 22:00:00, None, None, None, None,1
None,-6.073, 94.9, None, None, None,6.909,13.45, None,116.1, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-06 23:00:00, None, None, None, None,1
None,-6.453, 93.5, None, None, None,12.09,7.42, None,95.5, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-07 00:00:00, None, None, None, None,1
None,-6.401, 94.4, None, None, None,12.71,4.263, None,24.39, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-07 01:00:00, None, None, None, None,1
None,-6.154, 91.8, None, None, None,6.131,11.09, None,13.2, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-07 02:00:00, None, None, None, None,1
None,-6.345, 90.2, None, None, None,13.04,12.7, None,20.63, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 03:00:00, None, None, None, None,1
None,-6.967, 96.5, None, None, None,16.67,11.04, None,27.13, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-07 04:00:00, None, None, None, None,1
None,-7.06, 95.2, None, None, None,20.56,14.39, None,27.01, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 05:00:00, None, None, None, None,1
None,-7.49, 94.6, None, None, None,20.83,11.04, None,37.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 06:00:00, None, None, None, None,1
None,-7.59, 94.8, None, None, None,18.83,7.92, None,70.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 07:00:00, None, None, None, None,1
None,-7.4, 93.8, None, None, None,14.92,6.71, None,85.8, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 08:00:00, None, None, None, None,1
None,-7.49, 93.4, None, None, None,19.5,7.88, None,84.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 09:00:00, None, None, None, None,1
None,-6.678, 92.2, None, None, None,22.69,6.278, None,77.0, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 10:00:00, None, None, None, None,1
None,-6.496, 90.6, None, None, None,24.32,4.153, None,61.79, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 11:00:00, None, None, None, None,1
None,-6.173, 91.2, None, None, None,42.31,3.402, None,56.13, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-07 12:00:00, None, None, None, None,1
None,-6.077, 90.1, None, None, None,41.37,3.399, None,44.93, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-07 13:00:00, None, None, None, None,1
None,-6.509, 90.3, None, None, None,30.3,4.602, None,11.99, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 14:00:00, None, None, None, None,1
None,-6.748, 89.6, None, None, None,40.75,3.913, None,19.11, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 15:00:00, None, None, None, None,1
None,-7.08, 90.4, None, None, None,22.78,5.279, None,348.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 16:00:00, None, None, None, None,1
None,-7.32, 88.3, None, None, None,26.83,5.622, None,18.45, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-01-07 17:00:00, None, None, None, None,1
None,-7.32, 90.3, None, None, None,39.72,3.363, None,54.43, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 18:00:00, None, None, None, None,1
None,-7.37, 95.1, None, None, None,54.04,1.847, None,78.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 19:00:00, None, None, None, None,1
None,-7.32, 94.7, None, None, None,25.89,3.577, None,0.281, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 20:00:00, None, None, None, None,1
None,-7.47, 93.3, None, None, None,22.86,2.684, None,40.53, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 21:00:00, None, None, None, None,1
None,-7.56, 92.7, None, None, None,24.3,1.351, None,13.03, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-07 22:00:00, None, None, None, None,1
None,-7.66, 92.7, None, None, None,24.79,1.515, None,217.2, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-01-07 23:00:00, None, None, None, None,1
