RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
41.71, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, None, 176.5, None,-4.184, None, None, None, None, None, None, None, None, None,2017-02-19 00:00:00, None,8
42.37, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, None, 176.5, None,-4.493, None, None, None, None, None, None, None, None, None,2017-02-19 01:00:00, None,8
43.66, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, None, 176.4, None,-4.968, None, None, None, None, None, None, None, None, None,2017-02-19 02:00:00, None,8
46.5, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, None, 176.4, None,-5.28, None, None, None, None, None, None, None, None, None,2017-02-19 03:00:00, None,8
47.98, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, None, 176.3, None,-5.426, None, None, None, None, None, None, None, None, None,2017-02-19 04:00:00, None,8
50.55, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, None, 176.2, None,-6.022, None, None, None, None, None, None, None, None, None,2017-02-19 05:00:00, None,8
50.63, None, None, None, None, None, None, None, -13.0, None, None, None, None, None, None, 176.3, None,-5.787, None, None, None, None, None, None, None, None, None,2017-02-19 06:00:00, None,8
51.13, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, None, 176.0, None,-5.974, None, None, None, None, None, None, None, None, None,2017-02-19 07:00:00, None,8
51.46, None, None, None, None, None, None, None, -13.0, None, None, None, None, None, None, 176.3, None,-5.974, None, None, None, None, None, None, None, None, None,2017-02-19 08:00:00, None,8
51.29, None, None, None, None, None, None, None, -13.0, None, None, None, None, None, None, 176.1, None,-5.358, None, None, None, None, None, None, None, None, None,2017-02-19 09:00:00, None,8
