wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
15.0, None, None,0.0, None,5.7, None,7.2, None, None, None,62.0,2019-05-07 00:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
288.0, None, None,0.0, None,4.0, None,4.0, None, None, None,78.0,2019-05-07 01:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0, None, None,0.0, None,5.8, None,4.3, None, None, None,72.0,2019-05-07 02:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, None, None,0.0, None,4.0, None,2.0, None, None, None,82.0,2019-05-07 03:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, None, None,0.0, None,1.6, None,1.0, None, None, None,89.0,2019-05-07 04:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0, None, None,0.0, None,3.3, None,0.7, None, None, None,90.0,2019-05-07 05:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0, None, None,0.0, None,2.2, None,3.6, None, None, None,80.0,2019-05-07 06:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0, None, None,0.0, None,5.0, None,10.0, None, None, None,57.0,2019-05-07 07:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0, None, None,0.0, None,9.6, None,11.5, None, None, None,44.0,2019-05-07 08:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, None, None,0.0, None,12.2, None,11.2, None, None, None,40.0,2019-05-07 09:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0, None, None,0.0, None,13.0, None,13.8, None, None, None,33.0,2019-05-07 10:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0, None, None,0.0, None,11.5, None,14.8, None, None, None,31.0,2019-05-07 11:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, None, None,0.0, None,13.2, None,15.8, None, None, None,27.0,2019-05-07 12:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, None, None,0.0, None,11.4, None,15.5, None, None, None,28.0,2019-05-07 13:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0, None, None,0.0, None,12.3, None,17.2, None, None, None,26.0,2019-05-07 14:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0, None, None,0.0, None,14.1, None,17.0, None, None, None,26.0,2019-05-07 15:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0, None, None,0.0, None,9.1, None,16.7, None, None, None,26.0,2019-05-07 16:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0, None, None,0.0, None,11.6, None,17.2, None, None, None,26.0,2019-05-07 17:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0, None, None,0.0, None,10.0, None,15.2, None, None, None,28.0,2019-05-07 18:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0, None, None,0.0, None,6.8, None,12.6, None, None, None,36.0,2019-05-07 19:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None,0.0, None,5.5, None,10.3, None, None, None,41.0,2019-05-07 20:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0, None, None,0.0, None,5.9, None,7.1, None, None, None,56.0,2019-05-07 21:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, None, None,0.0, None,3.7, None,5.2, None, None, None,60.0,2019-05-07 22:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
268.0, None, None,0.0, None,2.4, None,3.4, None, None, None,68.0,2019-05-07 23:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0, None, None,0.0, None,4.5, None,3.4, None, None, None,67.0,2019-05-08 00:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None,0.0, None,5.8, None,3.6, None, None, None,62.0,2019-05-08 01:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0, None, None,0.0, None,2.5, None,2.3, None, None, None,72.0,2019-05-08 02:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0, None, None,0.0, None,2.2, None,3.2, None, None, None,73.0,2019-05-08 03:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, None, None,0.0, None,2.2, None,3.3, None, None, None,74.0,2019-05-08 04:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0, None, None,0.0, None,3.2, None,3.7, None, None, None,78.0,2019-05-08 05:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0, None, None,0.0, None,1.7, None,5.5, None, None, None,77.0,2019-05-08 06:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, None, None,0.0, None,5.3, None,9.6, None, None, None,49.0,2019-05-08 07:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0, None, None,0.0, None,8.3, None,13.4, None, None, None,42.0,2019-05-08 08:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0, None, None,0.0, None,12.3, None,14.4, None, None, None,39.0,2019-05-08 09:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
310.0, None, None,0.0, None,10.2, None,14.8, None, None, None,39.0,2019-05-08 10:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0, None, None,0.0, None,11.9, None,15.0, None, None, None,38.0,2019-05-08 11:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
313.0, None, None,0.0, None,10.4, None,14.8, None, None, None,39.0,2019-05-08 12:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
313.0, None, None,0.0, None,11.1, None,16.6, None, None, None,36.0,2019-05-08 13:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
319.0, None, None,0.0, None,10.4, None,15.3, None, None, None,37.0,2019-05-08 14:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0, None, None,0.0, None,10.6, None,15.2, None, None, None,35.0,2019-05-08 15:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0, None, None,0.0, None,12.2, None,17.0, None, None, None,29.0,2019-05-08 16:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0, None, None,0.0, None,8.6, None,15.5, None, None, None,30.0,2019-05-08 17:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0, None, None,0.0, None,12.0, None,15.3, None, None, None,28.0,2019-05-08 18:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None,0.0, None,7.8, None,14.1, None, None, None,34.0,2019-05-08 19:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0, None, None,0.0, None,6.1, None,11.3, None, None, None,40.0,2019-05-08 20:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0, None, None,0.0, None,6.7, None,7.2, None, None, None,55.0,2019-05-08 21:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0, None, None,0.0, None,5.6, None,7.1, None, None, None,54.0,2019-05-08 22:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, None, None,0.0, None,5.5, None,5.1, None, None, None,58.0,2019-05-08 23:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0, None, None,0.0, None,7.9, None,3.9, None, None, None,55.0,2019-05-09 00:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0, None, None,0.0, None,7.1, None,4.0, None, None, None,55.0,2019-05-09 01:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0, None, None,0.0, None,6.6, None,3.4, None, None, None,58.0,2019-05-09 02:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None,0.0, None,6.7, None,-0.4, None, None, None,78.0,2019-05-09 03:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, None, None,0.0, None,4.3, None,-1.1, None, None, None,83.0,2019-05-09 04:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
291.0, None, None,0.0, None,2.5, None,-1.0, None, None, None,82.0,2019-05-09 05:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
254.0, None, None,0.0, None,5.0, None,2.6, None, None, None,72.0,2019-05-09 06:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0, None, None,0.0, None,3.7, None,9.0, None, None, None,48.0,2019-05-09 07:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,
