air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-15.7,-15.9, 264.0,-10.4, -6999.0, 4.4,2021-01-08 00:00:00, 1.4, -6999.0,2
-16.6,-16.8, 290.0,-10.4, -6999.0, 5.8,2021-01-08 01:00:00, 1.6, -6999.0,2
-17.4,-17.3, 242.0,-10.4, -6999.0, 4.9,2021-01-08 02:00:00, 1.5, -6999.0,2
-18.0,-18.0, 319.0,-10.4, -6999.0, 5.9,2021-01-08 03:00:00, 2.0, -6999.0,2
-18.6,-18.8, 269.0,-10.4, -6999.0, 6.4,2021-01-08 04:00:00, 1.6, -6999.0,2
-19.6,-19.6, 278.0,-10.4, -6999.0, 5.5,2021-01-08 05:00:00, 0.7, -6999.0,2
-19.7,-19.9, 314.0,-10.4, -6999.0, 5.6,2021-01-08 06:00:00, 1.7, -6999.0,2
-19.6,-20.2, 274.0,-19.6, -6999.0, 5.5,2021-01-08 07:00:00, 1.2, -6999.0,2
-19.1,-20.2, 324.0,-19.1, -6999.0, 6.5,2021-01-08 08:00:00, 1.5, -6999.0,2
-17.6,-20.2, 302.0,-17.6, -6999.0, 4.9,2021-01-08 09:00:00, 1.5, -6999.0,2
-16.8,-20.2, 241.0,-16.8, -6999.0, 5.7,2021-01-08 10:00:00, 1.2, -6999.0,2
-15.0,-20.2, 96.0,-15.0, -6999.0, 5.9,2021-01-08 11:00:00, 2.0, -6999.0,2
-13.3,-20.2, 239.0,-13.3, -6999.0, 5.6,2021-01-08 12:00:00, 1.9, -6999.0,2
-12.6,-20.2, 245.0,-12.6, -6999.0, 5.0,2021-01-08 13:00:00, 1.7, -6999.0,2
-11.9,-20.2, 1.0,-11.8, -6999.0, 5.3,2021-01-08 14:00:00, 1.4, -6999.0,2
-11.8,-20.2, 238.0,-11.6, -6999.0, 5.9,2021-01-08 15:00:00, 1.4, -6999.0,2
-12.9,-20.2, 253.0,-11.6, -6999.0, 4.0,2021-01-08 16:00:00, 1.1, -6999.0,2
-12.9,-20.2, 325.0,-11.6, -6999.0, 3.1,2021-01-08 17:00:00, 0.7, -6999.0,2
-14.0,-20.2, 310.0,-11.6, -6999.0, 4.0,2021-01-08 18:00:00, 0.7, -6999.0,2
-13.3,-14.2, 308.0,-13.3, -6999.0, 4.0,2021-01-08 19:00:00, 1.3, -6999.0,2
-12.0,-14.2, 257.0,-12.1, -6999.0, 7.4,2021-01-08 20:00:00, 1.3, -6999.0,2
-11.0,-14.2, 57.0,-11.0, -6999.0, 7.3,2021-01-08 21:00:00, 2.0, -6999.0,2
-4.2,-14.2, 242.0,-4.7, -6999.0, 15.0,2021-01-08 22:00:00, 4.0, -6999.0,2
-1.4,-14.2, 239.0,-1.3, -6999.0, 18.6,2021-01-08 23:00:00, 7.0, -6999.0,2
-0.8,-14.2, 239.0,-0.7, -6999.0, 22.2,2021-01-09 00:00:00, 9.6, -6999.0,2
-1.0,-14.2, 244.0,-0.7, -6999.0, 18.6,2021-01-09 01:00:00, 9.2, -6999.0,2
-1.1,-14.2, 242.0,-0.7, -6999.0, 20.3,2021-01-09 02:00:00, 8.8, -6999.0,2
-1.7,-14.2, 246.0,-0.7, -6999.0, 20.6,2021-01-09 03:00:00, 9.5, -6999.0,2
-2.2,-14.2, 241.0,-0.7, -6999.0, 21.5,2021-01-09 04:00:00, 7.8, -6999.0,2
-2.7,-14.2, 244.0,-0.7, -6999.0, 23.8,2021-01-09 05:00:00, 8.8, -6999.0,2
-6.1,-14.2, 248.0,-0.7, -6999.0, 16.5,2021-01-09 06:00:00, 3.7, -6999.0,2
-8.0,-8.2, 337.0,-5.9, -6999.0, 6.1,2021-01-09 07:00:00, 1.5, -6999.0,2
-9.4,-9.7, 274.0,-5.9, -6999.0, 7.2,2021-01-09 08:00:00, 3.1, -6999.0,2
-10.1,-10.4, 261.0,-5.9, -6999.0, 5.6,2021-01-09 09:00:00, 1.9, -6999.0,2
-10.6,-10.6, 258.0,-5.9, -6999.0, 10.4,2021-01-09 10:00:00, 3.3, -6999.0,2
-11.7,-11.8, 293.0,-5.9, -6999.0, 6.7,2021-01-09 11:00:00, 2.2, -6999.0,2
-11.9,-12.1, 292.0,-5.9, -6999.0, 6.1,2021-01-09 12:00:00, 1.7, -6999.0,2
-11.7,-12.2, 298.0,-5.9, -6999.0, 5.7,2021-01-09 13:00:00, 1.3, -6999.0,2
-11.8,-12.2, 234.0,-5.9, -6999.0, 4.5,2021-01-09 14:00:00, 0.5, -6999.0,2
-11.7,-12.2, 343.0,-5.9, -6999.0, 4.2,2021-01-09 15:00:00, 0.9, -6999.0,2
-12.4,-12.3, 229.0,-5.9, -6999.0, 3.9,2021-01-09 16:00:00, 1.4, -6999.0,2
-12.2,-12.9, 294.0,-5.9, -6999.0, 5.8,2021-01-09 17:00:00, 1.5, -6999.0,2
-13.2,-13.4, 153.0,-5.9, -6999.0, 5.9,2021-01-09 18:00:00, 1.4, -6999.0,2
-12.6,-13.3, 346.0,-12.5, -6999.0, 3.7,2021-01-09 19:00:00, 1.0, -6999.0,2
-12.3,-13.3, 256.0,-12.3, -6999.0, 5.8,2021-01-09 20:00:00, 2.1, -6999.0,2
-12.2,-13.3, 272.0,-12.1, -6999.0, 5.4,2021-01-09 21:00:00, 1.5, -6999.0,2
-11.8,-13.3, 5.0,-11.9, -6999.0, 5.7,2021-01-09 22:00:00, 1.6, -6999.0,2
-11.5,-13.3, 232.0,-11.5, -6999.0, 5.6,2021-01-09 23:00:00, 2.0, -6999.0,2
-10.8,-13.3, 321.0,-10.8, -6999.0, 4.9,2021-01-10 00:00:00, 1.4, -6999.0,2
-10.4,-13.3, 358.0,-10.4, -6999.0, 4.2,2021-01-10 01:00:00, 1.2, -6999.0,2
-11.6,-13.3, 266.0,-10.4, -6999.0, 5.2,2021-01-10 02:00:00, 1.5, -6999.0,2
-11.8,-13.3, 339.0,-10.4, -6999.0, 6.4,2021-01-10 03:00:00, 1.4, -6999.0,2
-12.5,-13.3, 252.0,-10.4, -6999.0, 5.2,2021-01-10 04:00:00, 1.6, -6999.0,2
-12.9,-13.3, 282.0,-10.4, -6999.0, 4.0,2021-01-10 05:00:00, 1.4, -6999.0,2
-14.9,-14.8, 252.0,-10.4, -6999.0, 5.4,2021-01-10 06:00:00, 1.4, -6999.0,2
-15.8,-15.8, 323.0,-14.4, -6999.0, 7.2,2021-01-10 07:00:00, 1.8, -6999.0,2
