wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
4.7,-5.7,264.0,100.0,2022-01-01 00:00:00,1
7.9,-4.8,255.0,90.0,2022-01-01 01:00:00,1
5.4,-4.9,215.0,91.0,2022-01-01 02:00:00,1
6.5,-4.6,232.0,94.0,2022-01-01 03:00:00,1
9.0,-4.0,231.0,90.0,2022-01-01 04:00:00,1
5.0,-3.6,257.0,87.0,2022-01-01 05:00:00,1
6.5,-3.6,236.0,93.0,2022-01-01 06:00:00,1
7.6,-3.0,231.0,89.0,2022-01-01 07:00:00,1
2.9,-2.4,341.0,89.0,2022-01-01 08:00:00,1
5.4,-2.1,178.0,89.0,2022-01-01 09:00:00,1
16.2,0.1,109.0,75.0,2022-01-01 10:00:00,1
14.8,0.3,107.0,76.0,2022-01-01 11:00:00,1
18.0,0.7,106.0,71.0,2022-01-01 12:00:00,1
22.3,1.1,115.0,70.0,2022-01-01 13:00:00,1
26.3,1.6,112.0,70.0,2022-01-01 14:00:00,1
28.1,2.1,144.0,73.0,2022-01-01 15:00:00,1
17.6,2.4,117.0,76.0,2022-01-01 16:00:00,1
20.2,2.8,134.0,79.0,2022-01-01 17:00:00,1
25.6,2.3,146.0,82.0,2022-01-01 18:00:00,1
25.9,2.6,138.0,84.0,2022-01-01 19:00:00,1
15.1,3.5,133.0,88.0,2022-01-01 20:00:00,1
23.4,3.5,123.0,91.0,2022-01-01 21:00:00,1
21.6,3.8,140.0,85.0,2022-01-01 22:00:00,1
20.5,3.5,155.0,88.0,2022-01-01 23:00:00,1
28.4,2.8,151.0,84.0,2022-01-02 00:00:00,1
20.2,2.9,143.0,85.0,2022-01-02 01:00:00,1
15.1,3.9,143.0,87.0,2022-01-02 02:00:00,1
9.4,5.1,154.0,80.0,2022-01-02 03:00:00,1
19.1,5.0,143.0,91.0,2022-01-02 04:00:00,1
23.8,5.2,143.0,89.0,2022-01-02 05:00:00,1
22.3,5.2,137.0,85.0,2022-01-02 06:00:00,1
21.6,5.3,131.0,91.0,2022-01-02 07:00:00,1
24.5,5.3,134.0,88.0,2022-01-02 08:00:00,1
23.8,5.6,120.0,82.0,2022-01-02 09:00:00,1
16.9,6.3,145.0,84.0,2022-01-02 10:00:00,1
20.2,6.5,151.0,85.0,2022-01-02 11:00:00,1
30.6,6.9,128.0,82.0,2022-01-02 12:00:00,1
30.2,6.0,124.0,86.0,2022-01-02 13:00:00,1
38.2,6.1,141.0,87.0,2022-01-02 14:00:00,1
21.6,5.0,151.0,100.0,2022-01-02 15:00:00,1
7.9,4.5,134.0,100.0,2022-01-02 16:00:00,1
34.2,5.3,133.0,96.0,2022-01-02 17:00:00,1
29.9,5.2,140.0,95.0,2022-01-02 18:00:00,1
6.5,3.2,60.0,100.0,2022-01-02 19:00:00,1
9.0,4.1,152.0,98.0,2022-01-02 20:00:00,1
22.7,4.9,142.0,98.0,2022-01-02 21:00:00,1
25.9,3.9,152.0,100.0,2022-01-02 22:00:00,1
23.8,4.4,130.0,100.0,2022-01-02 23:00:00,1
34.2,4.5,144.0,100.0,2022-01-03 00:00:00,1
33.1,4.1,144.0,100.0,2022-01-03 01:00:00,1
23.0,4.0,152.0,100.0,2022-01-03 02:00:00,1
19.4,3.8,156.0,100.0,2022-01-03 03:00:00,1
5.4,2.8,349.0,100.0,2022-01-03 04:00:00,1
15.1,3.3,254.0,100.0,2022-01-03 05:00:00,1
8.6,2.6,69.0,100.0,2022-01-03 06:00:00,1
4.0,2.8,118.0,100.0,2022-01-03 07:00:00,1
1.8,3.2,0.0,100.0,2022-01-03 08:00:00,1
5.4,3.3,266.0,100.0,2022-01-03 09:00:00,1
14.8,4.6,222.0,91.0,2022-01-03 10:00:00,1
22.0,4.0,181.0,90.0,2022-01-03 11:00:00,1
26.3,4.1,195.0,76.0,2022-01-03 12:00:00,1
29.5,3.6,230.0,70.0,2022-01-03 13:00:00,1
21.6,2.9,202.0,78.0,2022-01-03 14:00:00,1
6.5,2.8,168.0,75.0,2022-01-03 15:00:00,1
8.3,2.9,148.0,78.0,2022-01-03 16:00:00,1
13.0,2.1,190.0,81.0,2022-01-03 17:00:00,1
17.3,2.5,184.0,79.0,2022-01-03 18:00:00,1
14.4,2.7,198.0,78.0,2022-01-03 19:00:00,1
3.6,1.5,329.0,89.0,2022-01-03 20:00:00,1
9.7,2.9,174.0,75.0,2022-01-03 21:00:00,1
9.7,2.7,142.0,84.0,2022-01-03 22:00:00,1
25.2,3.3,152.0,88.0,2022-01-03 23:00:00,1
19.1,3.1,140.0,95.0,2022-01-04 00:00:00,1
20.2,3.5,149.0,94.0,2022-01-04 01:00:00,1
21.6,3.5,126.0,95.0,2022-01-04 02:00:00,1
16.9,2.9,142.0,99.0,2022-01-04 03:00:00,1
23.8,2.3,159.0,100.0,2022-01-04 04:00:00,1
16.9,1.6,180.0,100.0,2022-01-04 05:00:00,1
26.3,2.5,208.0,86.0,2022-01-04 06:00:00,1
9.7,1.9,179.0,94.0,2022-01-04 07:00:00,1
18.0,3.1,198.0,76.0,2022-01-04 08:00:00,1
20.9,3.5,220.0,72.0,2022-01-04 09:00:00,1
13.7,4.4,167.0,72.0,2022-01-04 10:00:00,1
17.6,4.6,148.0,88.0,2022-01-04 11:00:00,1
22.7,4.1,163.0,89.0,2022-01-04 12:00:00,1
18.0,3.8,160.0,88.0,2022-01-04 13:00:00,1
11.9,4.0,111.0,87.0,2022-01-04 14:00:00,1
7.6,2.8,245.0,100.0,2022-01-04 15:00:00,1
10.1,2.5,216.0,100.0,2022-01-04 16:00:00,1
11.5,2.2,232.0,100.0,2022-01-04 17:00:00,1
4.3,2.5,246.0,100.0,2022-01-04 18:00:00,1
5.0,1.4,249.0,100.0,2022-01-04 19:00:00,1
2.5,1.6,0.0,100.0,2022-01-04 20:00:00,1
13.3,1.0,292.0,100.0,2022-01-04 21:00:00,1
10.8,1.7,306.0,100.0,2022-01-04 22:00:00,1
15.5,2.0,290.0,100.0,2022-01-04 23:00:00,1
11.2,1.8,278.0,100.0,2022-01-05 00:00:00,1
11.2,1.5,294.0,98.0,2022-01-05 01:00:00,1
9.7,0.7,308.0,100.0,2022-01-05 02:00:00,1
8.6,0.6,308.0,100.0,2022-01-05 03:00:00,1
7.2,0.0,252.0,100.0,2022-01-05 04:00:00,1
5.4,0.5,300.0,100.0,2022-01-05 05:00:00,1
2.9,-0.1,236.0,100.0,2022-01-05 06:00:00,1
1.1,-0.2,0.0,100.0,2022-01-05 07:00:00,1
3.6,0.4,270.0,100.0,2022-01-05 08:00:00,1
14.8,0.8,57.0,92.0,2022-01-05 09:00:00,1
13.7,0.8,64.0,87.0,2022-01-05 10:00:00,1
16.6,0.3,64.0,82.0,2022-01-05 11:00:00,1
15.5,0.2,59.0,82.0,2022-01-05 12:00:00,1
12.6,0.2,58.0,83.0,2022-01-05 13:00:00,1
11.9,-0.4,1.0,82.0,2022-01-05 14:00:00,1
9.7,-0.7,12.0,91.0,2022-01-05 15:00:00,1
7.2,-1.0,16.0,100.0,2022-01-05 16:00:00,1
10.1,-1.0,36.0,100.0,2022-01-05 17:00:00,1
17.3,-0.6,49.0,100.0,2022-01-05 18:00:00,1
22.7,-0.6,29.0,100.0,2022-01-05 19:00:00,1
24.8,-0.5,58.0,100.0,2022-01-05 20:00:00,1
30.6,-0.7,51.0,100.0,2022-01-05 21:00:00,1
32.8,-1.2,44.0,100.0,2022-01-05 22:00:00,1
30.2,-0.8,52.0,100.0,2022-01-05 23:00:00,1
21.6,-0.9,29.0,100.0,2022-01-06 00:00:00,1
27.7,-0.8,48.0,100.0,2022-01-06 01:00:00,1
20.2,-0.4,27.0,100.0,2022-01-06 02:00:00,1
16.6,0.2,61.0,100.0,2022-01-06 03:00:00,1
18.4,0.1,18.0,100.0,2022-01-06 04:00:00,1
11.9,-0.3,307.0,100.0,2022-01-06 05:00:00,1
9.4,-0.2,289.0,100.0,2022-01-06 06:00:00,1
11.9,-0.2,299.0,100.0,2022-01-06 07:00:00,1
8.6,0.0,287.0,100.0,2022-01-06 08:00:00,1
12.2,0.1,236.0,100.0,2022-01-06 09:00:00,1
4.0,0.9,256.0,100.0,2022-01-06 10:00:00,1
6.8,0.8,272.0,100.0,2022-01-06 11:00:00,1
6.1,0.7,232.0,100.0,2022-01-06 12:00:00,1
3.6,0.9,294.0,100.0,2022-01-06 13:00:00,1
5.4,1.0,250.0,100.0,2022-01-06 14:00:00,1
11.5,2.5,151.0,100.0,2022-01-06 15:00:00,1
10.1,4.2,178.0,100.0,2022-01-06 16:00:00,1
18.0,4.6,154.0,100.0,2022-01-06 17:00:00,1
15.5,5.0,145.0,100.0,2022-01-06 18:00:00,1
15.5,5.4,144.0,100.0,2022-01-06 19:00:00,1
12.6,5.6,101.0,100.0,2022-01-06 20:00:00,1
7.2,4.7,336.0,100.0,2022-01-06 21:00:00,1
10.1,3.2,295.0,100.0,2022-01-06 22:00:00,1
4.7,2.9,293.0,100.0,2022-01-06 23:00:00,1
16.2,2.7,307.0,100.0,2022-01-07 00:00:00,1
4.7,3.0,224.0,100.0,2022-01-07 01:00:00,1
7.2,2.2,238.0,100.0,2022-01-07 02:00:00,1
11.9,3.0,285.0,100.0,2022-01-07 03:00:00,1
7.6,2.7,265.0,100.0,2022-01-07 04:00:00,1
10.4,2.6,245.0,100.0,2022-01-07 05:00:00,1
4.7,1.6,276.0,100.0,2022-01-07 06:00:00,1
7.9,2.7,276.0,100.0,2022-01-07 07:00:00,1
4.7,2.7,12.0,100.0,2022-01-07 08:00:00,1
8.3,3.5,254.0,99.0,2022-01-07 09:00:00,1
13.7,3.7,221.0,90.0,2022-01-07 10:00:00,1
11.2,3.6,62.0,87.0,2022-01-07 11:00:00,1
25.9,2.3,37.0,80.0,2022-01-07 12:00:00,1
7.6,1.9,30.0,83.0,2022-01-07 13:00:00,1
5.4,2.0,203.0,84.0,2022-01-07 14:00:00,1
6.1,1.8,117.0,88.0,2022-01-07 15:00:00,1
5.4,1.0,166.0,84.0,2022-01-07 16:00:00,1
6.5,1.6,32.0,77.0,2022-01-07 17:00:00,1
10.1,-1.8,238.0,100.0,2022-01-07 18:00:00,1
5.4,-1.2,244.0,100.0,2022-01-07 19:00:00,1
5.4,-2.1,230.0,100.0,2022-01-07 20:00:00,1
2.5,-2.3,0.0,100.0,2022-01-07 21:00:00,1
7.2,-2.9,252.0,100.0,2022-01-07 22:00:00,1
