RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
27.34, None, None, None,22.8,55.77, None, None, -13.0, None, None, None, None, None, None, None, None, None, 3.688, None, None, None, None,8.87, None, None, None, None,2019-03-19 00:00:00, None,12
28.15, None, None, None,25.96,57.01, None, None, -13.0, None, None, None, None, None, None, None, None, None, 3.168, None, None, None, None,9.03, None, None, None, None,2019-03-19 01:00:00, None,12
28.89, None, None, None,26.37,58.79, None, None, -14.0, None, None, None, None, None, None, None, None, None, 2.647, None, None, None, None,7.36, None, None, None, None,2019-03-19 02:00:00, None,12
27.72, None, None, None,28.19,57.04, None, None, -14.0, None, None, None, None, None, None, None, None, None, 2.426, None, None, None, None,8.28, None, None, None, None,2019-03-19 03:00:00, None,12
29.26, None, None, None,27.03,55.08, None, None, -14.0, None, None, None, None, None, None, None, None, None, 2.06, None, None, None, None,9.23, None, None, None, None,2019-03-19 04:00:00, None,12
28.33, None, None, None,27.82,57.24, None, None, -15.0, None, None, None, None, None, None, None, None, None, 1.561, None, None, None, None,9.05, None, None, None, None,2019-03-19 05:00:00, None,12
30.55, None, None, None,28.41,56.6, None, None, -15.0, None, None, None, None, None, None, None, None, None, 0.774, None, None, None, None,9.83, None, None, None, None,2019-03-19 06:00:00, None,12
33.35, None, None, None,27.29,57.14, None, None, -14.0, None, None, None, None, None, None, None, None, None, 0.218, None, None, None, None,9.18, None, None, None, None,2019-03-19 07:00:00, None,12
36.73, None, None, None,32.32,58.39, None, None, -12.0, None, None, None, None, None, None, None, None, None, -0.339, None, None, None, None,8.14, None, None, None, None,2019-03-19 08:00:00, None,12
39.47, None, None, None,29.93,59.32, None, None, -12.0, None, None, None, None, None, None, None, None, None, -0.925, None, None, None, None,8.76, None, None, None, None,2019-03-19 09:00:00, None,12
37.45, None, None, None,29.38,58.38, None, None, -12.0, None, None, None, None, None, None, None, None, None, -0.609, None, None, None, None,10.01, None, None, None, None,2019-03-19 10:00:00, None,12
33.76, None, None, None,27.03,60.43, None, None, -14.0, None, None, None, None, None, None, None, None, None, 0.092, None, None, None, None,8.95, None, None, None, None,2019-03-19 11:00:00, None,12
33.37, None, None, None,25.52,58.63, None, None, -13.0, None, None, None, None, None, None, None, None, None, 1.543, None, None, None, None,8.98, None, None, None, None,2019-03-19 12:00:00, None,12
31.28, None, None, None,25.56,60.31, None, None, -10.0, None, None, None, None, None, None, None, None, None, 5.699, None, None, None, None,8.38, None, None, None, None,2019-03-19 13:00:00, None,12
30.97, None, None, None,22.6,58.16, None, None, -8.0, None, None, None, None, None, None, None, None, None, 8.01, None, None, None, None,8.42, None, None, None, None,2019-03-19 14:00:00, None,12
28.38, None, None, None,27.25,57.23, None, None, -8.0, None, None, None, None, None, None, None, None, None, 9.42, None, None, None, None,10.23, None, None, None, None,2019-03-19 15:00:00, None,12
24.27, None, None, None,25.96,58.72, None, None, -11.0, None, None, None, None, None, None, None, None, None, 8.71, None, None, None, None,10.48, None, None, None, None,2019-03-19 16:00:00, None,12
21.24, None, None, None,27.42,53.53, None, None, -12.0, None, None, None, None, None, None, None, None, None, 8.57, None, None, None, None,10.39, None, None, None, None,2019-03-19 17:00:00, None,12
21.0, None, None, None,29.46,54.2, None, None, -12.0, None, None, None, None, None, None, None, None, None, 8.97, None, None, None, None,9.03, None, None, None, None,2019-03-19 18:00:00, None,12
21.01, None, None, None,26.73,56.08, None, None, -13.0, None, None, None, None, None, None, None, None, None, 8.34, None, None, None, None,8.84, None, None, None, None,2019-03-19 19:00:00, None,12
21.56, None, None, None,22.15,62.16, None, None, -13.0, None, None, None, None, None, None, None, None, None, 7.1, None, None, None, None,9.87, None, None, None, None,2019-03-19 20:00:00, None,12
21.86, None, None, None,24.32,60.26, None, None, -14.0, None, None, None, None, None, None, None, None, None, 6.101, None, None, None, None,9.15, None, None, None, None,2019-03-19 21:00:00, None,12
22.06, None, None, None,26.93,59.47, None, None, -14.0, None, None, None, None, None, None, None, None, None, 5.809, None, None, None, None,7.84, None, None, None, None,2019-03-19 22:00:00, None,12
22.58, None, None, None,27.89,58.41, None, None, -15.0, None, None, None, None, None, None, None, None, None, 4.868, None, None, None, None,9.17, None, None, None, None,2019-03-19 23:00:00, None,12
22.83, None, None, None,28.22,60.98, None, None, -15.0, None, None, None, None, None, None, None, None, None, 4.607, None, None, None, None,8.91, None, None, None, None,2019-03-20 00:00:00, None,12
23.01, None, None, None,29.0,61.24, None, None, -15.0, None, None, None, None, None, None, None, None, None, 4.201, None, None, None, None,8.38, None, None, None, None,2019-03-20 01:00:00, None,12
23.33, None, None, None,27.03,60.99, None, None, -15.0, None, None, None, None, None, None, None, None, None, 3.717, None, None, None, None,9.5, None, None, None, None,2019-03-20 02:00:00, None,12
23.75, None, None, None,31.3,60.93, None, None, -15.0, None, None, None, None, None, None, None, None, None, 3.274, None, None, None, None,9.12, None, None, None, None,2019-03-20 03:00:00, None,12
23.97, None, None, None,34.95,59.96, None, None, -16.0, None, None, None, None, None, None, None, None, None, 2.927, None, None, None, None,8.75, None, None, None, None,2019-03-20 04:00:00, None,12
25.16, None, None, None,33.15,60.76, None, None, -16.0, None, None, None, None, None, None, None, None, None, 1.917, None, None, None, None,9.98, None, None, None, None,2019-03-20 05:00:00, None,12
25.78, None, None, None,28.13,61.53, None, None, -16.0, None, None, None, None, None, None, None, None, None, 1.505, None, None, None, None,10.77, None, None, None, None,2019-03-20 06:00:00, None,12
25.8, None, None, None,33.36,60.47, None, None, -16.0, None, None, None, None, None, None, None, None, None, 1.457, None, None, None, None,9.28, None, None, None, None,2019-03-20 07:00:00, None,12
25.7, None, None, None,36.89,60.46, None, None, -16.0, None, None, None, None, None, None, None, None, None, 1.409, None, None, None, None,8.38, None, None, None, None,2019-03-20 08:00:00, None,12
25.19, None, None, None,38.79,58.65, None, None, -16.0, None, None, None, None, None, None, None, None, None, 1.819, None, None, None, None,8.38, None, None, None, None,2019-03-20 09:00:00, None,12
25.26, None, None, None,37.86,56.64, None, None, -16.0, None, None, None, None, None, None, None, None, None, 1.783, None, None, None, None,9.92, None, None, None, None,2019-03-20 10:00:00, None,12
24.94, None, None, None,32.3,59.34, None, None, -16.0, None, None, None, None, None, None, None, None, None, 2.282, None, None, None, None,10.84, None, None, None, None,2019-03-20 11:00:00, None,12
24.08, None, None, None,32.14,57.8, None, None, -15.0, None, None, None, None, None, None, None, None, None, 3.494, None, None, None, None,9.49, None, None, None, None,2019-03-20 12:00:00, None,12
21.9, None, None, None,32.03,58.57, None, None, -13.0, None, None, None, None, None, None, None, None, None, 7.72, None, None, None, None,8.33, None, None, None, None,2019-03-20 13:00:00, None,12
21.5, None, None, None,31.33,56.57, None, None, -12.0, None, None, None, None, None, None, None, None, None, 9.05, None, None, None, None,8.8, None, None, None, None,2019-03-20 14:00:00, None,12
21.86, None, None, None,32.91,53.88, None, None, -11.0, None, None, None, None, None, None, None, None, None, 10.31, None, None, None, None,8.75, None, None, None, None,2019-03-20 15:00:00, None,12
