pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None,680.0, None, None,-11.6,58.0, None, None, 0.0,142.0, None,2022-01-01 00:00:00, None,1
None,681.0, None, None,-11.0,58.0, None, None, 1.0,142.0, None,2022-01-01 01:00:00, None,1
None,680.0, None, None,-10.5,59.0, None, None, None,143.0, None,2022-01-01 02:00:00, None,1
None,680.0, None, None,-9.6,59.0, None, None, 0.0,143.0, None,2022-01-01 03:00:00, None,1
None,680.0, None, None,-8.5,61.0, None, None, 0.0,144.0, None,2022-01-01 04:00:00, None,1
None,680.0, None, None,-7.6,62.0, None, None, 0.0,146.0, None,2022-01-01 05:00:00, None,1
None,679.0, None, None,-7.0,62.0, None, None, None,147.0, None,2022-01-01 06:00:00, None,1
None,679.0, None, None,-7.0,61.0, None, None, 0.0,147.0, None,2022-01-01 07:00:00, None,1
None,679.0, None, None,-5.3,62.0, None, None, 0.0,148.0, None,2022-01-01 08:00:00, None,1
None,678.0, None, None,-4.5,62.0, None, None, None,149.0, None,2022-01-01 09:00:00, None,1
None,678.0, None, None,-4.0,62.0, None, None, 0.0,150.0, None,2022-01-01 10:00:00, None,1
None,678.0, None, None,-3.5,62.0, None, None, 0.0,149.0, None,2022-01-01 11:00:00, None,1
None,678.0, None, None,-3.3,62.0, None, None, 0.0,150.0, None,2022-01-01 12:00:00, None,1
None,678.0, None, None,-3.4,61.0, None, None, 0.0,150.0, None,2022-01-01 13:00:00, None,1
None,677.0, None, None,-3.4,62.0, None, None, None,150.0, None,2022-01-01 14:00:00, None,1
None,677.0, None, None,-3.5,62.0, None, None, 0.0,150.0, None,2022-01-01 15:00:00, None,1
None,678.0, None, None,-3.7,62.0, None, None, 1.0,151.0, None,2022-01-01 16:00:00, None,1
None,678.0, None, None,-3.9,62.0, None, None, 0.0,151.0, None,2022-01-01 17:00:00, None,1
None,678.0, None, None,-4.1,62.0, None, None, 0.0,151.0, None,2022-01-01 18:00:00, None,1
None,678.0, None, None,-4.3,62.0, None, None, 0.0,151.0, None,2022-01-01 19:00:00, None,1
None,678.0, None, None,-4.2,62.0, None, None, 0.0,151.0, None,2022-01-01 20:00:00, None,1
None,678.0, None, None,-4.1,64.0, None, None, 0.0,152.0, None,2022-01-01 21:00:00, None,1
None,678.0, None, None,-4.3,66.0, None, None, 0.0,154.0, None,2022-01-01 22:00:00, None,1
None,678.0, None, None,-4.3,66.0, None, None, 0.0,154.0, None,2022-01-01 23:00:00, None,1
None,678.0, None, None,-4.9,66.0, None, None, 0.0,154.0, None,2022-01-02 00:00:00, None,1
None,679.0, None, None,-5.7,66.0, None, None, 1.0,153.0, None,2022-01-02 01:00:00, None,1
None,679.0, None, None,-6.3,66.0, None, None, 0.0,152.0, None,2022-01-02 02:00:00, None,1
None,679.0, None, None,-6.6,66.0, None, None, 0.0,152.0, None,2022-01-02 03:00:00, None,1
0.0,680.0, None, None,-6.8,66.0, None, None, 1.0,152.0, None,2022-01-02 04:00:00, None,1
