air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
-9.1, -9.05, -9.6, 0.0, 6.0, -7.6, 184.18,2022-01-01 00:00:00, 184.0, -55.0, 400.0,1
-8.3, -8.27, -9.6, 0.0, 0.0, -7.6, 184.11,2022-01-01 01:00:00, 184.0, -55.0, 399.0,1
-7.8, -7.81, -9.6, 0.0, 0.0, -7.6, 184.18,2022-01-01 02:00:00, 184.0, -54.0, 400.0,1
-7.0, -7.03, -9.6, 0.0, 0.0, -7.0, 184.18,2022-01-01 03:00:00, 184.0, -54.0, 402.0,1
-6.2, -6.23, -9.6, 0.0, 1.0, -5.9, 184.87,2022-01-01 04:00:00, 185.0, -53.0, 405.0,1
-5.5, -5.524, -9.6, 0.0, -1.0, -5.5, 183.84,2022-01-01 05:00:00, 184.0, -53.0, 408.0,1
-4.9, -4.852, -9.6, 0.0, 0.0, -4.8, 184.12,2022-01-01 06:00:00, 184.0, -53.0, 412.0,1
-4.0, -3.983, -4.9, 0.0, 0.0, -3.9, 184.41,2022-01-01 07:00:00, 184.0, -52.0, 417.0,1
-4.1, -4.123, -4.9, 0.0, 0.0, -3.9, 184.16,2022-01-01 08:00:00, 184.0, -52.0, 420.0,1
-3.7, -3.7, -4.9, 0.0, 0.0, -3.7, 184.16,2022-01-01 09:00:00, 184.0, -52.0, 422.0,1
-3.5, -3.513, -4.9, 0.0, 0.0, -3.5, 184.21,2022-01-01 10:00:00, 184.0, -52.0, 425.0,1
-3.7, -3.682, -4.9, 0.0, 0.0, -3.4, 183.92,2022-01-01 11:00:00, 184.0, -52.0, 428.0,1
-3.1, -3.128, -4.9, 0.0, -2.0, -3.0, 182.35,2022-01-01 12:00:00, 182.0, -51.0, 430.0,1
-3.1, -3.118, -4.9, 0.0, -2.0, -3.0, 179.9,2022-01-01 13:00:00, 180.0, -51.0, 432.0,1
-2.9, -2.912, -4.9, 0.0, 4.0, -2.9, 184.17,2022-01-01 14:00:00, 184.0, -51.0, 433.0,1
-3.2, -3.183, -4.9, 0.0, 5.0, -2.9, 188.82,2022-01-01 15:00:00, 189.0, -51.0, 434.0,1
-3.2, -3.211, -4.9, 0.0, 4.0, -2.9, 192.9,2022-01-01 16:00:00, 193.0, -51.0, 434.0,1
-3.4, -3.371, -4.9, 0.0, 5.0, -2.9, 197.74,2022-01-01 17:00:00, 198.0, -52.0, 432.0,1
-3.5, -3.493, -4.9, 0.0, 3.0, -2.9, 200.73,2022-01-01 18:00:00, 201.0, -52.0, 431.0,1
-3.7, -3.682, -3.7, 0.0, 2.0, -3.5, 202.7,2022-01-01 19:00:00, 203.0, -52.0, 430.0,1
-3.8, -3.823, -3.8, 0.0, 6.0, -3.5, 208.19,2022-01-01 20:00:00, 208.0, -52.0, 429.0,1
-3.7, -3.709, -3.9, 0.0, 4.0, -3.5, 212.12,2022-01-01 21:00:00, 212.0, -52.0, 428.0,1
-3.7, -3.673, -3.9, 0.0, 16.0, -3.5, 228.26,2022-01-01 22:00:00, 228.0, -52.0, 428.0,1
-3.7, -3.729, -3.9, 0.0, 6.0, -3.5, 234.18,2022-01-01 23:00:00, 234.0, -52.0, 428.0,1
-4.3, -4.275, -4.3, 0.0, 0.0, -3.5, 234.57,2022-01-02 00:00:00, 235.0, -52.0, 427.0,1
-4.6, -4.576, -4.6, 0.0, -2.0, -3.5, 232.97,2022-01-02 01:00:00, 233.0, -52.0, 425.0,1
-4.5, -4.538, -4.6, 0.0, 2.0, -3.5, 235.16,2022-01-02 02:00:00, 235.0, -52.0, 424.0,1
-4.9, -4.946, -4.9, 0.0, 0.0, -3.5, 234.81,2022-01-02 03:00:00, 235.0, -53.0, 422.0,1
-4.9, -4.88, -5.0, 0.0, -1.0, -3.5, 233.53,2022-01-02 04:00:00, 234.0, -53.0, 420.0,1
-4.9, -4.871, -5.0, 0.0, -2.0, -3.5, 231.64,2022-01-02 05:00:00, 232.0, -53.0, 419.0,1
-4.7, -4.663, -5.0, 0.0, -1.0, -3.5, 230.7,2022-01-02 06:00:00, 231.0, -52.0, 419.0,1
-4.7, -4.728, -4.7, 0.0, -2.0, -4.6, 228.81,2022-01-02 07:00:00, 229.0, -52.0, 420.0,1
-4.9, -4.937, -5.0, 0.0, 0.0, -4.6, 229.08,2022-01-02 08:00:00, 229.0, -53.0, 419.0,1
-5.2, -5.184, -5.2, 0.0, -1.0, -4.6, 228.11,2022-01-02 09:00:00, 228.0, -53.0, 418.0,1
-4.9, -4.946, -5.3, 0.0, -1.0, -4.6, 227.61,2022-01-02 10:00:00, 228.0, -53.0, 418.0,1
-5.1, -5.146, -5.3, 0.0, -1.0, -4.6, 226.43,2022-01-02 11:00:00, 226.0, -53.0, 423.0,1
-5.4, -5.44, -5.5, 0.0, -1.0, -4.6, 225.88,2022-01-02 12:00:00, 226.0, -53.0, 426.0,1
-5.5, -5.469, -5.5, 0.0, 0.0, -4.6, 225.73,2022-01-02 13:00:00, 226.0, -53.0, 429.0,1
-5.3, -5.269, -5.5, 0.0, -1.0, -4.6, 225.22,2022-01-02 14:00:00, 225.0, -53.0, 428.0,1
-5.5, -5.507, -5.5, 0.0, -1.0, -4.6, 224.02,2022-01-02 15:00:00, 224.0, -53.0, 426.0,1
-5.6, -5.641, -5.7, 0.0, 0.0, -4.6, 224.17,2022-01-02 16:00:00, 224.0, -53.0, 422.0,1
-5.9, -5.917, -5.9, 0.0, 0.0, -4.6, 224.49,2022-01-02 17:00:00, 224.0, -53.0, 417.0,1
-5.8, -5.812, -6.2, 0.0, 1.0, -4.6, 225.45,2022-01-02 18:00:00, 225.0, -53.0, 414.0,1
-5.7, -5.706, -5.8, 0.0, 0.0, -5.5, 225.43,2022-01-02 19:00:00, 225.0, -53.0, 414.0,1
-5.9, -5.85, -5.9, 0.0, -3.0, -5.5, 222.54,2022-01-02 20:00:00, 223.0, -53.0, 414.0,1
-6.0, -6.023, -6.2, 0.0, -1.0, -5.5, 221.48,2022-01-02 21:00:00, 221.0, -53.0, 414.0,1
-6.3, -6.328, -6.3, 0.0, -1.0, -5.5, 220.76,2022-01-02 22:00:00, 221.0, -53.0, 413.0,1
-6.5, -6.529, -6.6, 0.0, 2.0, -5.5, 222.47,2022-01-02 23:00:00, 222.0, -54.0, 412.0,1
-6.9, -6.876, -6.9, 0.0, 0.0, -5.5, 222.44,2022-01-03 00:00:00, 222.0, -54.0, 410.0,1
-6.8, -6.828, -6.9, 0.0, 1.0, -5.5, 223.65,2022-01-03 01:00:00, 224.0, -54.0, 410.0,1
-7.3, -7.28, -7.3, 0.0, 0.0, -5.5, 224.14,2022-01-03 02:00:00, 224.0, -54.0, 409.0,1
-7.7, -7.65, -7.9, 0.0, 1.0, -5.5, 224.76,2022-01-03 03:00:00, 225.0, -54.0, 407.0,1
-10.8, -10.81, -10.8, 0.0, 2.0, -5.5, 226.59,2022-01-03 04:00:00, 227.0, -56.0, 404.0,1
-12.4, -12.37, -12.4, 0.0, 1.0, -5.5, 227.54,2022-01-03 05:00:00, 228.0, -58.0, 397.0,1
-14.0, -14.01, -14.1, 0.0, -1.0, -5.5, 227.02,2022-01-03 06:00:00, 227.0, -59.0, 392.0,1
-15.8, -15.83, -15.8, 0.0, 0.0, -14.0, 227.32,2022-01-03 07:00:00, 227.0, -60.0, 390.0,1
-16.8, -16.75, -16.8, 0.0, 0.0, -14.0, 227.56,2022-01-03 08:00:00, 228.0, -61.0, 389.0,1
-18.2, -18.17, -18.2, 0.0, 0.0, -14.0, 227.34,2022-01-03 09:00:00, 227.0, -61.0, 389.0,1
-19.4, -19.42, -19.4, 0.0, -1.0, -14.0, 226.72,2022-01-03 10:00:00, 227.0, -62.0, 388.0,1
-19.6, -19.57, -19.8, 0.0, 0.0, -14.0, 226.94,2022-01-03 11:00:00, 227.0, -62.0, 388.0,1
-19.8, -19.79, -20.1, 0.0, -1.0, -14.0, 226.24,2022-01-03 12:00:00, 226.0, -63.0, 388.0,1
-20.2, -20.15, -20.6, 0.0, -1.0, -14.0, 225.44,2022-01-03 13:00:00, 225.0, -63.0, 388.0,1
-21.0, -21.03, -21.0, 0.0, 0.0, -14.0, 225.52,2022-01-03 14:00:00, 226.0, -63.0, 388.0,1
-21.6, -21.56, -21.6, 0.0, 0.0, -14.0, 225.31,2022-01-03 15:00:00, 225.0, -64.0, 388.0,1
-21.8, -21.79, -21.8, 0.0, -1.0, -14.0, 224.61,2022-01-03 16:00:00, 225.0, -64.0, 388.0,1
-22.3, -22.28, -22.3, 0.0, 0.0, -14.0, 224.35,2022-01-03 17:00:00, 224.0, -64.0, 388.0,1
-22.7, -22.7, -22.7, 0.0, 0.0, -14.0, 224.76,2022-01-03 18:00:00, 225.0, -65.0, 388.0,1
-22.9, -22.89, -22.9, 0.0, 2.0, -22.7, 226.45,2022-01-03 19:00:00, 226.0, -65.0, 388.0,1
-23.2, -23.21, -23.2, 0.0, 0.0, -22.7, 226.64,2022-01-03 20:00:00, 227.0, -65.0, 388.0,1
-23.7, -23.65, -23.7, 0.0, 0.0, -22.7, 226.93,2022-01-03 21:00:00, 227.0, -65.0, 388.0,1
