CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-22.87, 76.6, None, None, None, 0.112, 6.196, 343.1, -26.0, None, -22.9, -23.8, 0.0, -26.0, None, -22.8, None, None, 77.0, None,2022-01-01 00:00:00, None, None, None, None,1
-22.14, 77.1, None, None, None, 0.153, 5.244, 342.9, -25.0, None, -22.1, -23.8, 0.0, -25.0, None, -22.1, None, None, 77.0, None,2022-01-01 01:00:00, None, None, None, None,1
-22.29, 77.1, None, None, None, 6.225, 10.16, 342.4, -25.0, None, -22.3, -23.8, 0.0, -25.0, None, -22.1, None, None, 77.0, None,2022-01-01 02:00:00, None, None, None, None,1
-21.71, 77.8, None, None, None, 0.475, 12.17, 348.1, -24.0, None, -21.7, -23.8, 0.0, -24.0, None, -21.7, None, None, 78.0, None,2022-01-01 03:00:00, None, None, None, None,1
-21.17, 78.3, None, None, None, 0.346, 9.16, 348.7, -24.0, None, -21.2, -23.8, 0.0, -24.0, None, -21.2, None, None, 78.0, None,2022-01-01 04:00:00, None, None, None, None,1
-20.5, 79.1, None, None, None, 1.372, 11.36, 350.2, -23.0, None, -20.5, -23.8, 0.0, -23.0, None, -20.5, None, None, 79.0, None,2022-01-01 05:00:00, None, None, None, None,1
-20.11, 79.8, None, None, None, 3.117, 10.24, 354.4, -22.0, None, -20.1, -23.8, 0.0, -22.0, None, -20.1, None, None, 80.0, None,2022-01-01 06:00:00, None, None, None, None,1
-19.67, 80.3, None, None, None, 2.104, 5.362, 2.942, -22.0, None, -19.7, -20.1, 0.0, -22.0, None, -19.6, None, None, 80.0, None,2022-01-01 07:00:00, None, None, None, None,1
-19.62, 80.4, None, None, None, 0.0, 3.814, 5.03, -22.0, None, -19.6, -20.1, 0.0, -22.0, None, -19.5, None, None, 80.0, None,2022-01-01 08:00:00, None, None, None, None,1
-19.67, 80.7, None, None, None, 0.0, 8.36, 4.892, -22.0, None, -19.7, -20.1, 0.0, -22.0, None, -19.5, None, None, 81.0, None,2022-01-01 09:00:00, None, None, None, None,1
-18.7, 81.4, None, None, None, 0.806, 0.453, 5.266, -21.0, None, -18.7, -20.1, 0.0, -21.0, None, -18.7, None, None, 81.0, None,2022-01-01 10:00:00, None, None, None, None,1
-18.16, 82.3, None, None, None, 0.274, 0.0, 6.276, -20.0, None, -18.2, -20.1, 0.0, -20.0, None, -18.1, None, None, 82.0, None,2022-01-01 11:00:00, None, None, None, None,1
-17.82, 83.0, None, None, None, 0.217, 0.0, 6.245, -20.0, None, -17.8, -20.1, 0.0, -20.0, None, -17.8, None, None, 83.0, None,2022-01-01 12:00:00, None, None, None, None,1
-18.11, 82.9, None, None, None, 0.506, 0.0, 5.81, -20.0, None, -18.1, -20.1, 0.0, -20.0, None, -17.8, None, None, 83.0, None,2022-01-01 13:00:00, None, None, None, None,1
-19.04, 81.9, None, None, None, 0.42, 0.0, 5.796, -21.0, None, -19.0, -20.1, 0.0, -21.0, None, -17.8, None, None, 82.0, None,2022-01-01 14:00:00, None, None, None, None,1
-18.99, 81.5, None, None, None, 0.288, 0.0, 6.174, -21.0, None, -19.0, -20.1, 0.0, -21.0, None, -17.8, None, None, 82.0, None,2022-01-01 15:00:00, None, None, None, None,1
-18.7, 81.4, None, None, None, 0.222, 0.0, 6.298, -21.0, None, -18.7, -20.1, 0.0, -21.0, None, -17.8, None, None, 81.0, None,2022-01-01 16:00:00, None, None, None, None,1
-18.79, 81.5, None, None, None, 0.28, 0.0, 6.343, -21.0, None, -18.8, -20.1, 0.0, -21.0, None, -17.8, None, None, 82.0, None,2022-01-01 17:00:00, None, None, None, None,1
-18.4, 81.7, None, None, None, 0.975, 0.0, 7.27, -21.0, None, -18.4, -20.1, 0.0, -21.0, None, -17.8, None, None, 82.0, None,2022-01-01 18:00:00, None, None, None, None,1
-17.05, 83.3, None, None, None, 0.28, 0.0, 7.58, -19.0, None, -17.1, -18.4, 0.0, -19.0, None, -17.1, None, None, 83.0, None,2022-01-01 19:00:00, None, None, None, None,1
-16.47, 84.6, None, None, None, 0.4, 0.0, 7.89, -18.0, None, -16.5, -18.4, 0.0, -18.0, None, -16.5, None, None, 85.0, None,2022-01-01 20:00:00, None, None, None, None,1
-16.67, 84.8, None, None, None, 2.085, 0.0, 8.48, -18.0, None, -16.7, -18.4, 0.0, -18.0, None, -16.5, None, None, 85.0, None,2022-01-01 21:00:00, None, None, None, None,1
-16.08, 85.3, None, None, None, 1.744, 0.0, 8.02, -18.0, None, -16.1, -18.4, 0.0, -18.0, None, -16.1, None, None, 85.0, None,2022-01-01 22:00:00, None, None, None, None,1
-15.11, 86.6, None, None, None, 3.013, 0.0, 10.48, -17.0, None, -15.1, -18.4, 0.0, -17.0, None, -15.1, None, None, 87.0, None,2022-01-01 23:00:00, None, None, None, None,1
-14.82, 87.2, None, None, None, 2.065, 0.0, 14.89, -16.0, None, -14.8, -18.4, 0.0, -16.0, None, -14.8, None, None, 87.0, None,2022-01-02 00:00:00, None, None, None, None,1
-14.77, 87.2, None, None, None, 2.396, 0.0, 16.23, -16.0, None, -14.8, -18.4, 0.0, -16.0, None, -14.8, None, None, 87.0, None,2022-01-02 01:00:00, None, None, None, None,1
-14.87, 87.4, None, None, None, 2.004, 0.0, 15.22, -16.0, None, -14.9, -18.4, 0.0, -16.0, None, -14.8, None, None, 87.0, None,2022-01-02 02:00:00, None, None, None, None,1
-15.55, 86.9, None, None, None, 0.101, 0.991, 16.31, -17.0, None, -15.6, -18.4, 0.0, -17.0, None, -14.8, None, None, 87.0, None,2022-01-02 03:00:00, None, None, None, None,1
-15.69, 86.6, None, None, None, 1.201, 5.481, 13.28, -17.0, None, -15.7, -18.4, 0.0, -17.0, None, -14.8, None, None, 87.0, None,2022-01-02 04:00:00, None, None, None, None,1
