pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, -16.97, 84.6, -15.9, 85.0, -19.0, -17.0, -20.1, 1012.5, 0.0, -19.0, 909.0, 0.0,2022-01-01 00:00:00, None, 909.0,1
None, -13.3, 85.5, -13.3, 86.0, -15.0, -13.3, -20.1, 1010.8, 0.0, -15.0, 908.0, 0.0,2022-01-01 01:00:00, None, 908.0,1
1.4, -12.73, 84.9, -12.7, 85.0, -15.0, -12.7, -20.1, 1009.5, 0.0, -15.0, 907.0, 0.0,2022-01-01 02:00:00, None, 907.0,1
1.4, -11.23, 84.6, -11.4, 85.0, -13.0, -11.2, -20.1, 1008.0, 0.0, -13.0, 906.0, 0.0,2022-01-01 03:00:00, None, 906.0,1
1.4, -11.27, 83.6, -11.1, 84.0, -14.0, -11.3, -20.1, 1005.8, 0.0, -14.0, 904.0, 0.0,2022-01-01 04:00:00, None, 904.0,1
1.4, -10.59, 84.9, -10.4, 85.0, -13.0, -10.6, -20.1, 1003.5, 0.0, -13.0, 902.0, 0.0,2022-01-01 05:00:00, None, 902.0,1
1.4, -10.75, 85.9, -10.1, 86.0, -13.0, -10.8, -20.1, 1002.3, 0.0, -13.0, 901.0, 0.0,2022-01-01 06:00:00, None, 901.0,1
1.4, -9.46, 84.4, -9.2, 84.0, -12.0, -9.5, -10.8, 999.9, 0.0, -12.0, 899.0, 0.0,2022-01-01 07:00:00, None, 899.0,1
1.4, -9.34, 86.4, -8.9, 86.0, -11.0, -9.3, -10.8, 998.7, 0.0, -11.0, 898.0, 0.0,2022-01-01 08:00:00, None, 898.0,1
1.4, -7.247, 86.5, -7.2, 87.0, -9.0, -7.2, -10.8, 997.1, 0.0, -9.0, 897.0, 0.0,2022-01-01 09:00:00, None, 897.0,1
1.4, -5.727, 84.0, -5.5, 84.0, -8.0, -5.7, -10.8, 995.8, 0.0, -8.0, 896.0, 0.0,2022-01-01 10:00:00, None, 896.0,1
1.4, -5.295, 85.2, -3.9, 85.0, -7.0, -5.3, -10.8, 997.0, 0.0, -7.0, 897.0, 0.0,2022-01-01 11:00:00, None, 897.0,1
1.4, -2.086, 81.0, -2.2, 81.0, -4.0, -2.1, -10.8, 995.4, 0.0, -4.0, 896.0, 0.0,2022-01-01 12:00:00, None, 896.0,1
1.4, -1.601, 85.0, -1.5, 85.0, -4.0, -1.6, -10.8, 995.0, 0.0, -4.0, 896.0, 0.0,2022-01-01 13:00:00, None, 896.0,1
1.6, -0.48, 84.0, -0.4, 84.0, -2.0, -0.5, -10.8, 994.8, 0.2, -2.0, 896.0, 0.0,2022-01-01 14:00:00, None, 896.0,1
2.2, -1.143, 89.8, -0.4, 90.0, -3.0, -1.1, -10.8, 995.8, 0.6, -3.0, 897.0, 0.0,2022-01-01 15:00:00, None, 897.0,1
2.4, -2.133, 90.6, -0.4, 91.0, -3.0, -2.1, -10.8, 994.8, 0.2, -3.0, 896.0, 0.0,2022-01-01 16:00:00, None, 896.0,1
2.4, -2.683, 91.2, -0.4, 91.0, -4.0, -2.7, -10.8, 994.8, 0.0, -4.0, 896.0, 0.0,2022-01-01 17:00:00, None, 896.0,1
2.4, -3.041, 91.1, -0.4, 91.0, -4.0, -3.0, -10.8, 994.9, 0.0, -4.0, 896.0, 0.0,2022-01-01 18:00:00, None, 896.0,1
2.4, -2.843, 91.0, -2.6, 91.0, -4.0, -2.8, -3.1, 994.7, 0.0, -4.0, 896.0, 0.0,2022-01-01 19:00:00, None, 896.0,1
2.4, -2.428, 93.9, -2.4, 94.0, -3.0, -2.4, -3.1, 993.5, 0.0, -3.0, 895.0, 0.0,2022-01-01 20:00:00, None, 895.0,1
2.3, -2.839, 93.1, -2.2, 93.0, -3.0, -2.8, -3.1, 993.3, 0.2, -3.0, 895.0, 0.0,2022-01-01 21:00:00, None, 895.0,1
1.9, -3.016, 93.8, -2.2, 94.0, -4.0, -3.0, -3.6, 993.2, 0.3, -4.0, 895.0, 0.0,2022-01-01 22:00:00, None, 895.0,1
1.5, -3.214, 91.7, -2.2, 92.0, -4.0, -3.2, -3.9, 993.2, 0.1, -4.0, 895.0, 0.0,2022-01-01 23:00:00, None, 895.0,1
1.5, -4.208, 94.8, -2.2, 95.0, -5.0, -4.2, -4.4, 995.2, 0.1, -5.0, 897.0, 0.0,2022-01-02 00:00:00, None, 897.0,1
1.5, -4.545, 92.7, -2.2, 93.0, -5.0, -4.5, -5.1, 995.2, 0.0, -5.0, 897.0, 0.0,2022-01-02 01:00:00, None, 897.0,1
1.5, -5.588, 93.7, -2.2, 94.0, -6.0, -5.6, -5.4, 997.4, 0.0, -6.0, 899.0, 0.0,2022-01-02 02:00:00, None, 899.0,1
1.5, -4.234, 89.3, -2.2, 89.0, -6.0, -4.2, -6.2, 998.4, 0.0, -6.0, 900.0, 0.0,2022-01-02 03:00:00, None, 900.0,1
1.5, -5.309, 90.6, -2.2, 91.0, -7.0, -5.3, -6.2, 999.7, 0.0, -7.0, 901.0, 0.0,2022-01-02 04:00:00, None, 901.0,1
1.5, -4.371, 89.1, -2.2, 89.0, -6.0, -4.4, -6.2, 999.7, 0.0, -6.0, 901.0, 0.0,2022-01-02 05:00:00, None, 901.0,1
1.5, -4.372, 88.6, -2.2, 89.0, -6.0, -4.4, -6.2, 999.7, 0.0, -6.0, 901.0, 0.0,2022-01-02 06:00:00, None, 901.0,1
1.5, -4.424, 87.1, -4.1, 87.0, -6.0, -4.4, -4.7, 999.7, 0.0, -6.0, 901.0, 0.0,2022-01-02 07:00:00, None, 901.0,1
1.5, -3.966, 84.5, -3.9, 85.0, -6.0, -4.0, -4.7, 1000.7, 0.0, -6.0, 902.0, 0.0,2022-01-02 08:00:00, None, 902.0,1
1.5, -3.951, 83.1, -3.8, 83.0, -6.0, -4.0, -4.7, 1000.8, 0.0, -6.0, 902.0, 0.0,2022-01-02 09:00:00, None, 902.0,1
1.5, -4.372, 83.2, -3.8, 83.0, -6.0, -4.4, -4.7, 1000.8, 0.0, -6.0, 902.0, 0.0,2022-01-02 10:00:00, None, 902.0,1
1.5, -4.728, 83.7, -3.8, 84.0, -7.0, -4.7, -4.8, 1000.9, 0.0, -7.0, 902.0, 0.0,2022-01-02 11:00:00, None, 902.0,1
1.5, -4.187, 79.82, -3.8, 80.0, -7.0, -4.2, -4.8, 999.8, 0.0, -7.0, 901.0, 0.0,2022-01-02 12:00:00, None, 901.0,1
1.5, -5.122, 83.1, -3.8, 83.0, -7.0, -5.1, -5.3, 1000.0, 0.0, -7.0, 901.0, 0.0,2022-01-02 13:00:00, None, 901.0,1
1.3, -5.385, 87.8, -3.8, 88.0, -7.0, -5.4, -5.4, 1000.1, 0.0, -7.0, 901.0, 0.0,2022-01-02 14:00:00, None, 901.0,1
0.7, -5.512, 79.42, -3.8, 79.0, -8.0, -5.5, -5.7, 1000.0, 0.0, -8.0, 901.0, 0.0,2022-01-02 15:00:00, None, 901.0,1
0.5, -6.213, 79.28, -3.8, 79.0, -9.0, -6.2, -6.3, 999.0, 0.0, -9.0, 900.0, 0.0,2022-01-02 16:00:00, None, 900.0,1
0.5, -7.163, 79.85, -3.8, 80.0, -10.0, -7.2, -7.3, 1000.2, 0.0, -10.0, 901.0, 0.0,2022-01-02 17:00:00, None, 901.0,1
0.5, -8.3, 80.3, -3.8, 80.0, -11.0, -8.3, -8.5, 1000.3, 0.1, -11.0, 901.0, 0.0,2022-01-02 18:00:00, None, 901.0,1
0.8, -9.85, 80.8, -8.3, 81.0, -12.0, -9.9, -9.9, 999.3, 0.3, -12.0, 900.0, 0.0,2022-01-02 19:00:00, None, 900.0,1
