CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -23.34, 80.5, None, None, None, None, 14.56, 0.0, 0.0, 131.6, -26.0, None, -23.3, -23.4, None, None, None, -21.6, None, None, 81.0, None,2022-01-01 00:00:00, 180.0, None, 180.4,1
None, -23.82, 80.2, None, None, None, None, 12.68, 0.0, 0.0, 127.4, -26.0, None, -23.8, -23.9, None, None, None, -21.6, None, None, 80.0, None,2022-01-01 01:00:00, 180.0, None, 180.4,1
None, -24.06, 80.1, None, None, None, None, 13.24, 0.0, 0.0, 129.0, -26.0, None, -24.1, -24.1, None, None, None, -21.6, None, None, 80.0, None,2022-01-01 02:00:00, 180.0, None, 180.4,1
None, -23.87, 80.1, None, None, None, None, 13.62, 0.0, 0.0, 124.0, -26.0, None, -23.9, -24.1, None, None, None, -21.6, None, None, 80.0, None,2022-01-01 03:00:00, 180.0, None, 180.1,1
None, -23.61, 80.3, None, None, None, None, 14.11, 0.0, 0.0, 119.8, -26.0, None, -23.6, -24.1, None, None, None, -21.6, None, None, 80.0, None,2022-01-01 04:00:00, 180.0, None, 180.0,1
None, -23.56, 80.3, None, None, None, None, 14.64, 0.0, 0.0, 134.0, -26.0, None, -23.6, -24.1, None, None, None, -21.6, None, None, 80.0, None,2022-01-01 05:00:00, 180.0, None, 179.6,1
None, -23.28, 80.5, None, None, None, None, 19.64, 0.0, 0.0, 129.5, -25.0, None, -23.3, -24.1, None, None, None, -21.6, None, None, 81.0, None,2022-01-01 06:00:00, 180.0, None, 179.5,1
None, -22.84, 80.9, None, None, None, None, 15.34, 0.0, 0.0, 129.2, -25.0, None, -22.8, -23.4, None, None, None, -22.8, None, None, 81.0, None,2022-01-01 07:00:00, 179.0, None, 179.3,1
None, -22.51, 81.1, None, None, None, None, 18.85, 0.0, 0.0, 125.9, -25.0, None, -22.5, -23.4, None, None, None, -22.5, None, None, 81.0, None,2022-01-01 08:00:00, 179.0, None, 178.9,1
None, -21.81, 81.8, None, None, None, None, 20.78, -1.0, 0.0, 124.1, -24.0, None, -21.8, -23.4, None, None, None, -21.8, None, None, 82.0, None,2022-01-01 09:00:00, 178.0, None, 178.4,1
None, -20.31, 83.1, None, None, None, None, 21.99, -1.0, 0.0, 123.5, -22.0, None, -20.3, -23.4, None, None, None, -20.4, None, None, 83.0, None,2022-01-01 10:00:00, 178.0, None, 177.8,1
None, -18.39, 84.9, None, None, None, None, 27.44, -1.0, 0.0, 137.0, -20.0, None, -18.4, -23.4, None, None, None, -18.4, None, None, 85.0, None,2022-01-01 11:00:00, 177.0, None, 177.0,1
None, -19.1, 83.9, None, None, None, None, 30.03, 0.0, 0.0, 161.0, -21.0, None, -19.1, -23.4, None, None, None, -18.3, None, None, 84.0, None,2022-01-01 12:00:00, 177.0, None, 177.1,1
None, -17.96, 85.1, None, None, None, None, 40.83, 0.0, 0.0, 138.4, -20.0, None, -18.0, -23.4, None, None, None, -18.0, None, None, 85.0, None,2022-01-01 13:00:00, 177.0, None, 176.6,1
None, -17.74, 85.3, None, None, None, None, 23.08, 0.0, 0.0, 131.2, -19.0, None, -17.7, -23.4, None, None, None, -17.6, None, None, 85.0, None,2022-01-01 14:00:00, 176.0, None, 176.3,1
None, -18.75, 84.6, None, None, None, None, 23.54, 0.0, 0.0, 132.8, -21.0, None, -18.8, -23.4, None, None, None, -17.6, None, None, 85.0, None,2022-01-01 15:00:00, 177.0, None, 176.5,1
None, -19.76, 83.7, None, None, None, None, 18.12, 1.0, 0.0, 128.5, -22.0, None, -19.8, -23.4, None, None, None, -17.6, None, None, 84.0, None,2022-01-01 16:00:00, 177.0, None, 176.9,1
None, -20.27, 83.1, None, None, None, None, 16.87, 0.0, 0.0, 126.7, -22.0, None, -20.3, -23.4, None, None, None, -17.6, None, None, 83.0, None,2022-01-01 17:00:00, 177.0, None, 176.9,1
None, -20.36, 83.0, None, None, None, None, 17.57, 0.0, 0.0, 114.7, -22.0, None, -20.4, -23.4, None, None, None, -17.6, None, None, 83.0, None,2022-01-01 18:00:00, 177.0, None, 176.9,1
None, -20.37, 83.0, None, None, None, None, 17.53, 0.0, 0.0, 118.2, -22.0, None, -20.4, -20.5, None, None, None, -20.3, None, None, 83.0, None,2022-01-01 19:00:00, 177.0, None, 177.1,1
None, -20.41, 82.9, None, None, None, None, 15.62, 0.0, 0.0, 115.2, -22.0, None, -20.4, -20.5, None, None, None, -20.3, None, None, 83.0, None,2022-01-01 20:00:00, 177.0, None, 176.9,1
None, -20.38, 82.9, None, None, None, None, 17.73, 0.0, 0.0, 125.1, -22.0, None, -20.4, -20.5, None, None, None, -20.3, None, None, 83.0, None,2022-01-01 21:00:00, 177.0, None, 177.1,1
None, -19.96, 83.2, None, None, None, None, 21.86, 0.0, 0.0, 118.9, -22.0, None, -20.0, -20.5, None, None, None, -19.9, None, None, 83.0, None,2022-01-01 22:00:00, 177.0, None, 176.9,1
None, -19.21, 83.7, None, None, None, None, 22.66, 0.0, 0.0, 135.4, -21.0, None, -19.2, -20.5, None, None, None, -19.2, None, None, 84.0, None,2022-01-01 23:00:00, 177.0, None, 176.8,1
None, -18.94, 83.9, None, None, None, None, 25.47, 0.0, 0.0, 125.1, -21.0, None, -18.9, -20.5, None, None, None, -18.8, None, None, 84.0, None,2022-01-02 00:00:00, 177.0, None, 176.6,1
None, -18.57, 84.1, None, None, None, None, 24.07, 0.0, 0.0, 123.8, -20.0, None, -18.6, -20.5, None, None, None, -18.6, None, None, 84.0, None,2022-01-02 01:00:00, 177.0, None, 176.5,1
None, -18.42, 84.2, None, None, None, None, 24.85, 0.0, 0.0, 115.4, -20.0, None, -18.4, -20.5, None, None, None, -18.5, None, None, 84.0, None,2022-01-02 02:00:00, 176.0, None, 176.4,1
None, -17.11, 85.7, None, None, None, None, 31.11, 0.0, 0.0, 147.1, -19.0, None, -17.1, -20.5, None, None, None, -17.1, None, None, 86.0, None,2022-01-02 03:00:00, 176.0, None, 176.1,1
None, -16.45, 86.3, None, None, None, None, 29.48, 0.0, 0.0, 156.2, -18.0, None, -16.5, -20.5, None, None, None, -16.4, None, None, 86.0, None,2022-01-02 04:00:00, 176.0, None, 175.9,1
None, -16.12, 86.6, None, None, None, None, 33.44, 0.0, 0.0, 163.8, -18.0, None, -16.1, -20.5, None, None, None, -16.0, None, None, 87.0, None,2022-01-02 05:00:00, 176.0, None, 175.6,1
None, -15.96, 86.7, None, None, None, None, 29.1, 0.0, 0.0, 165.6, -18.0, None, -16.0, -20.5, None, None, None, -15.9, None, None, 87.0, None,2022-01-02 06:00:00, 176.0, None, 175.7,1
None, -16.25, 86.4, None, None, None, None, 28.47, 0.0, 0.0, 137.8, -18.0, None, -16.3, -16.4, None, None, None, -15.9, None, None, 86.0, None,2022-01-02 07:00:00, 175.0, None, 175.4,1
None, -16.13, 86.6, None, None, None, None, 25.23, 0.0, 0.0, 143.3, -18.0, None, -16.1, -16.4, None, None, None, -15.9, None, None, 87.0, None,2022-01-02 08:00:00, 176.0, None, 175.5,1
None, -15.0, 87.6, None, None, None, None, 23.79, 0.0, 0.0, 135.1, -16.0, None, -15.0, -16.4, None, None, None, -15.0, None, None, 88.0, None,2022-01-02 09:00:00, 176.0, None, 175.6,1
None, -13.23, 89.4, None, None, None, None, 27.36, 0.0, 0.0, 130.7, -14.0, None, -13.2, -16.4, None, None, None, -13.4, None, None, 89.0, None,2022-01-02 10:00:00, 176.0, None, 175.5,1
None, -12.32, 90.4, None, None, None, None, 28.92, 0.0, 0.0, 125.9, -13.0, None, -12.3, -16.4, None, None, None, -12.2, None, None, 90.0, None,2022-01-02 11:00:00, 175.0, None, 175.2,1
None, -11.82, 91.2, None, None, None, None, 26.43, 1.0, 0.0, 124.1, -13.0, None, -11.8, -16.4, None, None, None, -11.8, None, None, 91.0, None,2022-01-02 12:00:00, 176.0, None, 175.6,1
None, -10.95, 92.2, None, None, None, None, 28.67, 0.0, 0.0, 122.5, -12.0, None, -11.0, -16.4, None, None, None, -11.0, None, None, 92.0, None,2022-01-02 13:00:00, 175.0, None, 175.2,1
None, -10.71, 92.3, None, None, None, None, 30.56, -1.0, 0.0, 138.9, -12.0, None, -10.7, -16.4, None, None, None, -10.7, None, None, 92.0, None,2022-01-02 14:00:00, 175.0, None, 174.7,1
None, -10.82, 92.4, None, None, None, None, 30.31, 0.0, 0.0, 123.0, -12.0, None, -10.8, -16.4, None, None, None, -10.7, None, None, 92.0, None,2022-01-02 15:00:00, 175.0, None, 174.6,1
None, -11.14, 92.0, None, None, None, None, 31.83, 1.0, 0.0, 128.1, -12.0, None, -11.1, -16.4, None, None, None, -10.7, None, None, 92.0, None,2022-01-02 16:00:00, 175.0, None, 175.4,1
None, -11.55, 91.5, None, None, None, None, 30.32, 3.0, 0.0, 125.8, -13.0, None, -11.6, -16.4, None, None, None, -10.7, None, None, 92.0, None,2022-01-02 17:00:00, 178.0, None, 177.5,1
None, -11.53, 91.4, None, None, None, None, 25.96, 0.0, 0.0, 122.2, -13.0, None, -11.5, -16.4, None, None, None, -10.7, None, None, 91.0, None,2022-01-02 18:00:00, 177.0, None, 177.3,1
None, -11.64, 91.3, None, None, None, None, 26.12, -2.0, 0.0, 113.9, -13.0, None, -11.6, -11.7, None, None, None, -11.5, None, None, 91.0, None,2022-01-02 19:00:00, 176.0, None, 175.5,1
None, -11.38, 91.5, None, None, None, None, 25.03, 4.0, 0.0, 120.8, -12.0, None, -11.4, -11.7, None, None, None, -11.3, None, None, 92.0, None,2022-01-02 20:00:00, 179.0, None, 179.3,1
None, -11.07, 91.8, None, None, None, None, 22.75, 0.0, 0.0, 113.2, -12.0, None, -11.1, -11.7, None, None, None, -11.1, None, None, 92.0, None,2022-01-02 21:00:00, 179.0, None, 179.4,1
None, -10.8, 92.1, None, None, None, None, 24.25, 3.0, 0.0, 109.4, -12.0, None, -10.8, -11.7, None, None, None, -10.7, None, None, 92.0, None,2022-01-02 22:00:00, 182.0, None, 181.8,1
None, -10.56, 92.5, None, None, None, None, 25.96, 2.0, 0.0, 101.6, -11.0, None, -10.6, -11.7, None, None, None, -10.4, None, None, 93.0, None,2022-01-02 23:00:00, 183.0, None, 183.0,1
None, -10.28, 92.8, None, None, None, None, 25.97, 3.0, 0.0, 103.1, -11.0, None, -10.3, -11.7, None, None, None, -10.3, None, None, 93.0, None,2022-01-03 00:00:00, 186.0, None, 185.9,1
None, -10.03, 93.1, None, None, None, None, 25.74, 5.0, 0.0, 106.2, -11.0, None, -10.0, -11.7, None, None, None, -10.0, None, None, 93.0, None,2022-01-03 01:00:00, 190.0, None, 189.9,1
None, -9.74, 93.6, None, None, None, None, 26.02, 6.0, 0.0, 106.2, -10.0, None, -9.7, -11.7, None, None, None, -9.6, None, None, 94.0, None,2022-01-03 02:00:00, 195.0, None, 195.4,1
None, -9.74, 93.7, None, None, None, None, 24.42, 7.0, 0.0, 99.5, -10.0, None, -9.7, -11.7, None, None, None, -9.6, None, None, 94.0, None,2022-01-03 03:00:00, 202.0, None, 201.8,1
None, -9.58, 93.9, None, None, None, None, 25.23, 7.0, 0.0, 101.0, -10.0, None, -9.6, -11.7, None, None, None, -9.6, None, None, 94.0, None,2022-01-03 04:00:00, 208.0, None, 207.7,1
None, -9.26, 94.3, None, None, None, None, 29.39, 9.0, 0.0, 114.4, -10.0, None, -9.3, -11.7, None, None, None, -9.2, None, None, 94.0, None,2022-01-03 05:00:00, 216.0, None, 216.2,1
None, -8.83, 95.0, None, None, None, None, 32.96, 3.0, 0.0, 122.1, -9.0, None, -8.8, -11.7, None, None, None, -8.8, None, None, 95.0, None,2022-01-03 06:00:00, 219.0, None, 218.7,1
None, -8.68, 95.3, None, None, None, None, 33.54, 6.0, 0.0, 126.7, -9.0, None, -8.7, -9.0, None, None, None, -8.6, None, None, 95.0, None,2022-01-03 07:00:00, 225.0, None, 224.6,1
None, -8.53, 95.5, None, None, None, None, 32.67, 4.0, 0.0, 118.5, -9.0, None, -8.5, -9.0, None, None, None, -8.5, None, None, 96.0, None,2022-01-03 08:00:00, 228.0, None, 228.4,1
None, -8.48, 95.8, None, None, None, None, 36.33, 4.0, 0.0, 122.1, -9.0, None, -8.5, -9.0, None, None, None, -8.4, None, None, 96.0, None,2022-01-03 09:00:00, 232.0, None, 231.9,1
None, -8.25, 96.4, None, None, None, None, 37.95, 0.0, 0.0, 132.0, -9.0, None, -8.3, -9.0, None, None, None, -8.1, None, None, 96.0, None,2022-01-03 10:00:00, 232.0, None, 231.7,1
None, -7.935, 97.2, None, None, None, None, 31.96, 1.0, 0.0, 154.9, -8.0, None, -7.9, -9.0, None, None, None, -7.8, None, None, 97.0, None,2022-01-03 11:00:00, 232.0, None, 232.2,1
None, -7.905, 96.9, None, None, None, None, 32.61, 1.0, 0.0, 159.1, -8.0, None, -7.9, -9.0, None, None, None, -7.5, None, None, 97.0, None,2022-01-03 12:00:00, 233.0, None, 232.7,1
None, -7.978, 97.0, None, None, None, None, 29.65, 3.0, 0.0, 175.9, -8.0, None, -8.0, -9.0, None, None, None, -7.5, None, None, 97.0, None,2022-01-03 13:00:00, 235.0, None, 235.4,1
None, -8.11, 96.9, None, None, None, None, 30.26, 0.0, 0.0, 170.0, -9.0, None, -8.1, -9.0, None, None, None, -7.5, None, None, 97.0, None,2022-01-03 14:00:00, 235.0, None, 235.1,1
None, -8.04, 96.7, None, None, None, None, 38.14, 0.0, 0.0, 151.7, -8.0, None, -8.0, -9.0, None, None, None, -7.5, None, None, 97.0, None,2022-01-03 15:00:00, 235.0, None, 235.1,1
None, -8.56, 95.6, None, None, None, None, 28.71, -1.0, 0.0, 184.6, -9.0, None, -8.6, -9.0, None, None, None, -7.5, None, None, 96.0, None,2022-01-03 16:00:00, 234.0, None, 234.1,1
None, -8.9, 95.1, None, None, None, None, 30.94, 0.0, 0.0, 175.7, -10.0, None, -8.9, -9.0, None, None, None, -7.5, None, None, 95.0, None,2022-01-03 17:00:00, 234.0, None, 234.0,1
None, -8.65, 95.6, None, None, None, None, 44.43, -1.0, 0.0, 201.6, -9.0, None, -8.7, -9.0, None, None, None, -7.5, None, None, 96.0, None,2022-01-03 18:00:00, 233.0, None, 232.9,1
