pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, -28.16, 78.25, -24.7, 78.0, -31.0, -28.2, -28.3, 1028.9, 0.0, -31.0, 886.0, 0.0,2022-01-01 00:00:00, None, 886.0,1
0.0, -28.68, 76.73, -24.7, 77.0, -31.0, -28.7, -28.7, 1028.8, 0.0, -31.0, 886.0, 0.0,2022-01-01 01:00:00, None, 886.0,1
0.0, -28.85, 76.48, -24.7, 76.0, -31.0, -28.9, -28.9, 1028.5, 0.0, -31.0, 886.0, 0.0,2022-01-01 02:00:00, None, 886.0,1
0.0, -28.76, 77.37, -24.7, 77.0, -31.0, -28.8, -28.9, 1029.7, 0.0, -31.0, 887.0, 0.0,2022-01-01 03:00:00, None, 887.0,1
0.0, -29.13, 75.7, -24.7, 76.0, -32.0, -29.1, -29.1, 1030.5, 0.0, -32.0, 887.0, 0.0,2022-01-01 04:00:00, None, 887.0,1
0.0, -29.15, 75.65, -24.7, 76.0, -32.0, -29.2, -29.2, 1030.8, 0.0, -32.0, 887.0, 0.0,2022-01-01 05:00:00, None, 887.0,1
0.0, -28.45, 77.36, -24.7, 77.0, -31.0, -28.5, -29.2, 1030.9, 0.0, -31.0, 887.0, 0.0,2022-01-01 06:00:00, None, 887.0,1
0.0, -26.81, 77.47, -26.7, 77.0, -29.0, -26.8, -28.5, 1030.7, 0.0, -29.0, 887.0, 0.0,2022-01-01 07:00:00, None, 887.0,1
0.0, -26.49, 77.04, -26.4, 77.0, -29.0, -26.5, -28.5, 1030.8, 0.0, -29.0, 887.0, 0.0,2022-01-01 08:00:00, None, 887.0,1
0.0, -25.09, 77.5, -25.1, 78.0, -28.0, -25.1, -28.5, 1031.8, 0.0, -28.0, 888.0, 0.0,2022-01-01 09:00:00, None, 888.0,1
0.0, -22.97, 78.0, -23.0, 78.0, -25.0, -23.0, -28.5, 1031.5, 0.0, -25.0, 888.0, 0.0,2022-01-01 10:00:00, None, 888.0,1
0.0, -20.99, 76.93, -21.1, 77.0, -24.0, -21.0, -28.5, 1030.1, 0.0, -24.0, 887.0, 0.0,2022-01-01 11:00:00, None, 887.0,1
0.0, -19.84, 74.76, -19.8, 75.0, -23.0, -19.8, -28.5, 1029.9, 0.0, -23.0, 887.0, 0.0,2022-01-01 12:00:00, None, 887.0,1
0.0, -19.38, 76.18, -19.1, 76.0, -22.0, -19.4, -28.5, 1029.9, 0.1, -22.0, 887.0, 0.0,2022-01-01 13:00:00, None, 887.0,1
0.0, -19.97, 78.45, -19.1, 78.0, -22.0, -20.0, -28.5, 1030.1, 0.1, -22.0, 887.0, 0.0,2022-01-01 14:00:00, None, 887.0,1
0.0, -19.87, 78.62, -19.1, 79.0, -22.0, -19.9, -28.5, 1030.0, 0.0, -22.0, 887.0, 0.0,2022-01-01 15:00:00, None, 887.0,1
0.0, -19.98, 79.8, -19.1, 80.0, -22.0, -20.0, -28.5, 1030.1, 0.1, -22.0, 887.0, 0.0,2022-01-01 16:00:00, None, 887.0,1
0.0, -20.2, 80.3, -19.1, 80.0, -22.0, -20.2, -28.5, 1030.2, 0.0, -22.0, 887.0, 0.0,2022-01-01 17:00:00, None, 887.0,1
0.0, -20.16, 80.8, -19.1, 81.0, -22.0, -20.2, -28.5, 1030.0, 0.0, -22.0, 887.0, 0.0,2022-01-01 18:00:00, None, 887.0,1
0.0, -19.92, 81.7, -19.8, 82.0, -22.0, -19.9, -20.2, 1028.5, 0.0, -22.0, 886.0, 0.0,2022-01-01 19:00:00, None, 886.0,1
0.0, -19.89, 81.2, -19.7, 81.0, -22.0, -19.9, -20.2, 1028.5, 0.0, -22.0, 886.0, 0.0,2022-01-01 20:00:00, None, 886.0,1
0.0, -19.57, 81.7, -19.5, 82.0, -22.0, -19.6, -20.2, 1028.2, 0.0, -22.0, 886.0, 0.0,2022-01-01 21:00:00, None, 886.0,1
0.0, -19.4, 80.7, -19.3, 81.0, -22.0, -19.4, -20.2, 1027.8, 0.0, -22.0, 886.0, 0.0,2022-01-01 22:00:00, None, 886.0,1
0.0, -19.54, 81.3, -19.3, 81.0, -22.0, -19.5, -20.2, 1026.3, 0.0, -22.0, 885.0, 0.0,2022-01-01 23:00:00, None, 885.0,1
0.0, -19.52, 81.1, -19.3, 81.0, -22.0, -19.5, -20.2, 1026.0, 0.0, -22.0, 885.0, 0.0,2022-01-02 00:00:00, None, 885.0,1
0.0, -19.32, 80.9, -19.1, 81.0, -22.0, -19.3, -20.2, 1024.8, 0.0, -22.0, 884.0, 0.0,2022-01-02 01:00:00, None, 884.0,1
0.0, -19.24, 81.1, -19.1, 81.0, -22.0, -19.2, -20.2, 1024.9, 0.0, -22.0, 884.0, 0.0,2022-01-02 02:00:00, None, 884.0,1
0.0, -19.03, 82.3, -19.0, 82.0, -21.0, -19.0, -20.2, 1023.7, 0.0, -21.0, 883.0, 0.0,2022-01-02 03:00:00, None, 883.0,1
0.0, -18.45, 81.4, -18.5, 81.0, -21.0, -18.5, -20.2, 1022.4, 0.0, -21.0, 882.0, 0.0,2022-01-02 04:00:00, None, 882.0,1
0.0, -17.85, 80.6, -18.0, 81.0, -20.0, -17.9, -20.2, 1022.4, 0.0, -20.0, 882.0, 0.0,2022-01-02 05:00:00, None, 882.0,1
0.0, -17.54, 82.2, -17.6, 82.0, -19.0, -17.5, -20.2, 1022.3, 0.1, -19.0, 882.0, 0.0,2022-01-02 06:00:00, None, 882.0,1
0.2, -17.34, 82.9, -17.3, 83.0, -19.0, -17.3, -17.7, 1022.2, 0.2, -19.0, 882.0, 0.0,2022-01-02 07:00:00, None, 882.0,1
0.4, -16.75, 83.6, -16.8, 84.0, -19.0, -16.8, -17.7, 1023.3, 0.2, -19.0, 883.0, 0.0,2022-01-02 08:00:00, None, 883.0,1
0.6, -16.15, 84.4, -16.2, 84.0, -18.0, -16.2, -17.7, 1023.1, 0.2, -18.0, 883.0, 0.0,2022-01-02 09:00:00, None, 883.0,1
0.6, -15.36, 83.4, -15.4, 83.0, -17.0, -15.4, -17.7, 1023.0, 0.1, -17.0, 883.0, 0.0,2022-01-02 10:00:00, None, 883.0,1
0.8, -14.87, 83.5, -14.7, 84.0, -17.0, -14.9, -17.7, 1024.0, 0.2, -17.0, 884.0, 0.0,2022-01-02 11:00:00, None, 884.0,1
1.1, -14.54, 82.6, -14.4, 83.0, -16.0, -14.5, -17.7, 1022.8, 0.3, -16.0, 883.0, 0.0,2022-01-02 12:00:00, None, 883.0,1
1.4, -13.63, 83.8, -13.6, 84.0, -16.0, -13.6, -17.7, 1021.5, 0.3, -16.0, 882.0, 0.0,2022-01-02 13:00:00, None, 882.0,1
1.6, -13.5, 85.1, -13.4, 85.0, -15.0, -13.5, -17.7, 1021.4, 0.2, -15.0, 882.0, 0.0,2022-01-02 14:00:00, None, 882.0,1
2.1, -13.08, 85.8, -13.1, 86.0, -15.0, -13.1, -17.7, 1021.3, 0.5, -15.0, 882.0, 0.0,2022-01-02 15:00:00, None, 882.0,1
2.4, -13.23, 86.5, -13.0, 87.0, -15.0, -13.2, -17.7, 1021.3, 0.3, -15.0, 882.0, 0.0,2022-01-02 16:00:00, None, 882.0,1
2.4, -13.13, 86.9, -13.0, 87.0, -15.0, -13.1, -17.7, 1020.0, 0.1, -15.0, 881.0, 0.0,2022-01-02 17:00:00, None, 881.0,1
2.4, -13.1, 86.7, -13.0, 87.0, -15.0, -13.1, -17.7, 1019.9, 0.1, -15.0, 881.0, 0.0,2022-01-02 18:00:00, None, 881.0,1
2.6, -12.99, 86.9, -12.8, 87.0, -15.0, -13.0, -13.2, 1018.7, 0.2, -15.0, 880.0, 0.0,2022-01-02 19:00:00, None, 880.0,1
2.8, -12.73, 87.3, -12.7, 87.0, -14.0, -12.7, -13.2, 1018.6, 0.2, -14.0, 880.0, 0.0,2022-01-02 20:00:00, None, 880.0,1
3.1, -12.7, 87.7, -12.5, 88.0, -14.0, -12.7, -13.2, 1017.3, 0.3, -14.0, 879.0, 0.0,2022-01-02 21:00:00, None, 879.0,1
