RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.0, 127.8, None, -19.6, None, 963.0, None, None, None, 148.0, None, 147.7, None, None, -18.33, None, -18.2, None, None, 0.387, None, -18.3, 1009.8, 1.1, 2.0,2022-01-01 00:00:00, 963.0,1
None, None, None, None, 0.0, 128.0, None, -19.6, None, 961.0, None, None, None, 149.0, None, 148.8, None, None, -18.08, None, -18.0, None, None, 0.611, None, -18.1, 1007.7, 1.0, 1.0,2022-01-01 01:00:00, 961.0,1
None, None, None, None, 0.0, 128.7, None, -19.6, None, 960.0, None, None, None, 149.0, None, 148.9, None, None, -17.92, None, -17.8, None, None, 0.592, None, -17.9, 1006.6, 1.9, 0.0,2022-01-01 02:00:00, 960.0,1
None, None, None, None, 0.0, 130.0, None, -19.6, None, 957.0, None, None, None, 150.0, None, 149.6, None, None, -18.34, None, -17.6, None, None, 0.591, None, -18.3, 1003.5, 1.6, 1.0,2022-01-01 03:00:00, 957.0,1
None, None, None, None, 0.0, 131.6, None, -19.6, None, 956.0, None, None, None, 153.0, None, 152.7, None, None, -18.24, None, -17.6, None, None, 0.986, None, -18.2, 1002.4, 1.6, 3.0,2022-01-01 04:00:00, 956.0,1
None, None, None, None, 0.0, 133.4, None, -19.6, None, 953.0, None, None, None, 153.0, None, 153.4, None, None, -17.73, None, -17.6, None, None, 1.166, None, -17.7, 999.3, 2.7, 1.0,2022-01-01 05:00:00, 953.0,1
None, None, None, None, 0.0, 136.0, None, -19.6, None, 952.0, None, None, None, 159.0, None, 159.0, None, None, -17.96, None, -17.6, None, None, 1.58, None, -18.0, 998.2, 4.4, 6.0,2022-01-01 06:00:00, 952.0,1
None, None, None, None, 0.0, 138.4, None, -18.0, None, 951.0, None, None, None, 160.0, None, 160.3, 22.8, None, -17.45, None, -17.4, None, None, 1.608, None, -17.5, 997.2, 5.5, 1.0,2022-01-01 07:00:00, 951.0,1
None, None, None, None, 0.0, 142.5, None, -18.0, None, 949.0, None, None, None, 166.0, None, 166.3, 29.0, None, -16.82, None, -16.8, None, None, 1.993, None, -16.8, 995.0, 6.2, 6.0,2022-01-01 08:00:00, 949.0,1
None, None, None, None, 0.002, 73.9, None, -18.0, None, 949.0, None, None, None, 168.0, None, 167.8, 34.4, None, -16.59, None, -16.4, None, None, 30.01, None, -16.6, 995.0, 5.4, 2.0,2022-01-01 09:00:00, 949.0,1
