CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
-22.88, None, None, None, None, None, None, None, None, -22.9, -23.5, None, 0.0, None, -22.1, None, None,2022-01-01 00:00:00, None, None, None,1
-23.05, None, None, None, None, None, None, None, None, -23.1, -23.5, None, 0.0, None, -22.1, None, None,2022-01-01 01:00:00, None, None, None,1
-22.82, None, None, None, None, None, None, None, None, -22.8, -23.5, None, 0.0, None, -22.1, None, None,2022-01-01 02:00:00, None, None, None,1
-23.13, None, None, None, None, None, None, None, None, -23.1, -23.5, None, 0.0, None, -22.1, None, None,2022-01-01 03:00:00, None, None, None,1
-22.66, None, None, None, None, None, None, None, None, -22.7, -23.5, None, 0.0, None, -22.1, None, None,2022-01-01 04:00:00, None, None, None,1
-22.89, None, None, None, None, None, None, None, None, -22.9, -23.5, None, 0.0, None, -22.1, None, None,2022-01-01 05:00:00, None, None, None,1
-22.68, None, None, None, None, None, None, None, None, -22.7, -23.5, None, 0.1, None, -22.1, None, None,2022-01-01 06:00:00, None, None, None,1
-22.84, None, None, None, None, None, None, None, None, -22.8, -22.8, None, 0.1, None, -22.4, None, None,2022-01-01 07:00:00, None, None, None,1
-23.02, None, None, None, None, None, None, None, None, -23.0, -23.3, None, 0.0, None, -22.4, None, None,2022-01-01 08:00:00, None, None, None,1
-22.71, None, None, None, None, None, None, None, None, -22.7, -23.3, None, 0.0, None, -22.4, None, None,2022-01-01 09:00:00, None, None, None,1
-23.21, None, None, None, None, None, None, None, None, -23.2, -24.1, None, 0.1, None, -22.4, None, None,2022-01-01 10:00:00, None, None, None,1
-21.59, None, None, None, None, None, None, None, None, -21.6, -24.1, None, 0.0, None, -21.4, None, None,2022-01-01 11:00:00, None, None, None,1
-22.77, None, None, None, None, None, None, None, None, -22.8, -24.1, None, 0.1, None, -21.4, None, None,2022-01-01 12:00:00, None, None, None,1
-21.44, None, None, None, None, None, None, None, None, -21.4, -24.1, None, 0.0, None, -21.4, None, None,2022-01-01 13:00:00, None, None, None,1
-21.43, None, None, None, None, None, None, None, None, -21.4, -24.1, None, 0.1, None, -21.4, None, None,2022-01-01 14:00:00, None, None, None,1
-21.24, None, None, None, None, None, None, None, None, -21.2, -24.1, None, 0.1, None, -21.1, None, None,2022-01-01 15:00:00, None, None, None,1
-21.21, None, None, None, None, None, None, None, None, -21.2, -24.1, None, 0.0, None, -21.1, None, None,2022-01-01 16:00:00, None, None, None,1
-20.82, None, None, None, None, None, None, None, None, -20.8, -24.1, None, 0.0, None, -20.8, None, None,2022-01-01 17:00:00, None, None, None,1
