pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,stn_pres,week_of_year
0.0,-22.4,-22.8, 1026.8, 0.0, 0.0, -20.4,79.0,2022-01-01 00:00:00, -25.0, 916.0,1
0.0,-21.7,-22.8, 1027.8, 0.0, 0.0, -20.4,78.0,2022-01-01 01:00:00, -24.0, 917.0,1
0.0,-21.2,-22.8, 1028.8, 0.0, 0.0, -20.4,78.0,2022-01-01 02:00:00, -24.0, 918.0,1
0.0,-20.7,-22.8, 1028.0, 0.0, 0.0, -20.4,78.0,2022-01-01 03:00:00, -23.0, 917.0,1
0.0,-20.6,-22.8, 1028.4, 0.0, 0.0, -20.4,79.0,2022-01-01 04:00:00, -23.0, 917.0,1
0.0,-20.2,-22.8, 1028.7, 0.0, 0.0, -20.2,78.0,2022-01-01 05:00:00, -23.0, 917.0,1
0.0,-20.8,-22.8, 1029.9, 0.0, 0.0, -20.1,79.0,2022-01-01 06:00:00, -23.0, 918.0,1
0.0,-21.0,-21.2, 1030.0, 0.0, 0.0, -20.8,79.0,2022-01-01 07:00:00, -23.0, 918.0,1
0.0,-20.6,-21.2, 1032.3, 0.0, 0.0, -20.5,79.0,2022-01-01 08:00:00, -23.0, 920.0,1
0.0,-19.4,-21.2, 1031.1, 0.0, 0.0, -19.5,77.0,2022-01-01 09:00:00, -22.0, 919.0,1
0.0,-17.9,-21.2, 1032.0, 0.0, 0.0, -17.9,75.0,2022-01-01 10:00:00, -21.0, 920.0,1
0.0,-15.6,-21.2, 1031.8, 0.0, 0.0, -15.7,75.0,2022-01-01 11:00:00, -19.0, 920.0,1
0.0,-14.4,-21.2, 1030.4, 0.0, 0.0, -14.4,76.0,2022-01-01 12:00:00, -17.0, 919.0,1
0.0,-13.5,-21.2, 1031.3, 0.0, 0.0, -13.5,77.0,2022-01-01 13:00:00, -16.0, 920.0,1
0.0,-13.3,-21.2, 1031.2, 0.0, 0.0, -13.2,78.0,2022-01-01 14:00:00, -16.0, 920.0,1
0.0,-12.9,-21.2, 1030.0, 0.0, 0.0, -12.8,78.0,2022-01-01 15:00:00, -16.0, 919.0,1
0.0,-13.2,-21.2, 1031.2, 0.0, 0.0, -12.8,81.0,2022-01-01 16:00:00, -15.0, 920.0,1
0.0,-13.5,-21.2, 1030.0, 0.0, 0.0, -12.8,84.0,2022-01-01 17:00:00, -16.0, 919.0,1
0.0,-13.6,-21.2, 1031.2, 0.0, 0.0, -12.8,85.0,2022-01-01 18:00:00, -15.0, 920.0,1
0.0,-13.8,-13.8, 1029.0, 0.0, 0.0, -13.5,84.0,2022-01-01 19:00:00, -16.0, 918.0,1
0.0,-13.6,-13.9, 1031.2, 0.0, 0.0, -13.5,84.0,2022-01-01 20:00:00, -16.0, 920.0,1
0.0,-13.9,-14.0, 1030.0, 0.0, 0.0, -13.5,86.0,2022-01-01 21:00:00, -16.0, 919.0,1
0.0,-13.8,-14.0, 1029.8, 0.0, 0.0, -13.5,83.0,2022-01-01 22:00:00, -16.0, 919.0,1
0.0,-13.6,-14.0, 1028.3, 0.0, 0.0, -13.4,83.0,2022-01-01 23:00:00, -15.0, 918.0,1
0.0,-13.5,-14.0, 1028.1, 0.0, 0.0, -13.3,84.0,2022-01-02 00:00:00, -15.0, 918.0,1
0.0,-13.4,-14.0, 1028.0, 0.0, 0.0, -13.2,84.0,2022-01-02 01:00:00, -15.0, 918.0,1
0.0,-13.5,-14.0, 1026.9, 0.0, 0.0, -13.2,85.0,2022-01-02 02:00:00, -15.0, 917.0,1
0.0,-14.0,-14.1, 1026.9, 0.0, 0.0, -13.2,86.0,2022-01-02 03:00:00, -16.0, 917.0,1
0.0,-14.7,-14.9, 1027.0, 0.0, 0.0, -13.2,87.0,2022-01-02 04:00:00, -16.0, 917.0,1
