ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 606.0, 779.0, None, None,2017-02-12 00:00:00, -6.9, None, None,7
None, 606.0, 779.0, None, None,2017-02-12 01:00:00, -7.4, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 02:00:00, -7.6, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 03:00:00, -7.9, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 04:00:00, -7.7, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 05:00:00, -7.9, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 06:00:00, -7.5, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 07:00:00, -7.4, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 08:00:00, -8.3, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 09:00:00, -7.7, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 10:00:00, -8.0, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 11:00:00, -8.3, None, None,7
None, 607.0, 779.0, None, None,2017-02-12 12:00:00, -8.6, None, None,7
None, 607.0, 780.0, None, None,2017-02-12 13:00:00, -9.1, None, None,7
None, 607.0, 780.0, None, None,2017-02-12 14:00:00, -9.7, None, None,7
None, 607.0, 781.0, None, None,2017-02-12 15:00:00, -9.6, None, None,7
None, 607.0, 781.0, 684.0, None,2017-02-12 16:00:00, -8.7, None, None,7
None, 607.0, 781.0, None, None,2017-02-12 17:00:00, -8.0, None, None,7
None, 607.0, 781.0, None, None,2017-02-12 18:00:00, -5.9, None, None,7
None, 607.0, 781.0, None, None,2017-02-12 19:00:00, -6.5, None, None,7
None, 607.0, 781.0, None, None,2017-02-12 20:00:00, -3.6, None, None,7
None, 606.0, 781.0, None, None,2017-02-12 21:00:00, -5.6, None, None,7
None, 606.0, 781.0, None, None,2017-02-12 22:00:00, -6.2, None, None,7
None, 606.0, 781.0, None, None,2017-02-12 23:00:00, -5.2, None, None,7
None, 606.0, 781.0, None, None,2017-02-13 00:00:00, -6.4, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 01:00:00, -8.1, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 02:00:00, -9.4, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 03:00:00, -7.9, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 04:00:00, -8.6, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 05:00:00, -9.2, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 06:00:00, -9.2, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 07:00:00, -9.2, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 08:00:00, -7.8, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 09:00:00, -8.0, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 10:00:00, -8.4, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 11:00:00, -7.8, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 12:00:00, -7.5, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 13:00:00, -8.0, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 14:00:00, -7.9, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 15:00:00, -8.1, None, None,7
None, 607.0, 781.0, 689.0, None,2017-02-13 16:00:00, -7.5, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 17:00:00, -5.1, None, None,7
None, 607.0, 781.0, None, None,2017-02-13 18:00:00, -2.5, None, None,7
None, 606.0, 781.0, None, None,2017-02-13 19:00:00, -1.9, None, None,7
None, 606.0, 781.0, None, None,2017-02-13 20:00:00, -0.1, None, None,7
None, 606.0, 781.0, None, None,2017-02-13 21:00:00, 0.1, None, None,7
None, 606.0, 781.0, None, None,2017-02-13 22:00:00, 0.2, None, None,7
None, 606.0, 781.0, None, None,2017-02-13 23:00:00, -0.3, None, None,7
