RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
92.0, None, None, None, 2.77, 128.7, None, None, None, None, None, None, None, None, None, None, None, None,-10.55, None, None, None, None, 22.91, None, None, None, None,2017-01-06 14:00:00,1
92.0, None, None, None, 3.415, 137.6, None, None, None, None, None, None, None, None, None, None, None, None,-10.64, None, None, None, None, 29.18, None, None, None, None,2017-01-06 15:00:00,1
91.2, None, None, None, 1.264, 162.9, None, None, None, None, None, None, None, None, None, None, None, None,-10.99, None, None, None, None, 21.81, None, None, None, None,2017-01-06 16:00:00,1
91.5, None, None, None, 0.147, 216.7, None, None, None, None, None, None, None, None, None, None, None, None,-11.47, None, None, None, None, 35.26, None, None, None, None,2017-01-06 17:00:00,1
91.3, None, None, None, 1.132, 158.0, None, None, None, None, None, None, None, None, None, None, None, None,-11.51, None, None, None, None, 50.2, None, None, None, None,2017-01-06 18:00:00,1
91.0, None, None, None, 1.149, 222.3, None, None, None, None, None, None, None, None, None, None, None, None,-12.05, None, None, None, None, 58.02, None, None, None, None,2017-01-06 19:00:00,1
90.3, None, None, None, 1.725, 268.7, None, None, None, None, None, None, None, None, None, 58.52, None, None,-12.86, None, None, None, None, 30.25, None, None, None, None,2017-01-06 20:00:00,1
90.2, None, None, None, 2.543, 278.5, None, None, None, None, None, None, None, None, None, 58.35, None, None,-12.85, None, None, None, None, 8.36, None, None, None, None,2017-01-06 21:00:00,1
90.1, None, None, None, 2.421, 282.5, None, None, None, None, None, None, None, None, None, 58.16, None, None,-12.81, None, None, None, None, 9.85, None, None, None, None,2017-01-06 22:00:00,1
88.8, None, None, None, 3.024, 283.4, None, None, None, None, None, None, None, None, None, 57.92, None, None,-14.32, None, None, None, None, 5.603, None, None, None, None,2017-01-06 23:00:00,1
89.7, None, None, None, 2.909, 283.0, None, None, None, None, None, None, None, None, None, 57.62, None, None,-14.1, None, None, None, None, 6.896, None, None, None, None,2017-01-07 00:00:00,1
89.3, None, None, None, 2.838, 280.8, None, None, None, None, None, None, None, None, None, 57.77, None, None,-14.12, None, None, None, None, 5.004, None, None, None, None,2017-01-07 01:00:00,1
89.4, None, None, None, 2.739, 276.8, None, None, None, None, None, None, None, None, None, 57.42, None, None,-14.2, None, None, None, None, 6.716, None, None, None, None,2017-01-07 02:00:00,1
87.9, None, None, None, 2.785, 279.2, None, None, None, None, None, None, None, None, None, 57.25, None, None,-15.28, None, None, None, None, 9.31, None, None, None, None,2017-01-07 03:00:00,1
89.4, None, None, None, 1.485, 275.0, None, None, None, None, None, None, None, None, None, 57.17, None, None,-14.68, None, None, None, None, 13.64, None, None, None, None,2017-01-07 04:00:00,1
88.2, None, None, None, 1.527, 284.7, None, None, None, None, None, None, None, None, None, 56.93, None, None,-14.89, None, None, None, None, 22.39, None, None, None, None,2017-01-07 05:00:00,1
88.8, None, None, None, 2.314, 279.7, None, None, None, None, None, None, None, None, None, 57.09, None, None,-14.68, None, None, None, None, 1.501, None, None, None, None,2017-01-07 06:00:00,1
89.6, None, None, None, 2.132, 279.2, None, None, None, None, None, None, None, None, None, 56.88, None, None,-14.34, None, None, None, None, 3.546, None, None, None, None,2017-01-07 07:00:00,1
89.1, None, None, None, 1.535, 272.4, None, None, None, None, None, None, None, None, None, 56.6, None, None,-14.26, None, None, None, None, 10.0, None, None, None, None,2017-01-07 08:00:00,1
89.5, None, None, None, 1.144, 263.4, None, None, None, None, None, None, None, None, None, 56.47, None, None,-13.86, None, None, None, None, 0.0, None, None, None, None,2017-01-07 09:00:00,1
88.2, None, None, None, 0.361, 245.7, None, None, None, None, None, None, None, None, None, 56.04, None, None,-11.18, None, None, None, None, 47.15, None, None, None, None,2017-01-07 10:00:00,1
91.9, None, None, None, 0.37, 145.9, None, None, None, None, None, None, None, None, None, 55.33, None, None,-10.19, None, None, None, None, 49.52, None, None, None, None,2017-01-07 11:00:00,1
92.0, None, None, None, 0.745, 142.1, None, None, None, None, None, None, None, None, None, 55.05, None, None,-8.89, None, None, None, None, 20.46, None, None, None, None,2017-01-07 12:00:00,1
92.9, None, None, None, 0.369, 162.9, None, None, None, None, None, None, None, None, None, 55.17, None, None,-8.75, None, None, None, None, 10.49, None, None, None, None,2017-01-07 13:00:00,1
90.3, None, None, None, 0.019, 143.4, None, None, None, None, None, None, None, None, None, 55.51, None, None,-10.48, None, None, None, None, 35.38, None, None, None, None,2017-01-07 14:00:00,1
90.6, None, None, None, 0.0, 225.1, None, None, None, None, None, None, None, None, None, 55.53, None, None,-10.46, None, None, None, None, 28.15, None, None, None, None,2017-01-07 15:00:00,1
90.6, None, None, None, 0.327, 257.9, None, None, None, None, None, None, None, None, None, 55.45, None, None,-11.76, None, None, None, None, 8.08, None, None, None, None,2017-01-07 16:00:00,1
91.0, None, None, None, 2.032, 270.0, None, None, None, None, None, None, None, None, None, 55.19, None, None,-12.05, None, None, None, None, 9.95, None, None, None, None,2017-01-07 17:00:00,1
90.5, None, None, None, 3.248, 282.2, None, None, None, None, None, None, None, None, None, 55.12, None, None,-12.43, None, None, None, None, 5.571, None, None, None, None,2017-01-07 18:00:00,1
90.8, None, None, None, 1.838, 274.7, None, None, None, None, None, None, None, None, None, 54.82, None, None,-12.66, None, None, None, None, 16.05, None, None, None, None,2017-01-07 19:00:00,1
90.8, None, None, None, 0.912, 263.3, None, None, None, None, None, None, None, None, None, 54.74, None, None,-12.72, None, None, None, None, 21.3, None, None, None, None,2017-01-07 20:00:00,1
91.0, None, None, None, 1.709, 277.9, None, None, None, None, None, None, None, None, None, None, None, None,-12.52, None, None, None, None, 19.63, None, None, None, None,2017-01-07 21:00:00,1
91.5, None, None, None, 2.705, 278.0, None, None, None, None, None, None, None, None, None, None, None, None,-11.92, None, None, None, None, 6.74, None, None, None, None,2017-01-07 22:00:00,1
91.6, None, None, None, 2.622, 281.4, None, None, None, None, None, None, None, None, None, None, None, None,-12.05, None, None, None, None, 10.85, None, None, None, None,2017-01-07 23:00:00,1
