station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp
-9.9, None, -10.0, -7.5, -6999.0, 2020-01-09 21:00:00, -6999.0
-9.2, None, -10.0, -7.5, -6999.0, 2020-01-09 22:00:00, -6999.0
-8.3, None, -10.0, -7.5, -6999.0, 2020-01-09 23:00:00, -6999.0
-7.2, None, -10.0, -7.2, -6999.0, 2020-01-10 00:00:00, -6999.0
-6.8, None, -10.0, -6.8, -6999.0, 2020-01-10 01:00:00, -6999.0
-6.6, None, -10.0, -6.6, -6999.0, 2020-01-10 02:00:00, -6999.0
-6.5, None, -10.0, -6.5, -6999.0, 2020-01-10 03:00:00, -6999.0
-6.2, None, -10.0, -6.2, -6999.0, 2020-01-10 04:00:00, -6999.0
-6.3, None, -10.0, -6.2, -6999.0, 2020-01-10 05:00:00, -6999.0
-6.4, None, -10.0, -6.2, -6999.0, 2020-01-10 06:00:00, -6999.0
-6.6, None, -6.6, -6.4, -6999.0, 2020-01-10 07:00:00, -6999.0
-6.8, None, -6.8, -6.4, -6999.0, 2020-01-10 08:00:00, -6999.0
-6.5, None, -6.8, -6.4, -6999.0, 2020-01-10 09:00:00, -6999.0
-5.8, None, -6.8, -5.8, -6999.0, 2020-01-10 10:00:00, -6999.0
-3.8, None, -6.8, -3.8, -6999.0, 2020-01-10 11:00:00, -6999.0
-2.3, None, -6.8, -2.4, -6999.0, 2020-01-10 12:00:00, -6999.0
-1.7, None, -6.8, -1.7, -6999.0, 2020-01-10 13:00:00, -6999.0
-1.1, None, -6.8, -1.1, -6999.0, 2020-01-10 14:00:00, -6999.0
-2.2, None, -6.8, -1.1, -6999.0, 2020-01-10 15:00:00, -6999.0
-2.9, None, -6.8, -1.1, -6999.0, 2020-01-10 16:00:00, -6999.0
-4.1, None, -6.8, -1.1, -6999.0, 2020-01-10 17:00:00, -6999.0
-4.9, None, -6.8, -1.1, -6999.0, 2020-01-10 18:00:00, -6999.0
-4.9, None, -5.0, -4.9, -6999.0, 2020-01-10 19:00:00, -6999.0
-4.7, None, -5.0, -4.7, -6999.0, 2020-01-10 20:00:00, -6999.0
-4.4, None, -5.0, -4.4, -6999.0, 2020-01-10 21:00:00, -6999.0
-4.5, None, -5.0, -4.4, -6999.0, 2020-01-10 22:00:00, -6999.0
-4.6, None, -5.0, -4.4, -6999.0, 2020-01-10 23:00:00, -6999.0
-4.6, None, -5.0, -4.4, -6999.0, 2020-01-11 00:00:00, -6999.0
-4.5, None, -5.0, -4.4, -6999.0, 2020-01-11 01:00:00, -6999.0
-4.5, None, -5.0, -4.4, -6999.0, 2020-01-11 02:00:00, -6999.0
-4.6, None, -5.0, -4.4, -6999.0, 2020-01-11 03:00:00, -6999.0
-4.6, None, -5.0, -4.4, -6999.0, 2020-01-11 04:00:00, -6999.0
-4.6, None, -5.0, -4.4, -6999.0, 2020-01-11 05:00:00, -6999.0
-4.6, None, -5.0, -4.4, -6999.0, 2020-01-11 06:00:00, -6999.0
-4.8, None, -4.8, -4.6, -6999.0, 2020-01-11 07:00:00, -6999.0
-5.7, None, -5.7, -4.6, -6999.0, 2020-01-11 08:00:00, -6999.0
-6.6, None, -6.6, -4.6, -6999.0, 2020-01-11 09:00:00, -6999.0
-5.2, None, -6.6, -4.6, -6999.0, 2020-01-11 10:00:00, -6999.0
-2.8, None, -6.6, -2.8, -6999.0, 2020-01-11 11:00:00, -6999.0
-1.1, None, -6.6, -1.1, -6999.0, 2020-01-11 12:00:00, -6999.0
-0.9, None, -6.6, -0.9, -6999.0, 2020-01-11 13:00:00, -6999.0
0.5, None, -6.6, 0.5, -6999.0, 2020-01-11 14:00:00, -6999.0
0.6, None, -6.6, 0.8, -6999.0, 2020-01-11 15:00:00, -6999.0
0.6, None, -6.6, 0.8, -6999.0, 2020-01-11 16:00:00, -6999.0
-1.3, None, -6.6, 0.8, -6999.0, 2020-01-11 17:00:00, -6999.0
-3.0, None, -6.6, 0.8, -6999.0, 2020-01-11 18:00:00, -6999.0
-3.8, None, -3.8, -3.0, -6999.0, 2020-01-11 19:00:00, -6999.0
-4.2, None, -4.2, -3.0, -6999.0, 2020-01-11 20:00:00, -6999.0
-4.8, None, -4.8, -3.0, -6999.0, 2020-01-11 21:00:00, -6999.0
-5.1, None, -5.1, -3.0, -6999.0, 2020-01-11 22:00:00, -6999.0
-5.4, None, -5.4, -3.0, -6999.0, 2020-01-11 23:00:00, -6999.0
-5.6, None, -5.6, -3.0, -6999.0, 2020-01-12 00:00:00, -6999.0
-5.7, None, -5.8, -3.0, -6999.0, 2020-01-12 01:00:00, -6999.0
-5.6, None, -5.8, -3.0, -6999.0, 2020-01-12 02:00:00, -6999.0
-5.9, None, -5.8, -3.0, -6999.0, 2020-01-12 03:00:00, -6999.0
-6.1, None, -6.1, -3.0, -6999.0, 2020-01-12 04:00:00, -6999.0
-5.9, None, -6.1, -3.0, -6999.0, 2020-01-12 05:00:00, -6999.0
-6.0, None, -6.1, -3.0, -6999.0, 2020-01-12 06:00:00, -6999.0
-5.8, None, -6.0, -5.8, -6999.0, 2020-01-12 07:00:00, -6999.0
-5.6, None, -6.0, -5.6, -6999.0, 2020-01-12 08:00:00, -6999.0
-5.5, None, -6.0, -5.5, -6999.0, 2020-01-12 09:00:00, -6999.0
-5.5, None, -6.0, -5.4, -6999.0, 2020-01-12 10:00:00, -6999.0
-6.8, None, -6.7, -5.4, -6999.0, 2020-01-12 11:00:00, -6999.0
-10.4, None, -10.4, -5.4, -6999.0, 2020-01-12 12:00:00, -6999.0
-12.3, None, -12.3, -5.4, -6999.0, 2020-01-12 13:00:00, -6999.0
-13.6, None, -13.5, -5.4, -6999.0, 2020-01-12 14:00:00, -6999.0
-15.2, None, -15.1, -5.4, -6999.0, 2020-01-12 15:00:00, -6999.0
-16.4, None, -16.4, -5.4, -6999.0, 2020-01-12 16:00:00, -6999.0
-18.6, None, -18.5, -5.4, -6999.0, 2020-01-12 17:00:00, -6999.0
-20.0, None, -20.0, -5.4, -6999.0, 2020-01-12 18:00:00, -6999.0
-20.7, None, -20.7, -20.0, -6999.0, 2020-01-12 19:00:00, -6999.0
-21.3, None, -21.3, -20.0, -6999.0, 2020-01-12 20:00:00, -6999.0
-21.9, None, -21.8, -20.0, -6999.0, 2020-01-12 21:00:00, -6999.0
-22.6, None, -22.6, -20.0, -6999.0, 2020-01-12 22:00:00, -6999.0
-23.1, None, -23.1, -20.0, -6999.0, 2020-01-12 23:00:00, -6999.0
-23.6, None, -23.6, -20.0, -6999.0, 2020-01-13 00:00:00, -6999.0
-24.4, None, -24.4, -20.0, -6999.0, 2020-01-13 01:00:00, -6999.0
-25.0, None, -25.0, -20.0, -6999.0, 2020-01-13 02:00:00, -6999.0
-25.6, None, -25.6, -20.0, -6999.0, 2020-01-13 03:00:00, -6999.0
-26.0, None, -26.0, -20.0, -6999.0, 2020-01-13 04:00:00, -6999.0
-26.2, None, -26.2, -20.0, -6999.0, 2020-01-13 05:00:00, -6999.0
-26.5, None, -26.5, -20.0, -6999.0, 2020-01-13 06:00:00, -6999.0
-26.4, None, -26.5, -26.4, -6999.0, 2020-01-13 07:00:00, -6999.0
-26.6, None, -26.6, -26.4, -6999.0, 2020-01-13 08:00:00, -6999.0
-26.6, None, -26.6, -26.4, -6999.0, 2020-01-13 09:00:00, -6999.0
-26.2, None, -26.6, -26.2, -6999.0, 2020-01-13 10:00:00, -6999.0
-25.0, None, -26.6, -25.0, -6999.0, 2020-01-13 11:00:00, -6999.0
-23.3, None, -26.6, -23.4, -6999.0, 2020-01-13 12:00:00, -6999.0
-20.6, None, -26.6, -20.6, -6999.0, 2020-01-13 13:00:00, -6999.0
-19.3, None, -26.6, -19.4, -6999.0, 2020-01-13 14:00:00, -6999.0
-19.2, None, -26.6, -18.9, -6999.0, 2020-01-13 15:00:00, -6999.0
-21.0, None, -26.6, -18.9, -6999.0, 2020-01-13 16:00:00, -6999.0
-22.9, None, -26.6, -18.9, -6999.0, 2020-01-13 17:00:00, -6999.0
-23.9, None, -26.6, -18.9, -6999.0, 2020-01-13 18:00:00, -6999.0
-24.2, None, -24.2, -23.9, -6999.0, 2020-01-13 19:00:00, -6999.0
-24.3, None, -24.3, -23.9, -6999.0, 2020-01-13 20:00:00, -6999.0
-24.3, None, -24.3, -23.9, -6999.0, 2020-01-13 21:00:00, -6999.0
-24.2, None, -24.3, -23.9, -6999.0, 2020-01-13 22:00:00, -6999.0
-24.1, None, -24.3, -23.9, -6999.0, 2020-01-13 23:00:00, -6999.0
-24.2, None, -24.3, -23.9, -6999.0, 2020-01-14 00:00:00, -6999.0
-24.3, None, -24.3, -23.9, -6999.0, 2020-01-14 01:00:00, -6999.0
-24.6, None, -24.6, -23.9, -6999.0, 2020-01-14 02:00:00, -6999.0
-24.7, None, -24.7, -23.9, -6999.0, 2020-01-14 03:00:00, -6999.0
-25.0, None, -25.0, -23.9, -6999.0, 2020-01-14 04:00:00, -6999.0
-25.3, None, -25.3, -23.9, -6999.0, 2020-01-14 05:00:00, -6999.0
-25.6, None, -25.6, -23.9, -6999.0, 2020-01-14 06:00:00, -6999.0
-25.9, None, -25.9, -25.6, -6999.0, 2020-01-14 07:00:00, -6999.0
-26.0, None, -26.0, -25.6, -6999.0, 2020-01-14 08:00:00, -6999.0
-25.7, None, -26.0, -25.6, -6999.0, 2020-01-14 09:00:00, -6999.0
-24.7, None, -26.0, -24.7, -6999.0, 2020-01-14 10:00:00, -6999.0
-23.0, None, -26.0, -23.1, -6999.0, 2020-01-14 11:00:00, -6999.0
-21.6, None, -26.0, -21.7, -6999.0, 2020-01-14 12:00:00, -6999.0
-20.5, None, -26.0, -20.5, -6999.0, 2020-01-14 13:00:00, -6999.0
-20.0, None, -26.0, -20.0, -6999.0, 2020-01-14 14:00:00, -6999.0
-20.3, None, -26.0, -19.9, -6999.0, 2020-01-14 15:00:00, -6999.0
-21.6, None, -26.0, -19.9, -6999.0, 2020-01-14 16:00:00, -6999.0
-23.6, None, -26.0, -19.9, -6999.0, 2020-01-14 17:00:00, -6999.0
-24.8, None, -26.0, -19.9, -6999.0, 2020-01-14 18:00:00, -6999.0
-25.1, None, -25.1, -24.8, -6999.0, 2020-01-14 19:00:00, -6999.0
-26.1, None, -26.0, -24.8, -6999.0, 2020-01-14 20:00:00, -6999.0
-26.7, None, -26.7, -24.8, -6999.0, 2020-01-14 21:00:00, -6999.0
-27.9, None, -27.9, -24.8, -6999.0, 2020-01-14 22:00:00, -6999.0
-28.1, None, -28.1, -24.8, -6999.0, 2020-01-14 23:00:00, -6999.0
-27.9, None, -28.1, -24.8, -6999.0, 2020-01-15 00:00:00, -6999.0
-27.9, None, -28.1, -24.8, -6999.0, 2020-01-15 01:00:00, -6999.0
-27.6, None, -28.1, -24.8, -6999.0, 2020-01-15 02:00:00, -6999.0
-27.2, None, -28.1, -24.8, -6999.0, 2020-01-15 03:00:00, -6999.0
-27.2, None, -28.1, -24.8, -6999.0, 2020-01-15 04:00:00, -6999.0
-26.9, None, -28.1, -24.8, -6999.0, 2020-01-15 05:00:00, -6999.0
-26.7, None, -28.1, -24.8, -6999.0, 2020-01-15 06:00:00, -6999.0
-26.6, None, -26.7, -26.6, -6999.0, 2020-01-15 07:00:00, -6999.0
-26.5, None, -26.7, -26.5, -6999.0, 2020-01-15 08:00:00, -6999.0
-26.0, None, -26.7, -26.0, -6999.0, 2020-01-15 09:00:00, -6999.0
-23.7, None, -26.7, -23.8, -6999.0, 2020-01-15 10:00:00, -6999.0
-21.1, None, -26.7, -21.1, -6999.0, 2020-01-15 11:00:00, -6999.0
-19.3, None, -26.7, -19.3, -6999.0, 2020-01-15 12:00:00, -6999.0
-18.4, None, -26.7, -18.4, -6999.0, 2020-01-15 13:00:00, -6999.0
-18.4, None, -26.7, -18.3, -6999.0, 2020-01-15 14:00:00, -6999.0
-20.4, None, -26.7, -18.3, -6999.0, 2020-01-15 16:00:00, -6999.0
-21.2, None, -26.7, -18.3, -6999.0, 2020-01-15 17:00:00, -6999.0
-21.1, None, -26.7, -18.3, -6999.0, 2020-01-15 18:00:00, -6999.0
-20.3, None, -21.1, -20.4, -6999.0, 2020-01-15 19:00:00, -6999.0
-19.7, None, -21.1, -19.7, -6999.0, 2020-01-15 20:00:00, -6999.0
-20.6, None, -21.1, -19.7, -6999.0, 2020-01-15 21:00:00, -6999.0
-21.3, None, -21.3, -19.7, -6999.0, 2020-01-15 22:00:00, -6999.0
-21.2, None, -21.8, -19.7, -6999.0, 2020-01-15 23:00:00, -6999.0
-16.2, None, -21.8, -16.1, -6999.0, 2020-01-16 00:00:00, -6999.0
-16.4, None, -21.8, -16.1, -6999.0, 2020-01-16 01:00:00, -6999.0
-18.4, None, -21.8, -16.1, -6999.0, 2020-01-16 02:00:00, -6999.0
-17.9, None, -21.8, -16.1, -6999.0, 2020-01-16 03:00:00, -6999.0
-14.7, None, -21.8, -14.7, -6999.0, 2020-01-16 04:00:00, -6999.0
-12.9, None, -21.8, -12.9, -6999.0, 2020-01-16 05:00:00, -6999.0
-11.9, None, -21.8, -11.9, -6999.0, 2020-01-16 06:00:00, -6999.0
-10.5, None, -11.9, -10.5, -6999.0, 2020-01-16 07:00:00, -6999.0
-9.6, None, -11.9, -9.6, -6999.0, 2020-01-16 08:00:00, -6999.0
-9.3, None, -11.9, -9.3, -6999.0, 2020-01-16 09:00:00, -6999.0
-7.3, None, -11.9, -7.3, -6999.0, 2020-01-16 10:00:00, -6999.0
-5.1, None, -11.9, -5.2, -6999.0, 2020-01-16 11:00:00, -6999.0
-3.2, None, -11.9, -3.3, -6999.0, 2020-01-16 12:00:00, -6999.0
-1.7, None, -11.9, -1.8, -6999.0, 2020-01-16 13:00:00, -6999.0
-0.8, None, -11.9, -0.8, -6999.0, 2020-01-16 14:00:00, -6999.0
-0.8, None, -11.9, -0.7, -6999.0, 2020-01-16 15:00:00, -6999.0
1.4, None, -11.9, 1.4, -6999.0, 2020-01-16 16:00:00, -6999.0
-3.7, None, -11.9, 1.4, -6999.0, 2020-01-16 17:00:00, -6999.0
-7.5, None, -11.9, 1.4, -6999.0, 2020-01-16 18:00:00, -6999.0
-7.7, None, -8.0, -7.5, -6999.0, 2020-01-16 19:00:00, -6999.0
-7.9, None, -8.0, -7.5, -6999.0, 2020-01-16 20:00:00, -6999.0
-8.4, None, -8.4, -7.5, -6999.0, 2020-01-16 21:00:00, -6999.0
-9.5, None, -9.5, -7.5, -6999.0, 2020-01-16 22:00:00, -6999.0
-11.0, None, -11.0, -7.5, -6999.0, 2020-01-16 23:00:00, -6999.0
-11.1, None, -11.3, -7.5, -6999.0, 2020-01-17 00:00:00, -6999.0
-11.9, None, -11.9, -7.5, -6999.0, 2020-01-17 01:00:00, -6999.0
-12.3, None, -12.5, -7.5, -6999.0, 2020-01-17 02:00:00, -6999.0
-13.6, None, -13.6, -7.5, -6999.0, 2020-01-17 03:00:00, -6999.0
-14.6, None, -14.6, -7.5, -6999.0, 2020-01-17 04:00:00, -6999.0
-15.0, None, -15.0, -7.5, -6999.0, 2020-01-17 05:00:00, -6999.0
-15.6, None, -15.6, -7.5, -6999.0, 2020-01-17 06:00:00, -6999.0
-16.0, None, -16.0, -15.6, -6999.0, 2020-01-17 07:00:00, -6999.0
-16.3, None, -16.3, -15.6, -6999.0, 2020-01-17 08:00:00, -6999.0
-16.1, None, -16.6, -15.6, -6999.0, 2020-01-17 09:00:00, -6999.0
-13.7, None, -16.6, -13.8, -6999.0, 2020-01-17 10:00:00, -6999.0
-11.9, None, -16.6, -12.0, -6999.0, 2020-01-17 11:00:00, -6999.0
-12.3, None, -16.6, -11.8, -6999.0, 2020-01-17 12:00:00, -6999.0
-10.8, None, -16.6, -10.9, -6999.0, 2020-01-17 13:00:00, -6999.0
-7.7, None, -16.6, -7.8, -6999.0, 2020-01-17 14:00:00, -6999.0
-2.5, None, -16.6, -2.5, -6999.0, 2020-01-17 15:00:00, -6999.0
-3.0, None, -16.6, -1.9, -6999.0, 2020-01-17 16:00:00, -6999.0
-9.4, None, -16.6, -1.9, -6999.0, 2020-01-17 17:00:00, -6999.0
-12.5, None, -16.6, -1.9, -6999.0, 2020-01-17 18:00:00, -6999.0
-13.7, None, -13.7, -12.4, -6999.0, 2020-01-17 19:00:00, -6999.0
-13.9, None, -13.9, -12.4, -6999.0, 2020-01-17 20:00:00, -6999.0
-13.3, None, -13.9, -12.4, -6999.0, 2020-01-17 21:00:00, -6999.0
-12.1, None, -13.9, -12.1, -6999.0, 2020-01-17 22:00:00, -6999.0
-11.5, None, -13.9, -11.5, -6999.0, 2020-01-17 23:00:00, -6999.0
-10.7, None, -13.9, -10.7, -6999.0, 2020-01-18 00:00:00, -6999.0
-10.7, None, -13.9, -10.7, -6999.0, 2020-01-18 01:00:00, -6999.0
-10.2, None, -13.9, -10.2, -6999.0, 2020-01-18 02:00:00, -6999.0
-9.5, None, -13.9, -9.5, -6999.0, 2020-01-18 03:00:00, -6999.0
-9.0, None, -13.9, -9.0, -6999.0, 2020-01-18 04:00:00, -6999.0
-8.8, None, -13.9, -8.8, -6999.0, 2020-01-18 05:00:00, -6999.0
-8.4, None, -13.9, -8.4, -6999.0, 2020-01-18 06:00:00, -6999.0
-8.3, None, -8.4, -8.3, -6999.0, 2020-01-18 07:00:00, -6999.0
-8.0, None, -8.4, -8.0, -6999.0, 2020-01-18 08:00:00, -6999.0
-7.6, None, -8.4, -7.6, -6999.0, 2020-01-18 09:00:00, -6999.0
-5.8, None, -8.4, -5.8, -6999.0, 2020-01-18 10:00:00, -6999.0
-4.0, None, -8.4, -4.0, -6999.0, 2020-01-18 11:00:00, -6999.0
-1.4, None, -8.4, -1.4, -6999.0, 2020-01-18 12:00:00, -6999.0
0.2, None, -8.4, 0.2, -6999.0, 2020-01-18 13:00:00, -6999.0
0.6, None, -8.4, 0.6, -6999.0, 2020-01-18 14:00:00, -6999.0
1.9, None, -8.4, 1.9, -6999.0, 2020-01-18 15:00:00, -6999.0
0.3, None, -8.4, 1.9, -6999.0, 2020-01-18 16:00:00, -6999.0
-1.2, None, -8.4, 1.9, -6999.0, 2020-01-18 17:00:00, -6999.0
-1.9, None, -8.4, 1.9, -6999.0, 2020-01-18 18:00:00, -6999.0
-1.4, None, -1.9, -1.4, -6999.0, 2020-01-18 19:00:00, -6999.0
-1.4, None, -1.9, -1.3, -6999.0, 2020-01-18 20:00:00, -6999.0
-1.8, None, -1.9, -1.3, -6999.0, 2020-01-18 21:00:00, -6999.0
-1.8, None, -1.9, -1.3, -6999.0, 2020-01-18 22:00:00, -6999.0
-1.6, None, -1.9, -1.3, -6999.0, 2020-01-18 23:00:00, -6999.0
-1.3, -1.311, -1.9, -1.3, -6999.0, 2020-01-19 00:00:00, -6999.0
-1.1, -1.119, -1.9, -1.1, -6999.0, 2020-01-19 01:00:00, -6999.0
-0.9, -0.937, -1.9, -0.9, -6999.0, 2020-01-19 02:00:00, -6999.0
-0.7, -0.69, -1.9, -0.7, -6999.0, 2020-01-19 03:00:00, -6999.0
-0.7, -0.671, -1.9, -0.6, -6999.0, 2020-01-19 04:00:00, -6999.0
-0.8, -0.807, -1.9, -0.6, -6999.0, 2020-01-19 05:00:00, -6999.0
-1.3, -1.311, -1.9, -0.6, -6999.0, 2020-01-19 06:00:00, -6999.0
-2.0, -2.005, -2.0, -1.3, -6999.0, 2020-01-19 07:00:00, -6999.0
-2.2, -2.248, -2.3, -1.3, -6999.0, 2020-01-19 08:00:00, -6999.0
-1.7, -1.735, -2.3, -1.3, -6999.0, 2020-01-19 09:00:00, -6999.0
-0.8, -0.811, -2.3, -0.8, -6999.0, 2020-01-19 10:00:00, -6999.0
0.5, 0.458, -2.3, 0.4, -6999.0, 2020-01-19 11:00:00, -6999.0
1.9, 1.876, -2.3, 1.9, -6999.0, 2020-01-19 12:00:00, -6999.0
2.9, 2.887, -2.3, 2.9, -6999.0, 2020-01-19 13:00:00, -6999.0
3.4, 3.435, -2.3, 3.4, -6999.0, 2020-01-19 14:00:00, -6999.0
4.0, 3.987, -2.3, 4.1, -6999.0, 2020-01-19 15:00:00, -6999.0
2.8, 2.758, -2.3, 4.1, -6999.0, 2020-01-19 16:00:00, -6999.0
1.6, 1.587, -2.3, 4.1, -6999.0, 2020-01-19 17:00:00, -6999.0
0.9, 0.9, -2.3, 4.1, -6999.0, 2020-01-19 18:00:00, -6999.0
0.8, 0.789, 0.7, 0.9, -6999.0, 2020-01-19 19:00:00, -6999.0
0.9, 0.903, 0.7, 0.9, -6999.0, 2020-01-19 20:00:00, -6999.0
0.6, 0.648, 0.7, 0.9, -6999.0, 2020-01-19 21:00:00, -6999.0
0.4, 0.436, 0.4, 0.9, -6999.0, 2020-01-19 22:00:00, -6999.0
0.3, 0.33, 0.3, 0.9, -6999.0, 2020-01-19 23:00:00, -6999.0
0.4, 0.436, 0.3, 0.9, -6999.0, 2020-01-20 00:00:00, -6999.0
0.5, 0.458, 0.3, 0.9, -6999.0, 2020-01-20 01:00:00, -6999.0
0.1, 0.117, 0.1, 0.9, -6999.0, 2020-01-20 02:00:00, -6999.0
0.1, 0.138, 0.0, 0.9, -6999.0, 2020-01-20 03:00:00, -6999.0
0.3, 0.298, 0.0, 0.9, -6999.0, 2020-01-20 04:00:00, -6999.0
0.5, 0.501, 0.0, 0.9, -6999.0, 2020-01-20 05:00:00, -6999.0
0.3, 0.3, 0.0, 0.9, -6999.0, 2020-01-20 06:00:00, -6999.0
-0.3, -0.307, -0.3, 0.3, -6999.0, 2020-01-20 07:00:00, -6999.0
-0.2, -0.224, -0.3, 0.3, -6999.0, 2020-01-20 08:00:00, -6999.0
0.1, 0.08, -0.3, 0.3, -6999.0, 2020-01-20 09:00:00, -6999.0
1.1, 1.13, -0.3, 1.1, -6999.0, 2020-01-20 10:00:00, -6999.0
3.4, 3.378, -0.3, 3.3, -6999.0, 2020-01-20 11:00:00, -6999.0
5.0, 4.99, -0.3, 5.0, -6999.0, 2020-01-20 12:00:00, -6999.0
6.5, 6.493, -0.3, 6.5, -6999.0, 2020-01-20 13:00:00, -6999.0
7.5, 7.511, -0.3, 7.4, -6999.0, 2020-01-20 14:00:00, -6999.0
11.1, 11.08, -0.3, 11.1, -6999.0, 2020-01-20 15:00:00, -6999.0
7.0, 6.966, -0.3, 11.1, -6999.0, 2020-01-20 16:00:00, -6999.0
3.6, 3.627, -0.3, 11.1, -6999.0, 2020-01-20 17:00:00, -6999.0
2.0, 1.99, -0.3, 11.1, -6999.0, 2020-01-20 18:00:00, -6999.0
1.1, 1.053, 1.1, 2.0, -6999.0, 2020-01-20 19:00:00, -6999.0
0.3, 0.287, 0.3, 2.0, -6999.0, 2020-01-20 20:00:00, -6999.0
0.2, 0.16, 0.2, 2.0, -6999.0, 2020-01-20 21:00:00, -6999.0
-0.3, -0.267, -0.3, 2.0, -6999.0, 2020-01-20 22:00:00, -6999.0
-0.2, -0.201, -0.3, 2.0, -6999.0, 2020-01-20 23:00:00, -6999.0
-0.3, -0.267, -0.4, 2.0, -6999.0, 2020-01-21 00:00:00, -6999.0
0.0, 0.037, -0.4, 2.0, -6999.0, 2020-01-21 01:00:00, -6999.0
0.1, 0.141, -0.4, 2.0, -6999.0, 2020-01-21 02:00:00, -6999.0
-0.6, -0.563, -0.5, 2.0, -6999.0, 2020-01-21 03:00:00, -6999.0
-0.9, -0.904, -1.0, 2.0, -6999.0, 2020-01-21 04:00:00, -6999.0
-0.5, -0.457, -1.0, 2.0, -6999.0, 2020-01-21 05:00:00, -6999.0
-0.6, -0.585, -1.0, 2.0, -6999.0, 2020-01-21 06:00:00, -6999.0
-0.3, -0.33, -0.6, -0.3, -6999.0, 2020-01-21 07:00:00, -6999.0
-0.5, -0.479, -0.6, -0.3, -6999.0, 2020-01-21 08:00:00, -6999.0
-0.4, -0.373, -0.6, -0.3, -6999.0, 2020-01-21 09:00:00, -6999.0
0.3, 0.33, -0.6, 0.3, -6999.0, 2020-01-21 10:00:00, -6999.0
1.1, 1.109, -0.6, 1.1, -6999.0, 2020-01-21 11:00:00, -6999.0
2.3, 2.333, -0.6, 2.3, -6999.0, 2020-01-21 12:00:00, -6999.0
3.5, 3.503, -0.6, 3.5, -6999.0, 2020-01-21 13:00:00, -6999.0
4.6, 4.625, -0.6, 4.6, -6999.0, 2020-01-21 14:00:00, -6999.0
5.4, 5.377, -0.6, 5.5, -6999.0, 2020-01-21 15:00:00, -6999.0
3.9, 3.93, -0.6, 5.5, -6999.0, 2020-01-21 16:00:00, -6999.0
1.9, 1.935, -0.6, 5.5, -6999.0, 2020-01-21 17:00:00, -6999.0
-0.1, -0.138, -0.6, 5.5, -6999.0, 2020-01-21 18:00:00, -6999.0
