wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
14.0,-24.7,120.0,79.0,2022-01-01 00:00:00,1
16.9,-24.4,129.0,79.0,2022-01-01 01:00:00,1
17.6,-23.9,127.0,79.0,2022-01-01 02:00:00,1
13.7,-23.7,138.0,79.0,2022-01-01 03:00:00,1
12.6,-22.5,145.0,80.0,2022-01-01 04:00:00,1
15.1,-20.9,128.0,82.0,2022-01-01 05:00:00,1
15.5,-19.5,136.0,83.0,2022-01-01 06:00:00,1
15.8,-19.1,112.0,83.0,2022-01-01 07:00:00,1
15.8,-19.0,112.0,83.0,2022-01-01 08:00:00,1
13.3,-17.6,113.0,84.0,2022-01-01 09:00:00,1
16.6,-17.2,123.0,84.0,2022-01-01 10:00:00,1
19.4,-17.1,121.0,85.0,2022-01-01 11:00:00,1
16.2,-16.2,121.0,86.0,2022-01-01 12:00:00,1
9.4,-16.8,162.0,85.0,2022-01-01 13:00:00,1
7.9,-18.1,117.0,84.0,2022-01-01 14:00:00,1
9.7,-19.0,175.0,83.0,2022-01-01 15:00:00,1
18.4,-20.3,185.0,83.0,2022-01-01 16:00:00,1
13.7,-19.0,207.0,84.0,2022-01-01 17:00:00,1
25.9,-11.8,345.0,91.0,2022-01-01 18:00:00,1
46.8,-22.2,351.0,81.0,2022-01-01 19:00:00,1
47.9,-23.1,351.0,80.0,2022-01-01 20:00:00,1
39.6,-23.5,356.0,80.0,2022-01-01 21:00:00,1
34.2,-23.4,349.0,80.0,2022-01-01 22:00:00,1
42.8,-23.4,345.0,79.0,2022-01-01 23:00:00,1
35.3,-23.9,345.0,79.0,2022-01-02 00:00:00,1
27.7,-25.1,343.0,78.0,2022-01-02 01:00:00,1
31.7,-26.1,338.0,77.0,2022-01-02 02:00:00,1
26.3,-26.8,341.0,77.0,2022-01-02 03:00:00,1
26.3,-27.5,341.0,76.0,2022-01-02 04:00:00,1
21.6,-27.6,331.0,76.0,2022-01-02 05:00:00,1
25.2,-27.5,339.0,75.0,2022-01-02 06:00:00,1
37.1,-27.9,347.0,74.0,2022-01-02 07:00:00,1
27.0,-27.9,344.0,74.0,2022-01-02 08:00:00,1
28.1,-28.0,344.0,71.0,2022-01-02 09:00:00,1
24.5,-27.9,344.0,69.0,2022-01-02 10:00:00,1
27.0,-27.7,335.0,66.0,2022-01-02 11:00:00,1
24.8,-27.6,343.0,65.0,2022-01-02 12:00:00,1
23.0,-27.7,343.0,67.0,2022-01-02 13:00:00,1
20.9,-27.5,353.0,68.0,2022-01-02 14:00:00,1
22.7,-27.5,356.0,67.0,2022-01-02 15:00:00,1
25.9,-27.5,351.0,67.0,2022-01-02 16:00:00,1
18.0,-27.7,353.0,67.0,2022-01-02 17:00:00,1
24.5,-27.8,356.0,69.0,2022-01-02 18:00:00,1
15.8,-27.7,349.0,70.0,2022-01-02 19:00:00,1
21.6,-27.8,354.0,71.0,2022-01-02 20:00:00,1
25.2,-27.9,352.0,71.0,2022-01-02 21:00:00,1
