ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 698.0, 531.0, None, None,2017-02-12 00:00:00, -6.0, None, 193.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 01:00:00, -5.7, None, 194.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 02:00:00, -5.4, None, 194.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 03:00:00, -5.3, None, 194.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 04:00:00, -5.1, None, 194.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 05:00:00, -4.8, None, 194.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 06:00:00, -4.6, None, 193.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 07:00:00, -4.7, None, 193.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 08:00:00, -4.5, None, 193.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 09:00:00, -4.4, None, 193.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 10:00:00, -4.4, None, 192.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 11:00:00, -4.4, None, 192.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 12:00:00, -4.3, None, 192.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 13:00:00, -4.3, None, 192.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 14:00:00, -4.2, None, 192.0, None,7
None, 698.0, 531.0, None, None,2017-02-12 15:00:00, -4.5, None, 192.0, None,7
None, 698.0, 531.0, 1261.0, None,2017-02-12 16:00:00, -4.6, None, 191.0, None,7
None, 698.0, 532.0, None, None,2017-02-12 17:00:00, -4.9, None, 191.0, None,7
None, 699.0, 532.0, None, None,2017-02-12 18:00:00, -4.6, None, 191.0, None,7
None, 699.0, 532.0, None, None,2017-02-12 19:00:00, -4.1, None, 191.0, None,7
None, 699.0, 532.0, None, None,2017-02-12 20:00:00, -3.7, None, 191.0, None,7
None, 699.0, 532.0, None, None,2017-02-12 21:00:00, -3.1, None, 190.0, None,7
None, 699.0, 532.0, None, None,2017-02-12 22:00:00, -3.2, None, 190.0, None,7
None, 699.0, 532.0, None, None,2017-02-12 23:00:00, -3.0, None, 190.0, None,7
None, 699.0, 532.0, None, None,2017-02-13 00:00:00, -3.0, None, 190.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 01:00:00, -2.8, None, 190.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 02:00:00, -2.2, None, 190.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 03:00:00, -2.0, None, 190.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 04:00:00, -1.5, None, 190.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 05:00:00, -1.8, None, 190.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 06:00:00, -1.7, None, 189.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 07:00:00, -1.8, None, 189.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 08:00:00, -1.9, None, 189.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 09:00:00, -1.4, None, 189.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 10:00:00, -1.5, None, 189.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 11:00:00, -1.5, None, 189.0, None,7
None, 700.0, 532.0, None, None,2017-02-13 12:00:00, -1.7, None, 189.0, None,7
None, 702.0, 533.0, None, None,2017-02-13 13:00:00, -1.8, None, 189.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 14:00:00, -1.8, None, 189.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 15:00:00, -2.1, None, 189.0, None,7
None, 702.0, 534.0, 1264.0, None,2017-02-13 16:00:00, -2.0, None, 189.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 17:00:00, -1.9, None, 189.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 18:00:00, -1.7, None, 189.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 19:00:00, -1.5, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 20:00:00, -0.6, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 21:00:00, -0.2, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 22:00:00, 0.7, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-13 23:00:00, 0.6, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 00:00:00, 0.7, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 01:00:00, 0.5, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 02:00:00, -0.3, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 03:00:00, -0.2, None, 188.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 04:00:00, 0.0, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 05:00:00, 0.2, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 06:00:00, -0.5, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 07:00:00, 0.8, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 08:00:00, 0.7, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 09:00:00, 0.3, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 10:00:00, 0.1, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 11:00:00, 0.9, None, 187.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 12:00:00, 1.0, None, 186.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 13:00:00, 1.0, None, 186.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 14:00:00, 1.5, None, 186.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 15:00:00, 1.3, None, 186.0, None,7
None, 702.0, 534.0, 1271.0, None,2017-02-14 16:00:00, 1.4, None, 186.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 17:00:00, 1.5, None, 186.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 18:00:00, 0.9, None, 185.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 19:00:00, 1.0, None, 185.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 20:00:00, 1.6, None, 185.0, None,7
None, 702.0, 534.0, None, None,2017-02-14 21:00:00, 2.4, None, 185.0, None,7
None, 701.0, 534.0, None, None,2017-02-14 22:00:00, 2.9, None, 185.0, None,7
None, 701.0, 537.0, None, None,2017-02-14 23:00:00, 3.3, None, 184.0, None,7
None, 701.0, 537.0, None, None,2017-02-15 00:00:00, 1.9, None, 184.0, None,7
None, 701.0, 537.0, None, None,2017-02-15 01:00:00, 2.0, None, 184.0, None,7
None, 701.0, 537.0, None, None,2017-02-15 02:00:00, 2.2, None, 184.0, None,7
None, 701.0, 537.0, None, None,2017-02-15 03:00:00, 1.2, None, 184.0, None,7
None, 701.0, 538.0, None, None,2017-02-15 04:00:00, 1.9, None, 184.0, None,7
None, 701.0, 538.0, None, None,2017-02-15 05:00:00, 2.3, None, 184.0, None,7
None, 702.0, 540.0, None, None,2017-02-15 06:00:00, 2.0, None, 183.0, None,7
None, 702.0, 541.0, None, None,2017-02-15 07:00:00, 1.8, None, 183.0, None,7
None, 702.0, 541.0, None, None,2017-02-15 08:00:00, 1.9, None, 183.0, None,7
None, 702.0, 542.0, None, None,2017-02-15 09:00:00, 1.8, None, 183.0, None,7
None, 702.0, 542.0, None, None,2017-02-15 10:00:00, 1.6, None, 183.0, None,7
None, 702.0, 542.0, None, None,2017-02-15 11:00:00, 1.2, None, 183.0, None,7
None, 702.0, 543.0, None, None,2017-02-15 12:00:00, 0.6, None, 183.0, None,7
None, 703.0, 543.0, None, None,2017-02-15 13:00:00, 0.4, None, 183.0, None,7
