RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,0.0,83.8, None, None, None, 968.0, None, None, None, None, None, 92.0, None, None, -10.6, None, None, None, None,6.307, None, None, None, None, None,2017-01-06 14:00:00, None,1
None, None, None, None,0.0,85.1, None, None, None, 968.0, None, None, None, None, None, 91.4, None, None, -10.19, None, None, None, None,3.597, None, None, None, None, None,2017-01-06 15:00:00, None,1
None, None, None, None,0.0,86.5, None, None, None, 968.0, None, None, None, None, None, 91.8, None, None, -10.61, None, None, None, None,5.102, None, None, None, None, None,2017-01-06 16:00:00, None,1
None, None, None, None,0.0,83.1, None, None, None, 969.0, None, None, None, None, None, 92.4, None, None, -9.98, None, None, None, None,6.149, None, None, None, None, None,2017-01-06 17:00:00, None,1
None, None, None, None,0.0,86.0, None, None, None, 971.0, None, None, None, None, None, 92.5, None, None, -10.32, None, None, None, None,6.363, None, None, None, None, None,2017-01-06 18:00:00, None,1
None, None, None, None,0.0,86.3, None, None, None, 971.0, None, None, None, None, None, 92.3, None, None, -10.3, None, None, None, None,4.429, None, None, None, None, None,2017-01-06 19:00:00, None,1
None, None, None, None,0.0,84.8, None, None, None, 972.0, None, None, None, None, None, 92.7, None, None, -9.87, None, None, None, None,6.71, None, None, None, None, None,2017-01-06 20:00:00, None,1
None, None, None, None,0.0,83.1, None, None, None, 972.0, None, None, None, None, None, 91.7, None, None, -8.33, None, None, None, None,6.021, None, None, None, None, None,2017-01-06 21:00:00, None,1
None, None, None, None,0.0,83.5, None, None, None, 973.0, None, None, None, None, None, 90.6, None, None, -7.18, None, None, None, None,5.283, None, None, None, None, None,2017-01-06 22:00:00, None,1
None, None, None, None,0.0,85.6, None, None, None, 973.0, None, None, None, None, None, 91.8, None, None, -5.879, None, None, None, None,4.764, None, None, None, None, None,2017-01-06 23:00:00, None,1
